,SRA1 (10011)
ACH-000004,0.18096891707464527
ACH-000005,-0.07076744462582132
ACH-000007,0.06282699325493649
ACH-000009,0.057869780834910525
ACH-000011,0.12428442660274645
ACH-000012,0.13905623136092027
ACH-000013,0.0833144107588729
ACH-000014,0.07519483564580443
ACH-000015,0.012627703185228814
ACH-000017,0.14133845384204308
ACH-000018,0.16512082553966834
ACH-000019,-0.13323082002295733
ACH-000021,0.10886304336252184
ACH-000022,0.1580271698300838
ACH-000025,0.11497928267528575
ACH-000028,0.10036418889348336
ACH-000030,0.18071506914127247
ACH-000035,-0.04523146665063862
ACH-000036,0.14269391814110274
ACH-000037,0.06319023843063537
ACH-000039,0.165709209999299
ACH-000040,0.09294515470531227
ACH-000041,0.11852142054200145
ACH-000042,0.2006196094029705
ACH-000045,-0.1565836622020282
ACH-000047,0.03894188316022259
ACH-000052,-0.06431524274236393
ACH-000053,0.08395051093628701
ACH-000054,0.09957102077399878
ACH-000055,-0.092357056155263
ACH-000060,0.04629434659891216
ACH-000067,0.04908724262224417
ACH-000070,0.1679486389060273
ACH-000075,0.22356635146107315
ACH-000078,0.007953589310101417
ACH-000082,0.08530443717689001
ACH-000085,0.06281025843754633
ACH-000086,0.023835931909782185
ACH-000087,0.25357590756092635
ACH-000092,0.1229681074629918
ACH-000095,0.06903470285782376
ACH-000097,0.11871011024361
ACH-000098,0.021423366144658458
ACH-000099,0.11668827907105404
ACH-000108,0.29552148045417914
ACH-000113,0.08942899049413669
ACH-000116,0.04800196858343468
ACH-000118,0.16815306324411705
ACH-000120,-0.03918375807059322
ACH-000123,0.1236626864615661
ACH-000127,0.14604326801976014
ACH-000128,0.03772420783785886
ACH-000132,0.10486604816073848
ACH-000133,0.14879816395748605
ACH-000137,0.11005555212965662
ACH-000138,0.16153036682139132
ACH-000142,0.02521957915343159
ACH-000143,-0.07757425337209102
ACH-000146,0.11033245437543752
ACH-000148,0.16978661443840454
ACH-000150,-0.07107201396330079
ACH-000152,0.11802025468120347
ACH-000153,0.05721212894012419
ACH-000159,0.014085649982609753
ACH-000160,0.4061856219088071
ACH-000163,0.024716627561100338
ACH-000167,0.7428582685645823
ACH-000168,0.13331839698991446
ACH-000169,0.08988711376797617
ACH-000178,0.15809231498895904
ACH-000183,-0.04886609444726102
ACH-000188,0.036921284702982914
ACH-000189,0.13470175385819422
ACH-000190,0.3484526622126623
ACH-000198,-0.044800177593569315
ACH-000203,0.3411259746023237
ACH-000204,0.11141130218662082
ACH-000206,0.15325112051228246
ACH-000207,0.21607409463497065
ACH-000208,0.2081238516306904
ACH-000210,0.008771874599695141
ACH-000211,0.06946041971649226
ACH-000215,0.0432763212964869
ACH-000221,0.1318890755265022
ACH-000222,0.1421230281710404
ACH-000223,-0.04781016664939351
ACH-000226,-0.02469500874185755
ACH-000227,0.20913208037319764
ACH-000228,0.0873006751881925
ACH-000231,0.10636833449585513
ACH-000232,-0.032468163439807664
ACH-000233,0.07355272008738444
ACH-000234,0.040036212516192986
ACH-000235,0.05724272831518405
ACH-000237,0.120945136112885
ACH-000238,0.12935041750849632
ACH-000242,0.0956878228430806
ACH-000243,0.11490473587584045
ACH-000244,0.13925478547988634
ACH-000246,0.06776020044631857
ACH-000248,0.158987921516084
ACH-000250,0.05486272891546432
ACH-000251,0.33550298769330306
ACH-000252,0.15948088890725715
ACH-000253,-0.030768078561321417
ACH-000255,0.017904551991300012
ACH-000256,0.08738002952475807
ACH-000257,-0.06905806780801174
ACH-000258,0.029481345295055694
ACH-000259,0.15656955917613802
ACH-000260,0.03564926401228321
ACH-000261,0.07923497123995983
ACH-000262,0.015844690959018314
ACH-000263,-0.0331051943109837
ACH-000264,0.04200328912359122
ACH-000265,0.1237209765282396
ACH-000266,0.08916003274851908
ACH-000272,0.0435672745688673
ACH-000274,0.0974711004320009
ACH-000277,0.09853078269775252
ACH-000278,0.20923833941458295
ACH-000279,0.12762770857837724
ACH-000280,0.12516175786945033
ACH-000281,0.22019602889578613
ACH-000288,0.07211282030952175
ACH-000291,0.05712862368123355
ACH-000293,0.2558206433892595
ACH-000294,0.1821689166301816
ACH-000295,0.01676622664335994
ACH-000296,0.06624511669267298
ACH-000302,0.08594507819474434
ACH-000304,0.06346054845654929
ACH-000307,0.09786630657762184
ACH-000308,0.14009561425188002
ACH-000310,0.1802357372846668
ACH-000311,-0.003923274235849617
ACH-000312,0.09379047401118763
ACH-000315,0.2052500522644847
ACH-000316,0.03556850046223065
ACH-000317,0.1909565963232688
ACH-000318,0.11935872645780995
ACH-000319,0.0435841365907686
ACH-000320,0.16393369888204706
ACH-000322,0.13382603747795768
ACH-000323,-0.021548501125302374
ACH-000324,0.11280283898556355
ACH-000329,-0.01322567483758827
ACH-000330,0.011340142760837772
ACH-000331,0.12712572323723098
ACH-000332,0.07756275790968731
ACH-000334,0.057424586868796264
ACH-000335,0.019995718099986667
ACH-000336,-0.11052780449086076
ACH-000337,0.16167261316009707
ACH-000338,0.3665996723805737
ACH-000339,0.0669970728799222
ACH-000341,-0.03275268439600769
ACH-000348,0.1206829754043099
