,MED11 (400569)
ACH-000004,-1.4235871911678204
ACH-000005,-1.4154471879929131
ACH-000007,-1.2718044671257576
ACH-000009,-1.2491983867535243
ACH-000011,-1.1483416111704017
ACH-000012,-1.2433784777565793
ACH-000013,-1.3324369746871352
ACH-000014,-1.2192172322956982
ACH-000015,-1.2241834425278608
ACH-000017,-1.1694550459765252
ACH-000018,-1.3631579387003612
ACH-000019,-1.260361289095238
ACH-000021,-1.1192231342357035
ACH-000022,-1.2916373203889535
ACH-000025,-1.1356494148264096
ACH-000028,-1.1561484166010212
ACH-000030,-1.2026879846629996
ACH-000035,-1.2862062190200656
ACH-000036,-1.4195912602201126
ACH-000037,-1.6417306223338222
ACH-000039,-1.2686721687344973
ACH-000040,-1.3640033530287028
ACH-000041,-1.5378940216630947
ACH-000042,-1.348871846034044
ACH-000045,-1.3516895105463331
ACH-000047,-1.3580466570692349
ACH-000052,-1.508565765962382
ACH-000053,-1.4250010140887202
ACH-000054,-1.0152781133573183
ACH-000055,-1.023205019729626
ACH-000060,-1.2624106322918422
ACH-000067,-1.4229639976654938
ACH-000070,-0.9551728492203292
ACH-000075,-1.5332164591593018
ACH-000078,-1.3433830881703137
ACH-000082,-1.278214597484635
ACH-000085,-1.3494456705694589
ACH-000086,-1.119374771491833
ACH-000087,-1.1596891696179994
ACH-000092,-1.1679716526927857
ACH-000095,-1.0609067789160906
ACH-000097,-1.2852102802954777
ACH-000098,-1.2672901596891253
ACH-000099,-1.286021227545981
ACH-000108,-1.1917482502948658
ACH-000113,-1.288804321481121
ACH-000116,-1.3379047283630865
ACH-000118,-1.2938369239659568
ACH-000120,-1.3755043115146497
ACH-000123,-1.1597159307866711
ACH-000127,-1.1365688195869994
ACH-000128,-1.0722325919938993
ACH-000132,-1.0641914477712142
ACH-000133,-1.189219675816364
ACH-000137,-1.263594786911388
ACH-000138,-1.2407651531962804
ACH-000142,-1.206992271981106
ACH-000143,-1.3075036495167742
ACH-000146,-1.5376575367172969
ACH-000148,-1.3073828706381143
ACH-000150,-1.0989320120763226
ACH-000152,-1.3507025135805637
ACH-000153,-1.272578564775477
ACH-000159,-1.1852830697868306
ACH-000160,-0.955220014183094
ACH-000163,-1.3418881853682296
ACH-000167,-1.8921021249140149
ACH-000168,-1.2512762419544878
ACH-000169,-1.3003098278872167
ACH-000178,-1.1055321673351413
ACH-000183,-1.3475243368432088
ACH-000188,-1.3195759892129528
ACH-000189,-1.4837133240633322
ACH-000190,-1.1143373087582105
ACH-000198,-1.1659029651488722
ACH-000203,-0.8835550523851833
ACH-000204,-1.5242189138953934
ACH-000206,-1.339965113697904
ACH-000207,-1.1095287457738463
ACH-000208,-1.3201628317714147
ACH-000210,-0.7851282965386972
ACH-000211,-1.1581804533923463
ACH-000215,-1.2397189072155723
ACH-000221,-1.3463371272955338
ACH-000222,-1.0858800733326115
ACH-000223,-1.2773517001834742
ACH-000226,-1.3623186156446727
ACH-000227,-1.5050879402880244
ACH-000228,-1.4903005023277782
ACH-000231,-1.1141874563374567
ACH-000232,-1.247830204079132
ACH-000233,-1.2987200746467318
ACH-000234,-1.1694182420809691
ACH-000235,-1.2545297647902636
ACH-000237,-1.2140175788161438
ACH-000238,-1.2091085042791374
ACH-000242,-1.164885712573215
ACH-000243,-1.429564324478758
ACH-000244,-1.0526316702725842
ACH-000246,-1.1651311117361045
ACH-000248,-1.305438214196622
ACH-000250,-1.1858175741180783
ACH-000251,-1.5628754505714657
ACH-000252,-1.0536584948704035
ACH-000253,-1.2533186132557526
ACH-000255,-1.2569140277175654
ACH-000256,-1.5147156043732486
ACH-000257,-1.1477893625048852
ACH-000258,-0.9753535707895084
ACH-000259,-1.2766970057699976
ACH-000260,-1.3923135751319684
ACH-000261,-1.1724453576435456
ACH-000262,-1.093216711464578
ACH-000263,-1.5872589793773282
ACH-000264,-1.1760016074011197
ACH-000265,-0.9602397052545384
ACH-000266,-1.274701067778068
ACH-000272,-1.101782748110884
ACH-000274,-1.3551239518012532
ACH-000277,-1.0812206678131868
ACH-000278,-1.5163301833879397
ACH-000279,-1.2486434645621909
ACH-000280,-1.3623098238880198
ACH-000281,-1.330039636255771
ACH-000288,-1.1506451878377382
ACH-000291,-1.2183002953408513
ACH-000293,-1.5222896353860509
ACH-000294,-1.5547341626959708
ACH-000295,-1.4970790441820476
ACH-000296,-0.8431445314607792
ACH-000302,-1.2943733270933988
ACH-000304,-1.4625093752457263
ACH-000307,-1.204809629873815
ACH-000308,-1.1574857856681675
ACH-000310,-1.1411751486564181
ACH-000311,-0.993435429582372
ACH-000312,-1.3985197553014062
ACH-000315,-1.1405315752878762
ACH-000316,-1.4020500414716015
ACH-000317,-1.135655735841364
ACH-000318,-1.1660333000130991
ACH-000319,-1.2419600370217887
ACH-000320,-1.1763892040351092
ACH-000322,-1.2188991491397905
ACH-000323,-1.4055537929573318
ACH-000324,-1.138483103127491
ACH-000329,-1.400261763833289
ACH-000330,-1.400155280504186
ACH-000331,-1.341570468489771
ACH-000332,-1.3766291824236077
ACH-000334,-1.4999924662336352
ACH-000335,-1.271188463560552
ACH-000336,-1.2246058246964866
ACH-000337,-1.2611996980359623
ACH-000338,-1.3352940704644958
ACH-000339,-1.1904585427472074
ACH-000341,-0.9568204740639952
ACH-000348,-1.2278228332396581
ACH-000350,-1.2026271473556098
ACH-000352,-1.5556404468775369
ACH-000356,-1.166170733286925
ACH-000361,-0.7799276753155904
ACH-000362,-1.119852934383458
ACH-000363,-1.4822666752996096
ACH-000364,-1.5244414397467343
ACH-000365,-1.3533029796089522
ACH-000366,-1.1276975219264749
ACH-000368,-1.403742395959144
ACH-000374,-1.1464162875854156
ACH-000375,-1.1493302901542908
ACH-000376,-1.0634175001645954
ACH-000381,-1.1298544578520582
ACH-000383,-1.3342426404018954
ACH-000387,-1.3291019718329495
ACH-000389,-1.7710722531133831
ACH-000390,-1.3705039291401366
ACH-000393,-1.4559127941655408
ACH-000395,-1.3242197828521969
ACH-000396,-0.8507302144139892
ACH-000397,-1.2805930473390943
ACH-000401,-1.294925011283455
ACH-000402,-0.9892517154589135
ACH-000403,-1.3822575061304858
ACH-000404,-1.5733572794435835
ACH-000406,-1.0922035181184984
ACH-000407,-1.219296077592497
ACH-000408,-1.251411804138915
ACH-000410,-1.293058219948786
ACH-000411,-1.240962832181719
ACH-000414,-1.231384745229393
ACH-000415,-1.3110606098090396
ACH-000416,-1.2062641450738047
ACH-000420,-1.2022667061108443
ACH-000421,-1.3032452581201508
ACH-000424,-1.3710571609133928
ACH-000425,-1.1303929196938958
ACH-000426,-2.0180737909997397
ACH-000427,-1.0783570302228265
ACH-000433,-1.1646432882864712
ACH-000435,-1.2636438533258143
