,C1S (716)
ACH-000004,-0.07544377529969906
ACH-000005,-0.18124242740559876
ACH-000007,-0.1568502384358634
ACH-000009,-0.12524712194266358
ACH-000011,0.017984498442792582
ACH-000012,0.17631129981116686
ACH-000013,0.08524058254705602
ACH-000014,0.0573677013869025
ACH-000015,-0.03189359139470626
ACH-000017,-0.009174312855722358
ACH-000018,-0.021546687117722504
ACH-000019,0.0019354715790205837
ACH-000021,-0.042283487913583516
ACH-000022,-0.006276991057157732
ACH-000025,0.02191354617439777
ACH-000028,-0.0013641065899158119
ACH-000030,0.028456139366869214
ACH-000035,-0.012039058929941652
ACH-000036,-0.011912615273415762
ACH-000037,0.0649635116733224
ACH-000039,0.13095272331998545
ACH-000040,0.08617487996313886
ACH-000041,0.04931050347487797
ACH-000042,0.006949561255238747
ACH-000045,0.08530735261767422
ACH-000047,-0.04756598989145488
ACH-000052,0.05849007294801994
ACH-000053,-0.034750695054105815
ACH-000054,-0.0770244437789253
ACH-000055,-0.06326245574816593
ACH-000060,0.08935202001715163
ACH-000067,0.026023682434437385
ACH-000070,-0.01821852429575811
ACH-000075,-0.09809419325193637
ACH-000078,-0.09615759833932444
ACH-000082,-0.0756070663407742
ACH-000085,-0.2825925692672325
ACH-000086,0.0769000021152142
ACH-000087,0.19280284710842505
ACH-000092,0.08891079486709008
ACH-000095,-0.02308080767452152
ACH-000097,-0.029058654754001143
ACH-000098,-0.04779903543119599
ACH-000099,-0.07234006697104614
ACH-000108,-0.04970747354831002
ACH-000113,-0.050631921014252235
ACH-000116,0.02885990463227498
ACH-000118,-0.06826797986505677
ACH-000120,0.04248997023078898
ACH-000123,0.061444945481120374
ACH-000127,-0.03602633066483801
ACH-000128,-0.0516633612477099
ACH-000132,0.09055418509687532
ACH-000133,0.02996873492311838
ACH-000137,-0.1420334224493669
ACH-000138,-0.07581440759928766
ACH-000142,0.07296905117128563
ACH-000143,-0.14974047761783435
ACH-000146,0.02986586293874916
ACH-000148,-0.07418380677448756
ACH-000150,0.08661106293257675
ACH-000152,0.043018403340411175
ACH-000153,0.04345173332317629
ACH-000159,0.07060185790745267
ACH-000160,-0.0765773201329077
ACH-000163,0.05390713033699949
ACH-000167,-0.422175043856094
ACH-000168,0.046949191233182135
ACH-000169,-0.1114811203985665
ACH-000178,-0.03922547486730903
ACH-000183,0.17075628280686542
ACH-000188,0.020656108522353517
ACH-000189,0.031775538156160334
ACH-000190,0.11767388955092425
ACH-000198,0.07038187908602557
ACH-000203,-0.34261302684546296
ACH-000204,-0.019552957372708683
ACH-000206,0.13273528365247636
ACH-000207,0.030914844241166924
ACH-000208,0.0029702097544138674
ACH-000210,0.4518309860986087
ACH-000211,0.010186796389667073
ACH-000215,0.00570594706733049
ACH-000221,-0.06949120947142362
ACH-000222,-0.07356858745464158
ACH-000223,-0.04955426072139942
ACH-000226,0.004460905245235268
ACH-000227,-0.06730471708054854
ACH-000228,-0.2444067333367515
ACH-000231,-0.005788946846818751
ACH-000232,-0.07260155227151797
ACH-000233,-0.04910299402944762
ACH-000234,0.0001408597412454236
ACH-000235,-0.03306199009731421
ACH-000237,-0.12694895833483227
ACH-000238,0.03851183807737963
ACH-000242,-0.10730557548054208
ACH-000243,0.0714888826636278
ACH-000244,-0.20634863606302975
ACH-000246,-0.08901219279771996
ACH-000248,-0.1568946908845624
ACH-000250,-0.046546713534283135
ACH-000251,0.020455555085385525
ACH-000252,-0.2315085691985785
ACH-000253,-0.0014631243487647587
ACH-000255,-0.2040856532214768
ACH-000256,-0.013551971034432085
ACH-000257,0.03023832511887157
ACH-000258,-0.20030061517989609
ACH-000259,-0.0807025873298139
ACH-000260,0.0412471629619768
ACH-000261,0.049881293945927184
ACH-000262,0.10147713773394924
ACH-000263,0.010884762981204556
ACH-000264,-0.005405585478447795
ACH-000265,0.058549294338950675
ACH-000266,-0.013366651072444679
ACH-000272,-0.029015354782549182
ACH-000274,-0.06368649513677398
ACH-000277,0.06831521302732052
ACH-000278,-0.001416849897718316
ACH-000279,-0.07316305957552685
ACH-000280,-0.07743977983237506
ACH-000281,-0.17068712819327914
ACH-000288,-0.07353348169352403
ACH-000291,0.009722473426858324
ACH-000293,-0.039057101754098184
ACH-000294,-0.0183025793045278
ACH-000295,-0.0908596435085574
ACH-000296,0.05097043121682317
ACH-000302,-0.03279896243398624
ACH-000304,-0.17821348199584305
ACH-000307,-0.08254698379933036
ACH-000308,-0.027087183441633883
ACH-000310,0.023000670126303743
ACH-000311,-0.11900139482071652
ACH-000312,-0.04268900700070482
ACH-000315,-0.08172749727755492
ACH-000316,-0.03865378338588765
ACH-000317,-0.02611006484290044
ACH-000318,-0.0017484776646017233
ACH-000319,0.07193612756737879
ACH-000320,-0.05251411282199973
ACH-000322,-0.016117613224238568
ACH-000323,-0.06521144726608769
ACH-000324,-0.10208707079676473
ACH-000329,-0.018958881421437142
ACH-000330,-0.10660597729115437
ACH-000331,0.11113337093652133
ACH-000332,0.06470652734410508
ACH-000334,0.10104035931429307
ACH-000335,0.07204121755974263
ACH-000336,0.15525918024538266
ACH-000337,-0.028312364385008237
ACH-000338,0.4026328822629471
ACH-000339,0.03558884066587825
ACH-000341,0.00023504168290516827
ACH-000348,-0.0055361649997273605
ACH-000350,-0.1251403868825327
ACH-000352,-0.10295685415310936
ACH-000356,-0.039615797743832594
ACH-000361,-0.17752818287202293
ACH-000362,-0.0889162507372349
ACH-000363,0.033737100928451266
ACH-000364,0.11503604006536927
ACH-000365,-0.07014457302615006
ACH-000366,-0.04819792175030966
ACH-000368,-0.12721581494173853
ACH-000374,0.02830614501639037
ACH-000375,-0.0623451589713479
ACH-000376,0.027276325411649704
ACH-000381,0.11187404235655188
ACH-000383,-0.017108747542951733
ACH-000387,-0.0008988349081951377
ACH-000389,0.0826073925352473
ACH-000390,-0.049829863024568016
ACH-000393,0.10083001937537656
ACH-000395,0.04662274447086349
ACH-000396,0.18745937943054355
ACH-000397,0.013282692509768202
ACH-000401,0.035959609947729336
ACH-000402,-0.06597615453613348
ACH-000403,0.07662408914892087
ACH-000404,0.2643466647533593
ACH-000406,-0.09518680073924518
ACH-000407,0.0006447621386126077
ACH-000408,-0.007638428685783519
ACH-000410,0.03295987679004597
ACH-000411,-0.0625271811622818
ACH-000414,0.003823988397016837
ACH-000415,0.026466529950760664
ACH-000416,0.0481953568883468
ACH-000420,0.0043826017117007095
ACH-000421,-0.02984051852602532
ACH-000424,-0.018018151558077043
ACH-000425,0.033407112849768286
ACH-000426,0.05282265105310505
ACH-000427,-0.13921007644037106
ACH-000433,-0.25638197132384577
ACH-000435,-0.3591340286312723
ACH-000436,0.06332649918750713
ACH-000444,-0.005037921375670489
ACH-000445,0.02947545152026507
ACH-000448,0.07913303532184664
ACH-000450,0.11271598165270387
ACH-000452,-0.05559171632728968
ACH-000454,-0.013991793835983576
ACH-000458,0.005841924026105755
ACH-000459,0.061907670402099185
ACH-000460,-0.07596162275587713
ACH-000461,0.1901675328211058
ACH-000463,0.09050971707829683
ACH-000464,-0.1035299007183912
ACH-000466,0.002219747909662887
