,SGTA (6449)
ACH-000004,0.005658029037412404
ACH-000005,-0.20079369628433952
ACH-000007,-0.22247551730076967
ACH-000009,-0.0002896564225107561
ACH-000011,-0.08293816392295347
ACH-000012,-0.09122791461946964
ACH-000013,-0.20792063852741974
ACH-000014,-0.06515326009341099
ACH-000015,-0.12146328658590265
ACH-000017,-0.1415014739027522
ACH-000018,-0.03672198214326742
ACH-000019,-0.046710225262514116
ACH-000021,-0.17709435832543882
ACH-000022,-0.04902212210452447
ACH-000025,-0.188790209020023
ACH-000028,-0.1287320988101227
ACH-000030,-0.05821069714209352
ACH-000035,-0.13347693918652415
ACH-000036,-0.18889654067756806
ACH-000037,-0.010066161833343084
ACH-000039,-0.13644739327047906
ACH-000040,-0.26488319747918543
ACH-000041,-0.11695307663276636
ACH-000042,-0.019577296563811103
ACH-000045,-0.17438501118608202
ACH-000047,-0.1022832799391126
ACH-000052,-0.050829404537815294
ACH-000053,-0.10103675613020556
ACH-000054,-0.08456009797407589
ACH-000055,-0.03516826794289807
ACH-000060,-0.014257862017618875
ACH-000067,-0.07599914207587051
ACH-000070,-0.11980456353504206
ACH-000075,0.016780599909796145
ACH-000078,-0.1165064037781164
ACH-000082,-0.09481379818708666
ACH-000085,-0.1417054672820328
ACH-000086,-0.13935920155926634
ACH-000087,0.057383598297908615
ACH-000092,-0.15479759725148248
ACH-000095,-0.058278596249664624
ACH-000097,-0.10199044398757456
ACH-000098,-0.2785661217450671
ACH-000099,-0.24934049591672225
ACH-000108,-0.08036354270945754
ACH-000113,-0.15668270935836154
ACH-000116,-0.1456501861504485
ACH-000118,-0.15035759350482295
ACH-000120,-0.1277935886606736
ACH-000123,-0.07114495411604757
ACH-000127,-0.2553120788332064
ACH-000128,0.002957021991590808
ACH-000132,-0.1566683633678658
ACH-000133,-0.11812080281790985
ACH-000137,-0.1880216317637101
ACH-000138,-0.1782940170857588
ACH-000142,-0.226379479644254
ACH-000143,-0.19812196001523252
ACH-000146,-0.07834307140610809
ACH-000148,-0.0919564033232108
ACH-000150,-0.3145108301360466
ACH-000152,-0.13762319394899558
ACH-000153,-0.15064343439346214
ACH-000159,-0.12592723710770398
ACH-000160,-0.032105102950907044
ACH-000163,-0.09019319083630542
ACH-000167,-0.0584216356509253
ACH-000168,-0.13231539799784967
ACH-000169,-0.1269485482953152
ACH-000178,-0.1535726169791042
ACH-000183,-0.031149948555460237
ACH-000188,-0.20486457131322167
ACH-000189,-0.08180039704432529
ACH-000190,0.09430926818510317
ACH-000198,-0.06493420982180627
ACH-000203,-0.10344517465138188
ACH-000204,-0.05225807787407928
ACH-000206,-0.13561474885621966
ACH-000207,0.10121094234924018
ACH-000208,-0.2947247483510594
ACH-000210,0.16758858817640612
ACH-000211,-0.10352844535886874
ACH-000215,-0.14426056958033312
ACH-000221,-0.03499349958605127
ACH-000222,-0.038606349737935315
ACH-000223,-0.1388522816813359
ACH-000226,0.009631207655826
ACH-000227,-0.17771375579550422
ACH-000228,0.03374041943434202
ACH-000231,-0.06213925442481352
ACH-000232,-0.09118370486741692
ACH-000233,-0.2911323410975861
ACH-000234,-0.31071484506126945
ACH-000235,-0.015211825678900009
ACH-000237,-0.1919512536919071
ACH-000238,-0.08656701552859665
ACH-000242,-0.20245919903161366
ACH-000243,-0.15507096506098444
ACH-000244,0.14448468059116862
ACH-000246,-0.18562882326087027
ACH-000248,-0.2771767619042986
ACH-000250,-0.191230411066455
ACH-000251,-0.10002313458315797
ACH-000252,-0.09964390137706393
ACH-000253,-0.19785067982197616
ACH-000255,-0.10960826625625868
ACH-000256,-0.11726282079583662
ACH-000257,-0.13064122180822296
ACH-000258,-0.10100374913676023
ACH-000259,-0.047494533117886456
ACH-000260,-0.1843212487454593
ACH-000261,-0.15926503491079885
ACH-000262,-0.055421022050456896
ACH-000263,0.04482419542869676
ACH-000264,-0.0956893792250166
ACH-000265,-0.11649885217476776
ACH-000266,-0.09539669313010256
ACH-000272,-0.11306407442470698
ACH-000274,-0.157035975564856
ACH-000277,-0.14977267089515164
ACH-000278,-0.08342054571378914
ACH-000279,-0.1124474083989123
ACH-000280,-0.06132333110422244
ACH-000281,-0.027357176614075523
ACH-000288,-6.279045529497884e-05
ACH-000291,-0.2349806223487199
ACH-000293,-0.11339971116795328
ACH-000294,-0.11987216232428465
ACH-000295,-0.13453774090312326
ACH-000296,-0.10762994908509456
ACH-000302,-0.1800453083395488
ACH-000304,-0.13238903050947515
ACH-000307,-0.09560207861874953
ACH-000308,-0.09509745675372884
ACH-000310,-0.141519800652379
ACH-000311,-0.06664887098534747
ACH-000312,-0.1578431079719234
ACH-000315,0.0065900201539584825
ACH-000316,-0.02304703242078881
ACH-000317,-0.07815033054188046
ACH-000318,-0.11684048094973845
ACH-000319,-0.0639207879748935
ACH-000320,-0.0968941996412196
ACH-000322,-0.05171341604118725
ACH-000323,-0.1053456754791967
ACH-000324,-0.005630854767739553
ACH-000329,-0.12460432640699425
ACH-000330,-0.3232677135454291
ACH-000331,0.06371480978820697
ACH-000332,-0.17567909416818414
ACH-000334,-0.1861317442848871
ACH-000335,-0.10607758245691584
ACH-000336,-0.1542611054526245
ACH-000337,-0.0508065863590165
ACH-000338,0.25092702616334384
ACH-000339,-0.15086499638734185
ACH-000341,-0.26372885495986315
ACH-000348,-0.09754865602462463
ACH-000350,-0.06431398406115349
ACH-000352,-0.15140045848090875
ACH-000356,-0.06326852694795564
ACH-000361,-0.15679802260639744
ACH-000362,-0.11009499536625224
ACH-000363,-0.20967166392599906
ACH-000364,0.025947023003173083
ACH-000365,-0.06715136842701623
ACH-000366,-0.14408834671603113
ACH-000368,-0.024161638607778896
ACH-000374,-0.031197086736360208
ACH-000375,-0.37519855951405984
ACH-000376,-0.10121266903425742
ACH-000381,0.012060837389235472
ACH-000383,-0.14606763553907
ACH-000387,0.0055550461119612225
ACH-000389,-0.15722495525927038
ACH-000390,-0.08821100609053256
ACH-000393,-0.12056911423795655
ACH-000395,0.0920270936099694
ACH-000396,-0.07623774980109885
ACH-000397,-0.16966997477561574
ACH-000401,-0.0591918814099356
ACH-000402,-0.09459665976711644
ACH-000403,-0.15295776047530232
ACH-000404,-0.2377962500399807
ACH-000406,-0.03958857928992485
ACH-000407,-0.04307643606681247
ACH-000408,-0.2416016604358284
ACH-000410,-0.11405312000968015
ACH-000411,-0.1873374724804368
ACH-000414,-0.08540041798953024
ACH-000415,-0.11271041422758565
ACH-000416,-0.19516915659200826
ACH-000420,-0.17832365095069086
ACH-000421,-0.12557771634910395
ACH-000424,-0.075101904452369
ACH-000425,-0.11382151784869113
ACH-000426,-0.004619703649898065
ACH-000427,-0.2188599828315227
ACH-000433,-0.26780526108148983
ACH-000435,-0.3101850994146376
ACH-000436,-0.29119974368530865
ACH-000444,-0.15929446560582736
ACH-000445,-0.3142962933854044
ACH-000448,-0.02999409743976584
ACH-000450,0.002240347976502558
ACH-000452,-0.18437685257412706
ACH-000454,-0.2244326809811824
ACH-000458,-0.12773333077515786
ACH-000459,-0.11340171905140214
ACH-000460,-0.09543747919150776
ACH-000461,-0.10703758466736266
ACH-000463,-0.14323692794686094
ACH-000464,-0.06799451027251792
ACH-000466,-0.10360988523387717
ACH-000467,-0.04604130862598409
ACH-000468,-0.11204060986605684
ACH-000469,-0.1887347311224777
