,LIPM (340654)
ACH-000261,-0.1751348363472516
ACH-000262,0.09184997960925408
ACH-000263,-0.32590629474547084
ACH-000264,-0.22106132475393167
ACH-000265,-0.2306266966042729
ACH-000266,-0.13905631454870987
ACH-000272,-0.2580746528727887
ACH-000274,-0.1584196909385371
ACH-000277,-0.1826188024588352
ACH-000278,-0.16166581366831004
ACH-000279,-0.2743019583310832
ACH-000280,-0.3078800724751754
ACH-000281,-0.1030400795060102
ACH-000288,-0.21195207791414925
ACH-000291,-0.2478756390972793
ACH-000293,-0.2245129937451516
ACH-000294,-0.18769944987674744
ACH-000295,-0.14989659755805854
ACH-000296,0.07931593908330474
ACH-000302,-0.19047207754880616
ACH-000304,-0.14566676236891501
ACH-000307,-0.3113697204037572
ACH-000308,-0.2365643300084472
ACH-000310,-0.07001445008287834
ACH-000311,-0.22914355909835146
ACH-000312,-0.2682757918619593
ACH-000315,-0.2527915207808621
ACH-000316,-0.25254492478004664
ACH-000317,-0.2795253107311591
ACH-000318,-0.17983411216910136
ACH-000319,-0.3634943335022525
ACH-000320,-0.28810732330965144
ACH-000322,-0.22088059900672855
ACH-000323,-0.3534827692403707
ACH-000324,-0.22633287621165066
ACH-000329,-0.297742068309469
ACH-000330,-0.2404800964506362
ACH-000331,-0.1463894767634401
ACH-000332,-0.2390571991696269
ACH-000334,-0.3723796861332562
ACH-000335,-0.2971254822639947
ACH-000336,-0.09363599851801856
ACH-000337,-0.3273782611430381
ACH-000338,-0.053410586140969385
ACH-000339,-0.2883022434806312
ACH-000341,-0.23568107180139414
ACH-000348,-0.1992925855058781
ACH-000350,-0.2030423779990637
ACH-000352,-0.3229936010100556
ACH-000356,-0.5031002254014
ACH-000361,-0.16861848693219114
ACH-000362,-0.21595418959265728
ACH-000363,-0.28059860778233986
ACH-000364,-0.12333619069203056
ACH-000365,-0.2392205946462232
ACH-000366,-0.30331685588846763
ACH-000368,-0.1913058192422628
ACH-000374,-0.2833030142141434
ACH-000375,-0.07350242427771354
ACH-000376,-0.2975274973804071
ACH-000381,-0.3730987606311335
ACH-000383,-0.2596719251223649
ACH-000387,-0.2198730308255676
ACH-000389,-0.2428652287887688
ACH-000390,-0.2313375956282557
ACH-000393,-0.3064692217877395
ACH-000395,-0.3905766585962097
ACH-000396,-0.002929388666729185
ACH-000397,-0.22727600556254
ACH-000401,-0.10206346131652476
ACH-000402,-0.35271198359108435
ACH-000403,-0.2812724311213827
ACH-000404,-0.2320233477773679
ACH-000406,-0.2693871192794429
ACH-000407,-0.3138162185577758
ACH-000408,-0.4393896774804448
ACH-000410,-0.2471635744863095
ACH-000411,-0.3336027094146385
ACH-000414,-0.1927719346676034
ACH-000415,-0.3955926254488921
ACH-000416,-0.34626197199271397
ACH-000420,-0.425813975342832
ACH-000421,-0.2713339554369479
ACH-000424,-0.25464694592623005
ACH-000425,-0.2041496313904234
ACH-000426,-0.07107223944049122
ACH-000427,-0.04488955232705431
ACH-000433,-0.3267944926716746
ACH-000435,-0.0022200555907616144
ACH-000436,-0.171930668034242
ACH-000444,-0.3230122254210762
ACH-000445,-0.1729008920882527
ACH-000448,-0.2576326349554846
ACH-000450,-0.04828475978760609
ACH-000452,-0.29734140126337805
ACH-000454,-0.13159770869486134
ACH-000458,-0.2465349719907081
ACH-000459,-0.30909568699298495
ACH-000460,-0.18957859482256714
ACH-000461,-0.2015049172708039
ACH-000463,-0.25098317296220857
ACH-000464,-0.4300111039256413
ACH-000466,-0.2854863168004456
ACH-000467,-0.25174585809036243
ACH-000468,-0.18159045550346092
ACH-000469,-0.2327832910904112
ACH-000470,-0.3105596638313631
ACH-000471,-0.2787171173517099
ACH-000472,-0.2191419896060816
ACH-000473,-0.2362041227406205
ACH-000475,-0.2561958540864395
ACH-000476,-0.1276707281015019
ACH-000477,-0.19277082229105247
ACH-000479,-0.4726714219425352
ACH-000480,-0.3195633566884541
ACH-000481,-0.2390989725773545
ACH-000483,-0.16196171054592007
ACH-000484,-0.1830730707553864
ACH-000485,-0.3068548916836938
ACH-000486,-0.3377635665980994
ACH-000487,-0.2569658549556689
ACH-000488,-0.20245018382461785
ACH-000490,-0.25620421363652324
ACH-000491,-0.22149926307229514
ACH-000495,-0.3006527149262594
ACH-000496,-0.2525406113306945
ACH-000499,-0.5224570221615045
ACH-000500,-0.6504399919594446
ACH-000502,-0.19210915816687346
ACH-000503,-0.1193729944726627
ACH-000505,-0.21357930497140604
ACH-000507,-0.2036943835832445
ACH-000510,-0.3308915983158903
ACH-000511,-0.35300842288952605
ACH-000512,-0.2651745450889945
ACH-000516,-0.14745865789754695
ACH-000517,-0.20665809742079927
ACH-000518,-0.3094736589399623
ACH-000520,-0.15542449737424074
ACH-000521,-0.18021092113532008
ACH-000522,-0.18622968743965232
ACH-000524,-0.17113546562783666
ACH-000527,-0.2932378173400895
ACH-000528,-0.2394367254746453
ACH-000537,-0.12122824791482667
ACH-000541,-0.046801165866140575
ACH-000542,-0.27202686334491244
ACH-000544,-0.3841508422739282
ACH-000545,-0.22898286813340474
ACH-000547,-0.29958465621201963
ACH-000548,-0.20915437854481336
ACH-000549,-0.18747457124796346
ACH-000550,-0.274539848014452
ACH-000552,-0.09805991406080168
ACH-000556,-0.37764123355899337
ACH-000557,-0.26858434555218946
ACH-000569,-0.16058975887433038
ACH-000570,-0.2901554548429109
ACH-000571,-0.30950757694014835
ACH-000573,-0.14277011350230792
ACH-000576,-0.022957093750313958
ACH-000579,-0.3919931343421173
ACH-000580,-0.19379783114103255
ACH-000584,-0.3643570787512916
ACH-000585,-0.2557888291740841
ACH-000588,-0.1726082258950151
ACH-000589,-0.2377741815733901
ACH-000591,-0.4640875532587169
ACH-000593,-0.19892131002827146
ACH-000600,-0.3670696861735737
ACH-000601,-0.2629740411511808
ACH-000605,-0.2972272957300094
ACH-000606,-0.28243134272300024
ACH-000608,-0.15693475718566455
ACH-000614,-0.2380762701239349
ACH-000616,-0.20339654230386825
ACH-000618,-0.2594542615289944
ACH-000619,-0.3434042907634053
ACH-000620,-0.20876183936534187
ACH-000621,-0.2212776474747783
ACH-000622,-0.2772785907841317
ACH-000623,-0.3219018587826752
ACH-000624,-0.16320717376828786
ACH-000627,-0.19203997312874485
ACH-000630,-0.11767002555696013
ACH-000631,-0.5566650543813616
ACH-000632,-0.3479135514041361
ACH-000633,-0.1947570220129343
ACH-000637,-0.35208140332939875
ACH-000638,-0.27134942905046233
ACH-000646,-0.20141485089389796
ACH-000647,-0.20220500419078025
ACH-000648,0.020809044834904856
ACH-000649,-0.2851249780832891
ACH-000651,-0.2497215465054668
ACH-000652,-0.16698556347555074
ACH-000653,-0.20452949783462498
ACH-000657,-0.2926464328527293
ACH-000658,-0.1428766252566844
ACH-000661,-0.18276768078801808
ACH-000662,-0.0612986345094624
ACH-000663,-0.19427376267616567
ACH-000665,-0.2563370950600688
ACH-000671,-0.2271075532287074
ACH-000672,0.2213238143563812
ACH-000673,-0.256897489916291
ACH-000676,-0.2563414615038274
ACH-000677,-0.2753453925028883
ACH-000681,-0.20038982473577244
ACH-000683,-0.2293188975002112
ACH-000684,-0.29923494334341105
ACH-000688,-0.20553332495455054
ACH-000693,-0.2532144422618649
ACH-000694,-0.18359080114015075
ACH-000695,-0.2166492881591556
ACH-000696,-0.19472701614074925
ACH-000697,-0.4199192829270534
ACH-000699,-0.2350574467183231
ACH-000701,-0.14198678668517728
ACH-000706,-0.27319363641682376
ACH-000711,-0.287757116303542
ACH-000713,-0.2793068811311199
ACH-000714,-0.2411195683063179
ACH-000718,-0.2542970463585331
ACH-000720,-0.3628616833544007
ACH-000721,-0.21558434556223055
ACH-000724,-0.16075126815996413
ACH-000725,-0.22331809068869413
ACH-000732,-0.3520197182804673
ACH-000734,-0.20302458470155516
ACH-000735,-0.2498459412021193
ACH-000736,-0.02089156829954977
ACH-000738,-0.2765152208275001
ACH-000746,-0.1354607474826312
ACH-000747,-0.24649229664599115
ACH-000748,-0.3071059352324928
ACH-000753,-0.18773442572329013
ACH-000756,-0.22538931057087394
ACH-000757,-0.20724895820308506
ACH-000758,-0.19119687001672345
ACH-000760,-0.1729209693420227
ACH-000762,-0.2804896784541152
ACH-000763,-0.17061946881171855
ACH-000764,-0.3133271217195384
ACH-000765,-0.06207594879647167
ACH-000766,-0.1940330607488516
ACH-000767,-0.2652099212286906
ACH-000768,-0.1509614132899271
ACH-000769,-0.2478884874305447
ACH-000770,-0.11840520640668722
ACH-000771,-0.2426448218330048
ACH-000773,-0.3301957509708825
ACH-000776,-0.4587015337602882
ACH-000777,-0.3024502590473608
ACH-000778,-0.19326061382338736
ACH-000781,-0.28103099555482003
ACH-000782,-0.07192369496950367
ACH-000783,-0.26081097666296804
ACH-000784,-0.266912301864632
ACH-000785,-0.38557431982897256
ACH-000787,-0.1775297472050072
ACH-000788,-0.2326220263139705
ACH-000791,-0.22141273636562656
ACH-000792,-0.3194376128062046
ACH-000794,-0.2449086650158143
ACH-000796,-0.2637724861490499
ACH-000798,-0.24297549791195885
ACH-000799,-0.1976938498530656
ACH-000800,-0.3755366760805628
ACH-000802,-0.32963564324535444
ACH-000804,-0.2856607012866194
ACH-000805,-0.3443329840951819
ACH-000809,-0.2516947877846332
ACH-000810,0.09147347054855544
ACH-000811,-0.2701489801138842
ACH-000817,-0.21900094687738775
ACH-000819,-0.2728341426504477
ACH-000820,-0.04773328553052878
ACH-000821,-0.3589624067968708
ACH-000822,-0.3162711654754994
ACH-000823,-0.2859984190514765
ACH-000824,-0.2852933495968773
ACH-000827,-0.28479941509098183
ACH-000829,-0.20950305001524866
ACH-000831,-0.34798700014303313
ACH-000832,-0.3558835873120005
ACH-000833,-0.1853086444920475
ACH-000834,-0.14909386833692126
ACH-000835,-0.2451999400676918
ACH-000836,-0.17945035074628707
ACH-000837,-0.3117656853148658
ACH-000838,-0.189675333924305
ACH-000839,-0.2531110594359501
ACH-000840,-0.056938932377494166
ACH-000841,-0.3574179136938761
ACH-000843,-0.2292279279778575
ACH-000846,-0.1821355848405128
ACH-000847,-0.5089215488309333
ACH-000848,-0.2534566218061982
ACH-000849,-0.2850571999305221
ACH-000851,-0.2767305990876285
ACH-000855,-0.3064710549528511
ACH-000856,-0.1908166455670564
ACH-000858,-0.3376029302401485
ACH-000859,-0.3452541151527582
ACH-000861,-0.28659082470054303
ACH-000862,-0.1563001062660026
ACH-000865,-0.2964588756047403
ACH-000866,-0.17053188670708092
ACH-000867,-0.216124480864106
ACH-000869,-0.3117146750117636
ACH-000872,-0.34270983680074635
ACH-000873,-0.19317759705383844
ACH-000876,-0.2174979503369805
ACH-000878,-0.17046667660414805
ACH-000880,-0.15634628302851503
ACH-000881,-0.2842211288093729
ACH-000882,-0.3024996238345285
ACH-000884,-0.23778674199383126
ACH-000885,-0.17977089830693901
ACH-000887,-0.2738235820765563
ACH-000889,-0.2755113270083914
ACH-000896,-0.3202682131042948
ACH-000898,-0.3266085198815648
ACH-000900,-0.273462229588764
ACH-000901,-0.2370752894486867
ACH-000905,-0.15730123206653748
ACH-000906,-0.17660907234403364
ACH-000907,-0.27342030345698903
ACH-000910,-0.2325455819402986
ACH-000911,-0.1591445027004277
ACH-000912,-0.3854753907732551
ACH-000913,-0.2486872834122869
ACH-000915,-0.2141505851240104
ACH-000916,-0.8754698037973944
ACH-000917,-0.17251959691253185
ACH-000920,-0.5077843772589526
ACH-000921,-0.13332975944880826
ACH-000924,-0.3352286344448664
ACH-000926,-0.3218737959356801
ACH-000928,-0.1749684279978626
ACH-000929,-0.16054025195315313
ACH-000932,-0.33167205774062064
ACH-000935,-0.34892342737396503
ACH-000936,-0.301780790856336
ACH-000937,-0.34173579089962625
ACH-000938,-0.21309835041398173
ACH-000939,-0.07206567279784164
ACH-000941,-0.23632431322028236
ACH-000943,-0.2420227011290741
ACH-000946,-0.21029357699470366
ACH-000947,-0.22665098410686746
ACH-000948,-0.28490833160416057
ACH-000950,-0.2383280873855783
ACH-000953,-0.232610962488809
ACH-000954,-0.1212888992432566
ACH-000957,-0.028433525520261918
ACH-000958,-0.1415640337304894
ACH-000960,-0.2904958659543537
ACH-000963,-0.23248998521751935
ACH-000968,-0.3434916147426901
ACH-000969,-0.1766584275486342
ACH-000972,-0.040354246412453575
ACH-000973,-0.2403873865524149
ACH-000974,-0.32398895726305443
ACH-000978,-0.07451661172961832
ACH-000984,-0.2982240312851069
ACH-000986,-0.3664731705244679
ACH-000988,-0.20502655858799207
ACH-000993,-0.3698828768451682
ACH-000994,-0.16828107538608664
ACH-000996,-0.2200660463985009
ACH-001001,-0.16456763952620745
ACH-001020,-0.4620002153234804
ACH-001028,-0.32442931810698605
ACH-001031,-0.18753564848734305
ACH-001038,-0.20156063728169976
ACH-001048,-0.222543172185566
ACH-001050,-0.1928828238235281
ACH-001053,-0.16421211310144387
ACH-001054,-0.1825888713988375
ACH-001061,-0.22952445132830454
ACH-001067,-0.2566358048697979
ACH-001075,-0.08286245871969307
ACH-001096,-0.12197520423993255
ACH-001111,-0.34647523518594725
ACH-001119,-0.16598151026653982
ACH-001128,-0.030447237127407337
ACH-001134,-0.3240958267926624
ACH-001151,-0.19399624385070016
ACH-001163,-0.24539638414704384
ACH-001164,-0.03158676799035179
ACH-001183,-0.3111894881084888
ACH-001192,-0.17982515782978448
ACH-001193,-0.005421138401073759
ACH-001196,-0.18038970652131503
ACH-001197,-0.2306418976948913
ACH-001205,-0.1463225339682046
ACH-001211,-0.00644587052947865
ACH-001212,-0.2829090700262239
ACH-001228,-0.2030714192286784
ACH-001232,-0.2400059957818693
ACH-001239,-0.171565747188952
ACH-001270,-0.16032959350177942
ACH-001274,-0.3714562370936947
ACH-001275,-0.16516977536118746
ACH-001277,-0.2174230139678959
ACH-001278,-0.1489629947274588
ACH-001280,-0.3951591719594137
ACH-001283,-0.20483289644557406
ACH-001289,-0.23505047295581105
ACH-001300,-0.33795465995421026
ACH-001301,-0.15839547539118307
ACH-001302,-0.5569212166653295
ACH-001306,-0.21075452479636025
ACH-001318,-0.22659318330160735
ACH-001322,-0.2450863610834769
ACH-001328,-0.23191852326679896
ACH-001332,-0.36082472733781296
ACH-001336,-0.3132187668865877
ACH-001346,-0.313531416697408
ACH-001353,-0.2966636886715605
ACH-001354,-0.2321057820214601
ACH-001367,-0.5195669596392303
ACH-001368,-0.3252473380200849
ACH-001374,-0.2626905516780272
ACH-001377,-0.20500696513994549
ACH-001380,-0.19230777458276585
ACH-001391,-0.19317040093240265
ACH-001408,-0.24901187197362865
ACH-001430,-0.2652074814358447
ACH-001431,-0.14896775512830354
ACH-001450,-0.3455768416598113
ACH-001496,-0.17457231732786746
ACH-001500,-0.22737761259500655
ACH-001523,-0.21579000755009128
ACH-001532,-0.3473009898083676
ACH-001550,-0.16957253155416255
ACH-001552,-0.23442678643762785
ACH-001554,-0.16223296048366995
ACH-001654,-0.21188742309801345
ACH-001735,-0.09703749332123536
ACH-001736,-0.1872864631772452
ACH-001737,-0.3272228982469729
ACH-001740,-0.4337472865974428
ACH-001745,-0.16984114460237895
ACH-001765,-0.21234623092275906
