,EPO (2056)
ACH-000004,-0.029494324217669232
ACH-000005,0.10423641731687233
ACH-000007,0.007196507059472961
ACH-000009,0.08431413129127863
ACH-000011,-0.09846606431155684
ACH-000012,0.036965277583735946
ACH-000013,0.13043237067745622
ACH-000014,0.047738981888332636
ACH-000015,0.15904049556123415
ACH-000017,0.06233410962925879
ACH-000018,0.1716333047496543
ACH-000019,0.032180000554020566
ACH-000021,-0.0558687301340959
ACH-000022,0.08120380494567284
ACH-000025,0.12193290255709108
ACH-000028,0.13409295516113226
ACH-000030,0.12716763001182954
ACH-000035,-0.05896873254836135
ACH-000036,-0.15285860638023446
ACH-000037,0.13690013924832078
ACH-000039,0.10777310634346647
ACH-000040,0.133213210157166
ACH-000041,0.10891927228494637
ACH-000042,0.11111224814573152
ACH-000045,0.2614890695503182
ACH-000047,0.06962155591398189
ACH-000052,0.4374532050082667
ACH-000053,0.048188798320637515
ACH-000054,0.0415210898452152
ACH-000055,0.14692553226053728
ACH-000060,0.029456641096695067
ACH-000067,-0.01659643705337842
ACH-000070,0.10033383474227063
ACH-000075,0.010228485641992848
ACH-000078,0.21538706324629814
ACH-000082,0.07210612612627562
ACH-000085,-0.1970553471156632
ACH-000086,0.2838028278266756
ACH-000087,0.049027747531873424
ACH-000092,-0.008496294553260716
ACH-000095,0.005118512879287953
ACH-000097,0.07728285722519299
ACH-000098,0.10901064609213798
ACH-000099,0.2400819824241834
ACH-000108,0.186574453171996
ACH-000113,0.11604547088215245
ACH-000116,0.16051819134534426
ACH-000118,0.06916043492126779
ACH-000120,0.09664563976933717
ACH-000123,-0.026903010854331784
ACH-000127,0.024320850219317743
ACH-000128,-0.08346663511353654
ACH-000132,0.09751330573357986
ACH-000133,0.08775549333942317
ACH-000137,0.1688438564784157
ACH-000138,0.014478256628216578
ACH-000142,-0.028026850428797916
ACH-000143,0.04199796049700755
ACH-000146,0.08192470559062688
ACH-000148,0.08035543619761941
ACH-000150,0.15425924520375456
ACH-000152,0.06358111540924549
ACH-000153,0.3296367984467837
ACH-000159,-0.0194823723544249
ACH-000160,0.0181825878155312
ACH-000163,0.024757425714062743
ACH-000167,0.1511846005726968
ACH-000168,0.1264093249209605
ACH-000169,0.18593242227736426
