,OAT (4942)
ACH-000244,-0.06986884875010832
ACH-000246,-0.21205497285519345
ACH-000248,-0.11820622028660682
ACH-000250,-0.24951241721676945
ACH-000251,-0.02844421381621346
ACH-000252,-0.1682676515239639
ACH-000253,-0.3511198180123402
ACH-000255,-0.1609479134017806
ACH-000256,-0.17905561810155016
ACH-000257,-0.537948674384597
ACH-000258,-0.32019043380358153
ACH-000259,-0.222412936737223
ACH-000260,-0.18240040095696047
ACH-000261,-0.22481273690193707
ACH-000262,-0.12235753542451945
ACH-000263,-0.3701940908734976
ACH-000264,-0.20826032724936236
ACH-000265,-0.0969917457936941
ACH-000266,-0.19811133891789048
ACH-000272,-0.2571456314239729
ACH-000274,-0.2575322995087223
ACH-000277,-0.34573128474479825
ACH-000278,-0.2863208571177802
ACH-000279,-0.39314303479543466
ACH-000280,-0.3121051103188984
ACH-000281,-0.2826595805043344
ACH-000288,-0.3708160310207083
ACH-000291,-0.13915811371288953
ACH-000293,-0.16233450732385715
ACH-000294,-0.4803123264469487
ACH-000295,-0.13760316128283212
ACH-000296,-0.08561389188825334
ACH-000302,-0.15895791317695715
ACH-000304,-0.2411082205781578
ACH-000307,-0.16624504142972055
ACH-000308,-0.1925840810530144
ACH-000310,-0.2407466992896118
ACH-000311,-0.039165796294634944
ACH-000312,-0.16780196252872295
ACH-000315,0.017339719288736077
ACH-000316,-0.1963251478089761
ACH-000317,-0.19201308748652346
ACH-000318,-0.1552464425397546
ACH-000319,-0.15401209672795385
ACH-000320,-0.3135578841051375
ACH-000322,0.13941821084802472
ACH-000323,-0.1792766496065797
ACH-000324,-0.3249651223399531
ACH-000329,-0.32165614479151194
ACH-000330,-0.1949280831700883
ACH-000331,-0.2781383645710896
ACH-000332,-0.23156805418363102
ACH-000334,-0.295989330725487
ACH-000335,-0.18165520229412532
ACH-000336,-0.278744006673911
ACH-000337,-0.2608196894251406
ACH-000338,0.2641947285589793
ACH-000339,-0.16625823053588096
ACH-000341,-0.21099645877647566
ACH-000348,-0.13671521701694747
ACH-000350,-0.3701021859820652
ACH-000352,-0.4125704080934983
ACH-000356,-0.3272003291272008
ACH-000361,-0.21889016594421246
ACH-000362,-0.30316355839400383
ACH-000363,-0.12032823963369366
ACH-000364,-0.2146127439959652
ACH-000365,-0.4463956534282415
ACH-000366,-0.2472612719230243
ACH-000368,-0.4123501323973316
ACH-000374,-0.06554456404605248
ACH-000375,-0.21231052668685665
ACH-000376,-0.2012811728539417
ACH-000381,-0.08844462898965832
ACH-000383,-0.19165774374877875
ACH-000387,-0.3527177576551197
ACH-000389,-0.14254227475889755
ACH-000390,-0.18573052867441603
ACH-000393,-0.21836425312379548
ACH-000395,-0.14160202032321315
ACH-000396,-0.3385519345073844
ACH-000397,-0.12024995156365273
ACH-000401,-0.13232786563827395
ACH-000402,-0.2606540087457443
ACH-000403,-0.21098629488607765
ACH-000404,-0.17133635173779171
ACH-000406,-0.3044068571870911
ACH-000407,-0.18514046552417968
ACH-000408,-0.2724524079933295
ACH-000410,-0.2246773916426138
ACH-000411,-0.27562247327807204
ACH-000414,-0.2987482655678815
ACH-000415,-0.2249479690673644
ACH-000416,-0.3002112718040918
ACH-000420,-0.193833758624751
ACH-000421,-0.2810108654874673
ACH-000424,-0.1599377419884724
ACH-000425,-0.22460638159607385
ACH-000426,-0.4043242036951171
ACH-000427,-0.20549304695960036
ACH-000433,0.046359828964522114
ACH-000435,-0.528850940763258
ACH-000436,-0.01838604856887027
ACH-000444,-0.3452771626864438
ACH-000445,-0.16418724094885248
ACH-000448,-0.35470378192013463
ACH-000450,-0.15862801299918186
ACH-000452,-0.2328172001815829
ACH-000454,-0.10526202864035528
ACH-000458,-0.11229364033376467
ACH-000459,-0.3471479569316577
ACH-000460,-0.08938575090990424
ACH-000461,-0.19936812618264751
ACH-000463,-0.2980951312728934
ACH-000464,-0.13201691485961045
ACH-000466,-0.3646806744659714
ACH-000467,-0.3628540124309361
ACH-000468,-0.1046746614432666
ACH-000469,-0.2788483572886097
ACH-000470,-0.3812555582832373
ACH-000471,-0.09738023364552736
ACH-000472,-0.2521715266013752
ACH-000473,-0.23751954824782795
ACH-000475,-0.2563746578822877
ACH-000476,-0.43542179973338535
ACH-000477,-0.2608634475624041
ACH-000479,-0.3623572388003163
ACH-000480,-0.17510544122636534
ACH-000481,-0.12988733993136484
ACH-000483,-0.04372110459679386
ACH-000484,-0.2976623539598632
ACH-000485,-0.18224568170822955
ACH-000486,-0.08222091006167619
ACH-000487,-0.21707921505079134
ACH-000488,-0.17044816016246964
ACH-000490,-0.13023294211179678
ACH-000491,-0.17738072435999572
ACH-000495,-0.09542919627852132
ACH-000496,-0.32617509217952545
ACH-000499,-0.31169083108442136
ACH-000500,0.008228973979937609
ACH-000502,-0.1633020404329441
ACH-000503,-0.0258799691982407
ACH-000505,-0.2958369962245497
ACH-000507,-0.1944360739830976
ACH-000510,-0.2007350808053858
ACH-000511,-0.26684876601828833
ACH-000512,-0.21922781936170946
ACH-000516,-0.21531318474179276
ACH-000517,-0.18000989180391228
ACH-000518,-0.3641968447834545
ACH-000520,-0.42439766676721663
ACH-000521,-0.13344616397398285
ACH-000522,-0.2410535402199412
ACH-000524,-0.17515027779053002
ACH-000527,-0.15043008784994946
ACH-000528,-0.2391518885147467
ACH-000537,-0.1613631623927443
ACH-000541,-0.5953764734353413
ACH-000542,-0.13179143350649888
ACH-000544,0.058799890859372886
ACH-000545,-0.36189423221238703
ACH-000547,0.012585260054378322
ACH-000548,-0.239218810374666
ACH-000549,-0.1569801937012842
ACH-000550,-0.2609694941342853
ACH-000552,-0.1930992719681368
ACH-000556,-0.3861129073159432
ACH-000557,-0.3347399336938041
ACH-000569,-0.16865595669352482
ACH-000570,-0.27087323503816124
ACH-000571,-0.30701907452558874
ACH-000573,-0.2698445501730219
ACH-000576,-0.4061242241596964
ACH-000579,-0.1527859585160603
ACH-000580,-0.23652069188227198
ACH-000584,-0.076841832519942
ACH-000585,-0.2038965117882538
ACH-000588,-0.3042552151602872
ACH-000589,-0.05435202996376973
ACH-000591,-0.1921509531192383
ACH-000593,-0.2554761201021371
ACH-000600,-0.09164944248007244
ACH-000601,-0.16643584789144486
ACH-000605,-0.11092629254839344
ACH-000606,-0.12200812910993925
ACH-000608,-0.25427314704631604
ACH-000614,-0.2508242677974694
ACH-000616,-0.14137786111820932
ACH-000618,-0.23561226565155174
ACH-000619,-0.2929262190925481
ACH-000620,-0.21118531897163093
ACH-000621,-0.2842532622862642
ACH-000622,-0.14625219383272414
ACH-000623,-0.26576372237594553
ACH-000624,-0.07041845796571815
ACH-000627,-0.1959005920819412
ACH-000630,-0.3987881660280159
ACH-000631,-0.32436043285108457
ACH-000632,-0.2074656849214596
ACH-000633,-0.20544569405246946
ACH-000637,-0.28033807022822305
ACH-000638,-0.14407127507092915
ACH-000646,-0.07633656602958848
ACH-000647,-0.1364436544276841
ACH-000648,-0.3513574454726213
ACH-000649,-0.3110700062836449
ACH-000651,-0.28382618389758596
ACH-000652,-0.25974951344812325
ACH-000653,-0.3109163685759275
ACH-000657,-0.22109754977666551
ACH-000658,-0.32675538089565564
ACH-000661,-0.22028403220888426
ACH-000662,0.0953146333025014
ACH-000663,-0.0504193235220739
ACH-000665,-0.132208104475144
ACH-000671,-0.11573378809666245
ACH-000672,0.024247177439833924
ACH-000673,-0.2872050489444564
ACH-000676,-0.16977314189200315
ACH-000677,-0.2434438029112245
ACH-000681,-0.12740190107411958
ACH-000683,-0.219354087805066
ACH-000684,-0.18585133580046476
ACH-000688,-0.2158770324535613
ACH-000693,-0.05952577739756526
ACH-000694,-0.14694802172897464
ACH-000695,-0.3716263850060446
ACH-000696,-0.22500151243784933
ACH-000697,-0.032254971413399336
ACH-000699,-0.21786853039972176
ACH-000701,-0.2967955340956467
ACH-000706,-0.21829818120435066
ACH-000711,-0.04995686643425438
ACH-000713,-0.17702834225614392
ACH-000714,-0.2965477491591657
ACH-000718,-0.22020021611064486
ACH-000720,-0.2145501047934992
ACH-000721,-0.19611677146505846
ACH-000724,-0.13755425952086028
ACH-000725,-0.2812589027281706
ACH-000732,-0.21129295655290373
ACH-000734,-0.05677860188506933
ACH-000735,-0.036478830862748016
ACH-000736,-0.2468473280155008
ACH-000738,-0.0920487900682729
ACH-000746,-0.2509644943628016
ACH-000747,-0.1739689142607244
ACH-000748,-0.2319177766697832
ACH-000753,-0.20668621075082172
ACH-000756,-0.1187814805066889
ACH-000757,-0.1088561448884423
ACH-000758,-0.12187217208260302
ACH-000760,-0.3262329094536073
ACH-000762,-0.07392900567732623
ACH-000763,-0.531388876552726
ACH-000764,-0.2937964579899497
ACH-000765,-0.2303413381598313
ACH-000766,-0.2105801612984292
ACH-000767,-0.3007116672543217
ACH-000768,-0.0645466914356187
ACH-000769,-0.10568029795262128
ACH-000770,-0.3391130708644837
ACH-000771,-0.2058013428651451
ACH-000773,-0.13151340242952114
ACH-000776,-0.3511743912160515
ACH-000777,-0.12535269442508978
ACH-000778,-0.1517569980964974
ACH-000781,-0.20366066987854806
ACH-000782,-0.18042361124736345
ACH-000783,-0.24089022783148265
ACH-000784,-0.11512110942341698
ACH-000785,-0.04898972188042452
ACH-000787,-0.07417749917206032
ACH-000788,-0.20373843180297746
ACH-000791,-0.2802483071750291
ACH-000792,-0.2467504492529501
ACH-000794,-0.14214055032789832
ACH-000796,-0.2003395880251455
ACH-000798,-0.1332921810226748
ACH-000799,-0.15753332356736655
ACH-000800,-0.14595131489445684
ACH-000802,-0.2886554951613073
ACH-000804,-0.2007061536039149
ACH-000805,-0.11686587230536664
ACH-000809,-0.21457072033523672
ACH-000810,0.12743452061423907
ACH-000811,-0.227340058005987
ACH-000817,-0.2811290910443523
ACH-000819,-0.29955429081274004
ACH-000820,-0.08103713106542051
ACH-000821,-0.11577522113171025
ACH-000822,-0.2569760141592824
ACH-000823,-0.2878275958376133
ACH-000824,-0.33303600738915146
ACH-000827,-0.10540391976749744
ACH-000829,-0.28701168497087626
ACH-000831,-0.3008928055316333
ACH-000832,-0.13645460236959814
ACH-000833,-0.05977989295530758
ACH-000834,-0.14069444141308635
ACH-000835,-0.13936618963902864
ACH-000836,0.038461381884376936
ACH-000837,-0.2340561797956812
ACH-000838,-0.6304959871075589
ACH-000839,-0.2597271449527185
ACH-000840,-0.23906568329253125
ACH-000841,-0.2548081285523033
ACH-000843,-0.2125475873904784
ACH-000846,0.022412568790149818
ACH-000847,-0.06879674863192581
ACH-000848,-0.15467141305974694
ACH-000849,-0.06734575300052853
ACH-000851,-0.18256119002763047
ACH-000855,-0.15144511008286268
ACH-000856,-0.1698129126760856
ACH-000858,-0.2314411818217812
ACH-000859,0.09783640593608384
ACH-000861,-0.2558073967022396
ACH-000862,-0.16523719124430816
ACH-000865,-0.2135492664931559
ACH-000866,-0.4398309637775584
ACH-000867,-0.2730831666626684
ACH-000869,-0.11271413879699872
ACH-000872,-0.01110598893510337
ACH-000873,-0.3718012352428138
ACH-000876,-0.30838768235422925
ACH-000878,-0.237460012053922
ACH-000880,-0.2942646410742958
ACH-000881,-0.32698047749286624
ACH-000882,-0.059802647739095674
ACH-000884,-0.4305901651569256
ACH-000885,-0.34778140275562186
ACH-000887,-0.1279776580746973
ACH-000889,-0.20226657084110305
ACH-000896,-0.06198824241202496
ACH-000898,-0.2785539488007093
ACH-000900,-0.07899680546602672
ACH-000901,-0.2016084965190344
ACH-000905,-0.18056724810941546
ACH-000906,-0.2477715404531642
ACH-000907,-0.09440594342425536
ACH-000910,-0.21413869562696228
ACH-000911,-0.14201633982117967
ACH-000912,-0.1743936635718207
ACH-000913,-0.2963841414236986
ACH-000915,-0.07358068786004555
ACH-000916,-0.06604554298133393
ACH-000917,-0.20021004530163916
ACH-000920,-0.6809889951728345
ACH-000921,-0.16897143312750354
ACH-000924,-0.08654937933085667
ACH-000926,-0.40896079722464396
ACH-000928,-0.06302054443834644
ACH-000929,-0.18973002351335388
ACH-000932,-0.23796098954658995
ACH-000935,-0.35710963437299137
ACH-000936,-0.1863212783505928
ACH-000937,-0.22129533854449146
ACH-000938,-0.19739011645048254
ACH-000939,0.00607527013165222
ACH-000941,-0.5461488483855602
ACH-000943,-0.21300492968609308
ACH-000946,-0.4245132463860978
ACH-000947,-0.3731323883814786
ACH-000948,-0.05790183953096127
ACH-000950,-0.10378219825341628
ACH-000953,-0.3335087910936201
ACH-000954,-0.07959531963046983
ACH-000957,-0.14194660943428514
ACH-000958,-0.2895706203562113
ACH-000960,-0.25733308939611105
ACH-000963,-0.2332096746378237
ACH-000968,-0.056487975438280935
ACH-000969,-0.012547732780224207
ACH-000972,-0.5621072498791305
ACH-000973,-0.30017111770847604
ACH-000974,-0.2567021861797552
ACH-000978,-0.22254556804644174
ACH-000984,-0.302371620565633
ACH-000986,-0.2294827659720362
ACH-000988,-0.22277519585431135
ACH-000993,-0.27840825854195744
ACH-000994,-0.16055088799580886
ACH-000996,-0.20819180544777666
ACH-001001,-0.11941589384184627
ACH-001020,0.1948448824178104
ACH-001028,-0.2216454155335688
ACH-001031,-0.5723412080106801
ACH-001038,-0.1676030772329775
ACH-001048,-0.14448092542907567
ACH-001050,-0.2515069793117624
ACH-001053,-0.032060233658880624
ACH-001054,-0.06898459810146218
ACH-001061,-0.18606618059681387
ACH-001067,-0.2744648714654614
ACH-001075,-0.4026641142055597
ACH-001096,-0.27375662475820595
ACH-001111,-0.34495527940680143
ACH-001119,-0.20672319918686186
ACH-001128,1.008804563831011
ACH-001134,-0.3238105316576446
ACH-001151,-0.15030395341351133
ACH-001163,-0.2982693456463999
ACH-001164,-0.2929505734678841
ACH-001183,-0.3177678779096989
ACH-001192,-0.3092404563026537
ACH-001193,0.14219707824529088
ACH-001196,-0.34469338472069205
ACH-001197,-0.10692669127338073
ACH-001205,-0.4238891345779671
ACH-001211,0.02003146979356743
ACH-001212,-0.34421026866298066
ACH-001228,-0.3771036693869352
ACH-001232,-0.09473763291846422
ACH-001239,-0.12158471912345635
ACH-001270,-0.10783151572761784
ACH-001274,-0.2354781115056103
ACH-001275,-0.3480745277072589
ACH-001277,-0.1840459586815225
ACH-001278,-0.16216728034185765
ACH-001280,-0.3879328331281773
ACH-001283,-0.3037226159994919
ACH-001289,-0.08937297974336697
ACH-001300,-0.4193467458589294
ACH-001301,-0.34880638819564463
ACH-001302,-0.06123602922136344
ACH-001306,-0.151655317146066
ACH-001318,-0.2394561368890683
ACH-001322,-0.2649394802431827
ACH-001328,-0.2280466629588775
ACH-001332,-0.0404747299639288
ACH-001336,-0.04653509624369395
ACH-001346,-0.11181143278668136
ACH-001353,-0.13236512281140736
ACH-001354,-0.4098768868065727
ACH-001367,-0.19886349686746468
ACH-001368,-0.3921281482957265
ACH-001374,-0.30795767308854705
ACH-001377,-0.2904133047940114
ACH-001380,-0.24828692248941395
ACH-001391,-0.08040250401215633
ACH-001408,0.03317812652898248
ACH-001430,-0.2699809170881141
ACH-001431,-0.2443273022434396
ACH-001450,-0.1640851599311364
ACH-001496,0.022092748892211557
ACH-001500,0.0217301578436146
ACH-001523,-0.24941602754801576
ACH-001532,-0.33438969076111275
ACH-001550,0.002393331137603471
ACH-001552,-0.3819156052941821
ACH-001554,-0.16329766932372353
ACH-001654,-0.12704765702303494
ACH-001735,-0.4440910476683659
ACH-001736,-0.25084690862942355
ACH-001737,-0.4230815959519927
ACH-001740,-0.17281034714631194
ACH-001745,-0.2412756572091325
ACH-001765,-0.17537431056685426
