,TTC7B (145567)
ACH-000004,-0.11032514128274988
ACH-000005,0.1182835659382682
ACH-000007,0.1079001829653317
ACH-000009,0.07384437584690458
ACH-000011,0.05845856564192324
ACH-000012,-0.024966647986028243
ACH-000013,-0.030647238313547688
ACH-000014,-0.1333583959564127
ACH-000015,0.06837805234211007
ACH-000017,-0.3189281725453698
ACH-000018,-0.17291536213722514
ACH-000019,-0.20663452841823604
ACH-000021,-0.003570415541454575
ACH-000022,-0.03366852838981332
ACH-000025,0.01855849170470724
ACH-000028,0.0516471489905466
ACH-000030,0.008711177211460887
ACH-000035,0.0917244371242918
ACH-000036,0.02287099200146455
ACH-000037,-0.1237140844720878
ACH-000039,-0.4253870555288646
ACH-000040,-0.09916272129480047
ACH-000041,-0.2543127612989992
ACH-000042,0.002116250874288376
ACH-000045,0.03399255213318999
ACH-000047,-0.14515374964674566
ACH-000052,-0.3063020432524319
ACH-000053,-0.13913829658142135
ACH-000054,-0.07178430473320288
ACH-000055,-0.011158226461696024
ACH-000060,-0.1300751414813999
ACH-000067,-0.006792624189465936
ACH-000070,0.1077111385267426
ACH-000075,-0.02463939401200343
ACH-000078,-0.29215702162661505
ACH-000082,-0.18430724994363049
ACH-000085,0.017217323417511986
ACH-000086,0.056598071517159725
ACH-000087,-0.09806798671463623
ACH-000092,-0.1911262651939243
ACH-000095,-0.12544540515223787
ACH-000097,-0.0244213724755882
ACH-000098,-0.10309394156697074
ACH-000099,-0.11748649830507978
ACH-000108,0.022604158947142582
ACH-000113,0.04504486672484758
ACH-000116,-0.006232099961881257
ACH-000118,-0.06937799176772569
ACH-000120,-0.10008988863640522
ACH-000123,-0.27650561471751656
ACH-000127,-0.1870513905784653
ACH-000128,-0.039014464678873984
ACH-000132,-0.031270947839189274
ACH-000133,-0.09919779075599301
ACH-000137,6.426051872458757e-05
ACH-000138,-0.04901575775577605
ACH-000142,-0.2343228528889444
ACH-000143,-0.2723176382356947
ACH-000146,-0.15751179874658025
ACH-000148,-0.0039331549402655454
ACH-000150,-0.09789827266050337
ACH-000152,-0.09769032325214426
ACH-000153,0.06449487759298965
ACH-000159,-0.10159939024584927
ACH-000160,0.005560171011857383
ACH-000163,0.051287949851930366
ACH-000167,-0.2673657649268291
ACH-000168,0.015543058837486906
ACH-000169,0.02747232194777272
ACH-000178,-0.18659053539218007
ACH-000183,-0.07957984076895003
ACH-000188,-0.23432551650780245
ACH-000189,-0.26415709293147993
ACH-000190,-0.11574827794678233
ACH-000198,0.045152632584202386
ACH-000203,0.4989810648735833
ACH-000204,-0.09775604996405723
ACH-000206,0.06765628419377552
ACH-000207,-0.12097833676662832
ACH-000208,-0.012156032074204808
ACH-000210,-0.3616794938033466
