,BUB1B (701)
ACH-000152,-1.1073741096421237
ACH-000153,-1.5375717845604395
ACH-000159,-1.0668838637643574
ACH-000160,-1.4065477060394191
ACH-000163,-1.3299721771654631
ACH-000167,-1.7324554577761009
ACH-000168,-1.2752917710429676
ACH-000169,-1.1427522160294896
ACH-000178,-1.1686350993398442
ACH-000183,-1.2198074586309209
ACH-000188,-0.8827214939760132
ACH-000189,-1.066985606225677
ACH-000190,-1.2292587647815345
ACH-000198,-1.1531721515270634
ACH-000203,-1.4767039822250805
ACH-000204,-0.8069034431852238
ACH-000206,-0.8938998246516294
ACH-000207,-1.076286182804052
ACH-000208,-1.162390455378666
ACH-000210,-1.1677540831770177
ACH-000211,-1.111959244396363
ACH-000215,-1.0718186129164329
ACH-000221,-1.122990359445237
ACH-000222,-1.015911449601847
ACH-000223,-1.2526075921985629
ACH-000226,-0.9404076852525388
ACH-000227,-1.2880868468346454
ACH-000228,-1.237343505899582
ACH-000231,-1.068926100287683
ACH-000232,-1.258563294330283
ACH-000233,-1.2146558665396054
ACH-000234,-1.0476741211178136
ACH-000235,-1.047488844124052
ACH-000237,-1.1586291891378568
ACH-000238,-1.1119765927236591
ACH-000242,-1.138674250645508
ACH-000243,-1.2398453931618747
ACH-000244,-0.8514372898709638
ACH-000246,-0.9716740448412624
ACH-000248,-1.1349665267485416
ACH-000250,-0.8460063441633772
ACH-000251,-0.9951645574998595
ACH-000252,-1.2620548999951826
ACH-000253,-1.0538197880199862
ACH-000255,-1.1162551956251965
ACH-000256,-1.4416820441116749
ACH-000257,-1.3419334976069583
ACH-000258,-1.1360908191514532
ACH-000259,-1.1498020050635305
ACH-000260,-1.1182757497816351
ACH-000261,-1.1095273449311354
ACH-000262,-1.124089130447103
ACH-000263,-1.4434430591510208
ACH-000264,-1.0403486265365471
ACH-000265,-1.1763516221812136
ACH-000266,-1.2161835345921796
ACH-000272,-1.1172559960465742
ACH-000274,-0.8111233776089158
ACH-000277,-1.083415978183076
ACH-000278,-1.416741600499687
ACH-000279,-1.1624660777397022
ACH-000280,-1.2318962078732658
ACH-000281,-1.066722894496828
ACH-000288,-1.197251739265165
ACH-000291,-1.1155995108877388
ACH-000293,-0.9942783816669242
ACH-000294,-1.2097099892734504
ACH-000295,-1.3227671095597622
ACH-000296,-1.0345932522875505
ACH-000302,-1.4683290685682782
ACH-000304,-1.0572060224525106
ACH-000307,-1.1776713577270064
ACH-000308,-1.3377447127502642
ACH-000310,-1.1124713259426302
ACH-000311,-0.8760405779124614
ACH-000312,-1.018564043467693
ACH-000315,-1.2712403146850213
ACH-000316,-1.1487656541518472
ACH-000317,-1.0090228651504114
ACH-000318,-1.1440684038676878
ACH-000319,-1.3472818185547777
ACH-000320,-1.0023268949569926
ACH-000322,-0.6247274123208717
ACH-000323,-1.1147522267881804
ACH-000324,-1.3317935503476963
ACH-000329,-0.9505455273586759
ACH-000330,-1.2219172651900752
ACH-000331,-1.0919905318124052
ACH-000332,-1.0659137030826338
ACH-000334,-1.1628206844711249
ACH-000335,-1.0152674160653572
ACH-000336,-1.3106020603414996
ACH-000337,-1.1004585567690357
ACH-000338,-1.1832750429840706
ACH-000339,-1.0304110556266923
ACH-000341,-1.1018230579998605
ACH-000348,-0.9826580672058678
ACH-000350,-0.9986054100807336
ACH-000352,-1.4360116500670617
ACH-000356,-1.3581522201965273
ACH-000361,-1.2284930403222418
ACH-000362,-1.0053605978439533
ACH-000363,-1.1715620270643878
ACH-000364,-1.1865433842326458
ACH-000365,-1.0390878656050229
ACH-000366,-1.1273545679049108
ACH-000368,-1.216042475027293
ACH-000374,-1.4580778372071106
ACH-000375,-1.0583942108502056
ACH-000376,-1.1174703542715334
ACH-000381,-0.9168300618468342
ACH-000383,-1.0674980811002528
ACH-000387,-1.5421167452556566
ACH-000389,-1.171465216741952
ACH-000390,-0.8453532125279635
ACH-000393,-1.1187212728162292
ACH-000395,-1.487021110879135
ACH-000396,-1.1567483682578572
ACH-000397,-0.9764937709923579
ACH-000401,-1.1776712283244613
ACH-000402,-0.9971035693091288
ACH-000403,-1.4119480713932764
ACH-000404,-1.1296330009585207
ACH-000406,-1.1326073446620135
ACH-000407,-1.0439091927858617
ACH-000408,-1.2190858796997197
ACH-000410,-0.9797954145017276
ACH-000411,-1.0755436241110206
ACH-000414,-1.0367221530141228
ACH-000415,-1.1538362167206608
ACH-000416,-1.1605591636238666
ACH-000420,-1.1916399524339918
ACH-000421,-1.1889320628701605
ACH-000424,-1.286890951999741
ACH-000425,-1.198921723756471
ACH-000426,-0.7931509828340659
ACH-000427,-1.1094334018912475
ACH-000433,-1.0863142539537625
ACH-000435,-1.9807729350361152
ACH-000436,-1.0551778852502416
ACH-000444,-1.0040590212221954
ACH-000445,-1.0179733426965971
ACH-000448,-0.9666604570877756
ACH-000450,-1.0294113788533816
ACH-000452,-1.3578247900179228
ACH-000454,-0.8692974281030033
ACH-000458,-1.0145950412747011
ACH-000459,-0.643805057856657
ACH-000460,-1.190427288071615
ACH-000461,-1.496690106992124
ACH-000463,-1.064393659400127
ACH-000464,-1.0298661302693264
ACH-000466,-1.1266354370339364
ACH-000467,-0.9689222532558136
ACH-000468,-1.2585673516751352
ACH-000469,-1.1220696616597827
ACH-000470,-1.839939543041951
ACH-000471,-1.1426482425914726
ACH-000472,-1.317630726083103
ACH-000473,-1.2183248010793717
ACH-000475,-0.9826013578276902
ACH-000476,-1.0867005448377929
ACH-000477,-0.7029743770169321
ACH-000479,-0.7500219107079878
ACH-000480,-1.015573897830599
ACH-000481,-1.3919488508806592
ACH-000483,-1.2000450946451882
ACH-000484,-1.2276830732124169
ACH-000485,-0.9356342073324424
ACH-000486,-0.9481858283760908
ACH-000487,-0.8688561640359722
ACH-000488,-1.0789947502028008
ACH-000490,-1.033017138552235
ACH-000491,-1.1165251597580206
ACH-000495,-0.9766294969202624
ACH-000496,-1.0980501220357837
ACH-000499,-1.249614819706368
ACH-000500,-1.2654810313935587
ACH-000502,-1.1824578361013447
ACH-000503,-1.3580253563538078
ACH-000505,-0.9753313989803462
ACH-000507,-1.1413474393226246
ACH-000510,-1.177649648586434
ACH-000511,-1.2838983730785256
ACH-000512,-1.0285903100367386
ACH-000516,-1.1343331950806277
ACH-000517,-1.507634104054154
ACH-000518,-1.2041907325387315
ACH-000520,-1.3029649737881777
ACH-000521,-0.9178922321968084
ACH-000522,-1.136807377771143
ACH-000524,-1.131340943928428
ACH-000527,-1.2986318177386864
ACH-000528,-1.0955181869007828
ACH-000537,-1.0104564541714072
ACH-000541,-0.9522925717759496
ACH-000542,-1.307550455694149
ACH-000544,-1.2440029937417254
ACH-000545,-1.1135475179248568
ACH-000547,-1.4899467568476683
ACH-000548,-1.2232715236897025
ACH-000549,-1.2359345591283906
ACH-000550,-1.082075384872002
ACH-000552,-1.0402973523897172
ACH-000556,-1.3084649745445076
ACH-000557,-1.2277778554579046
ACH-000569,-1.5029706157624696
ACH-000570,-0.9634596523380441
ACH-000571,-1.2496267466363091
ACH-000573,-1.1485968529660344
ACH-000576,-1.0044399639764148
ACH-000579,-0.9477809998536696
ACH-000580,-0.8633934401786544
ACH-000584,-1.1566432156951447
ACH-000585,-1.340910657307922
ACH-000588,-1.290907046728516
ACH-000589,-0.9826585809739212
ACH-000591,-0.9720952831088548
ACH-000593,-1.0906104970968686
ACH-000600,-1.1488846775817838
ACH-000601,-1.1681807502093655
ACH-000605,-1.2461988065026928
ACH-000606,-1.0550741089033524
ACH-000608,-1.2236952015312648
ACH-000614,-1.0071726984255356
ACH-000616,-0.9595962774004426
ACH-000618,-0.9358900520456058
ACH-000619,-1.3372425504052352
ACH-000620,-1.2031414934637668
ACH-000621,-1.4271077658770015
ACH-000622,-0.9937520278113531
ACH-000623,-0.8769989240159151
ACH-000624,-1.0458581314234294
ACH-000627,-1.1378865690510669
ACH-000630,-1.2636017570183464
ACH-000631,-0.8831420957474856
ACH-000632,-1.123955358808722
ACH-000633,-1.1385579945665056
ACH-000637,-1.214506661604916
ACH-000638,-1.0745855770008428
ACH-000646,-1.0770509131505943
ACH-000647,-1.3293858252217876
ACH-000648,-0.837775229613277
ACH-000649,-1.0773980639242429
ACH-000651,-1.0272854947052383
ACH-000652,-1.1124186746500568
ACH-000653,-1.1605333581847954
ACH-000657,-1.0925534449591094
ACH-000658,-0.7408185066056927
ACH-000661,-1.1401987359274321
ACH-000662,-0.9420409143312432
ACH-000663,-1.3463542831557465
ACH-000665,-1.1487483347211107
ACH-000671,-1.023708148885249
ACH-000672,-1.1279526386994805
ACH-000673,-0.9771700419506774
ACH-000676,-1.2497732731638735
ACH-000677,-0.9026402554523016
ACH-000681,-1.0711084368855743
ACH-000683,-1.1952617826425442
ACH-000684,-1.1251917722595877
ACH-000688,-0.7593094860075501
ACH-000693,-1.1779929348121132
ACH-000694,-1.1765770597823777
ACH-000695,-0.8533592575481121
ACH-000696,-1.2036607369244468
ACH-000697,-0.9318494811364022
ACH-000699,-0.7968574510109966
ACH-000701,-1.4209721969333855
ACH-000706,-1.292660850855864
ACH-000711,-1.1773381819044058
ACH-000713,-1.2494207210188024
ACH-000714,-0.9679908001349384
ACH-000718,-1.2424450153859163
ACH-000720,-1.2179948857418468
ACH-000721,-1.0929248247418462
ACH-000724,-1.26882625274418
ACH-000725,-0.9435596279463128
ACH-000732,-1.1322051286164692
ACH-000734,-1.078413841033587
ACH-000735,-1.2029328190620685
ACH-000736,-1.079695918803032
ACH-000738,-1.1072382323342622
ACH-000746,-1.4296240042691717
ACH-000747,-1.1738498396693955
ACH-000748,-1.1848212583561355
ACH-000753,-1.381414855350168
ACH-000756,-1.3468555278043592
ACH-000757,-1.2468459039610906
ACH-000758,-1.010511866768448
ACH-000760,-1.3189708633328172
ACH-000762,-0.9154094461324344
ACH-000763,-0.8093494181797946
ACH-000764,-1.0874488274761762
ACH-000765,-1.0241851368571613
ACH-000766,-1.210382774076301
ACH-000767,-1.1668577302605612
ACH-000768,-1.1437189890293589
ACH-000769,-1.0298534812902658
ACH-000770,-1.140024860494377
ACH-000771,-1.1789368707105572
ACH-000773,-0.8831914771685321
ACH-000776,-1.077167212901648
ACH-000777,-1.333604907082375
ACH-000778,-1.5262421766353778
ACH-000781,-1.1427704523524256
ACH-000782,-1.0733781579641284
ACH-000783,-1.088774727318203
ACH-000784,-1.216884695694605
ACH-000785,-1.3736882906246002
ACH-000787,-1.2214557932735608
ACH-000788,-1.2791510464233808
ACH-000791,-1.146723293966556
ACH-000792,-1.0549596322825834
ACH-000794,-1.2421170740744445
ACH-000796,-1.2165046139554003
ACH-000798,-1.3442002902078631
ACH-000799,-1.072595147584128
ACH-000800,-1.3022459751592672
ACH-000802,-1.26959523090949
ACH-000804,-0.7772769311182091
ACH-000805,-1.3166850570714217
ACH-000809,-1.0071055722314128
ACH-000810,-1.3959708982447192
ACH-000811,-1.0645148233982311
ACH-000817,-0.9941171000992571
ACH-000819,-1.2140783242354225
ACH-000820,-1.3240163970437029
ACH-000821,-1.234390363859843
ACH-000822,-0.9732957608065028
ACH-000823,-1.315067099390851
ACH-000824,-1.2630707934229235
ACH-000827,-1.1748799100989729
ACH-000829,-1.1821659867869352
ACH-000831,-1.2745742427895963
ACH-000832,-1.0425130592900271
ACH-000833,-1.07839478981911
ACH-000834,-1.1294434132412827
ACH-000835,-1.1506225870031748
ACH-000836,-1.3306080923375985
ACH-000837,-0.9276457420840554
ACH-000838,-1.0875246341668856
ACH-000839,-1.1851924480462823
ACH-000840,0.004087885722220068
ACH-000841,-1.1336088518947285
ACH-000843,-1.049457071580292
ACH-000846,-1.3113059968042555
ACH-000847,-1.2987241850382407
ACH-000848,-1.1370678087886206
ACH-000849,-1.3278995830167135
ACH-000851,-1.2691697403843627
ACH-000855,-1.0873137840359124
ACH-000856,-1.1055225148748395
ACH-000858,-0.9825809292954476
ACH-000859,-1.1523433256837534
ACH-000861,-1.1561180603488708
ACH-000862,-1.1099303445766069
ACH-000865,-1.1513772803609723
ACH-000866,-1.3017420200680538
ACH-000867,-1.4434512463185798
ACH-000869,-0.8484433777602753
ACH-000872,-0.520459029446739
ACH-000873,-1.2065979944296328
ACH-000876,-1.0332000419016
ACH-000878,-1.1530737809152458
ACH-000880,-0.940632686785098
ACH-000881,-1.054499111883018
ACH-000882,-1.1579932241249051
ACH-000884,-1.1625936776729888
ACH-000885,-0.9856115799436448
ACH-000887,-1.3690868306752144
ACH-000889,-0.9696119844930297
ACH-000896,-1.1753473573094864
ACH-000898,-1.1073812709251614
ACH-000900,-1.0905437048580195
ACH-000901,-1.2036988642659732
ACH-000905,-1.1122930075411437
ACH-000906,-1.0546676158430766
ACH-000907,-0.6749047751550967
ACH-000910,-0.9031934405998407
ACH-000911,-1.0572807117116247
ACH-000912,-1.1547928174226654
ACH-000913,-1.0727577635829555
ACH-000915,-0.9352306016101628
ACH-000916,-0.7831608413468563
ACH-000917,-0.8296563286820565
ACH-000920,-1.0570654712011038
ACH-000921,-1.3941822231250676
ACH-000924,-1.221671741041843
ACH-000926,-1.1455062800877096
ACH-000928,-1.0772818358897651
ACH-000929,-1.1539502425385113
ACH-000932,-0.9986321374587642
ACH-000935,-0.8062170675444111
ACH-000936,-1.069145593298052
ACH-000937,-1.0675015102928564
ACH-000938,-0.985204430668283
ACH-000939,-1.1387885455737974
ACH-000941,-1.1489246781054043
ACH-000943,-1.108697911477335
ACH-000946,-1.0635419369083647
ACH-000947,-1.1901265497645042
ACH-000948,-1.2030138490353492
ACH-000950,-1.0410176071204602
ACH-000953,-0.9874110923607669
ACH-000954,-1.0717876264406556
ACH-000957,-1.1999122805905398
ACH-000958,-1.226163048816082
ACH-000960,-0.8672936150949945
ACH-000963,-1.2640180214931729
ACH-000968,-1.0510658359492255
ACH-000969,-1.0041952384045048
ACH-000972,-1.0690668871967632
ACH-000973,-1.1146354869438695
ACH-000974,-0.7673574867596713
ACH-000978,-1.5577697229227137
ACH-000984,-1.2491239628011217
ACH-000986,-1.095388215300162
ACH-000988,-1.1800281796517085
ACH-000993,-0.9592936829999238
ACH-000994,-1.1876058480405232
ACH-000996,-1.0240494680705636
ACH-001001,-1.0873384821262289
ACH-001020,-1.1950551824875757
ACH-001028,-0.9637171957541201
ACH-001031,-1.2495782139244738
ACH-001038,-1.2081367545652557
ACH-001048,-1.1053172301222436
ACH-001050,-1.033995389861786
ACH-001053,-1.2259914884085106
ACH-001054,-1.3354298484123
ACH-001061,-1.154528284854044
ACH-001067,-1.1868267931693604
ACH-001075,-1.091806241735678
ACH-001096,-1.0511464758145583
ACH-001111,-1.2202398732788429
ACH-001119,-1.0167104616521816
ACH-001128,-1.368300178733732
ACH-001134,-1.0773309691545736
ACH-001151,-1.290341955463025
ACH-001163,-1.0649460973608849
ACH-001164,-1.0656613223991729
ACH-001183,-1.0492285274004869
ACH-001192,-1.1608695371611302
ACH-001193,-0.97382454824571
ACH-001196,-1.1665534308351555
ACH-001197,-0.9649676324586964
ACH-001205,-1.187363766190539
ACH-001211,-1.1215951504374122
ACH-001212,-1.1461621039012295
ACH-001228,-1.009024780655469
ACH-001232,-1.04609568970397
ACH-001239,-0.9169158043901098
ACH-001270,-1.1860073491198948
ACH-001274,-1.1415631512007698
ACH-001275,-1.0833586845092344
ACH-001277,-1.1596520809612128
ACH-001278,-1.154500002036745
ACH-001280,-1.189684418485546
ACH-001283,-1.1967442320374464
ACH-001289,-1.107136948996198
ACH-001300,-1.2536665361957315
ACH-001301,-1.1564373747740968
ACH-001302,-1.3632360789802498
ACH-001306,-1.1697343081813856
ACH-001318,-1.1729317253751799
ACH-001322,-1.2706860622694436
ACH-001328,-0.9811267214045284
ACH-001332,-1.2139389653819588
ACH-001336,-1.2880223213915862
ACH-001346,-1.1474470312629903
ACH-001353,-1.3022090337806342
ACH-001354,-1.0119204139461062
ACH-001367,-1.0232535134033145
ACH-001368,-1.1522363853202071
ACH-001374,-0.9982983130302012
ACH-001377,-1.151034760838113
ACH-001380,-1.3204574389019461
ACH-001391,-0.8897714313426541
ACH-001408,-1.1144247508301304
ACH-001430,-1.0957287678229108
ACH-001431,-1.226218552528153
ACH-001450,-0.9570463484000984
ACH-001496,-1.1639352244039545
ACH-001500,-1.07856441135261
ACH-001523,-1.0134767839740688
ACH-001532,-1.0173590749267385
ACH-001550,-1.3946881081148603
ACH-001552,-0.9935023322613024
ACH-001554,-1.0656890248151178
ACH-001654,-1.1227033666828763
ACH-001735,-1.1111432875842104
ACH-001736,-1.1342082270693012
ACH-001737,-0.9885956636321276
ACH-001740,-1.251241005090794
ACH-001745,-1.068998458688716
ACH-001765,-0.8167702276689013
