,MAP10 (54627)
ACH-000004,0.01518565791208554
ACH-000005,0.034146959271891576
ACH-000007,0.1103411184154996
ACH-000009,-0.21143749630180225
ACH-000011,-0.2020149025577108
ACH-000012,-0.02415528189270706
ACH-000013,0.0835227933637713
ACH-000014,-0.10311243430790702
ACH-000015,-0.1370129592745393
ACH-000017,-0.11160366039134437
ACH-000018,-0.07130327645998169
ACH-000019,-0.1533342550905781
ACH-000021,-0.14431750052644138
ACH-000022,-0.01035433301885028
ACH-000025,-0.2208538186026638
ACH-000028,-0.08904402166940012
ACH-000030,-0.13736601234983112
ACH-000035,-0.08387841883291301
ACH-000036,-0.2715632322980733
ACH-000037,-0.10273885201688716
ACH-000039,-0.09422228984633252
ACH-000040,-0.21801764973130447
ACH-000041,-0.08086280831669311
ACH-000042,-0.08042225882425083
ACH-000045,-0.2923451107811048
ACH-000047,-0.026133761446610053
ACH-000052,-0.09612126694829737
ACH-000053,-0.15217498535086574
ACH-000054,-0.04768790438817529
ACH-000055,-0.2315227408414313
ACH-000060,-0.07967005253202365
ACH-000067,-0.2296603438478668
ACH-000070,-0.12486867002842812
ACH-000075,-0.4112767779637061
ACH-000078,-0.23416025639459076
ACH-000082,-0.18872272703627116
ACH-000085,-0.2516263311592367
ACH-000086,-0.15651874465377125
ACH-000087,-0.12731450608719772
ACH-000092,-0.14301064906703292
ACH-000095,-0.20919300436605354
ACH-000097,-0.12364128948836052
ACH-000098,-0.2376040101324128
ACH-000099,-0.19515897639464905
ACH-000108,0.05954667971959475
ACH-000113,-0.1672621634501945
ACH-000116,-0.025907435958327167
ACH-000118,0.034704465055809465
ACH-000120,-0.321552169606894
ACH-000123,-0.08774025410052827
ACH-000127,-0.14501656000196764
ACH-000128,-0.15762388271784222
ACH-000132,-0.08182755964157917
ACH-000133,-0.09405965517447044
ACH-000137,-0.08842207765788394
ACH-000138,-0.022842314707956488
ACH-000142,0.01926486000629293
ACH-000143,0.03713774442009589
ACH-000146,-0.15652953082739396
ACH-000148,-0.23209515288590465
ACH-000150,-0.21072821407091766
ACH-000152,-0.06080917206939551
ACH-000153,-0.008626961867707455
ACH-000159,-0.2397585210921789
ACH-000160,-0.06187461789574076
ACH-000163,-0.15911908546246478
ACH-000167,0.12120962935005067
ACH-000168,-0.06843158210064175
ACH-000169,-0.19903369966805826
ACH-000178,-0.16696378785948798
ACH-000183,-0.14442612444088396
ACH-000188,-0.0364883229657261
ACH-000189,-0.23530321628559855
ACH-000190,0.01531989464420901
ACH-000198,-0.1589777183892194
ACH-000203,0.3164009007686961
ACH-000204,-0.17260560819551185
ACH-000206,-0.3371212761442705
ACH-000207,-0.04058786468177145
ACH-000208,-0.2350760022446051
ACH-000210,0.057236514535471524
ACH-000211,-0.047778547802049764
ACH-000215,-0.0801493076147954
ACH-000221,-0.14549651975554445
ACH-000222,-0.04592806920297157
ACH-000223,-0.309723374441459
ACH-000226,0.04924905490724508
ACH-000227,-0.24976083777397914
ACH-000228,-0.1454982445418279
ACH-000231,-0.06088952818030929
ACH-000232,-0.2527938876729456
ACH-000233,0.035497933651148686
ACH-000234,-0.3214934998980256
ACH-000235,-0.1113957024256396
ACH-000237,-0.08532129035203104
ACH-000238,-0.21439773292761216
ACH-000242,-0.299742642110639
ACH-000243,-0.1000153283128708
ACH-000244,-0.3851752065698028
ACH-000246,-0.12193440820427015
ACH-000248,-0.18822478675948606
ACH-000250,-0.12103565940086525
ACH-000251,-0.15623870567709272
ACH-000252,0.051706012664506716
ACH-000253,-0.05704457029451334
ACH-000255,-0.09686280101712838
ACH-000256,-0.14904029355375764
ACH-000257,0.014272106973620122
ACH-000258,-0.1128125237320999
ACH-000259,-0.11942072891254105
ACH-000260,-0.16310490287739174
ACH-000261,-0.09338790411927528
ACH-000262,-0.24551167327016815
ACH-000263,-0.2765348945308425
ACH-000264,-0.04917633230140681
ACH-000265,0.02708622173219997
ACH-000266,-0.16524389442204562
ACH-000272,-0.17326790790808366
ACH-000274,-0.16500855569524026
ACH-000277,-0.2324059377145969
ACH-000278,-0.09092574892555537
ACH-000279,0.0024048009274958227
ACH-000280,-0.3055312130735173
ACH-000281,-0.05240383087742727
ACH-000288,-0.18945778588276885
ACH-000291,-0.229152336695302
ACH-000293,-0.19667328621296226
ACH-000294,-0.10530441863942126
ACH-000295,-0.2715865902098426
ACH-000296,-0.11308400394308114
ACH-000302,-0.09460634382596547
ACH-000304,-0.20692826214149126
ACH-000307,-0.09264507096955273
ACH-000308,-0.07708662141298636
ACH-000310,-0.07743552217317826
ACH-000311,-0.2789137250591641
ACH-000312,-0.16199210885850793
ACH-000315,0.1914295960612405
ACH-000316,0.015369178899767076
ACH-000317,-0.17423078049290014
ACH-000318,-0.2772439852700912
ACH-000319,-0.051595729735400254
ACH-000320,0.168917646781984
ACH-000322,-0.06008828803083197
ACH-000323,0.08597410256913611
ACH-000324,-0.13189807334231105
ACH-000329,-0.15779916767562993
ACH-000330,-0.2091192587029648
ACH-000331,-0.15794115190213825
ACH-000332,-0.10430869701364928
ACH-000334,-0.2504847979043781
ACH-000335,-0.285762125523916
ACH-000336,-0.21826456444187645
ACH-000337,-0.042996000957138215
ACH-000338,0.4502692886745714
ACH-000339,-0.1101007567388235
ACH-000341,-0.05817020331050452
ACH-000348,-0.15453488567245802
ACH-000350,-0.06424379732249308
ACH-000352,-0.162840449566377
ACH-000356,-0.20234976206521654
ACH-000361,-0.25107825688489666
ACH-000362,-0.13288881428507046
ACH-000363,-0.08064814689997307
ACH-000364,-0.1563772277801769
ACH-000365,-0.09239046442355264
ACH-000366,-0.08711740383233972
ACH-000368,-0.0573425015118034
ACH-000374,-0.11734768100278599
ACH-000375,0.08596937976586032
ACH-000376,-0.12845757122737672
ACH-000381,-0.2488555181326481
ACH-000383,-0.10728333385333824
ACH-000387,-0.07137135382832853
ACH-000389,-0.16467506801987333
ACH-000390,-0.10580067945462304
ACH-000393,-0.0014326588647915837
ACH-000395,-0.005286409647072147
ACH-000396,-0.4249738967857613
ACH-000397,-0.26717622266510505
ACH-000401,-0.10637987040168964
ACH-000402,0.00867265427748237
ACH-000403,-0.1470261006690459
ACH-000404,0.2321995765192744
ACH-000406,-0.08372121741572586
ACH-000407,-0.10541869148958699
ACH-000408,-0.2043297478948155
ACH-000410,-0.1393801561110217
ACH-000411,-0.20726999029650733
ACH-000414,-0.14102512804837264
ACH-000415,-0.1305377181293056
ACH-000416,-0.062330552514430065
ACH-000420,0.018184435358206352
ACH-000421,-0.0405259719026513
ACH-000424,-0.3818388781313991
ACH-000425,-0.21568508474365175
ACH-000426,0.13031655824096902
ACH-000427,-0.15247475748408418
ACH-000433,-0.08053969256820369
ACH-000435,0.34702358585815546
ACH-000436,-0.04012345765576175
ACH-000444,0.02727383864074829
ACH-000445,-0.20030647886082373
ACH-000448,-0.1552376585483668
ACH-000450,-0.00864544881308283
ACH-000452,-0.06696293360482664
ACH-000454,-0.2596730760716998
ACH-000458,-0.2430002883528629
ACH-000459,0.0005975135323418737
ACH-000460,-0.11064084670585536
ACH-000461,0.07924766438840844
ACH-000463,-0.2213925083469932
ACH-000464,-0.3471248980023587
ACH-000466,-0.11813082220985978
ACH-000467,0.07606263352899477
ACH-000468,-0.038914427099833164
ACH-000469,-0.08509789813174967
ACH-000470,0.08061819640361023
ACH-000471,-0.09958665338538517
ACH-000472,-0.16873995678294718
ACH-000473,-0.05367622353630706
ACH-000475,-0.10424793736599547
ACH-000476,-0.1260542057907664
ACH-000477,-0.0064739374386593995
ACH-000479,-0.040782590120300055
ACH-000480,0.05097348850632872
ACH-000481,-0.05377514499269359
ACH-000483,-0.19780302349251536
ACH-000484,-0.2373645400148988
ACH-000485,-0.19367206418581692
ACH-000486,-0.07131726457420079
ACH-000487,0.11708406299260735
ACH-000488,-0.09628315096358102
ACH-000490,-0.1428587074822081
ACH-000491,0.012315972847529812
ACH-000495,-0.003917194242525987
ACH-000496,-0.26515849382076595
ACH-000499,-0.08556266830810648
ACH-000500,-0.30285344464355385
ACH-000502,-0.0029466678957628467
ACH-000503,-0.35245233561811423
ACH-000505,-0.05049943771640708
ACH-000507,-0.039175315485912236
ACH-000510,-0.06499411121577643
ACH-000511,-0.08229774497558624
ACH-000512,-0.3178012803804923
ACH-000516,-0.13903306029438098
ACH-000517,-0.08892677761849048
ACH-000518,-0.3296104430687917
ACH-000520,-0.11885160784701672
ACH-000521,-0.02906660750270312
ACH-000522,-0.11077281395977147
ACH-000524,-0.07966558410030689
ACH-000527,-0.09451772756943663
ACH-000528,-0.12585135917105192
ACH-000537,-0.14844939138165214
ACH-000541,-0.4723849251820961
ACH-000542,-0.038845257044823035
ACH-000544,0.028312809913582312
ACH-000545,-0.060513893369045536
ACH-000547,-0.16492011650490654
ACH-000548,-0.16328572586081513
ACH-000549,-0.1907462180218529
ACH-000550,-0.14647912084963574
ACH-000552,-0.03168034297279092
ACH-000556,-0.07819901450682541
ACH-000557,-0.2269258956539737
ACH-000569,-0.07340437114113066
ACH-000570,-0.153036121417544
ACH-000571,-0.052798738094449335
ACH-000573,-0.15678351294932585
ACH-000576,-0.23127774983254645
ACH-000579,-0.122150815166101
ACH-000580,-0.264133554898543
ACH-000584,0.08633502658882496
ACH-000585,-0.07274531823583515
ACH-000588,-0.13978041075384945
ACH-000589,-0.1331951279160245
ACH-000591,0.08699958288353901
ACH-000593,-0.010133791384510718
ACH-000600,-0.08852830352052139
ACH-000601,-0.10691162492984856
ACH-000605,-0.191394730917712
ACH-000606,-0.08258982993472012
ACH-000608,-0.05845139901346823
ACH-000614,-0.07680627687743415
ACH-000616,-0.19364987232811987
ACH-000618,-0.1871390553904829
ACH-000619,-0.10991271112319548
ACH-000620,-0.13978651181133825
ACH-000621,-0.04561922584162457
ACH-000622,-0.11418736189323456
ACH-000623,-0.26394592226071323
ACH-000624,-0.032678024068307256
ACH-000627,-0.06783665460366523
ACH-000630,-0.15158150602761344
ACH-000631,0.01691885672666818
ACH-000632,-0.1456339256934251
ACH-000633,-0.05072913890150663
ACH-000637,-0.06621693064963757
ACH-000638,0.1167768240585222
ACH-000646,0.03284651073819457
ACH-000647,-0.13297744657711127
ACH-000648,-0.18215558548428545
ACH-000649,-0.15681211286442942
ACH-000651,0.009093822802672435
ACH-000652,-0.050217519589548655
ACH-000653,-0.16707036915758836
ACH-000657,-0.15170240211006308
ACH-000658,0.028433137119107083
ACH-000661,-0.11857933756532865
ACH-000662,-0.2086578425472578
ACH-000663,0.009193091311001423
ACH-000665,-0.12635145091476255
ACH-000671,0.005472797493625143
ACH-000672,0.0929426740323186
ACH-000673,-0.13750719013054116
ACH-000676,-0.21444333432548332
ACH-000677,-0.11807196551296525
ACH-000681,-0.16046561243151078
ACH-000683,-0.1879084499074767
ACH-000684,-0.18967626633516968
ACH-000688,-0.12273470292069627
ACH-000693,-0.06632981734017708
ACH-000694,-0.049673812879305966
ACH-000695,-0.2570561849111284
ACH-000696,-0.17635176428902632
ACH-000697,-0.12731774344698427
ACH-000699,-0.2308685666719105
ACH-000701,-0.13950589522764928
ACH-000706,-0.16463083918519025
ACH-000711,-0.0963232741519812
ACH-000713,-0.1842201287003459
ACH-000714,-0.08530099218641912
ACH-000718,-0.00942214592616091
ACH-000720,-0.16901066461023226
ACH-000721,-0.04079224480959293
ACH-000724,-0.0047515221826550606
ACH-000725,-0.034346727549677984
ACH-000732,-0.032916413538637286
ACH-000734,-0.06327554984352456
ACH-000735,-0.11225472318320276
ACH-000736,-0.015744272747419838
ACH-000738,-0.11834933251899107
ACH-000746,-0.1900766956965722
ACH-000747,-0.14601797109338566
ACH-000748,-0.1695780209977239
ACH-000753,-0.10089696970298832
ACH-000756,-0.15765144196824912
ACH-000757,-0.13283280091627406
ACH-000758,-0.21716220946798248
ACH-000760,-0.03463191484107083
ACH-000762,-0.20678715160799252
ACH-000763,-0.3907373335479995
ACH-000764,-0.12837612988031527
ACH-000765,-0.12947917686011587
ACH-000766,-0.11300123355137225
ACH-000767,-0.16305025201799914
ACH-000768,-0.26710126627814496
ACH-000769,-0.06805817514324215
ACH-000770,-0.14449881611166632
ACH-000771,-0.1347748438442416
ACH-000773,-0.04959414409325417
ACH-000776,-0.06265294841927678
ACH-000777,-0.026434898667007156
ACH-000778,-0.03550951198623945
ACH-000781,-0.12179781073695416
ACH-000782,0.12265587971278527
