,STAC2 (342667)
ACH-000004,0.057924624765100664
ACH-000005,0.01706508613859441
ACH-000007,-0.0689860467747348
ACH-000009,0.021532836794992787
ACH-000011,0.14335861512068074
ACH-000012,0.1997133278699557
ACH-000013,0.04151576832187874
ACH-000014,0.05176589666844692
ACH-000015,0.08384773691249113
ACH-000017,0.2099909794858666
ACH-000018,0.06559687444407837
ACH-000019,0.20307920284260225
ACH-000021,0.08940147466389774
ACH-000022,0.16935283918217134
ACH-000025,0.040165890419130656
ACH-000028,0.1901817874515576
ACH-000030,0.01657948617772941
ACH-000035,-0.04701515237197652
ACH-000036,-0.010671669009479662
ACH-000037,0.21717107359766716
ACH-000039,0.057506031413458975
ACH-000040,0.15534420628900686
ACH-000041,0.20146296363556165
ACH-000042,0.07452961616921376
ACH-000045,0.03226585740964499
ACH-000047,0.2277001288522484
ACH-000052,0.3621699300838048
ACH-000053,0.04975332155470195
ACH-000054,0.07005400843986004
ACH-000055,0.059004301917578925
ACH-000060,0.02039732370747691
ACH-000067,0.22448964045160502
ACH-000070,0.32579861332987936
ACH-000075,0.14062254351314574
ACH-000078,0.06424408061191146
ACH-000082,0.19473155589413896
ACH-000085,0.2498705088963892
ACH-000086,0.10642093792627172
ACH-000087,0.18742899296320348
ACH-000092,0.1469962121299024
ACH-000095,0.10010419313811746
ACH-000097,0.09776069214666727
ACH-000098,0.10940466193182023
ACH-000099,0.24487382998663226
ACH-000108,0.03387397802137695
ACH-000113,0.09450709158697676
ACH-000116,0.08932055142230337
ACH-000118,0.13417492188494967
ACH-000120,0.09309913172906403
ACH-000123,0.1346341995950097
ACH-000127,0.15253049098278398
ACH-000128,-0.03550641939289668
ACH-000132,0.19895763642006853
ACH-000133,0.12049404299934173
ACH-000137,0.054819531901194464
ACH-000138,0.007177880037709373
ACH-000142,-0.16433070997757676
ACH-000143,0.09776038416259432
ACH-000146,0.08177369984243063
ACH-000148,0.04380895672848078
ACH-000150,0.07978906564227572
ACH-000152,0.030013899703664762
ACH-000153,0.2683985726511627
ACH-000159,0.12536383219041392
ACH-000160,0.0785025020512202
ACH-000163,0.1058194741237564
ACH-000167,0.06992844331385509
ACH-000168,-0.03492951507085743
ACH-000169,0.1247732387507555
ACH-000178,0.17378325420829555
ACH-000183,0.08153574003782013
ACH-000188,0.06974438047264225
ACH-000189,0.23404067792059385
ACH-000190,0.12989472096840396
ACH-000198,0.009249256834484541
ACH-000203,0.040534096681623784
ACH-000204,0.3293927600435125
ACH-000206,0.09644465779557257
ACH-000207,0.008806801556556785
ACH-000208,0.35895726850147397
ACH-000210,0.04713022341000158
ACH-000211,0.02821461637818547
ACH-000215,0.08942194772177113
ACH-000221,0.07004374031232471
ACH-000222,0.0809421217380918
ACH-000223,0.11431206066983407
ACH-000226,-0.014342592696049625
ACH-000227,-0.053988116760429715
ACH-000228,0.10337423734274864
ACH-000231,0.042537585613750116
ACH-000232,0.22302291554723805
ACH-000233,0.15106127155751198
ACH-000234,0.2297379805225768
ACH-000235,0.0401598849734433
ACH-000237,0.2133673726586175
ACH-000238,-0.093262755516462
ACH-000242,0.1879923297259657
ACH-000243,0.026502175207086386
ACH-000244,0.08031680260839541
ACH-000246,0.1842694628358328
ACH-000248,0.1808986153730725
ACH-000250,0.08872934479353714
ACH-000251,0.19207294185353
ACH-000252,0.2456036421135988
ACH-000253,-0.009356416379672624
ACH-000255,0.08230614585201246
ACH-000256,0.12234283675403672
ACH-000257,0.5833688271601123
ACH-000258,0.3485548488434261
