,RASSF4 (83937)
ACH-000004,-0.05160160449616752
ACH-000005,-0.4595088898768653
ACH-000007,-0.12231558587812742
ACH-000009,-0.0487940908564674
ACH-000011,-0.29193429417014594
ACH-000012,-0.2080878932250817
ACH-000013,-0.09805363917917492
ACH-000014,-0.2255839814705859
ACH-000015,-0.30570670218386625
ACH-000017,-0.23222458190112635
ACH-000018,-0.4649268810130514
ACH-000019,0.06386450024070121
ACH-000021,-0.07751266765910315
ACH-000022,-0.033277008256304086
ACH-000025,-0.40598379998520895
ACH-000028,-0.18744813789797052
ACH-000030,-0.36464388785195423
ACH-000035,-0.3287714356440149
ACH-000036,-0.12529008926095764
ACH-000037,-0.09714801794039424
ACH-000039,-0.0435769490203532
ACH-000040,-0.10805361409016513
ACH-000041,-0.1902332393753659
ACH-000042,-0.11214386292582766
ACH-000045,-0.20731504339408507
ACH-000047,-0.01022540379535898
ACH-000052,-0.0707442450254027
ACH-000053,-0.2074374362928542
ACH-000054,-0.2059521683182239
ACH-000055,-0.17277997562908784
ACH-000060,-0.17828683651676994
ACH-000067,-0.2593137432308214
ACH-000070,-0.08752013312531158
ACH-000075,-0.1079367243835685
ACH-000078,-0.26160922956341937
ACH-000082,-0.17958438037118424
ACH-000085,-0.1697197847697217
ACH-000086,-0.09399942538886133
ACH-000087,-0.2397997114931909
ACH-000092,-0.2417173972343178
ACH-000095,-0.20474397643355047
ACH-000097,-0.15545685027163028
ACH-000098,-0.19488422319252985
ACH-000099,-0.2827186718906353
ACH-000108,-0.17957304199964802
ACH-000113,-0.09902385821325473
ACH-000116,-0.18144286244309996
ACH-000118,-0.19695679078148354
ACH-000120,-0.12360093419815295
ACH-000123,-0.3028276752311841
ACH-000127,-0.14654326492157654
ACH-000128,-0.3705132169862168
ACH-000132,-0.2171302527910856
ACH-000133,-0.1270168129548185
ACH-000137,-0.12153142373888053
ACH-000138,-0.0917268866052338
ACH-000142,-0.09513550775805484
ACH-000143,-0.3014058054077349
ACH-000146,-0.14110391563039493
ACH-000148,-0.4004889464212943
ACH-000150,-0.024066250883126483
ACH-000152,-0.2048471785266164
ACH-000153,0.04269398489117703
ACH-000159,-0.18426616221485065
ACH-000160,0.011450443517323971
ACH-000163,-0.2837076828722785
ACH-000167,-0.2366707000022208
ACH-000168,0.18081827539064532
ACH-000169,-0.17454755266269542
ACH-000178,-0.15141128248363733
ACH-000183,-0.15100092429812706
ACH-000188,-0.28721403766855896
ACH-000189,-0.9437280230758652
ACH-000190,-0.2849358580139745
ACH-000198,-0.17888099434830845
ACH-000203,0.2801154270839475
ACH-000204,-0.2139029273701304
ACH-000206,0.04083640882889338
ACH-000207,-0.4469665259216288
ACH-000208,-0.14668071774775818
ACH-000210,-0.008474874346093713
ACH-000211,-0.10432164235152752
ACH-000215,-0.1868375955957315
ACH-000221,0.004195608044731071
ACH-000222,-0.0904978607296748
ACH-000223,-0.10540157484334614
ACH-000226,-0.2217946656014698
ACH-000227,-0.07767498657315502
ACH-000228,-0.16918152328384392
ACH-000231,-0.16096061619172766
ACH-000232,-0.25518566272613263
ACH-000233,-0.2367683470036337
ACH-000234,-0.024935258885817144
ACH-000235,-0.2180014492525732
ACH-000237,-0.2675743055194808
ACH-000238,-0.19691399212281185
ACH-000242,-0.547622198593352
ACH-000243,-0.13643900142556414
ACH-000244,-0.12242729824733024
ACH-000246,-0.15715294881533787
ACH-000248,-0.2531296656268312
ACH-000250,-0.16232662136535536
ACH-000251,-0.3634634870385931
ACH-000252,-0.0985017708352736
ACH-000253,-0.14755287754042792
ACH-000255,-0.25257320606052514
ACH-000256,-0.23336644945806204
ACH-000257,-0.15334175311353826
ACH-000258,-0.01789750910263724
ACH-000259,-0.1371706348362288
ACH-000260,-0.2450325153806795
ACH-000261,-0.21235019677033085
ACH-000262,-0.15080520528427288
ACH-000263,-0.060656980226841864
ACH-000264,-0.2067970843392548
ACH-000265,-0.183060222243498
ACH-000266,-0.08723138170969566
ACH-000272,-0.1440762435768674
ACH-000274,0.02606044999918745
ACH-000277,-0.14592417136765234
ACH-000278,-0.12689865166648195
ACH-000279,-0.2400096566827716
ACH-000280,-0.17317403512662605
ACH-000281,-0.20154187313248545
ACH-000288,-0.15623923144601934
ACH-000291,-0.12623896446848434
ACH-000293,-0.20848794064417966
ACH-000294,-0.2320136215408877
ACH-000295,-0.5882379006226943
ACH-000296,-0.4627566976386788
ACH-000302,-0.1451895185024112
ACH-000304,-0.2813822789164874
ACH-000307,-0.2335559352286123
ACH-000308,-0.16415399664837824
ACH-000310,-0.2652231605402738
ACH-000311,-0.06277480556516901
ACH-000312,-0.22080994510417348
ACH-000315,-0.5191438156270033
ACH-000316,-0.18386559967239116
ACH-000317,-0.09048672365843667
ACH-000318,-0.14185998684691528
ACH-000319,-0.12900832405401366
ACH-000320,0.05027016483263712
ACH-000322,-0.12651689295210267
ACH-000323,-0.20745779102221024
ACH-000324,-0.2766300518562245
ACH-000329,-0.2366505198978237
ACH-000330,-0.0988102669760083
ACH-000331,-0.14086526364715188
ACH-000332,-0.01988114456916573
ACH-000334,-0.1715206139093725
ACH-000335,-0.4104815657726684
ACH-000336,-0.3617009174007732
ACH-000337,-0.16208370920763673
ACH-000338,-0.38364650524953936
ACH-000339,-0.18312330662349088
ACH-000341,-0.14686842356454075
ACH-000348,-0.16219075873922914
ACH-000350,-0.1810094448701484
ACH-000352,-0.12929179767773444
ACH-000356,-0.06030125790121756
ACH-000361,-0.2458879282468689
ACH-000362,-0.16853592355043764
ACH-000363,-0.07629014979693689
ACH-000364,-0.15780913204197514
ACH-000365,-0.2869458833703151
ACH-000366,-0.17520962198964266
ACH-000368,-0.2733364152305464
ACH-000374,-0.29885535841643185
ACH-000375,-0.21521224415652312
ACH-000376,-0.18499044509253915
ACH-000381,-0.2867051939269637
ACH-000383,-0.11896777726335457
ACH-000387,-0.1382342471515103
ACH-000389,-0.14846243196106665
ACH-000390,-0.24378599045499136
ACH-000393,-0.17843155533091806
ACH-000395,-0.12108012484169872
ACH-000396,-0.24065311951341764
ACH-000397,-0.21239545762349404
ACH-000401,-0.14504235236110022
ACH-000402,-0.17255514177417938
ACH-000403,-0.16489506824669775
ACH-000404,-0.38529614906761617
ACH-000406,-0.1211325129290838
ACH-000407,-0.029735376874999917
ACH-000408,-0.19834935581906565
ACH-000410,-0.08916893595138085
ACH-000411,-0.20011049186545374
ACH-000414,-0.16338521721612212
ACH-000415,-0.3145787835740917
ACH-000416,-0.210270726934427
ACH-000420,-0.12533710797761485
ACH-000421,-0.2449474598434349
ACH-000424,-0.06368746664807706
ACH-000425,-0.17582800836474508
ACH-000426,-0.3065138203043101
ACH-000427,-0.09413911948425498
ACH-000433,-0.16959874270733746
ACH-000435,-0.1681864490452291
ACH-000436,-0.030052685308803083
ACH-000444,-0.2633714462347841
ACH-000445,0.041435049207637374
ACH-000448,-0.22466693067928056
ACH-000450,-0.2714740980318974
ACH-000452,-0.02915404109421732
ACH-000454,-0.24683988304081395
ACH-000458,-0.01984718583779073
ACH-000459,-0.0848073050372478
ACH-000460,-0.3021659940971373
ACH-000461,-0.24490474047900884
ACH-000463,-0.2823802917970191
ACH-000464,-0.2706868923806553
ACH-000466,-0.24932379161963325
ACH-000467,-0.1291069074600398
ACH-000468,-0.20459130755134103
ACH-000469,-0.07094434552446281
ACH-000470,-0.18626603729935068
ACH-000471,-0.18639435867027626
ACH-000472,-0.1355663619358491
ACH-000473,-0.08310832398394079
ACH-000475,-0.18452212255067327
ACH-000476,-0.16954661133227072
ACH-000477,-0.1978619538461952
ACH-000479,-0.27824492956111785
ACH-000480,-0.1354445699327243
ACH-000481,-0.14363052968215856
ACH-000483,-0.3438397984622537
ACH-000484,-0.2371762421474431
ACH-000485,-0.10963705370384226
ACH-000486,-0.21430352105601946
ACH-000487,-0.14719254285969785
ACH-000488,-0.09437729927446344
ACH-000490,-0.09775996831569313
ACH-000491,-0.189653770353486
ACH-000495,-0.2493505882308923
ACH-000496,-0.2237112898708169
ACH-000499,-0.1342307202446312
ACH-000500,-0.4774834233072565
ACH-000502,-0.17315025263561573
ACH-000503,0.15709588894949686
ACH-000505,-0.0777457154403097
ACH-000507,-0.2654106005182309
ACH-000510,-0.158880628863327
ACH-000511,-0.18634413642898606
ACH-000512,-0.05699935102095359
ACH-000516,-0.07261507516709176
