,MCTP1 (79772)
ACH-000004,0.08254122211197767
ACH-000005,-0.28610987276832284
ACH-000007,-0.15300265943921554
ACH-000009,-0.15806365774008607
ACH-000011,-0.14154742142273324
ACH-000012,-0.1005309896520437
ACH-000013,-0.2883090879075661
ACH-000014,-0.09238914235073904
ACH-000015,-0.3843557410078571
ACH-000017,-0.2338373268768595
ACH-000018,-0.1658916945583698
ACH-000019,-0.3006605139786077
ACH-000021,-0.33090776700806823
ACH-000022,-0.16759262600153155
ACH-000025,-0.23051939204311575
ACH-000028,-0.18981109253000808
ACH-000030,-0.3194698990925189
ACH-000035,-0.18615691524263653
ACH-000036,-0.2277543144656968
ACH-000037,-0.2379754878534116
ACH-000039,-0.25648493786026505
ACH-000040,-0.3346739230265117
ACH-000041,-0.1487210827622025
ACH-000042,-0.1997754777288988
ACH-000045,-0.10988773077822636
ACH-000047,-0.4118355732179563
ACH-000052,0.007279337765790856
ACH-000053,-0.36010002733022645
ACH-000054,-0.3484916728759624
ACH-000055,-0.3233015886837988
ACH-000060,-0.24575437680682355
ACH-000067,-0.058005126950890315
ACH-000070,-0.4809745636764874
ACH-000075,0.11210736436176703
ACH-000078,-0.4169408461710981
ACH-000082,-0.4631860412598387
ACH-000085,-0.28772681621388746
ACH-000086,-0.20876136588279656
ACH-000087,-0.1620012785829802
ACH-000092,-0.2973652096789897
ACH-000095,-0.2954568875761834
ACH-000097,-0.22090249228242367
ACH-000098,-0.29995316684073675
ACH-000099,-0.4618101600178578
ACH-000108,-0.15931026887171099
ACH-000113,-0.3610294949307518
ACH-000116,-0.3143439744193162
ACH-000118,-0.2652239600097417
ACH-000120,-0.11909849922431145
ACH-000123,-0.18452034804129014
ACH-000127,-0.2672181846403999
ACH-000128,-0.2124524822477783
ACH-000132,-0.24910754041403604
ACH-000133,-0.2563907238898922
ACH-000137,-0.22864213789855745
ACH-000138,-0.2347917705755221
ACH-000142,-0.32171590191070665
ACH-000143,-0.33829497773119216
ACH-000146,-0.08746666129812318
ACH-000148,-0.2468983194885781
ACH-000150,-0.14852468398981353
ACH-000152,-0.09671285124610267
ACH-000153,-0.2716297723480147
ACH-000159,-0.26854817099632405
ACH-000160,-0.08200732210026211
ACH-000163,-0.1571291116122749
ACH-000167,0.011030724068350373
ACH-000168,-0.10348445523360106
ACH-000169,-0.234188520461786
ACH-000178,-0.30983445565702905
ACH-000183,-0.3920475323290963
ACH-000188,-0.1703980583475874
ACH-000189,-0.4428442558982232
ACH-000190,-0.2054292293742476
ACH-000198,-0.4048477469537317
ACH-000203,-0.1242267609791947
ACH-000204,-0.13775902254969846
ACH-000206,-0.16024538606669542
ACH-000207,-0.18629926737837965
ACH-000208,-0.472263891491191
ACH-000210,-0.3939364280664739
ACH-000211,-0.3561231884778129
ACH-000215,-0.15086962004797394
ACH-000221,-0.27054966596968383
ACH-000222,-0.22731367377960665
ACH-000223,-0.25563946155609746
ACH-000226,-0.17976834068553654
ACH-000227,-0.2620188551008347
ACH-000228,-0.07379864854996272
ACH-000231,-0.18084283154125813
ACH-000232,-0.27394524959384026
ACH-000233,-0.389361142358519
ACH-000234,-0.30847634252407474
ACH-000235,-0.19322291043694406
ACH-000237,-0.24938973419036506
ACH-000238,-0.281444633596016
ACH-000242,-0.3025467431491385
ACH-000243,-0.17151587078961225
ACH-000244,-0.5395554106076569
ACH-000246,-0.3754570687087749
ACH-000248,-0.2196299399553229
ACH-000250,-0.2828641578700697
ACH-000251,-0.4140532104479862
ACH-000252,-0.17319531172407251
ACH-000253,-0.20323795908089465
ACH-000255,-0.23210568229568745
ACH-000256,-0.4679631448916996
ACH-000257,-0.4965520990586826
ACH-000258,-0.20467566874681264
ACH-000259,-0.3441078953979295
ACH-000260,-0.29535907686077023
ACH-000261,-0.3275993968074087
ACH-000262,0.055591901785903085
ACH-000263,-0.10225215507494002
ACH-000264,-0.21599642106721406
ACH-000265,-0.05830977688018565
ACH-000266,-0.2744232778209616
ACH-000272,-0.18202091385042413
ACH-000274,-0.23485107326660315
ACH-000277,-0.009347955648547542
ACH-000278,-0.32887619587615896
ACH-000279,-0.3855549935750527
ACH-000280,-0.15583820965731232
ACH-000281,-0.1049781821426578
