,HNF1A (6927)
ACH-000004,-0.09568102352025036
ACH-000005,-0.10221238835875586
ACH-000007,-0.2669816685079537
ACH-000009,-0.29444584693863235
ACH-000011,0.008253025811879623
ACH-000012,-0.06839050297440613
ACH-000013,-0.2173008595483782
ACH-000014,-0.06214692827161306
ACH-000015,-0.12007034716810265
ACH-000017,-0.12155880905455635
ACH-000018,0.05133324385438783
ACH-000019,-0.020364459166562647
ACH-000021,-0.2381991586041882
ACH-000022,-0.07682358005091171
ACH-000025,-0.14774026685016362
ACH-000028,-0.051955402718565566
ACH-000030,-0.030479849835202136
ACH-000035,-0.21420532886286672
ACH-000036,-0.03809055535349482
ACH-000037,-0.2083758178869151
ACH-000039,-0.12126342850864535
ACH-000040,-0.02359696051747866
ACH-000041,-0.0725287395718281
ACH-000042,-0.2106537513752872
ACH-000045,-0.04101158099917626
ACH-000047,-0.05518290219093045
ACH-000052,-0.13522540490630328
ACH-000053,-0.004922054037612397
ACH-000054,-0.0764610679246089
ACH-000055,-0.28805899253102424
ACH-000060,-0.015570042401966388
ACH-000067,-0.0802919872084062
ACH-000070,0.104410153278872
ACH-000075,0.04486121195382043
ACH-000078,-0.04212184863645359
ACH-000082,-0.1626999811752832
ACH-000085,-0.19708625493313506
ACH-000086,-0.13729639213251635
ACH-000087,-0.06324154020043897
ACH-000092,-0.12327645895462418
ACH-000095,-0.10428068663980776
ACH-000097,-0.20253446295252026
ACH-000098,-0.08166696030534472
ACH-000099,-0.08732171645079947
ACH-000108,-0.5927563015585927
ACH-000113,0.0062490949691833405
ACH-000116,-0.09719527505683973
ACH-000118,-0.15941283760193284
ACH-000120,-0.09074948635674042
ACH-000123,-0.05798442466816661
ACH-000127,-0.09979947530449647
ACH-000128,-0.3654201683995593
ACH-000132,-0.10447491310714603
ACH-000133,-0.1212096379169529
ACH-000137,-0.1673864168707509
ACH-000138,-0.13810292639881197
ACH-000142,-0.16499343497501864
ACH-000143,-0.16126933105562724
ACH-000146,-0.10907595175908394
ACH-000148,-0.10205855350699268
ACH-000150,-0.405292910078718
ACH-000152,-0.14014694373822562
ACH-000153,-0.14244452517686013
ACH-000159,-0.11246278767342742
ACH-000160,-0.18764097114880465
ACH-000163,-0.19022355526167928
ACH-000167,-0.3445039879602353
ACH-000168,0.0586125161976437
ACH-000169,0.04425654047633573
ACH-000178,-0.024719609227961518
ACH-000183,0.016656902598954887
ACH-000188,-0.1960882191987324
ACH-000189,-0.04064064034450562
ACH-000190,-0.2803222342607549
ACH-000198,-0.11913842150559395
ACH-000203,-0.756446985113871
ACH-000204,-0.00034042455642862684
ACH-000206,-0.2271507647348179
ACH-000207,-0.08565006962956012
ACH-000208,-0.030529461176908086
ACH-000210,-0.21495726166271995
ACH-000211,-0.2008060186450819
ACH-000215,-0.14294902423215242
ACH-000221,-0.14912067793533731
ACH-000222,-0.7459371210268503
ACH-000223,-0.0910608684009696
ACH-000226,-0.1599346966330341
ACH-000227,0.05175601466910295
ACH-000228,0.11501721326690265
ACH-000231,-0.10166920772421363
ACH-000232,-0.08444392138253128
ACH-000233,-0.16923079785556186
ACH-000234,-0.24099428208296886
ACH-000235,-0.1305721158690851
ACH-000237,-0.039220196407283095
ACH-000238,-0.2215702927710413
ACH-000242,-0.2298742912615104
ACH-000243,-0.030138713845198218
ACH-000244,-0.037343342235843534
ACH-000246,-0.06492040849667984
ACH-000248,-0.11402019909495299
ACH-000250,-0.1106292877897376
ACH-000251,-0.41099290958943824
ACH-000252,-0.6793998904904647
ACH-000253,-0.25098625641379513
ACH-000255,-0.03497905547743538
ACH-000256,-0.3216521181555712
ACH-000257,-0.13468455288808878
ACH-000258,-0.21847695057583155
ACH-000259,-0.14632049236203432
ACH-000260,-0.08867765775034435
ACH-000261,-0.09020940448560114
ACH-000262,-0.17245153196734456
ACH-000263,-0.2601907149620534
ACH-000264,-0.10544213868780067
ACH-000265,-0.10401729599033713
ACH-000266,-0.13934815650810806
ACH-000272,-0.010535934610851021
ACH-000274,-0.2607520392424754
ACH-000277,-0.13852143572555567
ACH-000278,-0.02019510227870576
ACH-000279,-0.15565708751526894
ACH-000280,-0.17567914238778504
ACH-000281,-0.2543235060309332
ACH-000288,-0.17322598807921855
ACH-000291,-0.2175525889992508
ACH-000293,0.0167672592200871
ACH-000294,-0.06165993091683199
ACH-000295,0.0032685141794943236
ACH-000296,-0.051540367041407915
ACH-000302,-0.12885414970836429
ACH-000304,0.016661226766273962
ACH-000307,-0.2186444163026627
ACH-000308,0.036979289693605866
ACH-000310,-0.04531143362805687
ACH-000311,-0.1505483942038762
ACH-000312,-0.16864753233435684
ACH-000315,-0.20509546383036853
ACH-000316,-0.2927842591635585
ACH-000317,-0.0579680204664618
ACH-000318,-0.1924856760759734
ACH-000319,-0.1279745491194626
ACH-000320,-0.22045296127049366
ACH-000322,-0.03833031822888856
ACH-000323,-0.13433860330437772
ACH-000324,0.009376220147759035
ACH-000329,-0.14823595769671782
ACH-000330,-0.08628782060475837
ACH-000331,-0.13904596359459975
ACH-000332,-0.12562795067219695
ACH-000334,-0.09650425057680524
ACH-000335,-0.0528039384754815
ACH-000336,0.15276643484842098
ACH-000337,-0.07105097241902578
ACH-000338,-0.0992413822778258
ACH-000339,-0.12624361161718778
ACH-000341,-0.2617650130303534
ACH-000348,-0.0932317875713901
ACH-000350,-0.19464104826595607
ACH-000352,-0.24900274232605135
ACH-000356,-0.17887151664423034
ACH-000361,-0.4623692074358639
ACH-000362,-0.17759806551947255
ACH-000363,-0.006404126787293489
ACH-000364,-0.16185557360142394
ACH-000365,-0.05286537358166974
ACH-000366,-0.1485407021816037
ACH-000368,-0.3470721406944741
ACH-000374,-0.0935166935956014
ACH-000375,0.025402688732105855
ACH-000376,-0.06089660443817679
ACH-000381,-0.19805939991200988
ACH-000383,-0.11063217864258476
ACH-000387,-0.13501473630774613
ACH-000389,0.03191249647914193
ACH-000390,-0.13611566665714672
ACH-000393,-0.20770677543929314
ACH-000395,0.013417584209552013
ACH-000396,-0.33836204170543305
ACH-000397,-0.025217823498405158
ACH-000401,-0.18039070646555386
ACH-000402,-0.08573245281179569
ACH-000403,-0.18925799414844485
ACH-000404,-0.009372905892993841
ACH-000406,-0.09583701841259258
ACH-000407,-0.05000336045171276
ACH-000408,-0.14364323076614618
ACH-000410,-0.11433379690455875
ACH-000411,-0.18619087224642095
ACH-000414,-0.3375776239674663
ACH-000415,-0.04937738492916359
ACH-000416,-0.17741874250794432
ACH-000420,0.03040975170658246
ACH-000421,-0.07177926049093057
ACH-000424,-0.034213358663924096
ACH-000425,-0.14239630183882002
ACH-000426,-0.10413045672547468
ACH-000427,-0.1917986608067162
ACH-000433,-0.012395474543582172
ACH-000435,-0.47844884454586
ACH-000436,0.12096147477616358
ACH-000444,-0.029102779578793325
ACH-000445,-0.3114576023104723
ACH-000448,-0.13071221004513378
ACH-000450,-0.26343304666767514
ACH-000452,-0.2148346175293991
ACH-000454,-0.047908405851793005
ACH-000458,-0.08741469539619215
ACH-000459,0.0002497048225196045
ACH-000460,-0.07705912084758698
ACH-000461,-0.1491365128616899
ACH-000463,-0.04852039053599092
ACH-000464,-0.11119260232461214
ACH-000466,-0.27521476669086514
ACH-000467,-0.4638114376652016
ACH-000468,-0.1888387070469925
ACH-000469,-0.14007678396228054
ACH-000470,-0.1488983841271656
ACH-000471,-0.17438672751412646
ACH-000472,-0.1356330627798589
ACH-000473,-0.11412615140830155
ACH-000475,-0.7607525867583926
ACH-000476,-0.11135513248477988
ACH-000477,-0.027787382522437263
ACH-000479,-0.2229692139819732
ACH-000480,0.20441125746758448
ACH-000481,-0.180254681615264
ACH-000483,0.0103092937508396
ACH-000484,-0.07181287706492323
ACH-000485,-0.5542888763015515
ACH-000486,-0.12553311615752472
ACH-000487,-0.13488598353439468
ACH-000488,-0.13790193159975386
ACH-000490,0.06485335655695339
ACH-000491,-0.4015442573843617
ACH-000495,0.032833535549145886
ACH-000496,-0.18861293823610387
ACH-000499,-0.4818511429059665
ACH-000500,0.009370587992540822
ACH-000502,-0.7304258451789915
ACH-000503,-0.3883682463288069
ACH-000505,-0.04618472111263493
ACH-000507,-0.7694878714656166
ACH-000510,-0.14679134391678975
ACH-000511,-0.09423527947776417
ACH-000512,0.19954281894167586
ACH-000516,-0.16739374509162966
ACH-000517,-0.09996392168173436
ACH-000518,-0.03840372199207105
ACH-000520,-0.09781843362263402
ACH-000521,-0.1277109952514674
ACH-000522,-0.11019900871233393
ACH-000524,-0.05440870321483353
ACH-000527,-0.011167844782339328
ACH-000528,-0.06836901366861506
ACH-000537,-0.21243917168616056
ACH-000541,0.15155440023171732
ACH-000542,-0.0017043489887476064
ACH-000544,-0.20702085193172867
ACH-000545,-0.10801547296408573
ACH-000547,-0.0011271873989691342
ACH-000548,-0.0800960483751463
ACH-000549,-0.1138110602257234
ACH-000550,-0.06790511477303293
ACH-000552,-0.039001551370028656
ACH-000556,-0.1487136055732984
ACH-000557,-0.20546377553647446
ACH-000569,-0.06097946948833623
ACH-000570,0.017565425176982494
ACH-000571,-0.22758228909117306
ACH-000573,-0.2036502868008708
ACH-000576,-0.01251975426064263
ACH-000579,-0.3492052038904181
ACH-000580,0.10537081615569227
ACH-000584,-0.14877141658647508
ACH-000585,-0.15086360882015082
ACH-000588,0.07105262083449322
ACH-000589,-0.2296768590120904
ACH-000591,-0.24969816972093886
ACH-000593,-0.2355177643433401
ACH-000600,0.04564807564892027
ACH-000601,-0.03806469292655852
ACH-000605,-0.2617051876781472
ACH-000606,-0.2281520235294739
ACH-000608,-0.08644982225248979
ACH-000614,0.012624778449204946
ACH-000616,-0.1646879649777812
ACH-000618,-0.1726858760697664
ACH-000619,-0.15913843133386266
ACH-000620,-0.10487227693465624
ACH-000621,-0.14888153850103025
ACH-000622,-0.2813001980557692
ACH-000623,-0.16318070921426828
ACH-000624,-0.05493470614390148
ACH-000627,-0.06575175082582803
ACH-000630,-0.059957875174164926
ACH-000631,-0.3489592622634302
ACH-000632,-0.08667358952010512
ACH-000633,-0.02689387265120806
ACH-000637,-0.09017748360498748
ACH-000638,-0.08957872260075983
ACH-000646,-0.2549342609413306
ACH-000647,-0.09446675861016794
ACH-000648,-0.17509634462855075
ACH-000649,-0.07428179291885245
ACH-000651,0.016459098645236123
ACH-000652,-0.10019929177714104
ACH-000653,0.016856657575522627
ACH-000657,-0.14656737390230284
ACH-000658,-0.04249978347598238
ACH-000661,-0.08830299204235917
ACH-000662,-0.21224668277426514
ACH-000663,-0.021108247356147795
ACH-000665,-0.09881922500719416
ACH-000671,-0.5356146316761752
ACH-000672,-0.15897540691666467
ACH-000673,-0.15492936841908606
ACH-000676,-0.08728920890430797
ACH-000677,-0.039173820450698726
ACH-000681,-0.14189663242589
ACH-000683,-0.19869514905374108
ACH-000684,0.06697412962608945
ACH-000688,0.21883833888654114
ACH-000693,-0.15190193676223482
ACH-000694,-0.18177722066696156
ACH-000695,0.09085870761636483
ACH-000696,-0.07642088239292966
ACH-000697,-0.012284080416019092
ACH-000699,-0.07296980199672776
ACH-000701,-0.17704048491940136
ACH-000706,-0.04701795269486233
ACH-000711,-0.04807927210127614
ACH-000713,-0.1364879978486554
ACH-000714,-0.25449229421964153
ACH-000718,-0.04601668016997497
ACH-000720,-0.17460110597118442
ACH-000721,-0.11929944356483475
ACH-000724,-0.11367537186310125
ACH-000725,-0.07472892264219429
ACH-000732,0.0031644500315732363
ACH-000734,-0.5359378514881808
ACH-000735,-0.2251808154382389
ACH-000736,-0.07237983570777831
ACH-000738,-0.07075795164367167
ACH-000746,-0.20377389947686364
ACH-000747,-0.09545130357138663
ACH-000748,-0.014835555291166697
ACH-000753,-0.10463121147270907
ACH-000756,-0.16360180643558386
ACH-000757,-0.008620289403419102
ACH-000758,-0.1020646468969621
ACH-000760,-0.14566304624167373
ACH-000762,-0.2557778796842381
ACH-000763,-0.08659516082305685
ACH-000764,0.004928595258893348
ACH-000765,-0.11736112565903555
ACH-000766,-0.03472747221647489
ACH-000767,-0.1446288995147882
ACH-000768,-0.2199484768078939
ACH-000769,0.04856142749763386
ACH-000770,-0.12087070363076867
ACH-000771,-0.09718376110723424
ACH-000773,-0.08571780780635016
ACH-000776,-0.2035253234058319
ACH-000777,-0.057418065050052834
ACH-000778,-0.03839728797462615
ACH-000781,-0.2216128986638548
ACH-000782,-0.14436656099075554
ACH-000783,-0.0961273024915998
ACH-000784,-0.1925091944536057
ACH-000785,-0.2565010092266797
ACH-000787,-0.15633049206110475
ACH-000788,-0.09403373820583512
ACH-000791,-0.12038378939723385
ACH-000792,-0.009093946902781787
ACH-000794,-0.17474241578030247
ACH-000796,-0.25176501320181605
ACH-000798,-0.2970206777959449
ACH-000799,0.024392708617690998
ACH-000800,-0.217766503550408
ACH-000802,-0.1899013561580404
ACH-000804,0.08083748586255902
ACH-000805,-0.107649574849616
ACH-000809,-0.14422988620944927
ACH-000810,-0.2912576707475989
ACH-000811,-0.028651059196950324
ACH-000817,-0.4010667000106905
ACH-000819,-0.05359361917195954
ACH-000820,-0.6736183767632694
ACH-000821,-0.15506293939050303
ACH-000822,-0.046768940232865965
ACH-000823,-0.23639988017411198
ACH-000824,-0.11077644179301177
ACH-000827,0.004930945163215318
ACH-000829,-0.26677280730468783
ACH-000831,-0.11959287705637073
ACH-000832,-0.07968665860244613
ACH-000833,-0.16905559445027585
ACH-000834,-0.2018479077251554
ACH-000835,-0.1072618703959044
ACH-000836,-0.06844935601648824
ACH-000837,-0.1898752304485044
ACH-000838,-0.06472941027856098
ACH-000839,-0.24687853738656346
ACH-000840,0.01368383749127802
ACH-000841,-0.16638914434881194
ACH-000843,-0.16008554812369705
ACH-000846,-0.11236217185989772
ACH-000847,-0.07331333407638373
ACH-000848,-0.41566699993466416
ACH-000849,-0.13000994259684082
ACH-000851,-0.03555836011882354
ACH-000855,-0.10545010764642536
ACH-000856,-0.16526217893544656
ACH-000858,-0.052253815319004616
ACH-000859,-0.1683237528658172
ACH-000861,-0.09340529530709356
ACH-000862,-0.11640688046173125
ACH-000865,-0.21357538677610446
ACH-000866,-0.2368352305651149
ACH-000867,-0.1047853143589269
ACH-000869,-0.10467134122171096
ACH-000872,-0.1149751356050277
ACH-000873,0.12681066281044945
ACH-000876,-0.12095349303550673
ACH-000878,-0.18240999450939674
ACH-000880,-0.05595258440304447
ACH-000881,0.06732843790282285
ACH-000882,-0.061830109394910335
ACH-000884,-0.3964072303128707
ACH-000885,-0.018663079202069482
ACH-000887,-0.13146560438263466
ACH-000889,-0.2156491067733297
ACH-000896,-0.20982702499553835
ACH-000898,-0.8844379591037453
ACH-000900,-0.12188233682571198
ACH-000901,-0.12425204737144893
ACH-000905,-0.2632182550677229
ACH-000906,-0.2020691275695943
ACH-000907,-0.11701940486810057
ACH-000910,-0.2724246113886617
ACH-000911,-0.12702637801264374
ACH-000912,-0.03710481650369267
ACH-000913,-0.11603377839285292
ACH-000915,0.035610814831619174
ACH-000916,-0.5252688170699993
ACH-000917,-0.047557012256840746
ACH-000920,-0.008240787527541496
ACH-000921,-0.0788553575111259
ACH-000924,-0.12381776976478776
ACH-000926,-0.23721848753550406
ACH-000928,-0.3554974150336758
ACH-000929,-0.16324240914341176
ACH-000932,0.029252752327945875
ACH-000935,0.1381861731827175
ACH-000936,-0.08222875519186275
ACH-000937,-0.2798812711802436
ACH-000938,-0.0368677043992369
ACH-000939,-0.20996348826350095
ACH-000941,-0.0814077597213767
ACH-000943,-0.06577200470636987
ACH-000946,-0.0884005722713824
ACH-000947,-0.14465728363016767
ACH-000948,-0.8316171788211795
ACH-000950,-0.4119962189086351
ACH-000953,-0.2921420816529761
ACH-000954,-0.3733647501351036
ACH-000957,-0.18510736870089886
ACH-000958,-0.35902799300343674
ACH-000960,-0.11508016755858905
ACH-000963,0.17746206202566533
ACH-000968,-0.07069323684759425
ACH-000969,-0.22198971940617307
ACH-000972,0.0690696161335094
ACH-000973,-0.07274897023820183
ACH-000974,-0.08657736384494466
ACH-000978,-0.20174533890175267
ACH-000984,-0.08911109889253
ACH-000986,-0.7659301095037709
ACH-000988,-0.25742703846495185
ACH-000993,0.03222015936204065
ACH-000994,-0.15146382863353372
ACH-000996,-0.14473625605896612
ACH-001001,-0.2274531053642587
ACH-001020,-0.3411233837803797
ACH-001028,-0.2494565542384409
ACH-001031,-0.14974307958471494
ACH-001038,-0.20824725936459934
ACH-001048,-0.07202234346478233
ACH-001050,-0.11599100507290455
ACH-001053,0.02301097210262212
ACH-001054,-0.04236407814415345
ACH-001061,-0.045673465986030434
ACH-001067,-0.1411114064038614
ACH-001075,-0.08074443141241876
ACH-001096,-0.2009623858625192
ACH-001111,-0.017677182864965557
ACH-001119,-0.05702014272627864
ACH-001128,0.10357089919829814
ACH-001134,-0.06728251213027542
ACH-001151,-0.1455772891710211
ACH-001163,-0.130672455574829
ACH-001164,-0.4840763092592337
ACH-001183,0.11883629984882305
ACH-001192,-0.20107492627128007
ACH-001193,-0.14496959959895903
ACH-001196,-0.13003082218464548
ACH-001197,-0.3456678033966958
ACH-001205,0.00029597890475038357
ACH-001211,-0.1993492265648617
ACH-001212,-0.26919925383622306
ACH-001228,-0.252764243619552
ACH-001232,-0.04926350578867348
ACH-001239,-0.2369992142091616
ACH-001270,0.1867312867207912
ACH-001274,0.02313006909736012
ACH-001275,-0.07301421328240974
ACH-001277,-0.07863803007234135
ACH-001278,-0.1593756689388914
ACH-001280,-0.3459950493862712
ACH-001283,0.01891808461292844
ACH-001289,-0.1232578192062386
ACH-001300,-0.17094608496437125
ACH-001301,-0.17629051102192514
ACH-001302,0.007368080836515294
ACH-001306,-0.0593604748711436
