,HNF1A (6927)
ACH-001318,-0.5328563364881274
ACH-001322,0.03262409821244823
ACH-001328,-0.16744705906605292
ACH-001332,-0.1254590463420208
ACH-001336,-0.3552354117845404
ACH-001346,-0.07105516691483013
ACH-001353,-0.1682794018812882
ACH-001354,0.058957005927077276
ACH-001367,-0.19164389310181648
ACH-001368,-0.1513218046266498
ACH-001374,0.14909687597266316
ACH-001377,-0.18314509704229365
ACH-001380,-0.12279011201254054
ACH-001391,-0.2556658929560431
ACH-001408,-0.16409431270202232
ACH-001430,0.15354783637132607
ACH-001431,0.023735871887108826
ACH-001450,-0.10887938009718502
ACH-001496,-0.2680883681759601
ACH-001500,0.04428875164025306
ACH-001523,-0.3515710820849439
ACH-001532,-0.2267684806220928
ACH-001550,-0.2663218263974048
ACH-001552,-0.3484654666462674
ACH-001554,-0.05236737568338723
ACH-001654,-0.03476497396441683
ACH-001735,-0.2025290545464107
ACH-001736,-0.06483044028568195
ACH-001737,-0.15843256351726598
ACH-001740,-0.29863038286183
ACH-001745,-0.2049004080814816
ACH-001765,-0.14407233981801848
