,POTEJ (653781)
ACH-000004,-0.2523562242318714
ACH-000005,-0.30929411241225396
ACH-000007,-0.12577722565786573
ACH-000009,-0.2767688173876107
ACH-000011,0.013121170915328623
ACH-000012,-0.16650391218867155
ACH-000013,-0.2618393917531481
ACH-000014,-0.33247164803667584
ACH-000015,-0.2872306976076429
ACH-000017,-0.3858556974845525
ACH-000018,-0.2005821337497828
ACH-000019,-0.1341015909168365
ACH-000021,-0.2365153021199116
ACH-000022,-0.20172480020299324
ACH-000025,-0.2307250959048228
ACH-000028,-0.1503443696530247
ACH-000030,-0.2001245511440594
ACH-000035,-0.26431140373024825
ACH-000036,-0.2256424593657709
ACH-000037,-0.17963063481882025
ACH-000039,-0.18103531652293456
ACH-000040,-0.2285498996788051
ACH-000041,-0.3207294781944341
ACH-000042,-0.2595742760531634
ACH-000045,-0.26313475785568685
ACH-000047,-0.025238957895575384
ACH-000052,-0.1695216679645631
ACH-000053,-0.2868296884495909
ACH-000054,-0.1934064399033043
ACH-000055,-0.2574997842489594
ACH-000060,0.008999698108883741
ACH-000067,-0.22748686170242546
ACH-000070,-0.32999577298636895
ACH-000075,-0.16780068108025709
ACH-000078,-0.1446557444039943
ACH-000082,-0.0912216045430523
ACH-000085,-0.060759557333191085
ACH-000086,-0.206758048077996
ACH-000087,-0.21942230500085308
ACH-000092,-0.2873723725890869
ACH-000095,-0.18830971018295506
ACH-000097,-0.21998508004373346
ACH-000098,-0.22468767908197354
ACH-000099,-0.2398147200703148
ACH-000108,-0.31377908578835945
ACH-000113,-0.2961206319943522
ACH-000116,-0.2517181347043316
ACH-000118,-0.2974344969584533
ACH-000120,-0.3038397957762639
ACH-000123,-0.31069815870188605
ACH-000127,-0.2303674617142657
ACH-000128,-0.23405057596855816
ACH-000132,-0.4201453069417178
ACH-000133,-0.209672287339022
ACH-000137,-0.17514219458398908
ACH-000138,-0.25388956097987736
ACH-000142,-0.22330443557141075
ACH-000143,-0.20165297582768868
ACH-000146,-0.20175023975126208
ACH-000148,-0.29153589447363915
ACH-000150,-0.2169877965454728
ACH-000152,-0.07958529031566602
ACH-000153,-0.21763092966577413
ACH-000159,-0.2456274606719935
ACH-000160,-0.22220119217920764
ACH-000163,-0.19660775941555986
ACH-000167,-0.4743758155760562
ACH-000168,-0.16102409239356186
ACH-000169,-0.06939225305439169
ACH-000178,-0.1562380521310498
ACH-000183,-0.3787450163826527
ACH-000188,-0.1743714466493701
ACH-000189,-0.13162896750114245
ACH-000190,-0.18925124470584154
ACH-000198,-0.2919189275194625
ACH-000203,-0.4953742322411526
ACH-000204,-0.233167225314591
ACH-000206,-0.1958486319079873
ACH-000207,-0.11081762930636464
ACH-000208,-0.07454452014748976
ACH-000210,-0.17999029873261413
ACH-000211,-0.18069251686540794
ACH-000215,-0.16013682773300306
ACH-000221,-0.4651750963814256
ACH-000222,-0.35100238415282714
ACH-000223,-0.3644256588827624
ACH-000226,-0.034790200788950905
ACH-000227,-0.2948174794439096
ACH-000228,-0.31507702049233904
ACH-000231,-0.2971205798677519
ACH-000232,-0.1525144069438431
ACH-000233,-0.14587697693189305
ACH-000234,-0.3264532272192137
ACH-000235,-0.3375103891807527
ACH-000237,-0.17901646886290193
ACH-000238,-0.2970955046544581
ACH-000242,-0.25574777534622506
ACH-000243,-0.2048558173136516
ACH-000244,-0.2730054646805959
ACH-000246,-0.12466257679736525
ACH-000248,-0.1873701213989256
ACH-000250,-0.218848038300067
ACH-000251,-0.16162353620204556
ACH-000252,0.01619327848539524
ACH-000253,-0.3171527535585066
ACH-000255,-0.21822283075121385
ACH-000256,-0.14955050032940528
ACH-000257,-0.24395787188902124
ACH-000258,-0.34324834731281145
ACH-000259,-0.21048524293112025
ACH-000260,-0.14470208922204014
ACH-000261,-0.12534776391771654
ACH-000262,-0.15253214108448754
ACH-000263,-0.3876999244733456
ACH-000264,-0.1412720062932918
ACH-000265,-0.12817883257705145
ACH-000266,-0.15808244732348725
ACH-000272,-0.20647741528975624
ACH-000274,-0.2230218083779678
ACH-000277,-0.08866591769104189
ACH-000278,-0.2447144762158237
ACH-000279,-0.31144100369855626
ACH-000280,-0.2896505896953984
ACH-000281,-0.09405547083646312
ACH-000288,-0.2929758973049709
ACH-000291,-0.22096267361603425
ACH-000293,-0.20595136514170212
ACH-000294,-0.2866959976716828
ACH-000295,-0.352844641055622
ACH-000296,-0.1759118532866127
ACH-000302,-0.20621174185275173
ACH-000304,-0.03138299606880933
ACH-000307,-0.2736263656269096
ACH-000308,-0.1836309185210975
ACH-000310,-0.022547330709115774
ACH-000311,-0.27677401073835217
ACH-000312,-0.20427348100750808
ACH-000315,-0.3673213857531576
ACH-000316,-0.0814306225311379
ACH-000317,-0.4060646269971961
ACH-000318,-0.32905818575745743
ACH-000319,-0.2916580317196294
ACH-000320,-0.3255950978694384
ACH-000322,-0.06336099767598412
ACH-000323,-0.010032390416242008
ACH-000324,-0.25756240907917816
ACH-000329,-0.29926693724034803
ACH-000330,-0.22690288866139144
ACH-000331,-0.20981795848408186
ACH-000332,-0.23957168274178994
ACH-000334,-0.4176060044930446
ACH-000335,-0.3412516052756414
ACH-000336,-0.2757890193629032
ACH-000337,-0.10325999677094257
ACH-000338,0.06709946407602173
ACH-000339,-0.1631711728900319
ACH-000341,-0.16421727964183647
ACH-000348,-0.14158233418592306
ACH-000350,-0.1893791675195975
ACH-000352,-0.1611482019381096
ACH-000356,-0.30143513317157355
ACH-000361,-0.3508184621034979
ACH-000362,-0.2916222156374285
ACH-000363,-0.1903520075881763
ACH-000364,-0.4502367084349999
ACH-000365,-0.32073324231606104
ACH-000366,-0.20759927727846425
ACH-000368,-0.16080636362264156
ACH-000374,-0.3990866980230386
ACH-000375,-0.2469588250508339
ACH-000376,-0.1280783323679309
ACH-000381,-0.1635653234821267
ACH-000383,-0.24532791921457114
ACH-000387,-0.2811609470150241
ACH-000389,-0.0037179417416688203
ACH-000390,-0.22901580744285102
ACH-000393,-0.15621815494687244
ACH-000395,-0.2365807927790955
ACH-000396,-0.14499500958001432
ACH-000397,-0.2758407813141201
ACH-000401,-0.008452687490703659
ACH-000402,-0.1955117477066406
ACH-000403,-0.15092943306936746
ACH-000404,-0.3400219702963964
ACH-000406,-0.2134193563027332
ACH-000407,-0.2553227145640049
ACH-000408,-0.3823563962891634
ACH-000410,-0.19389258379998486
ACH-000411,-0.025687811887786755
ACH-000414,-0.17424783597924515
ACH-000415,-0.3896344583912783
ACH-000416,-0.10765093347634204
ACH-000420,-0.17168822217466653
ACH-000421,-0.21258353535121965
ACH-000424,-0.2776687236288158
ACH-000425,-0.2200609138494188
ACH-000426,-0.028561003650065468
ACH-000427,-0.16469775032598907
ACH-000433,-0.1357557790004986
ACH-000435,-0.279996243909578
ACH-000436,-0.1765477889009192
ACH-000444,-0.1878220229885886
ACH-000445,-0.09975221927306416
ACH-000448,-0.2645717200319901
ACH-000450,-0.07881514491828401
ACH-000452,-0.2142443723615753
ACH-000454,-0.2300427278941665
ACH-000458,-0.3726869231396564
ACH-000459,-0.2304961783047476
