,FANCI (55215)
ACH-000004,-0.13489283969723384
ACH-000005,-0.07197147285575986
ACH-000007,0.01951751723932265
ACH-000009,-0.1825610472463511
ACH-000011,-0.07600520668399684
ACH-000012,-0.21567018531624088
ACH-000013,-0.13310854536172276
ACH-000014,-0.29229945513627115
ACH-000015,0.017793973165559963
ACH-000017,-0.1126383041577072
ACH-000018,-0.11039872965111684
ACH-000019,-0.1289984254039257
ACH-000021,-0.21614846429330672
ACH-000022,0.015314672240324515
ACH-000025,-0.17856702517548206
ACH-000028,-0.10346109491327284
ACH-000030,-0.05548715516397059
ACH-000035,-0.13469698348401388
ACH-000036,-0.21123950832910326
ACH-000037,-0.08100994660162224
ACH-000039,-0.2287611347761861
ACH-000040,-0.14819428346453412
ACH-000041,-0.12091618453069837
ACH-000042,-0.08447557966198657
ACH-000045,-0.650146309751449
ACH-000047,0.01367536606862043
ACH-000052,-0.3633186737350393
ACH-000053,-0.0554403308335209
ACH-000054,-0.17004142847940615
ACH-000055,-0.4197670458408701
ACH-000060,-0.05603806429499414
ACH-000067,-0.18127641209898485
ACH-000070,-0.18964549561933552
ACH-000075,-0.05210310924309392
ACH-000078,-0.18193388126399745
ACH-000082,-0.268623303341362
ACH-000085,0.0779006015773353
ACH-000086,-0.024410323097195902
ACH-000087,-0.41478082591914783
ACH-000092,-0.05959274555055345
ACH-000095,-0.274028570250165
ACH-000097,-0.03200785741730668
ACH-000098,-0.03402119337107448
ACH-000099,-0.35244694942673743
ACH-000108,-0.022659187380798487
ACH-000113,-0.538807189789281
ACH-000116,-0.19304262359783175
ACH-000118,-0.4812348222070691
ACH-000120,-0.187640575253508
ACH-000123,-0.21358806557334264
ACH-000127,-0.11232224455872902
ACH-000128,-0.10453631255589073
ACH-000132,-0.6652128027410352
ACH-000133,-0.4083904151748198
ACH-000137,-0.0871251834335892
ACH-000138,-0.043749447282141994
ACH-000142,-0.07457631396961671
ACH-000143,-0.1234476634351642
ACH-000146,-0.17559082895301706
ACH-000148,-0.32130082449680714
ACH-000150,-0.3484189301677119
ACH-000152,-0.3086518982898768
ACH-000153,-0.19484989794369728
ACH-000159,-0.11667602448889325
ACH-000160,-0.0861343035403019
ACH-000163,-0.3369856234877641
ACH-000167,-0.15329110597080609
ACH-000168,-0.5791037644164566
ACH-000169,0.034070980742631284
ACH-000178,0.03967666420826123
ACH-000183,-0.02455484601019274
ACH-000188,-0.14216346725207973
ACH-000189,-0.5546630839625961
ACH-000190,-0.05386933033333897
ACH-000198,-0.5533558564876547
ACH-000203,0.02165660292895676
ACH-000204,-0.3590162991564864
ACH-000206,-0.04707513914724784
ACH-000207,-0.08012144937518792
ACH-000208,-0.2538569381783083
ACH-000210,0.12536379929628627
ACH-000211,-0.2388270515291977
ACH-000215,-0.09050449433300224
ACH-000221,0.031267105982646634
ACH-000222,-0.03951200951464788
ACH-000223,-0.3574596213464037
ACH-000226,-0.17137556440244833
ACH-000227,-0.1662863234234717
ACH-000228,-0.1517554004672586
ACH-000231,-0.13439999556381724
ACH-000232,0.010506019901254769
ACH-000233,-0.5238858984069059
ACH-000234,-0.1298024690523357
ACH-000235,-0.04286455441854976
ACH-000237,-0.23009695855872506
ACH-000238,-0.3751369557795602
ACH-000242,-0.3293892879852062
ACH-000243,-0.20885601695940875
ACH-000244,-0.26500032270375856
ACH-000246,-0.22379619031465234
ACH-000248,-0.15691069626207765
ACH-000250,0.021658337660384826
ACH-000251,-0.11171068689362046
ACH-000252,-0.2714549683071398
ACH-000253,-0.03593677699715175
ACH-000255,-0.21867329042323808
ACH-000256,-0.0886403417385281
ACH-000257,0.09019546769172998
ACH-000258,-0.05591374303134135
ACH-000259,-0.1619124583697607
ACH-000260,-0.03378555797078777
ACH-000261,-0.3212812325003969
ACH-000262,-0.18888331036179773
ACH-000263,-0.23076799603477535
ACH-000264,-0.21872671793608106
ACH-000265,-0.11612249917179933
ACH-000266,-0.1933873921055015
ACH-000272,-0.14890331409380864
ACH-000274,-0.1663096033711246
ACH-000277,-0.2000869136263625
ACH-000278,-0.3740619478305613
ACH-000279,-0.16736978182903373
ACH-000280,-0.14421313767067642
ACH-000281,-0.12916730157090212
ACH-000288,-0.2415513783554896
ACH-000291,-0.016470676970560955
ACH-000293,-0.17458339153345726
ACH-000294,-0.06725063537815795
ACH-000295,-0.43253185885396345
ACH-000296,-0.2109104340314802
ACH-000302,-0.1690368812683068
ACH-000304,-0.14319527638572965
ACH-000307,-0.10417513445436807
ACH-000308,-0.1542205503840925
ACH-000310,-0.08722115220823208
ACH-000311,-0.2804886877853361
ACH-000312,-0.11412244305975733
ACH-000315,-0.15047667713009796
ACH-000316,-0.06557902841713455
ACH-000317,-0.1815474419151621
ACH-000318,-0.21333941705237924
ACH-000319,-0.11101729048523074
ACH-000320,-0.1996540657399073
ACH-000322,-0.016539255610182463
ACH-000323,-0.1438610438193582
ACH-000324,0.03391931490623512
ACH-000329,-0.1803786186026038
ACH-000330,0.01186731944628802
ACH-000331,-0.08338523092791783
ACH-000332,-0.025253723113893872
ACH-000334,-0.19213064033190536
ACH-000335,-0.011133520325796516
ACH-000336,-0.18052714291661912
ACH-000337,0.07071590142756072
ACH-000338,-0.3807551539339159
ACH-000339,-0.12957019650868773
ACH-000341,-0.4809589167948796
ACH-000348,-0.25009686815913484
ACH-000350,-0.039651270530624574
ACH-000352,-0.05190285898881708
ACH-000356,-0.008342958450078321
ACH-000361,-0.2555795926945427
ACH-000362,-0.4873272875900704
ACH-000363,-0.13801489990393728
ACH-000364,-0.2401616704597181
ACH-000365,-0.3558601547244297
ACH-000366,0.07276633888550882
ACH-000368,-0.2050071632403908
ACH-000374,-0.2953144906520975
ACH-000375,-0.3704118894671571
ACH-000376,-0.03822578650425304
ACH-000381,-0.02782481492691128
ACH-000383,-0.1171974227295582
ACH-000387,-0.16113196111119538
ACH-000389,-0.01902273136765352
ACH-000390,-0.10804388053925364
ACH-000393,-0.4324299778076936
ACH-000395,-0.15028518072114336
ACH-000396,-0.15159070648208506
ACH-000397,-0.266410441207297
ACH-000401,-0.1279182838329224
ACH-000402,0.3617234829422661
ACH-000403,-0.15648012519603288
ACH-000404,-0.16646523742965674
ACH-000406,-0.2308313012211909
ACH-000407,-0.13022402574872124
ACH-000408,-0.515880812343807
ACH-000410,-0.4358308296598881
ACH-000411,0.06723161200674012
ACH-000414,-0.12095970564835715
ACH-000415,-0.2612756908921991
ACH-000416,-0.09184576747234494
ACH-000420,-0.24227528201438184
ACH-000421,-0.1940298437997336
ACH-000424,-0.12604947553003373
ACH-000425,-0.2889406420477005
ACH-000426,-0.2520338480163518
ACH-000427,-0.07033267389347395
ACH-000433,-0.15757941417391338
ACH-000435,-0.11751990774339525
ACH-000436,-0.15963639152311251
ACH-000444,-0.4172969214510263
ACH-000445,-0.15695281468073602
ACH-000448,-0.3875991902959143
ACH-000450,-0.11960819391107085
ACH-000452,-0.07182597068570219
ACH-000454,-0.03619313480432015
ACH-000458,-0.148632131248837
ACH-000459,-0.2388682817769829
ACH-000460,-0.16454270836800372
ACH-000461,-0.11405781428626265
ACH-000463,-0.03869575796028412
ACH-000464,-0.27131238900997845
ACH-000466,-0.3604044993555488
ACH-000467,-0.18156426828810496
ACH-000468,-0.2549162002352748
ACH-000469,-0.2352028463738888
ACH-000470,-0.2849071281895691
ACH-000471,-0.01468238235339696
ACH-000472,-0.24525461250178401
ACH-000473,-0.22800519173836015
ACH-000475,0.01750443733897391
ACH-000476,-0.2576448583645614
ACH-000477,-0.08750179253174868
ACH-000479,-0.19985025367206788
ACH-000480,0.06498498008431867
ACH-000481,-0.012688231582371208
ACH-000483,-0.2888791223276535
ACH-000484,-0.2442426358480844
ACH-000485,-0.03399300252951362
ACH-000486,-0.15504754507849136
ACH-000487,-0.013051426016942749
ACH-000488,-0.01097808899470866
ACH-000490,-0.08183155067523036
ACH-000491,0.07278003136893905
ACH-000495,-0.535377795430732
ACH-000496,-0.20971452240477687
ACH-000499,-0.10670469737087347
ACH-000500,-0.30643413345756193
ACH-000502,-0.05578227420159496
ACH-000503,-0.1637637153010036
ACH-000505,-0.2108326461814598
ACH-000507,-0.4309713120053595
ACH-000510,-0.15826600540873886
ACH-000511,-0.3497504274497041
ACH-000512,-0.18579725049123427
ACH-000516,-0.3079169615426043
ACH-000517,-0.2311526086844599
ACH-000518,-0.22494995989829936
ACH-000520,-0.10022098135069273
ACH-000521,-0.3979679114318396
ACH-000522,-0.1287899633131744
ACH-000524,-0.052314654669120234
ACH-000527,-0.0511301669869808
ACH-000528,-0.5254167240591131
ACH-000537,-0.20050835916392834
ACH-000541,-0.11201230230503048
ACH-000542,-0.5296638738329466
ACH-000544,-0.2801899578173546
ACH-000545,-0.1305128952341832
ACH-000547,-0.5476063240480709
ACH-000548,-0.15526640492409158
ACH-000549,-0.22414076443139624
ACH-000550,-0.28536020704828136
ACH-000552,0.026393176461951044
ACH-000556,0.01575953190929653
ACH-000557,-0.1696128132437189
ACH-000569,0.10720364345754337
ACH-000570,-0.05216736988193532
