,DDX19A (55308)
ACH-000584,-0.5874217641306376
ACH-000585,-0.5574332274027847
ACH-000588,-0.5390845167911031
ACH-000589,-0.4107491497976575
ACH-000591,-0.5680831743854924
ACH-000593,-0.40273025031375465
ACH-000600,-0.4938699590175645
ACH-000601,-0.4770082257386879
ACH-000605,-0.4830616188409147
ACH-000606,-0.9127246665313068
ACH-000608,-0.6468209285773698
ACH-000614,-0.5183957971056797
ACH-000616,-0.5741350963886194
ACH-000618,-0.5653025554443302
ACH-000619,-0.6029764696008163
ACH-000620,-0.5215083881769075
ACH-000621,-0.5471193048415317
ACH-000622,-0.5220089440094304
ACH-000623,-0.4286322894954456
ACH-000624,-0.4986585603884166
ACH-000627,-0.5277553027887072
ACH-000630,-0.7130344828917297
ACH-000631,-0.5922736576165889
ACH-000632,-0.4768213674328648
ACH-000633,-0.4850772946869275
ACH-000637,-0.8046884804815189
ACH-000638,-0.493672191596534
ACH-000646,-0.7247063247808366
ACH-000647,-0.4875408706036648
ACH-000648,-0.6018467436944828
ACH-000649,-0.4830010688144971
ACH-000651,-0.5243000245128681
ACH-000652,-0.5586214513355348
ACH-000653,-0.4912111426103842
ACH-000657,-0.6497672388567647
ACH-000658,-0.5566784939681046
ACH-000661,-0.4287694721870354
ACH-000662,-0.7348888698578521
ACH-000663,-0.4728466922356198
ACH-000665,-0.39162658407064427
ACH-000671,-0.6271252529643488
ACH-000672,-0.4207679978194637
ACH-000673,-0.7863174208090694
ACH-000676,-0.5237912791151886
ACH-000677,-0.563691689299919
ACH-000681,-0.42702685000551854
ACH-000683,-0.4709263086519629
ACH-000684,-0.6076329445726587
ACH-000688,-0.8919067407273786
ACH-000693,-0.4083484497386476
ACH-000694,-0.5167727649609498
ACH-000695,-0.4281520686796278
ACH-000696,-0.6037820748371401
ACH-000697,-0.4759064349280339
ACH-000699,-0.7383688975980247
ACH-000701,-0.6442711062492124
ACH-000706,-0.6091550701092426
ACH-000711,-0.5248765679174823
ACH-000713,-0.5531657980623357
ACH-000714,-0.7151850644560059
ACH-000718,-0.6121116281436733
ACH-000720,-0.4889707471329059
ACH-000721,-0.3822434749303037
ACH-000724,-0.558504486565772
ACH-000725,-0.7360341024776168
ACH-000732,-0.7219139609895356
ACH-000734,-0.4693675070227595
ACH-000735,-0.4556846982527271
ACH-000736,-0.33989037312418835
ACH-000738,-0.5546841659624896
ACH-000746,-0.5882649705145604
ACH-000747,-0.4513389908717673
ACH-000748,-0.5701510917688881
ACH-000753,-1.2305077923431365
ACH-000756,-0.4909639268236071
ACH-000757,-0.3901167972912303
ACH-000758,-0.5954908315970396
ACH-000760,-0.3461037297697942
ACH-000762,-0.3313651270916876
ACH-000763,-0.5757699484258442
ACH-000764,-0.30919850648382163
ACH-000765,-0.4289322038781749
ACH-000766,-0.4260865640782057
ACH-000767,-0.4628680185970884
ACH-000768,-0.6944477486963544
ACH-000769,-0.91027579084666
ACH-000770,-1.024170292307529
ACH-000771,-0.8898970161926651
ACH-000773,-0.467083206473814
ACH-000776,-0.4139657993829723
ACH-000777,-0.4823575387841534
ACH-000778,-0.6742051626723061
ACH-000781,-0.4643619432160567
ACH-000782,-0.3707219023584512
ACH-000783,-0.7431069748446303
ACH-000784,-0.5188247898129333
ACH-000785,-0.4801125625796159
ACH-000787,-0.44420201556028827
ACH-000788,-0.2671439644007116
ACH-000791,-0.5482421565591301
ACH-000792,-0.5642903057861048
ACH-000794,-0.7870604247184168
ACH-000796,-0.4645672923095341
ACH-000798,-0.7675292063384983
ACH-000799,-0.6126979916953916
ACH-000800,-0.651685447198369
ACH-000802,-0.4908258352209036
ACH-000804,-0.5025281410047415
ACH-000805,-0.8393159456330551
ACH-000809,-0.3912029397362585
ACH-000810,-0.6509781001764849
ACH-000811,-0.5435332211179316
ACH-000817,-0.7570630721616293
ACH-000819,-0.4817505655769805
ACH-000820,-0.4575591265052053
ACH-000821,-0.6252055146895293
ACH-000822,-0.5992008641466962
ACH-000823,-0.39347361181878665
ACH-000824,-0.974764419381668
ACH-000827,-0.7781059673754688
ACH-000829,-0.5823160698391957
ACH-000831,-0.6150994177251402
ACH-000832,-0.547801044603277
ACH-000833,-0.3644062225777351
ACH-000834,-0.537332542350118
ACH-000835,-0.5465315841798359
ACH-000836,-0.6381736238693748
ACH-000837,-0.439762182748004
ACH-000838,-0.30535849591678976
ACH-000839,-0.5624319158543951
ACH-000840,-0.5899663680931656
ACH-000841,-0.4936615699466509
ACH-000843,-0.3833359992067143
ACH-000846,-0.39381669042809
ACH-000847,-0.9745696311021574
ACH-000848,-0.7686438201148069
ACH-000849,-0.4377060910580967
ACH-000851,-0.7057932198593293
ACH-000855,-0.38874255206539016
ACH-000856,-0.7384579005318209
ACH-000858,-0.4915172118729738
ACH-000859,-0.40289469234592334
ACH-000861,-0.6680945634771294
ACH-000862,-0.5501697804704413
ACH-000865,-0.3995628854612029
ACH-000866,-0.8310410704802005
ACH-000867,-0.4513328321640314
ACH-000869,-0.6124206992788407
ACH-000872,-0.5688756138000621
ACH-000873,-0.5307139388864299
ACH-000876,-0.4563028459524206
ACH-000878,-0.4568572248661513
ACH-000880,-0.6710082529241118
ACH-000881,-0.4877829193113417
ACH-000882,-0.5043948336213769
ACH-000884,-0.3599296536458972
ACH-000885,-0.701761887792491
ACH-000887,-0.41498771426545217
ACH-000889,-0.4184899693502315
ACH-000896,-0.5385968936942458
ACH-000898,-0.435405962872281
ACH-000900,-0.3976191160688245
ACH-000901,-0.9645208664469792
ACH-000905,-0.4469740375111168
ACH-000906,-0.505707620349655
ACH-000907,-0.5424246816291285
ACH-000910,-0.4766917046740797
ACH-000911,-0.4754846133834694
ACH-000912,-0.5612786580361072
ACH-000913,-0.7487767358178558
ACH-000915,-0.4774647624331834
ACH-000916,-0.1517068615313088
ACH-000917,-0.4120230842273279
ACH-000920,-0.6645102919262732
ACH-000921,-0.4614073804041607
ACH-000924,-0.4523726036228337
ACH-000926,-0.571941899166029
ACH-000928,-0.5089731255018397
ACH-000929,-0.4138305569070441
ACH-000932,-0.4006870161552175
ACH-000935,-1.0664325963145078
ACH-000936,-0.5120549931295401
ACH-000937,-0.770132683139931
ACH-000938,-0.5469150889110779
ACH-000939,-0.7472780137931331
ACH-000941,-0.6070580959150114
ACH-000943,-0.601591285228439
ACH-000946,-0.9247307939147956
ACH-000947,-0.5237291303337004
ACH-000948,-0.7518757147537132
ACH-000950,-0.4663530474377948
ACH-000953,-0.4968726738219186
ACH-000954,-0.4295543410931334
ACH-000957,-0.7984818043780444
ACH-000958,-0.633154965414133
ACH-000960,-0.4060826977771582
ACH-000963,-0.6537283877219252
ACH-000968,-0.5699031422859686
ACH-000969,-0.5010718569210939
ACH-000972,-0.6827093843330279
ACH-000973,-0.9084410814307808
ACH-000974,-0.390306660362876
ACH-000978,-0.5387016716989436
ACH-000984,-0.5230220946520981
ACH-000986,-0.5481234095571798
ACH-000988,-0.856685988584307
ACH-000993,-0.43486183447027377
ACH-000994,-0.5475898617587768
ACH-000996,-0.41119700346539706
ACH-001001,-0.7398716177357875
ACH-001020,-0.5805689526144062
ACH-001028,-0.4223411815937275
ACH-001031,-1.0597463521600832
ACH-001038,-0.5948162869041039
ACH-001048,-0.6624455125208605
ACH-001050,-0.7591637546502614
ACH-001053,-0.5126289202092315
ACH-001054,-0.5319361600114658
ACH-001061,-0.5287210894384948
ACH-001067,-0.3535573971236467
ACH-001075,-0.4599818941375028
ACH-001096,-0.6386666071901891
ACH-001111,-0.5756029322615472
ACH-001119,-0.4212186249209582
ACH-001128,-0.1697867997309025
ACH-001134,-0.3588135107181409
ACH-001151,-0.4732539458371459
ACH-001163,-0.6215949173656955
ACH-001164,-0.5323407431492106
ACH-001183,-0.4269917515363668
ACH-001192,-1.1975273798926898
ACH-001193,-0.8610837232857729
ACH-001196,-0.5266203520977557
ACH-001197,-0.5802820137278524
ACH-001205,-0.5029382954459023
ACH-001211,-0.6321407866602059
ACH-001212,-0.29830787018933536
ACH-001228,-1.136116809848227
ACH-001232,-0.5407471543535814
ACH-001239,-0.2371418345133988
ACH-001270,-0.275672834099976
ACH-001274,-0.5471792084529646
ACH-001275,-0.4573789320006886
ACH-001277,-0.3932192439880753
ACH-001278,-0.5409844451545436
ACH-001280,-0.5166805365999492
ACH-001283,-0.6578463368391261
ACH-001289,-0.8217989729462278
ACH-001300,-0.5861613263126942
ACH-001301,-0.4507827913471915
ACH-001302,-0.5700164410366476
ACH-001306,-0.6164448898817186
ACH-001318,-0.599083517751078
ACH-001322,-0.5147210561004507
ACH-001328,-0.9744792900824631
ACH-001332,-0.5984548268112577
ACH-001336,-0.5145880959274042
ACH-001346,-0.5412786231013079
ACH-001353,-0.4278567864394163
ACH-001354,-0.4820724001904696
ACH-001367,-0.5062145903689322
ACH-001368,-0.4379768546689815
ACH-001374,-0.21478766155028547
ACH-001377,-0.5642843370599641
ACH-001380,-0.4843567720669128
ACH-001391,-0.6457907338849979
ACH-001408,-0.4492296903036805
ACH-001430,-0.8435299891656393
ACH-001431,-0.9084428009837718
ACH-001450,-0.2185440623685588
ACH-001496,-0.6743393807541572
ACH-001500,-0.4212305527123115
ACH-001523,-0.7291122272201336
ACH-001532,-0.4834074818305369
ACH-001550,-0.4859583482020088
ACH-001552,-0.4664521205987494
ACH-001554,-0.5490585199890375
ACH-001654,-0.598770974080864
ACH-001735,-0.5293985962594265
ACH-001736,-0.7385858566344391
ACH-001737,-0.7707963017915117
ACH-001740,-0.5664609676483449
ACH-001745,-0.4873237947640468
ACH-001765,-0.5304118874368244
