,SNPH (9751)
ACH-000004,0.27369547646662995
ACH-000005,0.3782723619007274
ACH-000007,0.17122119915656192
ACH-000009,0.1870387033301494
ACH-000011,0.01965301083067116
ACH-000012,0.0534920460607611
ACH-000013,0.11326524621935714
ACH-000014,0.07514737810442311
ACH-000015,0.1288965368028369
ACH-000017,0.16586590633231593
ACH-000018,0.0953533797949379
ACH-000019,0.3422517200719975
ACH-000021,0.2299150047767298
ACH-000022,-0.025651971247835602
ACH-000025,0.20899872147945767
ACH-000028,0.21030463541944527
ACH-000030,0.1131712194861046
ACH-000035,0.11870665308248855
ACH-000036,0.19449823295069296
ACH-000037,0.20579601532571573
ACH-000039,0.21228370503135352
ACH-000040,0.11270094035753993
ACH-000041,0.24920172157465115
ACH-000042,0.06739185465425708
ACH-000045,0.17325986337023366
ACH-000047,0.08545650042886138
ACH-000052,0.118049120037402
ACH-000053,0.191117512680498
ACH-000054,0.2446511661477019
ACH-000055,0.011401985893719508
ACH-000060,0.12550788328427925
ACH-000067,0.10579838639844406
ACH-000070,0.12685246067290115
ACH-000075,0.09145140818049516
ACH-000078,0.17553058250035972
ACH-000082,0.13393925881719124
ACH-000085,-0.180415914951879
ACH-000086,0.2153540287308723
ACH-000087,0.21656759059427505
ACH-000092,0.1948139732225576
ACH-000095,0.11224271164439263
ACH-000097,0.08083971413891769
ACH-000098,0.2659774346326873
ACH-000099,0.1671935728179786
ACH-000108,0.17604493166101667
ACH-000113,0.07234727398267896
ACH-000116,0.2805833095126802
ACH-000118,0.0928830973597244
ACH-000120,0.09984637156153324
ACH-000123,0.28052789520868016
ACH-000127,0.2018176546314194
ACH-000128,0.3693788698996421
ACH-000132,0.1906113140485009
ACH-000133,0.2204279260909414
ACH-000137,0.1407897076879187
ACH-000138,0.23377661908651
ACH-000142,0.3359253614300761
ACH-000143,0.16932677935610635
ACH-000146,0.225351165159188
ACH-000148,0.1396034544331063
ACH-000150,-0.010776996428918016
ACH-000152,0.15432242629915546
ACH-000153,0.2650198293279632
ACH-000159,0.20755081007706974
ACH-000160,0.19725992508004006
ACH-000163,0.246925662201618
ACH-000167,0.10307302024513526
ACH-000168,0.18505546996846253
ACH-000169,0.15643134310831927
ACH-000178,0.14117173376590125
ACH-000183,0.14152985469498772
ACH-000188,0.09889321117500854
ACH-000189,0.34890753849984074
ACH-000190,0.1307740716417264
ACH-000198,0.24704952380352024
ACH-000203,0.5513601016150872
ACH-000204,0.3255105151005761
ACH-000206,0.16931881206723676
ACH-000207,0.12616148556125492
ACH-000208,-0.15841400207903136
ACH-000210,-0.02808843303815577
ACH-000211,0.2064734163196652
ACH-000215,0.2482167250455665
ACH-000221,0.3553886811184261
ACH-000222,0.3232896503531131
ACH-000223,0.2546450027322878
ACH-000226,0.16155032995069507
ACH-000227,0.20187242648040302
ACH-000228,0.3772572284319615
ACH-000231,0.18824877748396607
ACH-000232,0.1866717768043026
ACH-000233,0.19981139135581014
ACH-000234,0.22869554393501665
ACH-000235,0.19679109467817446
