,POTEF (728378)
ACH-000004,0.2489709289005924
ACH-000005,-0.3167025462016173
ACH-000007,0.2111653086273728
ACH-000009,-0.006480307723962135
ACH-000011,-0.1983638302188769
ACH-000012,-0.10820608601936413
ACH-000013,0.04379568173414356
ACH-000014,-0.0492095993646553
ACH-000015,-0.05027125132950246
ACH-000017,-0.07294584053254581
ACH-000018,-0.08502919084072817
ACH-000019,-0.1500709853990888
ACH-000021,0.1132996871487266
ACH-000022,-0.048965905100983836
ACH-000025,-0.26572568147680325
ACH-000028,-0.08437794477496295
ACH-000030,-0.05331721202941586
ACH-000035,-0.16898014885227028
ACH-000036,-0.1159783361427836
ACH-000037,0.07862012802555925
ACH-000039,0.1096482628192278
ACH-000040,-0.281301914141867
ACH-000041,-0.15608685187866694
ACH-000042,0.06938734876337847
ACH-000045,-0.10172294242604628
ACH-000047,0.0040043900772917035
ACH-000052,-0.09274432377370148
ACH-000053,-0.04357693309272318
ACH-000054,-0.2542629454684909
ACH-000055,-0.060719828141109385
ACH-000060,-0.06960406210585092
ACH-000067,-0.2627306297559591
ACH-000070,0.04425463022264752
ACH-000075,0.15054243106548815
ACH-000078,0.08820123811954397
ACH-000082,-0.13867747779641465
ACH-000085,-0.002923839636618292
ACH-000086,-0.26879013278607644
ACH-000087,-0.1796071105946188
ACH-000092,-0.10445122276480112
ACH-000095,-0.2736582062599386
ACH-000097,-0.1998700987813223
ACH-000098,-0.2621795707798845
ACH-000099,-0.06930719229370796
ACH-000108,-0.019049285432251074
ACH-000113,-0.01785810977617099
ACH-000116,-0.02838965663302659
ACH-000118,-0.08389252445505649
ACH-000120,-0.031771190378018364
ACH-000123,-0.08173555730749099
ACH-000127,-0.18239472219569355
ACH-000128,-0.3483126121675046
ACH-000132,0.15610733552115125
ACH-000133,0.016701827982046214
ACH-000137,0.01877974506300151
ACH-000138,0.2021790644720568
ACH-000142,-0.005633110135998354
ACH-000143,0.05402834726595685
ACH-000146,-0.021511504292681442
ACH-000148,-0.1025428550621588
ACH-000150,-0.042536483400717626
ACH-000152,-0.19830416478368448
ACH-000153,-0.10175031276296903
ACH-000159,-0.07124648641105329
ACH-000160,0.07117809488946991
ACH-000163,-0.06715399763100495
ACH-000167,-0.04803913230167417
ACH-000168,0.022943988697533932
ACH-000169,-0.1306476182615224
ACH-000178,0.0045549586767989845
ACH-000183,-0.07636006762508217
ACH-000188,-0.14325191184381195
ACH-000189,-0.11519672012169198
ACH-000190,-0.01784271670071664
ACH-000198,0.03230030295913525
ACH-000203,0.18429453773632976
ACH-000204,-0.16183095773139666
ACH-000206,-0.263865333067918
ACH-000207,0.07528285984036022
ACH-000208,0.001748129792798305
ACH-000210,-0.07526811926811346
ACH-000211,-0.08445244660853221
ACH-000215,-0.035679914424329426
ACH-000221,-0.11101531207144408
ACH-000222,-0.0761630168748647
ACH-000223,-0.16836953892383547
ACH-000226,-0.13550869117273276
ACH-000227,-0.1107571269812306
ACH-000228,0.02374662720045874
ACH-000231,-0.19740827977589176
ACH-000232,-0.2232308451453092
ACH-000233,-0.10698329353768167
ACH-000234,-0.07699717275583813
ACH-000235,0.05460038788154679
ACH-000237,-0.09485283719140897
ACH-000238,-0.07528236443091835
