,IER5L (389792)
ACH-000004,0.10730740083894293
ACH-000005,0.08232694283589052
ACH-000007,0.25224096386090195
ACH-000009,-0.038333709671118515
ACH-000011,-0.08146944998584618
ACH-000012,-0.06072038196432919
ACH-000013,-0.06703197971403721
ACH-000014,0.0200211407230023
ACH-000015,-0.0889345301527424
ACH-000017,-0.17505974879840633
ACH-000018,-0.08197938751752748
ACH-000019,-0.16634460215746533
ACH-000021,-0.026716015443757558
ACH-000022,-0.08064911900176215
ACH-000025,0.18530906196991775
ACH-000028,-0.11933456885229117
ACH-000030,0.01108697108612554
ACH-000035,0.007719967175662677
ACH-000036,0.016503865391031408
ACH-000037,0.060981595260095424
ACH-000039,-0.026789794971459058
ACH-000040,-0.11701212350405338
ACH-000041,0.05466140285718061
ACH-000042,0.11587810699385727
ACH-000045,0.12335865752558775
ACH-000047,0.05449742814755177
ACH-000052,-0.06852109135020383
ACH-000053,-0.09314817263971167
ACH-000054,0.03476280772118053
ACH-000055,-0.12343143671871692
ACH-000060,0.04343703402565865
ACH-000067,-0.08250296057712221
ACH-000070,0.02980806233311954
ACH-000075,-0.016403619359970603
ACH-000078,-0.02677968346278258
ACH-000082,-0.05430463077091593
ACH-000085,0.018905438304562
ACH-000086,-0.08917228803531946
ACH-000087,-0.08035590850284323
ACH-000092,-0.03835066406774841
ACH-000095,0.04738543268601154
ACH-000097,-0.08493540127956001
ACH-000098,0.24165630317999606
ACH-000099,-0.04957614159759624
ACH-000108,-0.10099010323493787
ACH-000113,0.08064945310828855
ACH-000116,-0.025942559172097496
ACH-000118,-0.110998558210921
ACH-000120,-0.005546391405008584
ACH-000123,0.09955323200135782
ACH-000127,-0.06468812060153653
ACH-000128,-0.03833937902267498
ACH-000132,-0.06588984818545945
ACH-000133,-0.08515521815776808
ACH-000137,0.02026656377274066
ACH-000138,0.04065692035529718
ACH-000142,0.1436342548256484
ACH-000143,0.03533928607601145
ACH-000146,-0.03503945672735991
ACH-000148,0.09744233420649492
