,ABHD3 (171586)
ACH-000004,0.028360620314590437
ACH-000005,0.2255195400790524
ACH-000007,-0.01090249431394986
ACH-000009,0.004891598001162142
ACH-000011,-0.14112985223553282
ACH-000012,0.06095670135998098
ACH-000013,-0.056409956040572876
ACH-000014,-0.13933240551456455
ACH-000015,-0.043902961424796806
ACH-000017,-0.009382294788990369
ACH-000018,-0.058383964751294086
ACH-000019,-0.1748646357543378
ACH-000021,-0.08404939456781044
ACH-000022,-0.0012211932727052349
ACH-000025,-0.14385521789625105
ACH-000028,-0.13853031333069835
ACH-000030,-0.11045902707256876
ACH-000035,0.11937778004940808
ACH-000036,-0.08839729413077375
ACH-000037,-0.09029880402193954
ACH-000039,0.09506168223840533
ACH-000040,0.015612819571353452
ACH-000041,0.07813020709024528
ACH-000042,-0.05817521344287305
ACH-000045,0.028456089297785005
ACH-000047,0.11158423507806617
ACH-000052,-0.1468825777553498
ACH-000053,0.041107720960880105
ACH-000054,0.006840087576096336
ACH-000055,-0.13261299057064732
ACH-000060,-0.17694671249596536
ACH-000067,0.06938377326831886
ACH-000070,0.019506621969412382
ACH-000075,-0.20601068441161235
ACH-000078,-0.04478127280777856
ACH-000082,-0.03571272355301075
ACH-000085,-0.12091904822103865
ACH-000086,0.0372845592840641
ACH-000087,0.11085775436841144
ACH-000092,-0.06614664619748947
ACH-000095,-0.1179518305489576
ACH-000097,-0.01276644825373169
ACH-000098,0.01372551460292668
ACH-000099,-0.033433172689824604
ACH-000108,0.030426183401319255
ACH-000113,-0.030126291879842827
ACH-000116,-0.0019789089917355814
ACH-000118,0.05372316777602535
ACH-000120,-0.02077829723787778
ACH-000123,-0.018303778302493443
ACH-000127,-0.030167667619090163
ACH-000128,-0.02329183014044556
ACH-000132,-0.04618717069374799
ACH-000133,0.11137084969568803
ACH-000137,-0.04107200477086397
ACH-000138,-0.05560422650905277
ACH-000142,-0.18387656645272776
ACH-000143,0.002676708933330817
ACH-000146,0.01258186235218497
ACH-000148,-0.05892229372995743
ACH-000150,-0.1763112114511967
ACH-000152,0.03720278367451755
ACH-000153,-0.047206534733895474
ACH-000159,-0.05341346919001922
ACH-000160,-0.07222604987549378
ACH-000163,-0.08459767295027028
ACH-000167,0.213397140061494
ACH-000168,-0.1569545280954037
ACH-000169,0.01031335933863831
ACH-000178,-0.06232533038872432
ACH-000183,-0.014932672798911271
ACH-000188,0.02746525791461493
ACH-000189,-0.2380614716169891
ACH-000190,-0.048177044132600905
ACH-000198,-0.017725466536873114
ACH-000203,0.05433345549830779
ACH-000204,0.09327115339711838
ACH-000206,0.0015567211114561892
ACH-000207,0.06474343255552918
ACH-000208,-0.30428605907169426
ACH-000210,0.0764673298963907
ACH-000211,-0.06713997275039732
ACH-000215,-0.12877049250268893
ACH-000221,0.09662007709329244
ACH-000222,-0.1301544801292268
ACH-000223,-0.09169756623682117
ACH-000226,0.01090558476711581
ACH-000227,-0.12698467565032548
ACH-000228,0.015026077653923844
ACH-000231,0.08350859228646333
ACH-000232,-0.13166252123110828
ACH-000233,-0.12225870447673005
ACH-000234,-0.03616855682083804
ACH-000235,-0.011482607397583128
ACH-000237,-0.011651371897375688
ACH-000238,-0.010082135357912452
ACH-000242,0.11163176338702327
ACH-000243,0.014665977128727787
ACH-000244,0.08488879030249734
ACH-000246,-0.04560021196282118
ACH-000248,0.04208076975136972
ACH-000250,-0.010556925758993035
ACH-000251,0.06336563724654297
ACH-000252,-0.01111610784877865
ACH-000253,-0.07816110223662569
