,CYB5R3 (1727)
ACH-000004,0.0843832288137045
ACH-000005,0.05749330367211799
ACH-000007,-0.09702768613002012
ACH-000009,-0.09842726099826286
ACH-000011,-0.06876079825595331
ACH-000012,-0.14977027350412125
ACH-000013,-0.24350064183445694
ACH-000014,-0.2868213702346797
ACH-000015,-0.06596124163390872
ACH-000017,-0.0005151594091213147
ACH-000018,-0.1944993769387635
ACH-000019,-0.3073693568057889
ACH-000021,-0.13757838358204466
ACH-000022,-0.04274368958485625
ACH-000025,-0.12901424008645426
ACH-000028,-0.19848486334420734
ACH-000030,-0.8677818182856409
ACH-000035,-0.0022812171534802995
ACH-000036,-0.11044251609443954
ACH-000037,0.15325199118113794
ACH-000039,0.07286434267529514
ACH-000040,-0.02860427533279165
ACH-000041,-0.04948958029738116
ACH-000042,-0.14493355965326976
ACH-000045,-0.06092820395900199
ACH-000047,-0.14668835756413426
ACH-000052,-0.31995794328998584
ACH-000053,-0.07841221458537341
ACH-000054,0.06171495982561012
ACH-000055,-0.05309171433598575
ACH-000060,-0.24294067385389995
ACH-000067,-0.07046994131133043
ACH-000070,-0.08297596018750407
ACH-000075,-0.3967001717425338
ACH-000078,-0.043608577916666884
ACH-000082,0.016889263578690545
ACH-000085,-0.2860674653928825
ACH-000086,0.0450655924400802
ACH-000087,-0.06975418799050635
ACH-000092,-0.015167453589027043
ACH-000095,-0.13064473577524924
ACH-000097,-0.16746354194116242
ACH-000098,-0.2269205493225448
ACH-000099,-0.13608845721559246
ACH-000108,-0.11228790193746484
ACH-000113,0.009321790428856358
ACH-000116,0.030250821864155012
ACH-000118,-0.14283566704965467
ACH-000120,-0.08053091334312731
ACH-000123,-0.07458521933846107
ACH-000127,-0.08128023683828436
ACH-000128,-0.1259340856067246
ACH-000132,0.0210759048944545
ACH-000133,-0.0994595856389488
ACH-000137,-0.14323148140807174
ACH-000138,-0.017043318856104533
ACH-000142,-0.031308768916681384
ACH-000143,-0.11001286917359343
ACH-000146,-0.12166267995585554
ACH-000148,-0.15894010152689408
ACH-000150,0.1539587608419762
ACH-000152,-0.08632037297259253
ACH-000153,-0.023125363683788182
ACH-000159,0.009130036140153059
ACH-000160,-0.1127800394844012
ACH-000163,0.03832692980110868
ACH-000167,-0.005991176625739386
ACH-000168,-0.005957756658689102
ACH-000169,-0.0582485743667471
ACH-000178,-0.011309455900459096
ACH-000183,0.02698987620897967
ACH-000188,-0.006246438996481313
ACH-000189,-0.25318136796747986
ACH-000190,-0.1362495449923862
ACH-000198,-0.010364624646757765
ACH-000203,0.14627416737408616
ACH-000204,-0.013129387339071423
ACH-000206,-0.09060276770614788
ACH-000207,-0.14312387677173852
ACH-000208,-0.16678088337354036
ACH-000210,-0.03442801569685415
ACH-000211,-0.08381916597763465
ACH-000215,-0.08060396221635514
ACH-000221,0.09628760600293924
ACH-000222,0.02948793968694575
ACH-000223,-0.028820717804838476
ACH-000226,-0.130117696025776
ACH-000227,-0.07689792212671423
ACH-000228,-0.12611026456295885
ACH-000231,-0.2793481067558428
ACH-000232,-0.14540950710142267
ACH-000233,-0.09056780689760867
ACH-000234,-0.003969744687045151
ACH-000235,0.006549035197129495
ACH-000237,0.01580461523549569
ACH-000238,-0.24816170936565515
ACH-000242,-0.01110009021806706
ACH-000243,-0.10918420694774614
ACH-000244,0.15881408365594846
ACH-000246,-0.0902601247974452
ACH-000248,-0.016273871472319547
ACH-000250,-0.06696568903654293
ACH-000251,-0.10119574890230597
ACH-000252,-0.2911284565937614
ACH-000253,-0.017557755925158368
ACH-000255,-0.07707733404056576
ACH-000256,-0.1779924738003263
ACH-000257,-0.0242548894457852
ACH-000258,-0.286051703335592
ACH-000259,-0.1779723811004868
ACH-000260,-0.11659449448572855
ACH-000261,-0.02567012864704857
ACH-000262,-0.10866904990449787
ACH-000263,-0.17313540736587027
ACH-000264,-0.14991424144390805
ACH-000265,-0.057501480937910424
ACH-000266,-0.07668019027381927
ACH-000272,-0.03761799273312578
ACH-000274,-0.15971431039626044
ACH-000277,-0.0002386484342991787
ACH-000278,0.060470395864920125
ACH-000279,-0.12271385110662245
ACH-000280,-0.10951452057093528
ACH-000281,-0.19102782465895274
ACH-000288,-0.02155667000336513
ACH-000291,-0.07352609721091953
ACH-000293,-0.08047066394822094
ACH-000294,0.012825674816245802
ACH-000295,0.18955073220272467
ACH-000296,-0.19861707840425155
ACH-000302,-0.13002685284071566
ACH-000304,0.0798066519075217
ACH-000307,-0.009266162169564269
ACH-000308,-0.0385167012424423
ACH-000310,-0.09984480023670622
ACH-000311,-0.1506460001851845
ACH-000312,-0.12767186521080992
ACH-000315,-0.08032332426479985
ACH-000316,-0.022632097696797675
ACH-000317,-0.11954465351449615
ACH-000318,-0.09057454317311574
ACH-000319,-0.018907174847430614
ACH-000320,-0.16993318438953456
ACH-000322,-0.08547666116161458
ACH-000323,-0.11787927337620847
ACH-000324,-0.11456702279009752
ACH-000329,-0.023603474899795297
ACH-000330,-0.0826110223056995
ACH-000331,0.04783496857606679
ACH-000332,-0.09693227417832488
ACH-000334,0.025382220523529626
ACH-000335,-0.2022224416066424
ACH-000336,-0.201523073443955
ACH-000337,-0.27305619076313753
ACH-000338,-0.0077588791493077795
ACH-000339,-0.08483355118933159
ACH-000341,-0.06898119894403867
ACH-000348,-0.10041142038289784
ACH-000350,-0.19518244372466695
ACH-000352,-0.03692593767627452
ACH-000356,-0.11173875992507076
ACH-000361,-0.16113190496087612
ACH-000362,-0.18431609899364926
ACH-000363,-0.16164394688434205
ACH-000364,-0.07403706884793282
ACH-000365,-0.11947074572557613
ACH-000366,-0.08715389616146202
ACH-000368,-0.06352794436171676
ACH-000374,-0.09504054531600603
ACH-000375,-0.16075857294347234
ACH-000376,-0.1020989101441092
ACH-000381,-0.02302460496358396
ACH-000383,-0.09524476212606976
ACH-000387,0.020781916756250417
ACH-000389,-0.2387462487825037
ACH-000390,-0.18293948894859155
ACH-000393,-0.14014506257715226
ACH-000395,-0.1007743054440597
ACH-000396,-0.13249176243675884
ACH-000397,-0.08809263877918343
ACH-000401,-0.37090428603036346
ACH-000402,0.14991881525857906
ACH-000403,-0.04458963143661677
ACH-000404,-0.19668374260429214
ACH-000406,-0.08356913766123307
ACH-000407,0.05136651588473374
ACH-000408,-0.430703141583614
ACH-000410,-0.09265946564349868
ACH-000411,-0.0493974249856196
ACH-000414,0.04818546136178378
ACH-000415,-0.07008696117302611
ACH-000416,-0.07696814052206047
ACH-000420,-0.16600765699057748
ACH-000421,-0.07084544371099605
ACH-000424,-0.2082294442897221
ACH-000425,-0.14039318570358833
ACH-000426,0.08945143394190345
ACH-000427,-0.2738307108135964
ACH-000433,-0.01965244591839168
ACH-000435,0.1373201395491273
ACH-000436,-0.21661844816793369
ACH-000444,-0.034022537184531416
ACH-000445,-0.23272139072624515
ACH-000448,-0.1240687638352808
ACH-000450,-0.2220640904019716
ACH-000452,-0.17239786776975347
ACH-000454,-0.07414024905486
ACH-000458,-0.101586366205057
ACH-000459,-0.041881954189363656
ACH-000460,-0.035814849736653144
ACH-000461,-0.1826552717979657
ACH-000463,-0.06570222814959259
ACH-000464,-0.022900517254860628
ACH-000466,-0.18574933763889853
ACH-000467,-0.03386256724302278
ACH-000468,-0.03927136643203647
ACH-000469,-0.1143694696467806
ACH-000470,0.07584425237799403
ACH-000471,-0.174950473859603
ACH-000472,-0.15620999556049792
ACH-000473,-0.25347899888514297
ACH-000475,-0.09563317886073867
ACH-000476,-0.03264000461134098
ACH-000477,-0.13137759206659125
ACH-000479,0.05467580913979311
ACH-000480,0.011095151226167785
ACH-000481,0.04302219659707532
ACH-000483,-0.12688301974978772
ACH-000484,-0.039454962583719694
ACH-000485,-0.04060224893896999
ACH-000486,-0.14791021700557247
ACH-000487,-0.13282060724155878
ACH-000488,-0.0732865064408451
ACH-000490,-0.18194043925978054
ACH-000491,-0.0920882489274477
ACH-000495,-0.06270238915212084
ACH-000496,0.057084930622832826
ACH-000499,-0.04378049413479231
ACH-000500,-0.04465677593143156
ACH-000502,-0.04821211878161398
ACH-000503,0.013532801185963313
ACH-000505,-0.06740001256066816
ACH-000507,-0.19876070184842415
