,UBLCP1 (134510)
ACH-000004,0.20453428387374867
ACH-000005,0.35015482873073306
ACH-000007,0.04255651021596989
ACH-000009,0.08911536288345798
ACH-000011,0.22968478934229805
ACH-000012,0.1893132549562956
ACH-000013,0.21559552754063496
ACH-000014,0.16187442404100133
ACH-000015,0.033399636468458484
ACH-000017,0.1514739886545141
ACH-000018,0.2085206863840893
ACH-000019,0.18091728438826596
ACH-000021,0.10133089356118093
ACH-000022,0.2091703129469676
ACH-000025,0.17863196860566907
ACH-000028,0.2009023477808977
ACH-000030,0.21470092839086008
ACH-000035,0.09384833943029253
ACH-000036,-0.01524183856306126
ACH-000037,0.12705523853643785
ACH-000039,0.11898782641496887
ACH-000040,-0.030210682146315213
ACH-000041,0.1718131143769199
ACH-000042,0.15972745239100494
ACH-000045,0.13787928571970248
ACH-000047,0.11696379419264455
ACH-000052,0.18644067161071876
ACH-000053,0.13371483334026976
ACH-000054,0.16407465381029882
ACH-000055,0.08278075653252155
ACH-000060,0.1411089288551668
ACH-000067,0.16351642015014073
ACH-000070,0.06186374554758616
ACH-000075,0.17597166116345478
ACH-000078,0.12172597037772
ACH-000082,0.06590388674563277
ACH-000085,0.09826048263505407
ACH-000086,0.21613002881466986
ACH-000087,0.12243179958675154
ACH-000092,0.14582392709277658
ACH-000095,0.1140981328268394
ACH-000097,0.17916272328078053
ACH-000098,0.12721086152551744
ACH-000099,0.09948999751686656
ACH-000108,0.1651898665853427
ACH-000113,0.0486102658896721
ACH-000116,0.16217604347328848
ACH-000118,0.26234628982978997
ACH-000120,0.22325205113711408
ACH-000123,0.08636051884641925
ACH-000127,0.09214165666780086
ACH-000128,0.03368102289404087
ACH-000132,0.14089854209610786
ACH-000133,0.1831715564946932
ACH-000137,0.2888528534569883
ACH-000138,0.14726039314490538
ACH-000142,0.1878664916673945
ACH-000143,0.22208924246015485
ACH-000146,0.11567550869450816
ACH-000148,0.1296643757208308
ACH-000150,0.0511808625529076
ACH-000152,0.04242324262104485
ACH-000153,0.2089211639737939
ACH-000159,0.13791584494077871
ACH-000160,0.0878713111363519
ACH-000163,0.1954961179386664
ACH-000167,0.0016235324756687266
ACH-000168,0.15375407530856164
ACH-000169,0.2511797451429906
ACH-000178,0.0742548517910932
ACH-000183,0.13545165500886533
ACH-000188,0.14778121473945785
ACH-000189,0.2919256142782091
ACH-000190,0.0031511400026169012
ACH-000198,0.04506306228774426
ACH-000203,0.2043504198017793
ACH-000204,-0.023324041486364182
ACH-000206,0.1935187152598771
ACH-000207,0.1863489369533892
ACH-000208,0.3815095604235579
ACH-000210,0.0790540049667946
ACH-000211,0.0947222494081134
ACH-000215,0.21937067352718329
ACH-000221,0.203592754600092
ACH-000222,0.12416877890627573
ACH-000223,0.006987523740643842
ACH-000226,0.15313209646069792
ACH-000227,0.03519634472080835
ACH-000228,0.1193848394250188
ACH-000231,0.08420364042522732
ACH-000232,0.023360992587718264
ACH-000233,0.13728163938943766
ACH-000234,0.19963922052785485
ACH-000235,0.11218186738912794
ACH-000237,0.1229385822537518
ACH-000238,0.13724868451910144
ACH-000242,0.11266788903873425
ACH-000243,0.21582659948188354
ACH-000244,0.018467235420985828
ACH-000246,0.06825437570631661
ACH-000248,0.19716419340770194
ACH-000250,0.1750551495840542
ACH-000251,0.13709340789071922
ACH-000252,0.07279026791703755
ACH-000253,0.19380637425261585
ACH-000255,0.155605061896139
ACH-000256,0.2293765439541736
ACH-000257,0.0274896575415362
ACH-000258,0.1772183268199962
