,PIK3CB (5291)
ACH-000004,-0.06367669256678175
ACH-000005,-0.0998583789614566
ACH-000007,0.030404654739913432
ACH-000009,-0.19547377553248585
ACH-000011,0.050212852942773264
ACH-000012,0.0732843776256286
ACH-000013,-0.1401916914425738
ACH-000014,-0.6609115720467454
ACH-000015,-0.1586951049087531
ACH-000017,-0.031983147504813146
ACH-000018,-0.2125671751926284
ACH-000019,0.06290015354232406
ACH-000021,0.005580289889595284
ACH-000022,0.022266098330737498
ACH-000025,-0.08683562982770922
ACH-000028,0.057126123783669824
ACH-000030,-0.07644224104269444
ACH-000035,-0.18813000680630865
ACH-000036,-0.33934345204662514
ACH-000037,-0.039973962937215904
ACH-000039,-0.2061643368773188
ACH-000040,-0.13105165637657887
ACH-000041,-0.025244765644107874
ACH-000042,-0.14855597041307744
ACH-000045,-0.0011619470064882145
ACH-000047,-0.043367769036574834
ACH-000052,-0.11111145863865636
ACH-000053,-0.04750805094632868
ACH-000054,0.06262324255475409
ACH-000055,-0.014145683758124585
ACH-000060,-0.26527144376328443
ACH-000067,-0.2192641359451805
ACH-000070,-0.06940957016566965
ACH-000075,-0.4785624539733159
ACH-000078,-0.008939692195635791
ACH-000082,0.03238774756868243
ACH-000085,0.008861584538853762
ACH-000086,-0.1081003381865848
ACH-000087,-0.28249292848571883
ACH-000092,-0.36560021797417
ACH-000095,-0.1526456866747916
ACH-000097,-0.4588983532711878
ACH-000098,-0.0997850957827238
ACH-000099,0.00393210581244861
ACH-000108,-0.2509056784545424
ACH-000113,-0.0962660033845171
ACH-000116,-0.013867547113760068
ACH-000118,-0.19025353512146184
ACH-000120,0.056863562440165015
ACH-000123,0.11853521150656605
ACH-000127,-0.038135455080477734
ACH-000128,-0.07031581564024016
ACH-000132,-0.08386348342428643
ACH-000133,-0.07291291684897594
ACH-000137,-0.09555017641617536
ACH-000138,-0.08504279598284356
ACH-000142,0.01914994187055704
ACH-000143,-0.21683038002297875
ACH-000146,0.121011934009475
ACH-000148,-0.1463161084184172
ACH-000150,-0.004069578065931547
ACH-000152,-0.07366596628410804
ACH-000153,0.05934985584518336
ACH-000159,-0.4549673495141495
ACH-000160,-0.10012688468871793
ACH-000163,-0.11408187093238535
ACH-000167,-0.13725678699651828
ACH-000168,0.030210750441724114
ACH-000169,0.0034869786126050253
ACH-000178,-0.3522473742739182
ACH-000183,0.05876739486919744
ACH-000188,-0.11407796229029613
ACH-000189,0.22214985366762716
ACH-000190,-0.1585322655408772
ACH-000198,-0.0165245985656776
ACH-000203,-0.12623841296067564
ACH-000204,0.049187433687043335
ACH-000206,0.00261263994894658
ACH-000207,0.023268059215207127
ACH-000208,-0.09012749043716818
ACH-000210,-0.0022908983994160198
ACH-000211,0.010706893357085415
ACH-000215,-0.06195673534714816
ACH-000221,-0.0012474814480884044
ACH-000222,-0.33459031543376355
ACH-000223,-0.06566462306704968
ACH-000226,0.028966821545566807
ACH-000227,-0.1130193649116457
ACH-000228,-0.2194396234466235
ACH-000231,-0.2178319792878595
ACH-000232,-0.5488984527075197
ACH-000233,0.009012173250004458
ACH-000234,-0.15383998599668475
ACH-000235,-0.09736180667485547
ACH-000237,-0.04407416243226255
ACH-000238,0.09725926617461196
ACH-000242,-0.08359915412007024
ACH-000243,0.012474333296617166
ACH-000244,0.009372347488107086
ACH-000246,-0.3902387442330464
ACH-000248,0.05693374639191522
ACH-000250,-0.1472860654683642
ACH-000251,-0.22817740331745498
ACH-000252,-0.061678013809517325
ACH-000253,-0.058260783637473175
ACH-000255,-0.009074232131882805
ACH-000256,-0.08014672973072573
ACH-000257,-0.3287216561674533
ACH-000258,0.11113491366566083
ACH-000259,-0.1268834479818112
ACH-000260,-0.011657610421829105
ACH-000261,-0.21881541975852345
ACH-000262,-0.2720834137844653
ACH-000263,-0.11559640801608463
ACH-000264,0.08159464615313305
ACH-000265,-0.035977968266465515
ACH-000266,-0.13721656177545796
ACH-000272,-0.20866551015999216
ACH-000274,-0.011787599031012964
ACH-000277,-0.14138606054244068
ACH-000278,-0.0833670729139489
ACH-000279,-0.12653384766165812
ACH-000280,0.06434511297314285
ACH-000281,-0.1403473544272778
ACH-000288,-0.3925840734980813
ACH-000291,-0.09767450733186063
ACH-000293,0.030264136734006512
ACH-000294,0.03345496596368373
ACH-000295,0.13760199916842886
ACH-000296,-0.27458430117886906
ACH-000302,-0.1154059872282174
ACH-000304,-0.5323904996914126
ACH-000307,-0.04045771522174075
ACH-000308,-0.10767418369462854
ACH-000310,0.07924794729926493
ACH-000311,-0.13982738179701268
ACH-000312,-0.09310374893444237
ACH-000315,-0.4457770413872221
ACH-000316,-0.1604436716416069
ACH-000317,-0.1948945833884901
ACH-000318,0.3220242964505889
ACH-000319,0.03115826474044725
ACH-000320,-0.2094725084840844
ACH-000322,-0.25191169143303505
ACH-000323,-0.2424368696690304
ACH-000324,0.036708322140086035
ACH-000329,-0.08256439322544035
ACH-000330,0.15237762011562225
ACH-000331,-0.26952188751085976
ACH-000332,-0.020367260342172358
ACH-000334,-0.09672538188112224
ACH-000335,-0.2922472638819958
ACH-000336,0.19463559517306067
ACH-000337,-0.018822402732046238
ACH-000338,-0.2519340499095951
ACH-000339,-0.09561229768671126
ACH-000341,-0.026107816785542828
ACH-000348,-0.09884790710117668
ACH-000350,0.01566794047544669
ACH-000352,-0.12090584927943328
ACH-000356,-0.040126632383938717
ACH-000361,-0.2484118330365652
ACH-000362,-0.09713719681004164
ACH-000363,-0.09712579157027934
ACH-000364,0.08598731034108725
ACH-000365,-0.1460620409409362
ACH-000366,-0.07603787371465863
ACH-000368,-0.28022850093641755
ACH-000374,-0.097790648737051
ACH-000375,-0.010184557719469429
ACH-000376,-0.2804478777818065
ACH-000381,0.03037243773446245
ACH-000383,-0.010981744186242237
ACH-000387,-0.07219478283822794
ACH-000389,-0.2838182668520404
ACH-000390,0.07896105241458601
ACH-000393,0.06248077359807822
ACH-000395,-0.21744947009811927
ACH-000396,0.1006769250587506
ACH-000397,0.14373131133598974
ACH-000401,-0.14555035418858378
ACH-000402,-0.25407098470259554
ACH-000403,-0.06098722158195895
ACH-000404,-0.04452443228075535
ACH-000406,-0.0346866362017198
ACH-000407,-0.07810710242934864
ACH-000408,0.04122852678330112
ACH-000410,-0.04723435755681125
ACH-000411,-0.05078738268326483
ACH-000414,-0.024959991824347112
