,HAT1 (8520)
ACH-000004,0.025766451009969032
ACH-000005,-0.08543020617425451
ACH-000007,0.21056288121676628
ACH-000009,-0.19643607663626794
ACH-000011,-0.05559666055544536
ACH-000012,-0.2052429123051905
ACH-000013,-0.10131594997168787
ACH-000014,-0.013536553803768477
ACH-000015,-0.026249402203876657
ACH-000017,-0.1318946478535831
ACH-000018,-0.05096464206303029
ACH-000019,0.12110211288102317
ACH-000021,0.025878326015599445
ACH-000022,-0.2295791470299293
ACH-000025,0.07650074578060387
ACH-000028,-0.34698227482103616
ACH-000030,0.04637032280845987
ACH-000035,-0.14950073042791506
ACH-000036,0.21607196451238125
ACH-000037,0.09534689332771107
ACH-000039,-0.13418954736818767
ACH-000040,-0.05748591576004354
ACH-000041,-0.12467966890509778
ACH-000042,-0.04059335973764956
ACH-000045,-0.17219839166528014
ACH-000047,-0.17325679704610805
ACH-000052,-0.009945151966780657
ACH-000053,-0.17363151214685074
ACH-000054,-0.2078999396700768
ACH-000055,-0.04200388152454811
ACH-000060,0.07688842070509755
ACH-000067,-0.13791439868174304
ACH-000070,-0.020580352443233783
ACH-000075,0.07118051027622599
ACH-000078,-0.09280561772396173
ACH-000082,-0.033728980870122764
ACH-000085,0.1369230909545945
ACH-000086,-0.05034533056146702
ACH-000087,-0.34234294508440183
ACH-000092,-0.26613000490342603
ACH-000095,-0.2287945226344456
ACH-000097,-0.16048755909691045
ACH-000098,0.02570758429188762
ACH-000099,-0.17308501623801592
ACH-000108,-0.08461659485328127
ACH-000113,0.007015128917619275
ACH-000116,-0.03172513927966725
ACH-000118,0.04776107176051023
ACH-000120,-0.3001113100491029
ACH-000123,0.001711159735163185
ACH-000127,-0.07758797087466685
ACH-000128,-0.11119386880705197
ACH-000132,0.11176467292829964
ACH-000133,-0.23916905323291016
ACH-000137,-0.242902135025628
ACH-000138,-0.02156475123212164
ACH-000142,-0.04855768945625534
ACH-000143,-0.3285755625512433
ACH-000146,-0.06563020735504352
ACH-000148,-0.2215863393454083
ACH-000150,-0.13386962197460514
ACH-000152,-0.046051006372750496
ACH-000153,-0.3979634896141205
ACH-000159,-0.03884723617449157
ACH-000160,0.3219698410283209
ACH-000163,-0.2594271904529322
ACH-000167,0.4373601191668097
ACH-000168,-0.0724433193929345
ACH-000169,-0.0017330632017851125
ACH-000178,-0.04378917733789677
ACH-000183,-0.12809638637658016
ACH-000188,0.06832559585079757
ACH-000189,-0.2928683763988718
ACH-000190,0.0915759128275666
ACH-000198,-0.07316922230495387
ACH-000203,0.0505869759617506
ACH-000204,0.1893326739506765
ACH-000206,-0.390125304944877
ACH-000207,-0.060511292736560175
ACH-000208,-0.2480846670569657
ACH-000210,0.21344297950647745
ACH-000211,-0.08812523827865297
ACH-000215,-0.0743534401011768
ACH-000221,-0.2136880486363204
ACH-000222,0.02225247612060113
ACH-000223,-0.22798714557059885
ACH-000226,-0.12140698825312715
ACH-000227,-0.2504033890044318
ACH-000228,-0.10572910823054006
ACH-000231,-0.032418491544705164
ACH-000232,-0.21935955870814405
ACH-000233,-0.13456480182193176
ACH-000234,-0.3167143699987757
ACH-000235,0.015107318744004082
ACH-000237,-0.0047240872419418
ACH-000238,0.04421371956513283
ACH-000242,0.034500864967537445
ACH-000243,-0.08174244105151103
ACH-000244,0.2253832305191591
ACH-000246,-0.0299177098426413
ACH-000248,-0.1853482495647235
ACH-000250,0.04793130856475628
ACH-000251,-0.0512377435481761
ACH-000252,-0.0691115741442195
ACH-000253,-0.08242482520044858
ACH-000255,-0.3596639127432949
ACH-000256,-0.17064990469697028
ACH-000257,-0.05932872866281254
ACH-000258,-0.058370047772168615
ACH-000259,0.05173661308174602
ACH-000260,0.14929672365564906
ACH-000261,-0.14266105580186195
ACH-000262,-0.09402463979916237
ACH-000263,-0.03525518166907405
ACH-000264,-0.058211034882555815
ACH-000265,-0.15347110586597978
ACH-000266,0.03732717673653516
ACH-000272,-0.1073745305436524
ACH-000274,-0.17459211699191085
ACH-000277,-0.10558797793017788
ACH-000278,-0.060067793308909774
ACH-000279,-0.03891505116756985
ACH-000280,-0.08124967491303585
ACH-000281,-0.11552365136588025
ACH-000288,-0.016352828936657578
ACH-000291,-0.1618947604417148
ACH-000293,-0.10459484973577142
ACH-000294,0.05089411843319647
ACH-000295,-0.17886329183565886
ACH-000296,-0.21322616529083765
ACH-000302,0.0955723574156526
ACH-000304,-0.05937422282059104
ACH-000307,-0.00010512785097851285
ACH-000308,-0.032512915167757214
ACH-000310,0.002861887017128599
ACH-000311,-0.2031618625444392
ACH-000312,-0.0629700819483242
ACH-000315,0.043213221789061146
ACH-000316,-0.02110577518202144
ACH-000317,-0.03341773250626225
ACH-000318,-0.10897037071177014
ACH-000319,-0.08472404238358391
ACH-000320,0.14256040235467707
ACH-000322,-0.025560083816939416
ACH-000323,0.0649432017965783
ACH-000324,-0.02985641293978185
ACH-000329,-0.09160892844884758
ACH-000330,-0.042792821116270766
ACH-000331,-0.022755968082295717
ACH-000332,-0.008204109291657238
ACH-000334,0.02978148156318617
ACH-000335,-0.04358912778847331
ACH-000336,0.10711170284268766
ACH-000337,-0.16339317388374533
ACH-000338,-0.09762523491855762
ACH-000339,-0.053643300231012915
ACH-000341,-0.3462513705546057
ACH-000348,-0.04965159436809164
ACH-000350,0.0757695818588572
ACH-000352,0.03631314615924466
ACH-000356,-0.1676753879095324
ACH-000361,0.2028869115495837
ACH-000362,-0.004064768062282758
