,SNCG (6623)
ACH-000004,-0.045217377612464735
ACH-000005,-0.15645527118318414
ACH-000007,0.00736075269956502
ACH-000009,-0.09281293675940178
ACH-000011,0.026976660210810532
ACH-000012,0.04107131717446515
ACH-000013,0.06080865005941208
ACH-000014,0.0923783420208824
ACH-000015,0.014231610863248206
ACH-000017,0.04876818477834862
ACH-000018,0.0376316689159323
ACH-000019,0.06853121059756405
ACH-000021,0.004081129415050941
ACH-000022,0.04304211496308586
ACH-000025,-0.0759652360756552
ACH-000028,0.008040634114950125
ACH-000030,0.0019442428143838285
ACH-000035,-0.054313100877010086
ACH-000036,-0.01850829782827329
ACH-000037,-0.027003144116365674
ACH-000039,-0.08920272584494615
ACH-000040,-0.0404069155430925
ACH-000041,-0.01986116632351757
ACH-000042,0.09630301059284606
ACH-000045,0.11501445440320344
ACH-000047,0.05194594078094302
ACH-000052,0.07689358046866357
ACH-000053,0.021629026883491703
ACH-000054,0.0065956077483635975
ACH-000055,0.03343778607350358
ACH-000060,0.001368800380662307
ACH-000067,0.1482002203846282
ACH-000070,0.026968094734049142
ACH-000075,0.1569632715890513
ACH-000078,0.17493609552146105
ACH-000082,-0.025373586990260013
ACH-000085,-0.06448635685766349
ACH-000086,-0.0295096940199052
ACH-000087,-0.011764183025330078
ACH-000092,0.014405205861437375
ACH-000095,0.07064897835195763
ACH-000097,0.05631921505866054
ACH-000098,-0.023683940578736767
ACH-000099,-0.014877857260835134
ACH-000108,-0.05946978749019745
ACH-000113,0.028082650876922563
ACH-000116,0.03130883972528789
ACH-000118,0.0020081937880386293
ACH-000120,-0.032869344380388965
ACH-000123,0.014756746490831004
ACH-000127,-0.12770206890311306
ACH-000128,-0.06724834554875364
ACH-000132,0.08663553281062468
ACH-000133,-0.018930899020421908
ACH-000137,-0.012337714142158064
ACH-000138,0.09594871743393946
ACH-000142,0.03020058361138126
ACH-000143,0.007449623895877667
ACH-000146,0.028158608746557214
ACH-000148,-0.17114110100944627
ACH-000150,0.03296228642652434
ACH-000152,-0.04814199749227634
ACH-000153,0.34048074426958763
ACH-000159,0.055287185374502064
ACH-000160,-0.03788410125553748
ACH-000163,-0.032139072574183934
ACH-000167,0.4016642236801887
ACH-000168,0.02631354725944957
ACH-000169,-0.08016121884573146
ACH-000178,0.1808236789842543
ACH-000183,0.02230996367827805
ACH-000188,0.10530968561283477
ACH-000189,0.09538545428191823
ACH-000190,0.022458491030576944
ACH-000198,-0.041245686331615364
ACH-000203,-0.02890122674833555
ACH-000204,-0.07750696469481122
ACH-000206,-0.09393230753599006
ACH-000207,-0.021276423287266075
ACH-000208,-0.17556504495138148
ACH-000210,0.10451075601094137
ACH-000211,0.100902457459425
ACH-000215,0.0925617182518392
ACH-000221,0.047005930578761436
ACH-000222,0.01810984745408893
ACH-000223,-0.08537294737508358
ACH-000226,5.6449887887101015e-05
ACH-000227,-0.12447020647001054
ACH-000228,0.01537541418348429
ACH-000231,-0.1333467227699985
ACH-000232,0.0034281218462832307
ACH-000233,0.05146543865510871
ACH-000234,0.08266526668150509
ACH-000235,0.016406798479169322
ACH-000237,-0.03434639557429306
ACH-000238,-0.005353293833342244
ACH-000242,0.2844141380480139
ACH-000243,0.013454190124062895
ACH-000244,0.1680160113171661
ACH-000246,0.1274304520620265
ACH-000248,0.1177767128055444
ACH-000250,-0.014475053065202671
ACH-000251,-0.12063597507842384
ACH-000252,0.0067223107905539725
ACH-000253,-0.031197447943791763
ACH-000255,0.011722407523838302
ACH-000256,-0.0983310587862538
ACH-000257,-0.07305802822824863
ACH-000258,0.010864531791159123
ACH-000259,0.07815992135565752
ACH-000260,-0.03170593888623846
ACH-000261,0.015570901305671719
ACH-000262,-0.008509529080557658
ACH-000263,0.002699107980895695
ACH-000264,-0.04313507201052202
ACH-000265,-0.05993403744020141
ACH-000266,0.08637152770752042
ACH-000272,0.06724123674385049
ACH-000274,0.05220425051450365
ACH-000277,0.03764400697621728
ACH-000278,-0.06656869323748936
ACH-000279,-0.014153087473232209
ACH-000280,-0.0547105979086821
ACH-000281,0.017807322930405576
ACH-000288,-0.012648360385628514
ACH-000291,0.0623589387431123
ACH-000293,0.00809268760529916
ACH-000294,-0.10705121690039764
ACH-000295,-0.046176244822359234
ACH-000296,0.0656831795231564
ACH-000302,0.03643915747105163
ACH-000304,0.09840318299871788
ACH-000307,-0.02277849793606226
ACH-000308,0.03963169083085095
ACH-000310,0.016970393286491997
