,TCAP (8557)
ACH-000004,-0.09195130809275194
ACH-000005,-0.5463052618310293
ACH-000007,-0.0970590494241923
ACH-000009,-0.03026199649027105
ACH-000011,-0.05126809774757152
ACH-000012,-0.1936857372156851
ACH-000013,-0.11761644398711428
ACH-000014,0.035895366870128814
ACH-000015,-0.02296567559378933
ACH-000017,-0.37678905222658704
ACH-000018,-0.0467447257323228
ACH-000019,-0.10076599615227408
ACH-000021,-0.054305178161827096
ACH-000022,-0.07269034087374485
ACH-000025,-0.050192363751504925
ACH-000028,-0.1472528203129917
ACH-000030,-0.07009002903181602
ACH-000035,-0.2145864750853164
ACH-000036,-0.08631149512816592
ACH-000037,-0.08785976765929822
ACH-000039,-0.003658077444900354
ACH-000040,-0.09307292782629184
ACH-000041,-0.05178701582078365
ACH-000042,-0.028079404041217317
ACH-000045,-0.10503606925950666
ACH-000047,0.056822553530148534
ACH-000052,0.16788499682113364
ACH-000053,-0.010015547317373924
ACH-000054,-0.07302696928938374
ACH-000055,-0.07867408307035989
ACH-000060,-0.14803858523907434
ACH-000067,-0.10957680354331203
ACH-000070,-0.09113421052788327
ACH-000075,-0.08421500534031122
ACH-000078,0.0530480528718123
ACH-000082,-0.032521466554035115
ACH-000085,-0.02085096757546579
ACH-000086,-0.08526178845501008
ACH-000087,0.011630790336869644
ACH-000092,0.02484980196892873
ACH-000095,-0.11550269141014055
ACH-000097,0.0005551702090027725
ACH-000098,-0.11478510739339524
ACH-000099,0.011094382604513404
ACH-000108,-0.03689404740875822
ACH-000113,0.01728257225533385
ACH-000116,-0.018321189738589174
ACH-000118,-0.08324950284947234
ACH-000120,-0.2215473198808356
ACH-000123,-0.0037480855575982475
ACH-000127,0.0659810510992659
ACH-000128,-0.11010726109655533
ACH-000132,0.1144352825371789
ACH-000133,0.08998519925310901
ACH-000137,0.05170993085010725
ACH-000138,-0.1541596443083238
ACH-000142,0.041381837960821545
ACH-000143,-0.004338910097149693
ACH-000146,-0.009041538318583
ACH-000148,-0.08732170200690267
ACH-000150,-0.14665955681847456
ACH-000152,-0.13959319450053978
ACH-000153,0.015819410702615617
ACH-000159,-0.033097511312047134
ACH-000160,-0.07846696475291527
ACH-000163,-0.1286284345001497
ACH-000167,-0.23087068513083
ACH-000168,-0.09091927346119133
ACH-000169,-0.006139623833795739
ACH-000178,0.11982847401702976
ACH-000183,-0.08576191674873478
ACH-000188,-0.190762143797188
ACH-000189,0.026855062735571453
ACH-000190,0.031924647730080344
ACH-000198,-0.04528103827026478
ACH-000203,0.12169648787833433
ACH-000204,-0.14576106735976044
ACH-000206,0.05349902946104538
ACH-000207,-0.12834746279328554
ACH-000208,-0.04421576776139585
ACH-000210,-0.1305777064295065
ACH-000211,-0.027016185235273514
ACH-000215,-0.0399560562372269
ACH-000221,-0.04173037722607634
ACH-000222,-0.15481597018114954
ACH-000223,-0.011868675034869377
ACH-000226,-0.0871302592786071
ACH-000227,-0.04051871982949426
ACH-000228,-0.03638253787426167
ACH-000231,0.0017071330841353582
ACH-000232,0.05023822935491616
ACH-000233,0.048272567480120925
ACH-000234,0.03536558790266313
ACH-000235,-0.1210602400793192
ACH-000237,0.007871544024840263
ACH-000238,-0.2683202936569189
ACH-000242,-0.27477692792171643
ACH-000243,-0.16623771500532
ACH-000244,0.015008014192479904
ACH-000246,-0.0104596273265763
ACH-000248,-0.10198808939430083
ACH-000250,-0.04677437143450856
ACH-000251,-0.10364947997517518
ACH-000252,-0.06284193675352978
ACH-000253,0.01808253666679507
