,HOPX (84525)
ACH-000004,-0.03967529120418347
ACH-000005,0.09410333781226622
ACH-000007,0.08173154176617152
ACH-000009,0.18839002911355301
ACH-000011,0.15086044046223487
ACH-000012,0.07794924224528868
ACH-000013,0.1413596206121334
ACH-000014,0.22385175474627086
ACH-000015,0.16799607245044906
ACH-000017,0.1470403990210061
ACH-000018,0.08094481236441757
ACH-000019,0.02962201447099541
ACH-000021,0.2067819593805784
ACH-000022,0.0935023800961999
ACH-000025,-0.013071379710479794
ACH-000028,0.11501381474061355
ACH-000030,0.13301477212323853
ACH-000035,0.05598865547386833
ACH-000036,0.2382421165172877
ACH-000037,0.19957723869343308
ACH-000039,0.065672481061637
ACH-000040,0.06000029721827518
ACH-000041,0.04361361204033831
ACH-000042,0.18317219211757899
ACH-000045,0.17905293947119988
ACH-000047,0.032424703709745366
ACH-000052,0.14078739542304347
ACH-000053,0.19523946128633365
ACH-000054,0.2571549155472828
ACH-000055,0.16457989273894058
ACH-000060,-0.13134845183156335
ACH-000067,0.24056573407473905
ACH-000070,0.1863472347856364
ACH-000075,0.312253618299744
ACH-000078,0.2671622546942157
ACH-000082,0.2550851495538111
ACH-000085,0.19092097368593072
ACH-000086,0.1624395680728133
ACH-000087,0.191874174860914
ACH-000092,0.17452336959150813
ACH-000095,0.20288362192363765
ACH-000097,0.1847281390380736
ACH-000098,0.14416484337494526
ACH-000099,0.20030133009636064
ACH-000108,0.19296806870491992
ACH-000113,0.17998099636907294
ACH-000116,0.09508115172573373
ACH-000118,0.19379432660183632
ACH-000120,0.17499367634823454
ACH-000123,0.1651696459506568
ACH-000127,0.0851325667661176
ACH-000128,0.1700366644456954
ACH-000132,0.1459272068815537
ACH-000133,0.08258860411928415
ACH-000137,-0.055313389159662565
ACH-000138,0.2265703500177517
ACH-000142,0.20546706561897304
ACH-000143,0.07126765234208837
ACH-000146,0.17566200079021346
ACH-000148,0.19196360525655748
ACH-000150,0.13679858100735034
ACH-000152,0.21794644069470376
ACH-000153,0.1382722125480531
ACH-000159,0.18287821351472525
ACH-000160,0.1510528108870418
ACH-000163,0.2308816527642227
ACH-000167,0.16148323472970272
ACH-000168,0.14946581037987905
ACH-000169,0.19647561253061985
ACH-000178,0.03641371764644708
ACH-000183,0.10387689022338817
ACH-000188,0.16875210282566036
ACH-000189,0.01269402592453862
ACH-000190,0.14054735158369
ACH-000198,0.2267721294224605
ACH-000203,0.2133002486951313
ACH-000204,0.2723993727747865
ACH-000206,0.1169025166664508
ACH-000207,0.16628788838147932
ACH-000208,0.186715525801333
ACH-000210,0.06183779855883247
ACH-000211,0.1358001193340474
ACH-000215,0.20377553079235208
ACH-000221,0.051107837141941496
ACH-000222,0.22077745784205727
ACH-000223,0.16284873250113566
ACH-000226,0.2991458988545407
ACH-000227,0.2156184108536996
ACH-000228,0.14894203776086934
ACH-000231,0.14003096129268622
ACH-000232,0.11166219998713643
ACH-000233,0.2543518097941482
ACH-000234,0.09398452364621844
ACH-000235,0.15755607282426193
ACH-000237,0.14131776385284392
ACH-000238,0.1495186708181558
ACH-000242,-0.041547717754289386
ACH-000243,0.14228076303920809
ACH-000244,0.27886637236997275
ACH-000246,0.18612257083760736
ACH-000248,0.16363897917800754
ACH-000250,0.22152529231317053
ACH-000251,0.31313941493898845
ACH-000252,0.12432822038966093
ACH-000253,0.09410236394884633
ACH-000255,0.12143428344529103
ACH-000256,0.29598966279961963
ACH-000257,0.3019389762252991
ACH-000258,0.25174577253559044
ACH-000259,0.19413824211998607
ACH-000260,0.02015101079734739
ACH-000261,0.21708780528882987
ACH-000262,0.09186704441471076
ACH-000263,0.2848504206180559
ACH-000264,0.11971087003518915
ACH-000265,0.07687274186198044
ACH-000266,0.2011832086895757
ACH-000272,0.06488896120735918
ACH-000274,0.1844208285595148
ACH-000277,0.26511654976765303
ACH-000278,0.2268781867199645
ACH-000279,0.11483738838034402
ACH-000280,0.16824105637188733
ACH-000281,0.17191095776407234
ACH-000288,0.1850950358569846
ACH-000291,0.2055484664821964
ACH-000293,0.10599951128384108
ACH-000294,0.2350918697995077
ACH-000295,0.028497697311107843
ACH-000296,0.13344525247209005
ACH-000302,0.18279505401653898
ACH-000304,0.2165631619634737
ACH-000307,0.10555194708969833
ACH-000308,0.16713103846662647
ACH-000310,0.2289528651831273
ACH-000311,0.09998609725520004
ACH-000312,0.2850383611037273
ACH-000315,0.04063367643903404
ACH-000316,0.0020995439800829004
ACH-000317,0.12919256549855196
ACH-000318,0.09090920622121072
ACH-000319,0.21370333717486725
