,PTRH2 (51651)
ACH-000004,-0.14151659391192736
ACH-000005,-0.024180370540564173
ACH-000007,-0.00633974669421054
ACH-000009,-0.03944468218918271
ACH-000011,0.02943765421241458
ACH-000012,-0.17370465584909814
ACH-000013,-0.03750111427224837
ACH-000014,-0.037445954177117685
ACH-000015,-0.10402936765306303
ACH-000017,-0.05125508955662668
ACH-000018,-0.0558475909422683
ACH-000019,-0.4635848157316198
ACH-000021,-0.14565078914780966
ACH-000022,0.025819650833707224
ACH-000025,-0.036946682163982184
ACH-000028,-0.31439920084232603
ACH-000030,-0.0003570952624120178
ACH-000035,-0.15050954708288364
ACH-000036,-0.160583461752257
ACH-000037,-0.0074168149137129455
ACH-000039,-0.07933369987547978
ACH-000040,-0.17647064454826558
ACH-000041,0.005214483616109086
ACH-000042,0.06474079247416538
ACH-000045,-0.054999143251693305
ACH-000047,-0.031071375177287974
ACH-000052,0.04149255791737096
ACH-000053,-0.03564371352252284
ACH-000054,0.05050582498654401
ACH-000055,-0.1500754036039164
ACH-000060,-0.06369063614752843
ACH-000067,-0.02990530233944172
ACH-000070,0.16183307335747082
ACH-000075,-0.21691513470754464
ACH-000078,-0.18332081482602985
ACH-000082,-0.05866123014777477
ACH-000085,-0.09632732261620744
ACH-000086,-0.1235392388133408
ACH-000087,-0.24679244178010054
ACH-000092,0.005177519882810848
ACH-000095,-0.0572627097188521
ACH-000097,-0.06985136100473505
ACH-000098,-0.0334225368334186
ACH-000099,-0.060337780959226026
ACH-000108,0.006038448020049287
ACH-000113,0.05189195728947908
ACH-000116,0.014786178397576087
ACH-000118,0.04821752116997327
ACH-000120,-0.17342290878418004
ACH-000123,-0.0683367336986521
ACH-000127,0.028372748937978486
ACH-000128,0.02060819172001713
ACH-000132,0.025815399036435628
ACH-000133,0.07277625953705298
ACH-000137,-0.15208732946133027
ACH-000138,-0.17980109877229913
ACH-000142,-0.2673863724823129
ACH-000143,-0.03592997367280184
ACH-000146,-0.03152299323446765
ACH-000148,-0.0899178096618552
ACH-000150,0.047310534765738536
ACH-000152,-0.12783675833625327
ACH-000153,0.16258995998515574
ACH-000159,-0.10000345485102574
ACH-000160,-0.18380250180242488
ACH-000163,-0.09496540461454714
ACH-000167,0.0001895026669856188
ACH-000168,-0.23518341923242744
ACH-000169,-0.12916861720093567
ACH-000178,0.0586692312477163
ACH-000183,0.14030789998357893
ACH-000188,-0.07414816155836958
ACH-000189,-0.06890597056119943
ACH-000190,-0.10482884868879304
ACH-000198,-0.0893390947084023
ACH-000203,-0.10282531956756367
ACH-000204,-0.03760632538053621
ACH-000206,0.0340458654919171
ACH-000207,-0.05563978306324383
ACH-000208,-0.2358299525371861
ACH-000210,-0.51731575476016
ACH-000211,-0.06612919867335973
ACH-000215,-0.026861954146178712
ACH-000221,0.06742948494107122
ACH-000222,0.06665409414475673
ACH-000223,-0.0006905901122871322
ACH-000226,0.016068334348082955
ACH-000227,-0.14764492634750911
ACH-000228,-0.03870347745283485
ACH-000231,-0.1327338776786206
ACH-000232,-0.028348364531489062
ACH-000233,0.07957441562902512
ACH-000234,-0.10153280186989663
ACH-000235,-0.07935990091589996
ACH-000237,-0.13978011442361962
ACH-000238,-0.2833709701252799
ACH-000242,0.04180823108314738
ACH-000243,-0.10279128774708968
ACH-000244,-0.2630221015643498
ACH-000246,-0.03848615586002214
ACH-000248,-0.1703773802028293
ACH-000250,-0.06880785783121515
ACH-000251,-0.018071334840258826
ACH-000252,0.22845024683708695
ACH-000253,0.005700590015440222
ACH-000255,-0.3539498652990089
ACH-000256,-0.21628408715128314
ACH-000257,0.09212629735186156
ACH-000258,0.1063861720205255
ACH-000259,-0.09460664735347823
ACH-000260,-0.1221055311606854
ACH-000261,-0.038126730914647605
ACH-000262,0.14853644843609734
ACH-000263,-0.10411409855788048
ACH-000264,-0.15668856670346684
ACH-000265,0.019835356679001367
ACH-000266,-0.10054101567567326
ACH-000272,-0.07322984918912255
ACH-000274,-0.11488176249993005
ACH-000277,-0.1194303412539582
ACH-000278,0.0465659999486223
ACH-000279,-0.027178188280513358
ACH-000280,0.020026521789789482
ACH-000281,0.018739571913578376
ACH-000288,-0.15878982346045098
ACH-000291,-0.003350213179362271
ACH-000293,-0.14621104413323258
ACH-000294,0.0013469184762352215
ACH-000295,-0.16536840180046927
ACH-000296,-0.3216100427843217
ACH-000302,-0.022083968975756343
ACH-000304,0.1910175879720658
ACH-000307,-0.12513823689036513
ACH-000308,-0.04717791455256399
ACH-000310,-0.02610122765037454
ACH-000311,0.022255086162615786
ACH-000312,-0.005750207793483989
ACH-000315,-0.02863204451847632
ACH-000316,-0.2202133904361529
ACH-000317,-0.050443140876472184
ACH-000318,-0.2959737926783502
ACH-000319,-0.06673640229329983
ACH-000320,0.1129433282565918
ACH-000322,-0.5503814515799995
ACH-000323,-0.1805979813292454
ACH-000324,-0.12232076492483301
ACH-000329,-0.1222807631483942
ACH-000330,-0.29322879274924724
ACH-000331,-0.1323154669093311
ACH-000332,-0.03865862804484476
ACH-000334,-0.05341472104276683
ACH-000335,-0.059559320373222285
ACH-000336,-0.11335939350686836
ACH-000337,-0.36052744298931305
ACH-000338,-0.04031787843091544
ACH-000339,-0.0984311309538162
ACH-000341,-0.08093907930237278
ACH-000348,-0.15638988162585216
ACH-000350,0.044001962509462735
ACH-000352,-0.04358760119727857
ACH-000356,0.0998395453218046
ACH-000361,-0.21897308812449254
ACH-000362,0.015647997818119496
ACH-000363,0.042844553426128515
ACH-000364,0.10973625424534623
ACH-000365,-0.01003405680138977
ACH-000366,-0.0039023057466695205
ACH-000368,-0.061638581918969225
ACH-000374,-0.14900318511614988
ACH-000375,-0.1668034391875356
ACH-000376,-0.03146025116336119
ACH-000381,-0.10322435144139376
ACH-000383,-0.048220211414971764
ACH-000387,0.005724206717036932
ACH-000389,-0.314714410611143
ACH-000390,-0.08044793857788829
ACH-000393,0.01703877411307045
ACH-000395,-0.0044571987293721745
ACH-000396,-0.11990313321403408
ACH-000397,-0.058493044019836724
ACH-000401,0.04316293010643953
ACH-000402,0.062191441847661864
ACH-000403,-0.08530954439818332
ACH-000404,-0.13021145100757078
ACH-000406,-0.028732710481354774
ACH-000407,-0.16705534138482253
ACH-000408,-0.009380113076942885
ACH-000410,-0.05225999290941222
ACH-000411,0.006763273118342014
ACH-000414,0.04851551352515869
ACH-000415,-0.08097024844830139
ACH-000416,-0.2686084193945257
ACH-000420,-0.19331607885038246
ACH-000421,-0.026522936143370705
ACH-000424,-0.2633086326588086
ACH-000425,-0.09213711678296037
ACH-000426,-0.1438873225770649
ACH-000427,-0.053800662045306834
ACH-000433,-0.2788463581316212
ACH-000435,-0.03939250887895298
ACH-000436,0.07729762509696292
ACH-000444,0.02657986531420335
ACH-000445,-0.08347782564920374
ACH-000448,0.04338762901911521
ACH-000450,-0.07895408747431178
ACH-000452,-0.029154009455985525
ACH-000454,0.11086603494998393
ACH-000458,-0.2266348235541293
ACH-000459,0.007971884057312771
ACH-000460,-0.08016710217246496
ACH-000461,-0.044624681312792035
ACH-000463,-0.03004611030093454
ACH-000464,-0.07957930726880602
ACH-000466,-0.12567388527871262
ACH-000467,-0.08930872514339963
ACH-000468,-0.04158580355096207
ACH-000469,-0.14277782872015754
ACH-000470,0.01896704749383956
ACH-000471,-0.056744319991537125
ACH-000472,-0.05846373199885025
ACH-000473,-0.054760727782990334
ACH-000475,-0.04722285139097419
ACH-000476,-0.07702231369311915
ACH-000477,0.056297789809445824
ACH-000479,-0.008588392283956183
ACH-000480,-0.08081859376406893
ACH-000481,-0.06753207877927049
ACH-000483,-0.05770691855561275
ACH-000484,-0.0007191733318066843
ACH-000485,0.027719368673102558
ACH-000486,-0.1471470724759203
ACH-000487,-0.0373237557165438
ACH-000488,-0.17523861665527554
ACH-000490,0.018730013795013243
