,RPL37 (6167)
ACH-000004,-1.6377303610579397
ACH-000005,-2.0922087394779094
ACH-000007,-1.3790765495359807
ACH-000009,-1.7384424498187898
ACH-000011,-1.6695485940346209
ACH-000012,-1.322888760792163
ACH-000013,-1.6196669566522242
ACH-000014,-1.7141664132720191
ACH-000015,-1.4868137676243451
ACH-000017,-1.3874071206274818
ACH-000018,-1.3729883490573778
ACH-000019,-1.3869338162132892
ACH-000021,-1.6431849297719858
ACH-000022,-1.4338948453320148
ACH-000025,-1.339946252913568
ACH-000028,-1.3747471391309845
ACH-000030,-1.5958439534850333
ACH-000035,-1.2602333749032284
ACH-000036,-1.227836286950906
ACH-000037,-1.5687610477443892
ACH-000039,-1.795532625784671
ACH-000040,-1.4329351330126026
ACH-000041,-1.83860280289655
ACH-000042,-1.7888494854424564
ACH-000045,-1.6415222748788478
ACH-000047,-1.5957169985515147
ACH-000052,-1.2807173755503125
ACH-000053,-1.6105513080165152
ACH-000054,-1.4746462527795752
ACH-000055,-1.638262758410375
ACH-000060,-1.5549470041117637
ACH-000067,-1.4795313271450552
ACH-000070,-1.6001586693483
ACH-000075,-1.5299704609608888
ACH-000078,-1.6584795641185537
ACH-000082,-1.5243865711824345
ACH-000085,-1.691540986762024
ACH-000086,-1.3725035791078677
ACH-000087,-1.402893473127802
ACH-000092,-1.4593998889936703
ACH-000095,-1.581458498868359
ACH-000097,-1.7448025107032443
ACH-000098,-1.4685641104568046
ACH-000099,-1.5662224895290444
ACH-000108,-1.6365527286830273
ACH-000113,-1.6631006237605763
ACH-000116,-1.4881730855803836
ACH-000118,-1.5261975429399548
ACH-000120,-1.4189061382976509
ACH-000123,-1.5386014229194958
ACH-000127,-1.5562544809504535
ACH-000128,-1.4217903861952266
ACH-000132,-1.7257694836828283
ACH-000133,-1.1775519699415875
ACH-000137,-1.2872298602786458
ACH-000138,-1.637798801056009
ACH-000142,-1.3648251777858391
ACH-000143,-1.65349487839749
ACH-000146,-2.0035939290006892
ACH-000148,-1.8764196808427405
ACH-000150,-1.811305922322176
ACH-000152,-1.3181274282659885
ACH-000153,-1.6278943843004512
ACH-000159,-1.5913257229454096
ACH-000160,-1.6691880376519406
ACH-000163,-1.6363361230592597
ACH-000167,-1.56713315027469
ACH-000168,-1.6997741171466143
ACH-000169,-1.4301259305000913
ACH-000178,-1.4977526825518108
ACH-000183,-1.6006441362840569
ACH-000188,-1.4802105443860063
ACH-000189,-1.7493646648412595
ACH-000190,-1.5061116635578962
ACH-000198,-1.724725524544204
ACH-000203,-1.4610047893133014
ACH-000204,-1.381548527277585
ACH-000206,-2.454584083569681
ACH-000207,-1.570629920037636
ACH-000208,-1.3565592396697213
ACH-000210,-1.8198651468472933
ACH-000211,-1.4563279290572542
ACH-000215,-1.5838253224369159
ACH-000221,-1.524042393960623
ACH-000222,-1.408468642961737
ACH-000223,-1.5489197506581551
ACH-000226,-1.4197292909381476
ACH-000227,-1.72812210641265
ACH-000228,-1.6846131429511801
ACH-000231,-1.5238032811775601
ACH-000232,-1.6525956585048283
ACH-000233,-1.5317685675126045
ACH-000234,-1.7442344317524068
ACH-000235,-1.6940617973994443
ACH-000237,-1.6159522399632853
ACH-000238,-1.5591468708702083
ACH-000242,-1.2595176317066383
ACH-000243,-1.598933569571209
ACH-000244,-1.4255316291407858
ACH-000246,-1.601268235485468
ACH-000248,-1.374838281907817
ACH-000250,-1.5246312730447078
ACH-000251,-1.8685847941728544
ACH-000252,-1.5104212271406448
ACH-000253,-1.5408245737867707
ACH-000255,-1.566662979804219
ACH-000256,-1.5778012293181312
ACH-000257,-1.34518018020049
ACH-000258,-1.2259505657756538
ACH-000259,-1.8399796877956656
ACH-000260,-1.5070341988895688
ACH-000261,-1.6091781555992657
ACH-000262,-1.4386515143866934
ACH-000263,-1.6651229295749819
ACH-000264,-1.5019245164896424
ACH-000265,-1.7549202782768978
ACH-000266,-1.5599691246198961
ACH-000272,-1.6712435721572616
ACH-000274,-1.3724966455668903
ACH-000277,-1.6968924485093757
ACH-000278,-1.3971979235887666
ACH-000279,-1.596635468530056
ACH-000280,-1.5373619416989477
ACH-000281,-1.3436962816848668
ACH-000288,-1.5995097969923495
ACH-000291,-1.5181286277596728
ACH-000293,-1.8390387729114028
ACH-000294,-1.7354690743242842
ACH-000295,-1.4485406217523928
ACH-000296,-1.288966873252314
ACH-000302,-1.7713066709943808
ACH-000304,-2.2961041189213978
ACH-000307,-1.6846933238467026
ACH-000308,-1.7415162695312696
ACH-000310,-1.6877575988250546
ACH-000311,-1.818753934492654
ACH-000312,-1.620923505513835
ACH-000315,-1.5853978985950083
ACH-000316,-1.9568724884794957
ACH-000317,-1.7842916461344331
ACH-000318,-1.4385001546756622
ACH-000319,-1.2212177676318403
ACH-000320,-1.6198862157092475
ACH-000322,-1.1867660579962571
ACH-000323,-1.4006950187218454
ACH-000324,-1.5191355719290118
ACH-000329,-1.5253771688094886
ACH-000330,-1.2830127506248323
ACH-000331,-1.5218297905999572
ACH-000332,-1.7417643867974375
ACH-000334,-1.949519970127012
ACH-000335,-1.3244640409323702
ACH-000336,-1.6127191172594308
ACH-000337,-1.1336500741904298
ACH-000338,-1.3448586860279688
ACH-000339,-1.7236107634021975
ACH-000341,-1.6628278525225844
ACH-000348,-1.874493147414031
ACH-000350,-2.050714294032753
ACH-000352,-1.5649438950267467
ACH-000356,-1.7072006724590507
ACH-000361,-1.4897787917360168
ACH-000362,-1.8408764804067084
ACH-000363,-1.6833927744840682
ACH-000364,-1.4092973884645952
ACH-000365,-1.5331884212462543
ACH-000366,-1.465152335385179
ACH-000368,-1.374821420008686
ACH-000374,-1.4405611353323418
ACH-000375,-1.5008527245728027
ACH-000376,-1.4856528210283169
ACH-000381,-1.2599260823527234
ACH-000383,-1.6854936641521094
ACH-000387,-1.5912816192609305
ACH-000389,-1.513553648588161
ACH-000390,-1.5345137439073813
ACH-000393,-1.5335143411739829
ACH-000395,-1.5664523589396226
ACH-000396,-1.1465042821848777
ACH-000397,-1.4737668785004585
ACH-000401,-1.5693876835416465
ACH-000402,-1.774678268030556
ACH-000403,-1.4535349782083091
ACH-000404,-1.6128150435004844
ACH-000406,-2.0053863764399718
ACH-000407,-1.4459730029775284
ACH-000408,-1.4442184174073345
ACH-000410,-1.4394062980955706
ACH-000411,-1.5471679346822962
ACH-000414,-1.7024089344240876
ACH-000415,-1.6095228751487731
ACH-000416,-1.3867603753633602
ACH-000420,-1.6408151340885837
ACH-000421,-1.5204349866875364
ACH-000424,-1.642733547509356
ACH-000425,-1.5266908895795583
ACH-000426,-2.1539538654634844
ACH-000427,-1.7671864134309985
ACH-000433,-1.4835861542856814
ACH-000435,-1.169754015961059
ACH-000436,-1.449756050725953
ACH-000444,-1.5268318039296964
ACH-000445,-1.3715055711196198
ACH-000448,-1.5424439575808278
ACH-000450,-2.1071079431266457
ACH-000452,-1.5579793094463168
ACH-000454,-1.6860974227061285
ACH-000458,-1.4179035660604262
ACH-000459,-1.9727570430151005
ACH-000460,-1.433935390393044
ACH-000461,-1.4840912502684096
ACH-000463,-1.5011259658738705
ACH-000464,-1.4637318274143123
ACH-000466,-2.0429922359639514
ACH-000467,-1.5126224223206293
ACH-000468,-1.4264265822452078
ACH-000469,-1.5673440133044407
ACH-000470,-1.5392189248778707
ACH-000471,-1.5811778505153808
ACH-000472,-1.6267692529732236
ACH-000473,-1.8306418047929132
ACH-000475,-1.6119909186674577
ACH-000476,-1.4957744448117725
ACH-000477,-2.2676084730125083
ACH-000479,-1.5098337767923555
ACH-000480,-1.3601021097558477
ACH-000481,-1.7299711447580002
ACH-000483,-1.2961874471510575
ACH-000484,-1.5681432632053034
ACH-000485,-1.59438300367312
ACH-000486,-1.4765761070132497
ACH-000487,-1.7471621277991745
ACH-000488,-1.5662996395611164
ACH-000490,-1.5208680444514675
ACH-000491,-1.5542282638036142
ACH-000495,-1.368040319463061
ACH-000496,-1.5574775954809736
ACH-000499,-1.5098418654995116
ACH-000500,-0.7885190304067217
ACH-000502,-1.5473931371510738
ACH-000503,-1.5034234247071616
ACH-000505,-1.479804741914946
ACH-000507,-1.335488119460802
ACH-000510,-1.4809796044029453
ACH-000511,-1.360619232070862
ACH-000512,-1.7998762478392918
ACH-000516,-1.4894933296069954
ACH-000517,-1.7076256514403565
ACH-000518,-1.6312180641956855
ACH-000520,-1.2959810018749855
ACH-000521,-1.668749871768154
ACH-000522,-1.4928773599795404
ACH-000524,-1.4964009678426653
ACH-000527,-1.6260849473309684
ACH-000528,-1.4608954441284745
ACH-000537,-1.7984824226454308
ACH-000541,-1.236475052080726
ACH-000542,-1.5700505443163577
ACH-000544,-1.4922774941589037
ACH-000545,-1.3684214926044742
ACH-000547,-1.2425118636703156
ACH-000548,-1.391310936131579
ACH-000549,-1.5333095574290023
ACH-000550,-1.5492746454213198
ACH-000552,-1.6329706456349171
ACH-000556,-1.5069585197679152
ACH-000557,-2.121473826401731
ACH-000569,-1.4235479621368188
ACH-000570,-1.5609354194036489
ACH-000571,-1.946065842651012
ACH-000573,-1.6038401199966497
ACH-000576,-1.6343070007465454
ACH-000579,-1.6645171108600902
ACH-000580,-1.5021828512734852
ACH-000584,-1.682169370950685
ACH-000585,-1.4924728910972331
ACH-000588,-1.6573780546743764
ACH-000589,-1.6855483456030529
ACH-000591,-1.2829007037448006
ACH-000593,-1.5059866108489728
ACH-000600,-1.5508220493935436
ACH-000601,-1.3999573058510484
ACH-000605,-1.6620876517530878
ACH-000606,-1.537405856353603
ACH-000608,-1.4821182561603359
ACH-000614,-2.0067598183375432
ACH-000616,-1.7027355341983197
ACH-000618,-1.5179414161576512
ACH-000619,-1.5364029629450382
ACH-000620,-1.7427508939823948
ACH-000621,-1.5896318309094162
ACH-000622,-1.6737412807676126
ACH-000623,-1.6915233217486914
ACH-000624,-1.4913615491683487
ACH-000627,-1.2234577044947044
ACH-000630,-1.4153946595466786
ACH-000631,-1.781692684580236
ACH-000632,-1.7717501237153117
ACH-000633,-1.4967317508048752
ACH-000637,-1.6574351908018026
ACH-000638,-1.6260067793350181
ACH-000646,-1.6854650241046358
ACH-000647,-1.4794792933144083
ACH-000648,-1.6402987129768407
ACH-000649,-1.3508360128442711
ACH-000651,-1.56992151099029
ACH-000652,-1.4904000837926574
ACH-000653,-1.5350909674352051
ACH-000657,-1.649814982040236
ACH-000658,-1.811301879738317
ACH-000661,-2.040375881653541
ACH-000662,-1.2459705546947752
ACH-000663,-1.8171254166562465
ACH-000665,-1.4059324047750634
ACH-000671,-1.627043503655183
ACH-000672,-1.7338903651218576
ACH-000673,-1.626067558618228
ACH-000676,-1.603412911186877
ACH-000677,-2.019299442161916
ACH-000681,-1.8039766761101768
