,URGCP (55665)
ACH-000004,0.05994871980972464
ACH-000005,0.04083750062429018
ACH-000007,-0.15135666447628204
ACH-000009,-0.08817132616707825
ACH-000011,-0.22543445421521754
ACH-000012,-0.018276816591264733
ACH-000013,-0.010623678259915528
ACH-000014,0.03309831232057471
ACH-000015,-0.025298932292421288
ACH-000017,-0.03312417942913287
ACH-000018,0.03754056218635954
ACH-000019,-0.2662780552066753
ACH-000021,-0.02332777828044941
ACH-000022,-0.07755166831584091
ACH-000025,-0.048159789650173715
ACH-000028,-0.0909432431639973
ACH-000030,0.045088471311601284
ACH-000035,-0.06230804967358024
ACH-000036,-0.013023302006087143
ACH-000037,0.04417974758430833
ACH-000039,0.021468099076866438
ACH-000040,-0.0562761381343922
ACH-000041,-0.14972848495863528
ACH-000042,-0.06858238529636268
ACH-000045,-0.11170602865650588
ACH-000047,-0.2851381182597981
ACH-000052,-0.07036913763129529
ACH-000053,-0.11428012421705964
ACH-000054,-0.2648490715242779
ACH-000055,-0.056000936700823935
ACH-000060,-0.12494091754782795
ACH-000067,-0.03404860015139547
ACH-000070,0.04095016132699228
ACH-000075,-0.2101764110643067
ACH-000078,-0.14900170289088271
ACH-000082,-0.17677991780798202
ACH-000085,0.04900942417412416
ACH-000086,-0.0022288066813064803
ACH-000087,-0.02108208799679516
ACH-000092,-0.04899890092766187
ACH-000095,-0.11296768827337135
ACH-000097,-0.12129240697117713
ACH-000098,0.06046556485079281
ACH-000099,-0.055000307446344716
ACH-000108,-0.08980570828856495
ACH-000113,-0.09344087809266118
ACH-000116,-0.158829687858484
ACH-000118,0.01151774712787474
ACH-000120,-0.05202944764780218
ACH-000123,-0.11604443589742335
ACH-000127,0.02458327037264916
ACH-000128,-0.1036686694745124
ACH-000132,0.10035696535009687
ACH-000133,-0.059335084268115436
ACH-000137,0.089447610421672
ACH-000138,0.08108285151025793
ACH-000142,-0.07430249403539843
ACH-000143,0.10549830015618486
ACH-000146,-0.1120220674940111
ACH-000148,-0.06578689781439932
ACH-000150,-0.1208826144482397
ACH-000152,-0.013696817599218527
ACH-000153,0.019979305291035136
ACH-000159,-0.26286889730328383
ACH-000160,0.028967423740873226
ACH-000163,0.045238520174552516
ACH-000167,0.5475196008893646
ACH-000168,-0.15113586507865662
ACH-000169,-0.08398953857845971
ACH-000178,-0.13857762039400626
ACH-000183,0.029263730873961988
ACH-000188,-0.07119898461331163
ACH-000189,-0.15789504219520162
ACH-000190,-0.2238690471482195
ACH-000198,-0.07096585116157493
ACH-000203,-0.3599850822372195
ACH-000204,0.04020527021905712
ACH-000206,0.05748374433576435
ACH-000207,-0.054064308557322124
ACH-000208,-0.3317791155693885
ACH-000210,0.06638541943976935
ACH-000211,-0.08246420475756369
ACH-000215,-0.056653169969826285
ACH-000221,-0.1380403365634067
ACH-000222,0.011498482011609426
ACH-000223,0.02914782497541973
ACH-000226,-0.14836819903414086
ACH-000227,-0.13310631211745955
ACH-000228,-0.22825909858362334
ACH-000231,-0.10551369419235568
ACH-000232,-0.062411083716694335
ACH-000233,-0.009274739710565043
ACH-000234,-0.11291874977990728
ACH-000235,-0.09790743862596596
ACH-000237,-0.07102397507410363
ACH-000238,0.05007463894146588
ACH-000242,0.024912924993080468
ACH-000243,-0.1387513917081953
ACH-000244,-0.18897402169185698
ACH-000246,-0.09803748299860224
ACH-000248,0.0691770715536291
ACH-000250,-0.19820365085747046
ACH-000251,0.20152979520991013
ACH-000252,0.011832440848819663
ACH-000253,-0.11487182932250767
ACH-000255,-0.177949489176192
ACH-000256,0.03448375524645966
ACH-000257,-0.21925864117299707
ACH-000258,0.011992016911695977
ACH-000259,-0.001137902418384814
ACH-000260,-0.04465747105331073
ACH-000261,-0.1777043992271792
ACH-000262,-0.10142669535583386
ACH-000263,-0.11890009510307535
ACH-000264,-0.18861008860650846
ACH-000265,-0.0367412998685492
ACH-000266,-0.09790745121647472
ACH-000272,-0.11275552798705353
ACH-000274,0.0005504602622958378
ACH-000277,0.011754201814352659
ACH-000278,0.03282032964907785
ACH-000279,-0.02916788874711265
ACH-000280,-0.056477558028322876
ACH-000281,0.013130075032603978
ACH-000288,-0.12776485257558806
ACH-000291,-0.030354795467680468
ACH-000293,-0.2559916163659077
ACH-000294,-0.11269136549286808
ACH-000295,0.12552130687647114
ACH-000296,0.20772563739894293
ACH-000302,-0.12847198062829218
ACH-000304,-0.19958045878840505
ACH-000307,0.03499264547355497
ACH-000308,-0.1718096410166528
ACH-000310,-0.23783652040880424
ACH-000311,-0.15235001676257826
ACH-000312,-0.0499845396475725
ACH-000315,-0.013700974345076118
ACH-000316,-0.020274592248382284
ACH-000317,0.4455661559343384
ACH-000318,-0.04862711520107548
ACH-000319,-0.004314299423981956
ACH-000320,0.24786619827372824
ACH-000322,0.006278614614470377
ACH-000323,-0.029841519422672495
ACH-000324,-0.07863755073732634
ACH-000329,-0.11482378417207748
ACH-000330,-0.009022689391651578
ACH-000331,-0.12019645778969434
ACH-000332,-0.2437874258710232
ACH-000334,0.009587850897754008
ACH-000335,0.12496075092409993
ACH-000336,0.024273086568982083
ACH-000337,-0.2622749620120005
ACH-000338,-0.06501262404180537
ACH-000339,-0.06720096650262655
ACH-000341,-0.047822237939516746
ACH-000348,0.1975878507024182
ACH-000350,-0.11706456698274567
ACH-000352,0.008687998906088708
ACH-000356,-0.27275425976888
ACH-000361,-0.08879264141330903
ACH-000362,-0.15765522824226333
ACH-000363,-0.09433325702503764
ACH-000364,-0.07057984538719587
ACH-000365,-0.0821537242875989
ACH-000366,-0.060836176434966374
ACH-000368,0.035402777045241265
ACH-000374,-0.1511081024367539
ACH-000375,-0.0018385238643104007
ACH-000376,-0.010910081542280986
ACH-000381,-0.07140772913997544
ACH-000383,-0.04362143769640524
ACH-000387,-0.008078264495583468
ACH-000389,-0.27784963404688645
ACH-000390,-0.07279234823905907
ACH-000393,-0.1694631642400872
ACH-000395,0.01110479840930109
ACH-000396,-0.061014330543847126
ACH-000397,-0.06673386278542782
ACH-000401,0.031693898996130065
ACH-000402,0.24472309115637494
ACH-000403,-0.12206846143441995
ACH-000404,-0.0852141295755838
ACH-000406,-0.07170276058234762
ACH-000407,-0.026555177309507412
ACH-000408,-0.07206920692715123
ACH-000410,-0.021207709735216344
ACH-000411,-0.23686074780265234
ACH-000414,-0.09507837026029156
ACH-000415,-0.14490579970254194
ACH-000416,-0.03627618092382951
ACH-000420,-0.26559461440355314
ACH-000421,-0.07382318925154342
ACH-000424,-0.09180150239061027
ACH-000425,-0.1714462558064542
ACH-000426,-0.14003608813398272
ACH-000427,-0.06718680758300065
ACH-000433,-0.06455010352169824
ACH-000435,-0.04818188278065298
ACH-000436,-0.013496649547670249
ACH-000444,-0.29063181082038025
ACH-000445,-0.019347007370112083
ACH-000448,-0.16873749038870856
ACH-000450,-0.013459934862188456
ACH-000452,-0.2454950831935865
ACH-000454,-0.03179942837686158
ACH-000458,-0.04251856953331108
ACH-000459,-0.002848164261767513
ACH-000460,-0.07695065274134719
ACH-000461,-0.035759474647351214
ACH-000463,-0.20821713306067294
ACH-000464,-0.14876697510364004
ACH-000466,0.08788100484699395
ACH-000467,-0.003476300782365288
ACH-000468,-0.022070634685528542
ACH-000469,0.031592173125937935
ACH-000470,-0.023111142363200304
ACH-000471,-0.1774855713206103
ACH-000472,-0.027038178910485936
ACH-000473,0.0732888513891486
ACH-000475,-0.09275537467682897
ACH-000476,-0.17020404874379674
ACH-000477,-0.16404255080108
ACH-000479,-0.047696642315321024
ACH-000480,0.07776777822836856
ACH-000481,-0.06242009473109576
ACH-000483,0.12165589543391266
ACH-000484,-0.07307663448844677
ACH-000485,0.07633879533248644
ACH-000486,-0.06991047227772576
