,DIAPH3 (81624)
ACH-000004,-0.29386246474511385
ACH-000005,0.04557689445298237
ACH-000007,-0.124538371193319
ACH-000009,-0.021102154432757744
ACH-000011,-0.21951112745196075
ACH-000012,-0.2511413863357803
ACH-000013,-0.21254635608477151
ACH-000014,-0.3782886034625869
ACH-000015,-0.2065020318725906
ACH-000017,-0.24643778743830655
ACH-000018,-0.1462601464572147
ACH-000019,-0.052000456002858415
ACH-000021,-0.6094342014441908
ACH-000022,-0.07057219642886699
ACH-000025,-0.2460100260816029
ACH-000028,-0.1889573355771045
ACH-000030,-0.199415902434327
ACH-000035,-0.16442610059776727
ACH-000036,-0.2761633763747847
ACH-000037,-0.3533495787263953
ACH-000039,-0.32444234395281485
ACH-000040,-0.1872960968712662
ACH-000041,-0.2600472270812622
ACH-000042,-0.20127528711705991
ACH-000045,-0.1430441212858531
ACH-000047,-0.15856251164656815
ACH-000052,-0.2869210380400723
ACH-000053,0.008542355579449592
ACH-000054,-0.2156916890053262
ACH-000055,-0.21377889058721472
ACH-000060,-0.4874881213757229
ACH-000067,-0.2940781317128464
ACH-000070,-0.055882327465315546
ACH-000075,-0.4140975950275128
ACH-000078,-0.16492516420577105
ACH-000082,-0.24942948983292915
ACH-000085,-0.3801336111933199
ACH-000086,-0.23926584259411826
ACH-000087,-0.3914832364679836
ACH-000092,-0.22140441879293135
ACH-000095,-0.1899581931018321
ACH-000097,-0.25908764819103564
ACH-000098,-0.3371710167321426
ACH-000099,-0.20905949512310573
ACH-000108,-0.2303722193158779
ACH-000113,-0.5397940908153509
ACH-000116,-0.21526489303300927
ACH-000118,-0.12782360606021595
ACH-000120,-0.12577840484888453
ACH-000123,-0.3761654647932631
ACH-000127,-0.18060310901568272
ACH-000128,-0.11609994960101068
ACH-000132,-0.2084655767137126
ACH-000133,-0.2259619841764534
ACH-000137,-0.19391111228589128
ACH-000138,-0.40849971353381226
ACH-000142,-0.4629000309913398
ACH-000143,-0.21189953305720774
ACH-000146,-0.06401290923453264
ACH-000148,-0.17417968219238542
ACH-000150,-0.4898446170484642
ACH-000152,-0.1475147813562487
ACH-000153,-0.2548462367966437
ACH-000159,-0.3370844930889623
ACH-000160,-0.10915877943070712
ACH-000163,-0.22384797637356732
ACH-000167,-0.5852790435209893
ACH-000168,-0.3950687667074476
ACH-000169,-0.7188626375724785
ACH-000178,-0.4428079966163684
ACH-000183,-0.1868357135103207
ACH-000188,-0.6311574392812264
ACH-000189,-0.002050439999883252
ACH-000190,-0.2910677110613738
ACH-000198,-0.12604239437345374
ACH-000203,-0.2517233718765701
ACH-000204,-0.22972189212118985
ACH-000206,-0.07048009619382735
ACH-000207,-0.14179858776835946
ACH-000208,-0.2359989323333177
ACH-000210,-0.3060187264406142
ACH-000211,-0.25949882021094994
ACH-000215,-0.20995703298118956
ACH-000221,-0.06548996199954298
ACH-000222,-0.163592075268449
ACH-000223,-0.17443245536672033
ACH-000226,-0.325937081585134
ACH-000227,-0.2091227471820581
ACH-000228,-0.432803783103108
ACH-000231,-0.04915429861266984
ACH-000232,-0.12316357251634673
ACH-000233,-0.045749258075703514
ACH-000234,-0.2341539038938243
ACH-000235,-0.13029759896477647
ACH-000237,-0.14413632538858193
ACH-000238,-0.410926817284726
ACH-000242,-0.335011814897555
ACH-000243,-0.4457578516865379
ACH-000244,-0.554288907945687
ACH-000246,-0.2163620203827528
ACH-000248,-0.13847534905443315
ACH-000250,-0.32910882649283746
ACH-000251,-0.38302355316634507
ACH-000252,-0.2042685380770787
ACH-000253,-0.11007694966064516
ACH-000255,-0.1443805039273049
ACH-000256,-0.35065739232065324
ACH-000257,-0.1590752103618089
ACH-000258,-0.10171771691843516
ACH-000259,-0.17437183710027346
ACH-000260,-0.2466380146347838
ACH-000261,-0.2509962062684005
ACH-000262,-0.3121118866465747
ACH-000263,-0.04166272503803633
ACH-000264,-0.2706802974432432
ACH-000265,-0.5721031371068276
ACH-000266,-0.36979932460162496
ACH-000272,-0.1287094715199828
ACH-000274,-0.2333445852106449
ACH-000277,-0.5749038248322149
ACH-000278,-0.3560808900143771
ACH-000279,-0.2204001219266216
ACH-000280,-0.04417871948529356
ACH-000281,-0.008605438486934826
ACH-000288,-0.22070448529321202
ACH-000291,-0.15743524369490552
ACH-000293,-0.23454165852985054
ACH-000294,0.005061626038693617
ACH-000295,0.03167941293648864
ACH-000296,-0.2993892183445316
ACH-000302,-0.3182845089241273
ACH-000304,-0.20634970856928936
ACH-000307,0.03895287483400122
ACH-000308,-0.2480663658548124
ACH-000310,-0.11700044192953267
ACH-000311,-0.09491832789676098
ACH-000312,-0.14317772427188444
ACH-000315,-0.2645071408335005
ACH-000316,-0.19015195981915786
