,RPS6KB2 (6199)
ACH-000004,-0.02462698290431955
ACH-000005,-0.006148556243607367
ACH-000007,0.04631676948450456
ACH-000009,-0.1708054845233912
ACH-000011,-0.00013434861844123186
ACH-000012,-0.04665885581767154
ACH-000013,-0.16208933432963302
ACH-000014,0.08128326965535602
ACH-000015,0.018485984836043287
ACH-000017,0.014731352875434704
ACH-000018,-0.04034207467558824
ACH-000019,-0.17376777087703066
ACH-000021,0.0042684494686157926
ACH-000022,-0.00897808074557815
ACH-000025,-0.08689895836939708
ACH-000028,-0.27187776496475435
ACH-000030,-0.16804527830918126
ACH-000035,-0.1574362913939296
ACH-000036,-0.03211213437320376
ACH-000037,-0.04602778823880183
ACH-000039,-0.17230156475143027
ACH-000040,-0.06800409534223574
ACH-000041,-0.19233031040954
ACH-000042,-0.10004708321222852
ACH-000045,-0.042525295420257264
ACH-000047,0.003546113467730833
ACH-000052,0.11681997375599615
ACH-000053,-0.14478873827134114
ACH-000054,0.030978670005967525
ACH-000055,-0.006277414538177557
ACH-000060,-0.14345977717343664
ACH-000067,0.005664441690724318
ACH-000070,0.08885273292082227
ACH-000075,-0.3029825083861823
ACH-000078,-0.006610492089414893
ACH-000082,-0.10058775121201984
ACH-000085,-0.012803208404401129
ACH-000086,-0.1191377099896838
ACH-000087,0.0024909691995824022
ACH-000092,-0.08864125870766071
ACH-000095,-0.07898607774966432
ACH-000097,-0.06030066660756536
ACH-000098,-0.11623451604683754
ACH-000099,-0.13666449972519826
ACH-000108,0.025842675029413162
ACH-000113,-0.1567602711368662
ACH-000116,-0.1307948008044087
ACH-000118,-0.06856657018362639
ACH-000120,-0.002892868833425468
ACH-000123,-0.10198350082993672
ACH-000127,-0.13124597802123766
ACH-000128,-0.22719184197181255
ACH-000132,-0.17458973642706072
ACH-000133,-0.07952341412080008
ACH-000137,0.02611805478050749
ACH-000138,-0.19276555858864253
ACH-000142,-0.1049865735900578
ACH-000143,-0.15606781152081944
ACH-000146,-0.07522511650435056
ACH-000148,0.06702836743514569
ACH-000150,-0.0770452947932781
ACH-000152,-0.014051982149477376
ACH-000153,-0.20402873397865226
ACH-000159,-0.06747081854779706
ACH-000160,-0.32566335792190226
ACH-000163,-0.07987364097996201
ACH-000167,-0.2988022637604276
ACH-000168,-0.07324007193568209
ACH-000169,-0.18608925403843413
ACH-000178,0.04492777187248394
ACH-000183,-0.19447146266851756
ACH-000188,-0.13545244588714986
ACH-000189,0.001830544292855589
ACH-000190,0.036228222862819286
ACH-000198,0.0003100129741517397
ACH-000203,-0.166888228376939
ACH-000204,-0.24400558385130264
ACH-000206,0.11058944588586694
ACH-000207,-0.2506040038553525
ACH-000208,0.14709011297048782
ACH-000210,-0.2250158929266451
ACH-000211,-0.09511092292281
ACH-000215,-0.06305557326686123
ACH-000221,-0.05308700157029622
ACH-000222,-0.06611946239874528
ACH-000223,-0.015507263562493687
ACH-000226,-0.05223953567189426
ACH-000227,-0.03946631148275807
ACH-000228,-0.1423597211707358
ACH-000231,-0.12160025394790328
ACH-000232,-0.04971114559389981
ACH-000233,0.005943465420720042
ACH-000234,-0.22927053332194094
ACH-000235,-0.05852778270088292
ACH-000237,0.06643693266762599
ACH-000238,-0.0006993388196661499
