,SPOP (8405)
ACH-000004,-0.008904896714059751
ACH-000005,0.0045016705184871345
ACH-000007,-0.002401599722318673
ACH-000009,-0.07492589585051633
ACH-000011,0.005889548279916196
ACH-000012,-0.17822703732817582
ACH-000013,0.031937446482257464
ACH-000014,-0.01049456257126494
ACH-000015,-0.05996231360287695
ACH-000017,-0.209125874048092
ACH-000018,0.0312523461801024
ACH-000019,0.018050090570939942
ACH-000021,0.0715802702528819
ACH-000022,-0.0775067300803225
ACH-000025,-0.015930215732761217
ACH-000028,0.0836564631720323
ACH-000030,-0.05913452539837115
ACH-000035,-0.033464002312936954
ACH-000036,0.06834157906153672
ACH-000037,-0.0011162262875917288
ACH-000039,-0.032309447559432485
ACH-000040,-0.1357210259489647
ACH-000041,-0.060192412934110574
ACH-000042,-0.008174440417501034
ACH-000045,0.06998866449927067
ACH-000047,-0.1363353892505984
ACH-000052,0.035691875078633216
ACH-000053,0.11581864299016875
ACH-000054,0.07408579932763391
ACH-000055,-0.10060223422707168
ACH-000060,0.004112014340682957
ACH-000067,-0.05706819396184819
ACH-000070,-0.05471807863359257
ACH-000075,-0.016274267038459068
ACH-000078,0.10611904326396213
ACH-000082,-0.17993601081473887
ACH-000085,-0.05610292361865255
ACH-000086,0.05891953034605168
ACH-000087,-0.0037127710804511172
ACH-000092,-0.06784710401281434
ACH-000095,0.024089709281959124
ACH-000097,-0.10259403347078702
ACH-000098,-0.09753340642944423
ACH-000099,0.13138335558219427
ACH-000108,0.10089106023594728
ACH-000113,0.057875202942764485
ACH-000116,-0.15417699131669793
ACH-000118,-0.057847430332339037
ACH-000120,0.0017162331204486087
ACH-000123,-0.07658816293073258
ACH-000127,0.12958613619064868
ACH-000128,0.1659215877713827
ACH-000132,0.2925459717103012
ACH-000133,-0.006136923562274463
ACH-000137,-0.10039880834316166
ACH-000138,-0.0017248769218738982
ACH-000142,0.02488070668150911
ACH-000143,-0.19886021054777225
ACH-000146,-0.056717256214796376
ACH-000148,-0.11558672841810765
ACH-000150,-0.06638504253653099
ACH-000152,0.08786568639062854
ACH-000153,-0.13644212941648595
ACH-000159,0.095658152420001
ACH-000160,0.045125086300010095
ACH-000163,-0.05784919303286875
ACH-000167,0.154754905679726
ACH-000168,-0.23056186411719096
ACH-000169,-0.06327058629734422
ACH-000178,-0.06211042345735139
ACH-000183,0.1238992149191708
ACH-000188,-0.009992432302748131
ACH-000189,-0.16581655918408206
ACH-000190,-0.2656286170510906
ACH-000198,0.07775963452243638
ACH-000203,-0.014767586365659731
ACH-000204,-0.07572287996582708
ACH-000206,0.1978905982108341
ACH-000207,-0.1349081406297898
ACH-000208,0.05635122671396407
ACH-000210,-0.061968025552728075
ACH-000211,-0.027389709646024458
ACH-000215,-0.03026534359105825
ACH-000221,-0.002930804940218501
ACH-000222,-0.04195300945410827
ACH-000223,-0.03693055947124485
ACH-000226,-0.1519494113424085
ACH-000227,0.05700050739167175
ACH-000228,-0.1102498534245674
ACH-000231,-0.005362175228110288
ACH-000232,-0.050198733081558616
ACH-000233,0.1811731396229365
ACH-000234,-0.07065708886383787
ACH-000235,-0.031255866840428505
ACH-000237,-0.026235173460490674
ACH-000238,-0.07231525580006222
ACH-000242,0.2727617140194742
ACH-000243,-0.1157406999348687
ACH-000244,0.0141459476892013
ACH-000246,0.3079613859617089
ACH-000248,-0.04302895666570186
ACH-000250,-0.18295697919656492
ACH-000251,0.07736069188099699
ACH-000252,-0.059007745814515865
ACH-000253,0.051575653347440915
ACH-000255,-0.09991534457195984
ACH-000256,-0.02921114780105624
ACH-000257,0.057019755417855575
ACH-000258,-0.12897745772150712
ACH-000259,-0.11405774184166365
ACH-000260,0.14421389877238294
ACH-000261,-0.06619782585028426
ACH-000262,-0.13884082613669882
ACH-000263,-0.14741041669429344
ACH-000264,-0.022190849579976912
ACH-000265,-0.06977837622624446
ACH-000266,-0.08682524776903514
ACH-000272,0.12842993629443153
ACH-000274,0.021412569681507728
ACH-000277,0.00769983748283627
ACH-000278,0.002515307596093965
ACH-000279,0.07084908982496071
ACH-000280,-0.017527064363760916
ACH-000281,-0.06266116531614535
ACH-000288,-0.034059691061448835
ACH-000291,0.2002007818229042
ACH-000293,-0.07381859072373795
ACH-000294,0.18132653994189624
ACH-000295,-0.0044396610256068215
ACH-000296,-0.029074688247946987
ACH-000302,-0.03220439175649885
ACH-000304,-0.059089133957611825
ACH-000307,-0.030225676960558133
ACH-000308,0.10412745243872287
ACH-000310,0.07659309808825007
ACH-000311,-0.11599250825790625
ACH-000312,-0.009869937502726366
ACH-000315,0.05180569095416945
ACH-000316,-0.03523980961352883
ACH-000317,-0.058435662062302475
ACH-000318,0.06740305185308589
ACH-000319,-0.09361670345681787
ACH-000320,0.1518473084206677
ACH-000322,0.04035420836286428
ACH-000323,-0.03486523146734618
ACH-000324,0.024713159603164545
ACH-000329,-0.009124728853277456
ACH-000330,-0.2560447106316123
ACH-000331,-0.003953641269690021
ACH-000332,-0.03416565939954599
ACH-000334,-0.03908568639447575
ACH-000335,0.09429157124565653
ACH-000336,-0.19221076085135333
ACH-000337,-0.08126617266533219
ACH-000338,-0.08317354838293828
ACH-000339,0.0329173776214556
ACH-000341,-0.07628519177655048
ACH-000348,-0.007358057020546269
ACH-000350,-0.03898345633781585
ACH-000352,0.025316589540576882
ACH-000356,-0.18023549952375628
ACH-000361,0.2277924326066801
ACH-000362,0.05466347011313706
ACH-000363,-0.17112003825897965
ACH-000364,0.11548585421344625
ACH-000365,0.21518080201921325
ACH-000366,0.03092992390733145
ACH-000368,-0.06406644541347001
ACH-000374,-0.20432325341672167
ACH-000375,-0.2054500794843776
ACH-000376,0.04982128697118541
ACH-000381,-0.18155511868421711
ACH-000383,-0.03132959438355069
ACH-000387,-0.1507777444913002
ACH-000389,0.30145355250333505
ACH-000390,-0.10146222198464104
ACH-000393,0.028299064079017295
ACH-000395,0.09842448573306813
ACH-000396,-0.1538807072498961
ACH-000397,-0.1293522724616562
ACH-000401,0.12933516104321252
ACH-000402,-0.09743391467594947
ACH-000403,-0.09101646157042448
ACH-000404,-0.13021748140237124
ACH-000406,-0.027467996893964584
ACH-000407,-0.12973036116256395
ACH-000408,-0.0676619224179056
ACH-000410,0.028916080566199914
ACH-000411,0.06802060275143648
ACH-000414,0.04251833076951218
ACH-000415,-0.05570554663330946
ACH-000416,-0.12731358982670615
ACH-000420,-0.0022842730227242546
ACH-000421,0.11274180140166358
ACH-000424,-0.005773792945244102
ACH-000425,0.10397504835748676
ACH-000426,0.09961166706121166
ACH-000427,0.009577566823757386
ACH-000433,-0.010484036808556562
ACH-000435,-0.19504472745471046
ACH-000436,0.10596321637600127
ACH-000444,0.0631878755181234
ACH-000445,0.18271841317496687
ACH-000448,0.03581310780610252
ACH-000450,-0.06919829308638002
ACH-000452,-0.10063045623265553
ACH-000454,-0.1991228162107224
ACH-000458,-0.3110671617157974
ACH-000459,-0.12960431401963513
ACH-000460,-0.21207429711111234
ACH-000461,-0.05546990338198456
ACH-000463,-0.03465062256763985
ACH-000464,0.13609115052669635
ACH-000466,0.10286737649969616
ACH-000467,-0.08665327951693502
ACH-000468,-0.02452857034240749
ACH-000469,-0.10964442957954268
ACH-000470,0.0199945055144117
ACH-000471,-0.031398641752070716
ACH-000472,0.003258827951835056
ACH-000473,-0.2573253724777688
ACH-000475,-0.3737121019381221
ACH-000476,-0.0257873128290307
ACH-000477,-0.008937467112563503
ACH-000479,-0.027605851539426043
ACH-000480,-0.20421571196177107
ACH-000481,-0.13671785593411834
ACH-000483,0.07126230082280538
ACH-000484,0.2633608071053001
ACH-000485,-0.0962975206329866
ACH-000486,0.013921456680399024
ACH-000487,-0.21123804957102
ACH-000488,-0.12570495534911458
ACH-000490,0.0022382058490189255
ACH-000491,0.09751796518785966
ACH-000495,0.1969395675911562
ACH-000496,-0.08707606479991667
ACH-000499,0.06846636801528923
ACH-000500,0.0607942099137167
ACH-000502,-0.0060451782403227365
ACH-000503,-0.12176359728874232
ACH-000505,0.0059051675834137065
ACH-000507,-0.042421879129603934
ACH-000510,0.02422019087301681
ACH-000511,-0.23357972904295846
ACH-000512,0.15526650796698835
ACH-000516,-0.1512514536307325
