,CHCHD5 (84269)
ACH-000004,-0.2938224967428595
ACH-000005,-0.23019338560200905
ACH-000007,-0.14913066672965336
ACH-000009,-0.2590993873460954
ACH-000011,-0.034819477389315484
ACH-000012,-0.3491479117231576
ACH-000013,-0.4340002647669342
ACH-000014,-0.30174842385311385
ACH-000015,-0.2875299542752621
ACH-000017,-0.10178067027243884
ACH-000018,-0.23744752023723675
ACH-000019,-0.18616798543351004
ACH-000021,-0.20611026857198372
ACH-000022,-0.1839098445052856
ACH-000025,-0.2243949319017917
ACH-000028,-0.3263507994975733
ACH-000030,-0.20294511592941325
ACH-000035,-0.2385790565183292
ACH-000036,-0.12910278028139138
ACH-000037,-0.41568271980349175
ACH-000039,-0.1319925264820706
ACH-000040,-0.2690788166636402
ACH-000041,-0.2721078505175156
ACH-000042,-0.20899397748669335
ACH-000045,-0.20418243920926996
ACH-000047,-0.15575237317671226
ACH-000052,-0.2287153492557596
ACH-000053,-0.2630051059777269
ACH-000054,-0.15403780394893907
ACH-000055,-0.2070754334651589
ACH-000060,-0.23088440217868106
ACH-000067,-0.3187194259858765
ACH-000070,-0.3738772725337001
ACH-000075,-0.21287293571139013
ACH-000078,-0.18244008330172612
ACH-000082,-0.30683160533287823
ACH-000085,-0.3006522335457784
ACH-000086,-0.4744713257606321
ACH-000087,-0.3904080143631475
ACH-000092,-0.3424894456594825
ACH-000095,-0.12178492962134492
ACH-000097,-0.15063209052196253
ACH-000098,-0.3682016298869736
ACH-000099,-0.222091702222073
ACH-000108,-0.20888454395877204
ACH-000113,-0.3349712538823353
ACH-000116,-0.15972892287412022
ACH-000118,-0.2504046192639777
ACH-000120,-0.22856197632160294
ACH-000123,-0.3554259712191756
ACH-000127,-0.19503307507517792
ACH-000128,-0.1605951682572771
ACH-000132,-0.2267495311316405
ACH-000133,-0.4259634031210995
ACH-000137,-0.2579431599405821
ACH-000138,-0.19201885350990466
ACH-000142,-0.20895869744291654
ACH-000143,-0.11170807295618858
ACH-000146,-0.12003737077536925
ACH-000148,-0.1778537423958385
ACH-000150,-0.3127600297536793
ACH-000152,-0.18087381852385448
ACH-000153,-0.2951818918269353
ACH-000159,-0.13208963965026688
ACH-000160,-0.2667225529110634
ACH-000163,-0.3733725507116549
ACH-000167,-0.13346784163264824
ACH-000168,-0.1454115916940049
ACH-000169,-0.2103132445882962
ACH-000178,-0.17247501421077754
ACH-000183,-0.07800694251881582
ACH-000188,-0.2446325528334657
ACH-000189,-0.2974930782938137
ACH-000190,0.057488529794210576
ACH-000198,-0.2285883078166895
ACH-000203,-0.17558713006688415
ACH-000204,-0.6160301039151505
ACH-000206,-0.1807753933010504
ACH-000207,-0.2131160857874896
ACH-000208,-0.17657648175973947
ACH-000210,-0.07061749039274894
ACH-000211,-0.19245843014112693
ACH-000215,-0.2687403295218818
ACH-000221,-0.2570982042878573
ACH-000222,-0.10500683299781093
ACH-000223,-0.20019681292526345
ACH-000226,-0.3137401040933731
ACH-000227,-0.1423922697353955
ACH-000228,-0.19594801397399506
ACH-000231,-0.4021904953930112
