,CDR2 (1039)
ACH-000004,-0.02377611920571226
ACH-000005,-0.08500428995068597
ACH-000007,0.0044609877746702355
ACH-000009,-0.05980474411304802
ACH-000011,-0.001429590252064639
ACH-000012,-0.14698966960519194
ACH-000013,-0.17712127016638288
ACH-000014,0.009873800017437987
ACH-000015,-0.12429474001156215
ACH-000017,-0.006861764959006155
ACH-000018,0.006258208940364074
ACH-000019,-0.021673420050977686
ACH-000021,-0.05510970554656017
ACH-000022,-0.04942862187869182
ACH-000025,-0.105297795428636
ACH-000028,-0.07147593597404958
ACH-000030,-0.04608023294818321
ACH-000035,-0.20115066511893628
ACH-000036,-0.04379276818032453
ACH-000037,-0.2042903912485104
ACH-000039,-0.0357582988003721
ACH-000040,-0.17550605304909475
ACH-000041,0.029857639260497726
ACH-000042,-0.03920651840779038
ACH-000045,-0.05709553957434872
ACH-000047,-0.07176327317792125
ACH-000052,-0.10479826089371637
ACH-000053,-0.09699755829920424
ACH-000054,-0.20429837355441294
ACH-000055,-0.21203271158219136
ACH-000060,0.089003375554459
ACH-000067,-0.0034161789119182538
ACH-000070,-0.01997071490717021
ACH-000075,-0.047389749591247435
ACH-000078,0.023095066458462297
ACH-000082,-0.02308920964296854
ACH-000085,0.19167349478005927
ACH-000086,-0.0205958165120998
ACH-000087,-0.20482998107435774
ACH-000092,-0.1637152682447728
ACH-000095,-0.07153691402229582
ACH-000097,-0.1092793507092132
ACH-000098,-0.2351318778049482
ACH-000099,-0.0455867441853301
ACH-000108,-0.006026244284654421
ACH-000113,-0.05596279203902647
ACH-000116,-0.11420751740027567
ACH-000118,-0.0355396723488172
ACH-000120,0.08806819301092385
ACH-000123,0.06559882255533485
ACH-000127,-0.2035960185353219
ACH-000128,-0.04099965459765723
ACH-000132,-0.02825791769231664
ACH-000133,0.018568942622002302
ACH-000137,-0.09496565806805772
ACH-000138,0.04020291511337891
ACH-000142,-0.15447547274752227
ACH-000143,-0.059037556915910526
ACH-000146,-0.08054405564018392
ACH-000148,-0.04520689561927072
ACH-000150,-0.04967602809596736
ACH-000152,-0.01724632414294016
ACH-000153,-0.16520938651043693
ACH-000159,-0.07526481423859435
ACH-000160,0.1000766048156998
ACH-000163,-0.1128845324420926
ACH-000167,-0.11888804093618476
ACH-000168,-0.05259126913165847
ACH-000169,-0.0959714721771556
ACH-000178,0.026174965832727142
ACH-000183,-0.28057958283229784
ACH-000188,0.025470208379751384
ACH-000189,-0.035511245726529736
ACH-000190,-0.10681149348031684
ACH-000198,0.1094622103523531
ACH-000203,0.01716435030468927
ACH-000204,-0.2924178363661336
ACH-000206,0.058765991901906976
ACH-000207,-0.052023683839995866
ACH-000208,-0.1298814558968561
ACH-000210,-0.4927674814869922
ACH-000211,-0.06381744912591793
ACH-000215,-0.03695316495897221
ACH-000221,-0.1989514799053249
ACH-000222,-0.07877479902470405
ACH-000223,-0.06704350972153476
ACH-000226,-0.03708012771578841
ACH-000227,-0.2374518679604004
ACH-000228,0.08987918181557891
ACH-000231,-0.07379192917914837
ACH-000232,-0.0561929599666438
ACH-000233,-0.04342681108840215
ACH-000234,-0.0497611552483629
ACH-000235,-0.03241600936733122
ACH-000237,-0.12627688661084666
ACH-000238,0.059911640194594634
ACH-000242,0.12570637708896112
ACH-000243,-0.1954600013503044
ACH-000244,0.04448040851553089
ACH-000246,0.013502144838906124
ACH-000248,0.03266677194145617
ACH-000250,0.0071564431686383075
ACH-000251,-0.059630082356907275
ACH-000252,-0.09204587245854093
ACH-000253,0.003634394697020072
ACH-000255,-0.06814238259126915
ACH-000256,0.031176829946419588
ACH-000257,-0.21945446886386785
ACH-000258,0.08190601378340677
ACH-000259,-0.013450132443616326
ACH-000260,-0.07972994033793508
ACH-000261,-0.09407097794342144
ACH-000262,-0.09809560510546184
ACH-000263,0.10534276551627947
ACH-000264,-0.13156140475669345
ACH-000265,-0.09091611514453872
ACH-000266,-0.029407005565332905
ACH-000272,0.061447990730283425
ACH-000274,-0.15693769605149044
ACH-000277,-0.06618364268599412
ACH-000278,-0.1532571128588182
ACH-000279,-0.0679411508011236
ACH-000280,-0.058213318052781626
ACH-000281,-0.06817624633509467
ACH-000288,-0.07966364783010578
ACH-000291,-0.01415309748747772
ACH-000293,-0.12244033107897212
ACH-000294,-0.2448717477652741
ACH-000295,0.014944179115039006
ACH-000296,-0.18492685079486304
ACH-000302,-0.13389236184035827
ACH-000304,-0.10278018978563323
ACH-000307,-0.11066615562228703
ACH-000308,-0.09958365819107518
ACH-000310,-0.23335154595414384
ACH-000311,-0.11128546699505797
ACH-000312,0.024361178416670983
ACH-000315,-0.2292447355589013
ACH-000316,-0.2153186945715976
ACH-000317,-0.13347521753799274
ACH-000318,0.015987536162205204
ACH-000319,-0.21672186543770647
ACH-000320,0.06258762371955219
ACH-000322,0.017945889607957816
ACH-000323,-0.02633575828808292
ACH-000324,-0.09217850001959836
ACH-000329,-0.11744696069529835
ACH-000330,-0.05133669837488192
ACH-000331,-0.05292942600539344
ACH-000332,-0.023443021856290283
ACH-000334,-0.11072828493124127
ACH-000335,0.06463417648277885
ACH-000336,-0.01612097350681993
ACH-000337,0.1219050260101875
ACH-000338,-0.626882191044758
ACH-000339,-0.1066528081056102
ACH-000341,-0.12304410057490014
ACH-000348,-0.1353941120525438
ACH-000350,-0.06517183260736886
ACH-000352,-0.07256896937398581
ACH-000356,-0.2732346067806404
ACH-000361,-0.05304533151720758
ACH-000362,-0.032485538332280066
ACH-000363,-0.045456591167662916
ACH-000364,-0.1834665078270891
ACH-000365,-0.07937532041186003
ACH-000366,0.05924386248198656
ACH-000368,-0.15270873753752218
ACH-000374,-0.06574295819016719
ACH-000375,-0.06717868803310173
ACH-000376,-0.025656773740830884
ACH-000381,0.03619850155575264
ACH-000383,-0.05822636441900056
ACH-000387,-0.15774352824928556
ACH-000389,-0.07159859828975383
ACH-000390,0.00888760806034138
ACH-000393,-0.15216684714180834
ACH-000395,-0.08687577157559721
ACH-000396,-0.2407475739733057
ACH-000397,-0.14523600819856808
ACH-000401,0.0028194503954942136
ACH-000402,-0.2471121536343077
ACH-000403,-0.08690323480243968
ACH-000404,-0.21502571737168585
ACH-000406,-0.11108338409917716
ACH-000407,0.06245093970230554
ACH-000408,-0.05503183174294767
ACH-000410,-0.011751870233329815
ACH-000411,-0.06032903648214556
ACH-000414,-0.1898196362362982
ACH-000415,-0.17941328476658402
ACH-000416,-0.06990621001235417
ACH-000420,-0.2111569396511012
ACH-000421,-0.15596472240581818
ACH-000424,0.0922119626188914
ACH-000425,-0.1353219591087216
ACH-000426,-0.118980786286288
ACH-000427,-0.0015558570832016928
ACH-000433,0.1456189372994873
ACH-000435,0.17302235871784474
ACH-000436,-0.08553672257850471
ACH-000444,-0.06825514197761713
ACH-000445,-0.056008922514700965
ACH-000448,-0.14469170937294468
ACH-000450,-0.10977228634936516
ACH-000452,-0.028705259195993888
ACH-000454,-0.10839677170050747
ACH-000458,-0.14412063487385066
ACH-000459,-0.07245493582167138
ACH-000460,0.03741430837967664
ACH-000461,-0.16253856957780485
ACH-000463,0.028380363070383993
ACH-000464,-0.008678255889391678
ACH-000466,-0.008796395328930317
ACH-000467,-0.025018874074800197
ACH-000468,-0.10472152461551458
ACH-000469,-0.1251202206545852
ACH-000470,0.06343551702491307
ACH-000471,-0.06967366312878746
ACH-000472,-0.07822118105532856
ACH-000473,-0.13187305404281896
ACH-000475,-0.12634475939590628
ACH-000476,-0.058489503800693426
ACH-000477,-0.1395799174017869
ACH-000479,0.015256502734461566
ACH-000480,0.07765476352680811
ACH-000481,-0.04159401464658583
ACH-000483,-0.20691299151402304
ACH-000484,0.018275245311253272
ACH-000485,-0.034415758046685216
ACH-000486,-0.0604500677618648
ACH-000487,-0.12813934208880368
ACH-000488,0.039054820346973634
ACH-000490,-0.2305982256341792
ACH-000491,-0.20110372870606905
ACH-000495,-0.002886211018612785
ACH-000496,-0.08351241218779512
ACH-000499,-0.15756091738297828
ACH-000500,0.18397899712866006
ACH-000502,-0.07892581738828462
ACH-000503,0.016566131404702696
ACH-000505,-0.17696043784967008
ACH-000507,-0.0979867772887928
ACH-000510,-0.18204989100825567
ACH-000511,-0.10307456788351936
ACH-000512,-0.19667412133646592
ACH-000516,-0.09393500937248887
ACH-000517,-0.18127948492790752
ACH-000518,-0.1592316544326874
ACH-000520,-0.18849488688703145
ACH-000521,0.09553457589777158
ACH-000522,-0.1327459883433206
ACH-000524,-0.07449054508218765
ACH-000527,-0.13512217199321494
ACH-000528,-0.12911104427833844
ACH-000537,-0.028838291429523124
ACH-000541,-0.4896046632634158
ACH-000542,-0.10287322909672722
ACH-000544,-0.09980189222053752
ACH-000545,-0.1031487286780498
ACH-000547,-0.09520673864747037
ACH-000548,-0.05416492281458159
ACH-000549,0.030513726469898406
ACH-000550,-0.17625860402483404
ACH-000552,-0.0935946387496671
ACH-000556,-0.14108229843622155
ACH-000557,-0.07985927259427199
ACH-000569,-0.20199132108645168
ACH-000570,-0.0359274897734506
ACH-000571,-0.16722040211372216
ACH-000573,-0.09061671558339854
ACH-000576,0.002871471850898465
ACH-000579,-0.04030074563006505
ACH-000580,-0.06098645962375165
ACH-000584,-0.1828109272191404
ACH-000585,-0.10784463659465586
ACH-000588,-0.12975435892371592
ACH-000589,0.007851383372325648
ACH-000591,-0.0964097233309582
ACH-000593,-0.10848770486276754
ACH-000600,0.0266996205809289
ACH-000601,-0.07683697325820456
ACH-000605,-0.23974715206567546
ACH-000606,-0.0191881475063461
ACH-000608,-0.12637871721362776
ACH-000614,-0.024008211416992716
ACH-000616,-0.10322525923657112
ACH-000618,-0.04003328059072105
