,MUCL1 (118430)
ACH-000004,-0.06483456489641977
ACH-000005,0.060316729823023475
ACH-000007,-0.04208357781450228
ACH-000009,-0.05661211545405252
ACH-000011,-0.2276768253228212
ACH-000012,-0.03725641081432169
ACH-000013,-0.053429899745345205
ACH-000014,0.027345804287685918
ACH-000015,-0.13321560263924168
ACH-000017,-0.04984117485682248
ACH-000018,-0.12856872328804145
ACH-000019,-0.12629885863614407
ACH-000021,0.05686294661509285
ACH-000022,-0.03711621373719297
ACH-000025,-0.2096779187126404
ACH-000028,-0.0545985272900494
ACH-000030,-0.02976050671830575
ACH-000035,-0.07375623929976104
ACH-000036,-0.0022409197796388228
ACH-000037,-0.09295910753219697
ACH-000039,0.043828037479788286
ACH-000040,-0.011475366280057284
ACH-000041,-0.2475276165328761
ACH-000042,-0.0363276362838934
ACH-000045,-0.026708422979553274
ACH-000047,0.04912748850863154
ACH-000052,-0.1280690962766554
ACH-000053,0.0031580366098929377
ACH-000054,-0.04559431596208372
ACH-000055,-0.010668881477284729
ACH-000060,0.07040875708712918
ACH-000067,-0.08736421739156114
ACH-000070,0.1721395287153956
ACH-000075,-0.026823849133827574
ACH-000078,0.14010094297550474
ACH-000082,-0.03413154769168278
ACH-000085,-0.18329261734138388
ACH-000086,-0.020207269678187163
ACH-000087,-0.12940285254302272
ACH-000092,0.043530875736665565
ACH-000095,0.045169059538526866
ACH-000097,-0.1026920957293738
ACH-000098,0.007655431550784014
ACH-000099,-0.06511927918255381
ACH-000108,0.08334932457523109
ACH-000113,0.012171275325167343
ACH-000116,-0.07408501157157436
ACH-000118,-0.02659072983598153
ACH-000120,0.07904563947960015
ACH-000123,0.017856734793717043
ACH-000127,-0.04620031889491479
ACH-000128,-0.053618025619566696
ACH-000132,0.16465379458431342
ACH-000133,-0.14467968364785275
ACH-000137,0.01752629365579996
ACH-000138,-0.02330881397204354
ACH-000142,0.043657274749900485
ACH-000143,0.04290720054213167
ACH-000146,0.0036049390551531795
ACH-000148,-0.056958242824907676
ACH-000150,0.030170741629196026
ACH-000152,-0.08874407498907562
ACH-000153,-0.09295603718421537
ACH-000159,-0.044944726947371866
ACH-000160,-0.09863417009266193
ACH-000163,-0.1459027691859411
ACH-000167,-0.11344193219659178
ACH-000168,0.029734395507243105
ACH-000169,0.1400318018353813
ACH-000178,0.0005150422258906655
ACH-000183,0.2129098246663006
ACH-000188,0.05399023840466595
ACH-000189,-0.09911434873504132
ACH-000190,0.050651430547538526
ACH-000198,-0.03849853786526465
ACH-000203,-0.25733103727786
ACH-000204,-0.2481228010381857
ACH-000206,-0.09914061230948597
ACH-000207,0.2321943622183293
ACH-000208,0.07513897757006165
ACH-000210,0.1312109471010029
ACH-000211,-0.06750513558812851
ACH-000215,-0.09896389052630493
ACH-000221,-0.07748636980945364
ACH-000222,0.02653818650163316
ACH-000223,0.014806135603638129
ACH-000226,-0.06601076857525325
ACH-000227,0.035342272013537866
ACH-000228,-0.024545364958047024
ACH-000231,-0.01421598766071581
ACH-000232,-0.006366026458391036
ACH-000233,-0.011163383719658623
ACH-000234,-0.06372871960751603
ACH-000235,-0.04353594380598325
ACH-000237,-0.0642692236983807
ACH-000238,-0.11149626111513243
ACH-000242,0.08846339105672038
ACH-000243,-0.09804871632426207
ACH-000244,-0.2308282551160829
ACH-000246,-0.052865334544609004
ACH-000248,0.004940653040536554
ACH-000250,-0.026219051718223512
ACH-000251,-0.014510254867642288
ACH-000252,-0.005699602971055914
ACH-000253,0.13446619113510302
ACH-000255,0.0012215496228679865
ACH-000256,0.016862023404447483
ACH-000257,0.19202306090800225
ACH-000258,-0.13664324964759428
ACH-000259,-0.040269362253355985
ACH-000260,-0.022282338358300485
ACH-000261,-0.0702650130906107
ACH-000262,0.09484127066823628
ACH-000263,0.019778514926963274
ACH-000264,-0.15740961076885526
ACH-000265,0.03722312859246217
ACH-000266,-0.0587834564545812
ACH-000272,0.0219886839047066
ACH-000274,-0.030193846015602113
ACH-000277,-0.15868470461217374
ACH-000278,-0.1600262293493762
ACH-000279,-0.06406907475850843
ACH-000280,0.018553528308713648
ACH-000281,-0.03687564284923448
ACH-000288,-0.062242610687383015
ACH-000291,-0.011742687286765295
ACH-000293,-0.006221067593473692
ACH-000294,0.020792613180981728
ACH-000295,0.058985854856952485
ACH-000296,-0.2435692118131951
ACH-000302,0.004473093846350806
ACH-000304,-0.13612989704124853
ACH-000307,-0.03106103512606247
ACH-000308,-0.040835384797080994
ACH-000310,0.0447876794959118
ACH-000311,0.04745227997084808
ACH-000312,-0.08098753404585919
ACH-000315,-0.1137780249205833
ACH-000316,0.021537986751935332
ACH-000317,0.06474945163472202
