,GJC1 (10052)
ACH-000004,0.06378964905846915
ACH-000005,-0.1490640809718469
ACH-000007,0.06664258891376935
ACH-000009,0.0508338411117457
ACH-000011,-0.0705582017015308
ACH-000012,-0.2462781840930331
ACH-000013,-0.19756645761462208
ACH-000014,-0.30211075875463483
ACH-000015,-0.11221546613216264
ACH-000017,-0.18571410832254914
ACH-000018,-0.2488988698600888
ACH-000019,0.0858033609085652
ACH-000021,-0.000562593219454941
ACH-000022,-0.1030546310897066
ACH-000025,-0.009116591721851136
ACH-000028,-0.1626379072968881
ACH-000030,-0.11593490760998408
ACH-000035,-0.6270792577268349
ACH-000036,-0.06377989096847217
ACH-000037,-0.012992249132895869
ACH-000039,-0.2286111897971121
ACH-000040,-0.07145787371448893
ACH-000041,-0.3152664817050845
ACH-000042,-0.06852879925204305
ACH-000045,-0.09269555525254372
ACH-000047,0.035369639419005346
ACH-000052,-0.02407392394440648
ACH-000053,-0.12241107063705264
ACH-000054,-0.15831234807737835
ACH-000055,0.18887814023314511
ACH-000060,0.052033390669114984
ACH-000067,-0.15164743186593246
ACH-000070,-0.12335077974921238
ACH-000075,-0.13091656143589206
ACH-000078,-0.5390539186975746
ACH-000082,-0.04210105504428812
ACH-000085,-0.13568553713848625
ACH-000086,-0.13964057861643592
ACH-000087,0.16528155409042464
ACH-000092,0.00035445840970170056
ACH-000095,-0.3014327023132092
ACH-000097,-0.11839279319721302
ACH-000098,-0.11085013613918213
ACH-000099,-0.7258903734559652
ACH-000108,-0.11595941418984257
ACH-000113,-0.03356127467631466
ACH-000116,-0.09252632436762737
ACH-000118,-0.12586815380228245
ACH-000120,-0.08095029497767542
ACH-000123,-0.237461411533248
ACH-000127,0.03117806419558795
ACH-000128,-0.13462130714159173
ACH-000132,-0.011230556742868249
ACH-000133,-0.04255718978435952
ACH-000137,-0.08980299792961995
ACH-000138,-0.22573627409986705
ACH-000142,-0.20376609053772735
ACH-000143,-0.04029766361643912
ACH-000146,-0.14127220827251966
ACH-000148,-0.246674014780487
ACH-000150,-0.18008608342932714
ACH-000152,-0.14450286720873606
ACH-000153,0.09448897146362364
ACH-000159,-0.15641592451498654
ACH-000160,0.01949635359133824
ACH-000163,-0.353696424097706
ACH-000167,-0.06650479118162858
ACH-000168,-0.07988202046022938
ACH-000169,-0.10053778077358892
ACH-000178,-0.11456986919069792
ACH-000183,-0.07810319652857646
ACH-000188,-0.1011500727269174
ACH-000189,-0.012240967801457937
ACH-000190,-0.05997204359796825
ACH-000198,-0.043798680565950855
ACH-000203,-0.23159437457486284
ACH-000204,-0.10519559345819736
ACH-000206,0.11037818537549964
ACH-000207,-0.05692923509076939
ACH-000208,-0.2414126453524139
ACH-000210,-0.14802428804204784
ACH-000211,-0.20743984758652687
ACH-000215,-0.11728216194143093
ACH-000221,-0.1923400747016662
ACH-000222,-0.05700859032337908
ACH-000223,-0.0325187601583234
ACH-000226,-0.0791256473081243
ACH-000227,-0.4364169187825614
ACH-000228,-0.013123647694235529
ACH-000231,-0.11280346198815698
ACH-000232,-0.1078189783016494
ACH-000233,-0.014089524369456385
ACH-000234,-0.03184929790546761
ACH-000235,-0.11679928822440235
ACH-000237,-0.03269796362723014
ACH-000238,-0.19153021153891606
ACH-000242,-0.2776047674456578
ACH-000243,-0.04909306405547341
ACH-000244,-0.11878721943809115
ACH-000246,-0.027515249574764276
ACH-000248,-0.10295893200830633
ACH-000250,-0.17588395412258684
ACH-000251,-0.0886653606921321
ACH-000252,0.00843943324045407
ACH-000253,-0.1266686421778453
ACH-000255,-0.1054850185734099
ACH-000256,-0.22532262832620975
ACH-000257,-0.11012239239533758
ACH-000258,-0.07442166225829032
ACH-000259,-0.2445003414846545
ACH-000260,-0.4303724307630856
ACH-000261,-0.11596847970570975
ACH-000262,-0.12182606589212265
ACH-000263,0.09968378314622547
ACH-000264,-0.1656647851202701
ACH-000265,-0.17212127557335966
ACH-000266,-0.07772498846463259
ACH-000272,-0.03799460711561761
ACH-000274,-0.14561336257538665
ACH-000277,-0.03630325083230159
ACH-000278,0.09644294824764524
ACH-000279,-0.15512480178271282
ACH-000280,-0.17208873593195476
ACH-000281,0.0024290378802582216
ACH-000288,-0.10996530279222227
ACH-000291,-0.07314092793257353
ACH-000293,-0.12833177945375845
ACH-000294,-0.17404521077435545
ACH-000295,-0.13106787328229508
ACH-000296,-0.13939212626771508
ACH-000302,-0.2864935512509693
ACH-000304,-0.41783119868504703
ACH-000307,-0.005033265073782112
ACH-000308,-0.03227711159762172
ACH-000310,-0.2919395426280361
ACH-000311,0.025250085116646358
ACH-000312,-0.4268965234487624
ACH-000315,-0.11140328810444278
ACH-000316,-0.1840468510223046
ACH-000317,-0.13966076950867273
ACH-000318,-0.195268195843338
ACH-000319,-0.24834126110481766
ACH-000320,0.07692506558776961
ACH-000322,-0.2374361701008519
ACH-000323,-0.07576436495187426
ACH-000324,-0.16576661855041794
ACH-000329,-0.06959322991383876
ACH-000330,-0.04595688882483512
ACH-000331,0.0189747867513755
ACH-000332,-0.14155497828782065
ACH-000334,0.048659038865533404
ACH-000335,0.21623107390032667
ACH-000336,-0.04440966746776884
ACH-000337,-0.2812670995955376
ACH-000338,-0.0933453904956892
ACH-000339,-0.18511854717879006
