,IL1A (3552)
ACH-000004,0.026853739328235458
ACH-000005,0.2489833599061737
ACH-000007,-0.2228784327098847
ACH-000009,-0.2495780750716564
ACH-000011,-0.1433570313217206
ACH-000012,-0.10565952412758677
ACH-000013,-0.02710534575569174
ACH-000014,-0.2517627490136001
ACH-000015,-0.13735649099666605
ACH-000017,-0.2592895277247068
ACH-000018,-0.07135203736666397
ACH-000019,-0.026596307669927537
ACH-000021,0.06976116251626731
ACH-000022,-0.11425663126317533
ACH-000025,-0.28740345431249403
ACH-000028,0.036026594135125364
ACH-000030,-0.04191299784757279
ACH-000035,-0.19065786099756996
ACH-000036,-0.1472356921661174
ACH-000037,-0.02369438048606004
ACH-000039,-0.0029989979905570585
ACH-000040,-0.14483796957877862
ACH-000041,0.027468315691272463
ACH-000042,-0.08731845111448658
ACH-000045,-0.14887252562388992
ACH-000047,-0.1442744892272572
ACH-000052,-0.06372096807788193
ACH-000053,-0.1013039192752004
ACH-000054,-0.03325667032694756
ACH-000055,-0.1999054698949979
ACH-000060,-0.19027799131916445
ACH-000067,-0.15978632203740836
ACH-000070,-0.099077927819791
ACH-000075,-0.08649023654530498
ACH-000078,0.0193050932730356
ACH-000082,-0.11590145029081501
ACH-000085,0.3108124057571399
ACH-000086,0.03111218787566708
ACH-000087,-0.5012103291064194
ACH-000092,-0.15305901041524694
ACH-000095,-0.017216520134566832
ACH-000097,-0.16108376302690866
ACH-000098,-0.13083392401591715
ACH-000099,0.06939744249702821
ACH-000108,-0.2291463677864008
ACH-000113,0.030028287642913223
ACH-000116,-0.016926784935713216
ACH-000118,-0.14567241951698592
ACH-000120,-0.04129786691328967
ACH-000123,-0.1194189809754149
ACH-000127,-0.1609643832913549
ACH-000128,-0.17236617912995986
ACH-000132,-0.08597635713126826
ACH-000133,-0.09107385053986766
ACH-000137,-0.1124090875130405
ACH-000138,-0.04780840079128506
ACH-000142,-0.08718544150675886
ACH-000143,-0.06344507481696214
ACH-000146,-0.2037491776810323
ACH-000148,-0.06665086537614441
ACH-000150,-0.06114982814587493
ACH-000152,-0.07146551800674995
ACH-000153,-0.3338064397304349
ACH-000159,-0.07631418381526926
ACH-000160,-0.0014337853718230241
ACH-000163,-0.053389186028734686
ACH-000167,0.0194183833564104
ACH-000168,-0.040140046700534886
ACH-000169,-0.10186801551238706
ACH-000178,-0.06256552968027078
ACH-000183,-0.10895588774189778
ACH-000188,0.03423328928844057
ACH-000189,-0.3665026186670795
ACH-000190,-0.11201525023286753
ACH-000198,-0.09551760686739108
ACH-000203,-0.38922788571152
ACH-000204,-0.05922245240333369
ACH-000206,-0.5518560672159246
ACH-000207,0.022404677941768602
ACH-000208,-0.30252625751434725
ACH-000210,-0.11654281301630848
ACH-000211,-0.17071187060129928
ACH-000215,-0.1113797560970368
ACH-000221,-0.1446474002019548
ACH-000222,-0.1874033586042321
ACH-000223,-0.3064498797922641
ACH-000226,-0.08875350666875716
ACH-000227,-0.009910772408964257
ACH-000228,-0.18794497662349605
ACH-000231,-0.12033154344985345
ACH-000232,-0.06737221032322846
ACH-000233,-0.16261993327715216
ACH-000234,-0.2670173592084297
ACH-000235,-0.044241407623921605
ACH-000237,-0.12664660323720808
ACH-000238,-0.11770606308367346
ACH-000242,-0.308022123994978
ACH-000243,-0.22503897329273626
ACH-000244,-0.0884027936991003
ACH-000246,-0.0986664062279808
ACH-000248,-0.2223354161226148
ACH-000250,-0.09229233715136444
ACH-000251,-0.06551921129306898
ACH-000252,-0.02178706418577201
ACH-000253,-0.15971977303393214
ACH-000255,-0.2431165733558007
ACH-000256,-0.15412414205890146
ACH-000257,-0.3940583871297509
ACH-000258,0.09143549078056556
ACH-000259,-0.06542926181295028
ACH-000260,-0.06208208239341394
ACH-000261,-0.045914736285990465
ACH-000262,-0.16753529297260086
ACH-000263,-0.16652282969974685
ACH-000264,-0.03972674294272483
ACH-000265,-0.08635535507321887
