,LECT2 (3950)
ACH-000004,-0.013399114492429242
ACH-000005,-0.01023655163856148
ACH-000007,-0.03873538490458723
ACH-000009,0.04586837532987708
ACH-000011,0.09957223184363033
ACH-000012,0.0768754379463599
ACH-000013,0.03405046658920068
ACH-000014,-0.0852611928012791
ACH-000015,-0.047259095482009406
ACH-000017,0.12652625081161314
ACH-000018,-0.0038176286242061134
ACH-000019,0.007944439438702952
ACH-000021,0.09810179270896408
ACH-000022,-0.02459853739053032
ACH-000025,0.16526153351944392
ACH-000028,-0.003920560812315708
ACH-000030,0.047896932442311024
ACH-000035,0.040201677504146084
ACH-000036,0.05991234431370958
ACH-000037,0.050498249549576484
ACH-000039,-0.10708125661523496
ACH-000040,0.09398449645205703
ACH-000041,0.062123774521023876
ACH-000042,-0.03643710606686703
ACH-000045,-0.015714120895452
ACH-000047,-0.017193115911970827
ACH-000052,0.08550237115657937
ACH-000053,-0.007697404894932949
ACH-000054,0.14104591210936354
ACH-000055,-0.039280543875080766
ACH-000060,-0.09926992100506343
ACH-000067,0.0451911217052567
ACH-000070,0.047088218810227934
ACH-000075,0.218500652247987
ACH-000078,0.1425173719431401
ACH-000082,0.06577845299669419
ACH-000085,0.06440561637395277
ACH-000086,0.013428751345045878
ACH-000087,0.12002747920057563
ACH-000092,0.08508630690358562
ACH-000095,-0.02955764427070675
ACH-000097,-0.006278858770266651
ACH-000098,0.028900514762745987
ACH-000099,0.09363563099551683
ACH-000108,0.03458145906623568
ACH-000113,0.11268034721944982
ACH-000116,0.051797121387290576
ACH-000118,0.09161720473953182
ACH-000120,0.23346019577109184
ACH-000123,0.0604568206477806
ACH-000127,0.01935277844423228
ACH-000128,-0.01945925031125956
ACH-000132,0.13196719539121285
ACH-000133,-0.02620211306025421
ACH-000137,0.01869415181082373
ACH-000138,0.06463205030944934
ACH-000142,0.046448558254695016
ACH-000143,0.07931566984637989
ACH-000146,0.05327153868103576
ACH-000148,0.03245044312271226
ACH-000150,-0.01815486633938845
ACH-000152,0.09615081422066928
ACH-000153,0.2445659805852056
ACH-000159,0.023975312987682598
ACH-000160,0.0669551966305917
ACH-000163,0.0192558315053351
ACH-000167,0.09941120955742537
ACH-000168,0.03216810194366211
ACH-000169,0.11463670411207785
ACH-000178,0.0013787391364018724
ACH-000183,-0.14689878762795286
ACH-000188,0.09535724622699257
ACH-000189,0.21742225735141674
ACH-000190,0.07298347685312252
ACH-000198,0.04847726894467603
ACH-000203,0.04077625631421917
