,RNASET2 (8635)
ACH-000004,-0.15979968326874128
ACH-000005,-0.1152499072483314
ACH-000007,-0.17346247494354766
ACH-000009,-0.19608299271675775
ACH-000011,-0.20763334036618813
ACH-000012,-0.15173820529080462
ACH-000013,-0.08942670450043448
ACH-000014,-0.04538377266569541
ACH-000015,-0.20681246870820175
ACH-000017,0.034619123078699195
ACH-000018,-0.17337731485825156
ACH-000019,-0.02506410227508396
ACH-000021,-0.11423275760020968
ACH-000022,0.003649272183368066
ACH-000025,-0.13535702820297596
ACH-000028,-0.030791736534754408
ACH-000030,-0.1542486793496583
ACH-000035,-0.009493171581176754
ACH-000036,-0.2167237294112388
ACH-000037,-0.12253743236830755
ACH-000039,0.014647514672985643
ACH-000040,-0.1948747340521522
ACH-000041,0.04046698165227767
ACH-000042,-0.2283623139980707
ACH-000045,-0.11982561737474545
ACH-000047,-0.05478971810773477
ACH-000052,-0.07343806472765138
ACH-000053,-0.2408679461745585
ACH-000054,-0.1764293133841027
ACH-000055,-0.27444399258401675
ACH-000060,-0.2260453612173009
ACH-000067,-0.22957791735795
ACH-000070,-0.3196102365668841
ACH-000075,-0.11702316354598695
ACH-000078,-0.21254447306820232
ACH-000082,-0.3082137947045576
ACH-000085,-0.050664856940885766
ACH-000086,-0.08176249858012169
ACH-000087,-0.2180399950769734
ACH-000092,-0.1723887046008943
ACH-000095,-0.2267408105743452
ACH-000097,-0.04790093879786498
ACH-000098,-0.15326914363722646
ACH-000099,-0.2329364651600035
ACH-000108,-0.12124824635625868
ACH-000113,-0.19885209637600929
ACH-000116,-0.1059365322303216
ACH-000118,-0.16746668763014078
ACH-000120,-0.10093784117825078
ACH-000123,-0.12973102980984672
ACH-000127,0.00969807344953769
ACH-000128,-0.309871834713406
ACH-000132,0.0918925577743825
ACH-000133,-0.18775755313424947
ACH-000137,-0.04714481881504104
ACH-000138,-0.16254937554263876
ACH-000142,-0.1894938926380008
ACH-000143,0.028562014357129756
ACH-000146,-0.24676110241633625
ACH-000148,-0.2220505396534928
ACH-000150,-0.3304849338275393
ACH-000152,-0.06942941102399251
ACH-000153,-0.11192576208678093
ACH-000159,-0.27492826295864115
ACH-000160,-0.22925866985688795
ACH-000163,-0.1950457121100948
ACH-000167,-0.3115295681245264
ACH-000168,-0.1872487388229094
