,XRCC5 (7520)
ACH-000004,-0.5620371024014491
ACH-000005,-0.6027441380129434
ACH-000007,-0.4823515998796144
ACH-000009,-0.5728761226199761
ACH-000011,-0.7108932898711326
ACH-000012,-0.7245313260740548
ACH-000013,-0.7492084078725535
ACH-000014,-0.6682479089078976
ACH-000015,-0.5697327339499423
ACH-000017,-0.7434896625990685
ACH-000018,-0.8013056729667526
ACH-000019,-0.5904065589324796
ACH-000021,-0.6015463909479118
ACH-000022,-0.4474285941064926
ACH-000025,-0.6955713396715519
ACH-000028,-0.5771508652013547
ACH-000030,-0.7435188089968249
ACH-000035,-0.6757966771444173
ACH-000036,-0.7850593023638788
ACH-000037,-1.0203340027926155
ACH-000039,-0.6468759572322985
ACH-000040,-0.7363070708316719
ACH-000041,-0.7509792453480675
ACH-000042,-0.6326730981675958
ACH-000045,-0.7423714690174653
ACH-000047,-0.8663233950810058
ACH-000052,-0.9398121535409594
ACH-000053,-0.7366130315775653
ACH-000054,-0.7452325326949304
ACH-000055,-0.6648479758932203
ACH-000060,-0.5445230636222009
ACH-000067,-0.6679942693023109
ACH-000070,-0.6728310733724102
ACH-000075,-0.6810377516834858
ACH-000078,-0.6952641614584272
ACH-000082,-0.7835861318156002
ACH-000085,-0.5330624347230406
ACH-000086,-0.691279774102923
ACH-000087,-0.7700271704905604
ACH-000092,-0.6542346556951825
ACH-000095,-0.7870701887660624
ACH-000097,-0.6821097189635835
ACH-000098,-0.6554379877049216
ACH-000099,-0.6812382317773885
ACH-000108,-0.6745684749761189
ACH-000113,-0.5679603329264283
ACH-000116,-0.6767760579391159
ACH-000118,-0.6235925967983968
ACH-000120,-0.7521971668544178
ACH-000123,-0.5898363654968304
ACH-000127,-0.4737969464219317
ACH-000128,-0.7653244201097044
ACH-000132,-0.7242270823689506
ACH-000133,-0.8222787052055865
ACH-000137,-0.7116614936540234
ACH-000138,-0.5393955705334136
ACH-000142,-0.6252318133132432
ACH-000143,-0.7187425563156414
ACH-000146,-0.6594967299121384
ACH-000148,-0.7121505071226043
ACH-000150,-0.5454460865066744
ACH-000152,-0.6753110499116909
ACH-000153,-0.7649952044953633
ACH-000159,-0.7775284045127877
ACH-000160,-0.6633376972219137
ACH-000163,-0.5083995582225114
ACH-000167,-1.0937263103497117
ACH-000168,-0.8192862133963636
ACH-000169,-0.6853869370392128
ACH-000178,-0.6146739179901997
ACH-000183,-0.6598158444854328
ACH-000188,-0.5954961460605109
ACH-000189,-0.6086565770073935
ACH-000190,-0.786648080556342
ACH-000198,-0.7169522919499918
ACH-000203,-0.5913077924234409
ACH-000204,-0.5663149348446144
ACH-000206,-0.7637417265867099
ACH-000207,-0.5089385870227978
ACH-000208,-0.5040405449872489
ACH-000210,-0.4941806437642817
ACH-000211,-0.7962722908950853
ACH-000215,-0.7025836686396394
ACH-000221,-0.6809418889896959
ACH-000222,-0.7045764991661981
ACH-000223,-0.9965014353032586
ACH-000226,-0.7167082052497221
ACH-000227,-0.6509178302120825
ACH-000228,-0.7772122419550805
ACH-000231,-0.9553798736676656
ACH-000232,-0.7338279709218731
ACH-000233,-0.7205369054892005
ACH-000234,-0.871419404763407
ACH-000235,-0.676185644270711
ACH-000237,-0.71077596745775
ACH-000238,-0.6500146141807019
ACH-000242,-0.1056306126640761
ACH-000243,-0.7213092237576667
ACH-000244,-0.8069997876776338
ACH-000246,-0.7238603296487202
ACH-000248,-0.6236398648955097
ACH-000250,-0.5280368372332173
ACH-000251,-0.7060817479244015
ACH-000252,-0.9398880012392548
ACH-000253,-0.7287889430616842
ACH-000255,-0.6903669952758744
ACH-000256,-0.5627820512568154
ACH-000257,-0.5908732404573359
ACH-000258,-0.2800856077094123
ACH-000259,-0.7449296974108445
ACH-000260,-0.9208553662622834
ACH-000261,-0.8113724271034587
ACH-000262,-0.6206421543277699
ACH-000263,-0.7127831745363977
ACH-000264,-0.8030159236121414
ACH-000265,-0.6337158772196394
ACH-000266,-0.6771347573085865
ACH-000272,-0.6676783302847399
ACH-000274,-0.7418061360020131
ACH-000277,-0.7017609513281134
ACH-000278,-0.6676186059287296
ACH-000279,-0.9724765506275872
ACH-000280,-0.6637089926411317
ACH-000281,-0.7823140777338504
ACH-000288,-0.7565338226802305
ACH-000291,-0.5386761934549452
ACH-000293,-0.6312574830604897
ACH-000294,-0.573734614649401
ACH-000295,-0.682801888717119
ACH-000296,-0.4480402613225447
ACH-000302,-0.625552006398443
ACH-000304,-1.2288562268529262
ACH-000307,-0.7811457339452039
ACH-000308,-0.8529364909458638
ACH-000310,-0.7829465809024448
ACH-000311,-0.5066751055274706
ACH-000312,-0.8919569635234061
