,YDJC (150223)
ACH-000004,0.044281868077891716
ACH-000005,-0.1474462920206345
ACH-000007,0.033882826209508894
ACH-000009,0.11132414158929384
ACH-000011,0.022596264970418785
ACH-000012,0.08166014785879834
ACH-000013,0.17827394419808826
ACH-000014,-0.0628944420072523
ACH-000015,0.04015733203028358
ACH-000017,0.13434764452672754
ACH-000018,0.03631739291445131
ACH-000019,-0.018477511229683618
ACH-000021,-0.0537766770596312
ACH-000022,0.08176421557435304
ACH-000025,-0.05416560621151772
ACH-000028,0.08020851416824648
ACH-000030,0.013967463920904423
ACH-000035,0.0021820733436021204
ACH-000036,-0.062128841298159126
ACH-000037,0.019487365552698237
ACH-000039,0.21144071656629965
ACH-000040,-0.08463474133923042
ACH-000041,0.046996821913941854
ACH-000042,0.04395112327350426
ACH-000045,-0.03071510577630378
ACH-000047,0.06676406205559847
ACH-000052,0.024087367132617943
ACH-000053,-0.0008672547257205391
ACH-000054,0.14495930167904514
ACH-000055,0.011241639308083593
ACH-000060,0.14274889404048105
ACH-000067,-0.02663444736969649
ACH-000070,0.10655847516385483
ACH-000075,-0.07698269691614484
ACH-000078,0.14183183019439385
ACH-000082,0.00381977905534286
ACH-000085,0.1133320098333918
ACH-000086,0.2269884067796672
ACH-000087,-0.02489377310636196
ACH-000092,-0.0885307953736644
ACH-000095,0.13063864737297642
ACH-000097,0.01279492111951727
ACH-000098,0.08667535300316072
ACH-000099,0.20950110976250932
ACH-000108,0.02615052025766513
ACH-000113,0.09205165408793974
ACH-000116,0.08266111084014044
ACH-000118,-0.025707680765032614
ACH-000120,0.1141635729571792
ACH-000123,0.04704353234025959
ACH-000127,0.1612198766226581
ACH-000128,0.15297629711590785
ACH-000132,0.016076054630600366
ACH-000133,0.0014126118131491641
ACH-000137,0.1808768938885772
ACH-000138,0.19123061217193246
ACH-000142,0.1598744817168815
ACH-000143,0.16035996668261446
ACH-000146,0.12043366971679105
ACH-000148,0.12755830589134287
ACH-000150,0.07862106234126019
ACH-000152,-0.001676903491638281
ACH-000153,0.2396088923767755
ACH-000159,0.22311855993265348
ACH-000160,0.11536901270543533
ACH-000163,0.005159962356122943
ACH-000167,-0.09665182791685106
ACH-000168,0.1801161718381841
ACH-000169,0.007713353169581892
ACH-000178,-0.00536113244588364
ACH-000183,0.039639990605906616
ACH-000188,0.003993892327759785
ACH-000189,0.1606834521005916
ACH-000190,-0.06830614176330851
ACH-000198,0.17542883277928234
ACH-000203,-0.02701903102262324
