,UBE2B (7320)
ACH-000004,-0.0879834011964957
ACH-000005,-0.010921059701003814
ACH-000007,-0.06320156205183464
ACH-000009,-0.051989834144119965
ACH-000011,0.10218460949117047
ACH-000012,0.009017753031472116
ACH-000013,0.11603662211402588
ACH-000014,0.012345171010388751
ACH-000015,0.0051443139489189185
ACH-000017,0.017282981296654933
ACH-000018,-0.20247031583073413
ACH-000019,-0.03666273997055558
ACH-000021,-0.0773369144957788
ACH-000022,-0.008429488715005087
ACH-000025,-0.12183262084137103
ACH-000028,0.014002319606019194
ACH-000030,0.0607551132504004
ACH-000035,0.09316045784893448
ACH-000036,0.0203187187272306
ACH-000037,0.08860553573072616
ACH-000039,0.0987819069741695
ACH-000040,0.03903509153546785
ACH-000041,-0.004138533418203864
ACH-000042,0.033228610799184835
ACH-000045,0.08778420336226248
ACH-000047,0.0017524828516208904
ACH-000052,0.08201529873034173
ACH-000053,0.021326970720103918
ACH-000054,-0.06876308877488707
ACH-000055,0.016303094162565784
ACH-000060,0.022047630521561584
ACH-000067,0.05548516818478042
ACH-000070,0.373923301154361
ACH-000075,-0.0865836329191877
ACH-000078,-0.07684746727961562
ACH-000082,0.038082351302156
ACH-000085,-0.01629172672780146
ACH-000086,0.002485796169237268
ACH-000087,-0.036537106536534365
ACH-000092,0.043616614094065406
ACH-000095,0.01816302378901966
ACH-000097,-9.220589862919085e-05
ACH-000098,0.01632617600106171
ACH-000099,-0.038197188067587214
ACH-000108,0.00388192989737024
ACH-000113,0.21619636931546246
ACH-000116,0.05387133586105768
ACH-000118,0.04421015912710409
ACH-000120,0.13004859126081966
ACH-000123,0.15724204056442864
ACH-000127,-0.008898581386603256
ACH-000128,-0.015266978163105262
ACH-000132,0.09484368543994903
ACH-000133,-0.017431855499434074
ACH-000137,0.08544138492041001
ACH-000138,0.03755491156888847
ACH-000142,0.07649690306051589
ACH-000143,0.16490928565827032
ACH-000146,0.07319754938819954
ACH-000148,0.05595888298927261
ACH-000150,-0.22300552360119053
ACH-000152,-0.004205638771752895
ACH-000153,0.11677004903992802
ACH-000159,0.18375701878574727
ACH-000160,0.3854869506412846
ACH-000163,0.015807562703895068
ACH-000167,0.7498198341445937
ACH-000168,0.2362349207235924
ACH-000169,-0.10219917556972004
ACH-000178,0.15123787203668276
ACH-000183,-0.16421413372438318
ACH-000188,0.07534236534976824
ACH-000189,-0.06048276402223145
ACH-000190,0.3614634128170877
ACH-000198,0.14628276667040982
ACH-000203,0.06127084997919634
ACH-000204,0.1208571076831316
ACH-000206,0.03954200980118812
ACH-000207,0.0633257264252006
ACH-000208,0.014976315376380703
ACH-000210,0.27120740782415803
ACH-000211,0.08528170104243238
ACH-000215,0.09687079794022838
ACH-000221,0.16367022656840524
ACH-000222,-0.031898253869593565
ACH-000223,0.10428615040547412
ACH-000226,-0.003172400781789925
ACH-000227,0.01520614774636811
ACH-000228,-0.036405885287673516
ACH-000231,0.07759676043771323
ACH-000232,-0.0070589490875525894
ACH-000233,0.05678729563403554
ACH-000234,0.06675779481969524
ACH-000235,-0.029027611867461924
ACH-000237,0.050410794109081114
ACH-000238,0.021608368259630792
ACH-000242,-0.08345809906499296
ACH-000243,0.04813436894994686
ACH-000244,0.05427578529323929
ACH-000246,-0.04027653741715869
ACH-000248,0.04999936556014063
ACH-000250,0.12055381523459628
ACH-000251,0.05426291918882407
ACH-000252,0.15179354430405534
ACH-000253,0.11360579318592318
ACH-000255,0.0904383172778841
ACH-000256,0.10893464052867564
ACH-000257,-0.039525309857762016
ACH-000258,0.057748528022526086
ACH-000259,-0.20921308161480093
ACH-000260,0.01688101015857726
ACH-000261,-0.005567425114422603
ACH-000262,0.07397706590181383
ACH-000263,-0.046173516202627794
ACH-000264,-0.02577686557908375
ACH-000265,0.014176854903324519
ACH-000266,-0.014812800664720875
ACH-000272,0.1247769729397622
ACH-000274,0.0788153972497454
ACH-000277,0.03961190495797609
ACH-000278,0.2099841446372383
ACH-000279,0.07517751527101196
ACH-000280,0.051612169256301715
ACH-000281,0.1557308464956275
ACH-000288,0.01069288049286132
