,MEN1 (4221)
ACH-000393,-0.5343092274536061
ACH-000395,-0.3957290140301572
ACH-000396,-0.3948530256162846
ACH-000397,-0.4023429092581242
ACH-000401,-0.3594406433720693
ACH-000402,-0.6553415733135824
ACH-000403,-0.4632315277049525
ACH-000404,0.4862299135525046
ACH-000406,-0.19154624934474526
ACH-000407,-0.4480340369747761
ACH-000408,-0.41734843543271205
ACH-000410,-0.5083612787794971
ACH-000411,-0.31470650251326143
ACH-000414,0.05541202500957429
ACH-000415,-0.5327317722420364
ACH-000416,-0.29556888376044593
ACH-000420,-0.7637945992608962
ACH-000421,-0.7351462579528094
ACH-000424,-0.6059606141316789
ACH-000425,-0.292765233877714
ACH-000426,-1.895842327797761
ACH-000427,-0.045017494316733464
ACH-000433,-0.6285105227179109
ACH-000435,-0.44730530647112143
ACH-000436,-0.8625842790301599
ACH-000444,-0.3708690136090797
ACH-000445,-0.7017572746565899
ACH-000448,-0.4955966515378357
ACH-000450,-0.4596267057746535
ACH-000452,-0.3691975073748452
ACH-000454,-0.5141936412707545
ACH-000458,-0.4114645839474023
ACH-000459,-0.912520716869407
ACH-000460,-0.6379267624369476
ACH-000461,-0.22813224448910116
ACH-000463,-0.2706557346122329
ACH-000464,0.13727167917766422
ACH-000466,-0.7676588141923891
ACH-000467,-0.6740398502324346
ACH-000468,-0.5636695466422299
ACH-000469,0.05910583151135952
ACH-000470,-0.6193069545611862
ACH-000471,-0.3674420636602822
ACH-000472,-0.24641021962888385
ACH-000473,-0.2469187281319297
ACH-000475,-0.16813394096348871
ACH-000476,-0.2395724061857381
ACH-000477,-0.4783421110034193
ACH-000479,-0.8782607350969691
ACH-000480,0.1908657561561097
ACH-000481,-0.189332026060595
ACH-000483,-0.5605635711828587
ACH-000484,-0.6563062201980465
ACH-000485,-0.23535305181478264
ACH-000486,-0.8941364456743894
ACH-000487,-0.2745926942146032
ACH-000488,-0.1441668419951567
ACH-000490,-0.15482245522505728
ACH-000491,-0.1310084651185435
ACH-000495,-0.6373750162952889
ACH-000496,-0.3335814875774489
ACH-000499,-0.42003988478344345
ACH-000500,0.1001451781739989
ACH-000502,-0.3034386816942319
ACH-000503,0.11723778860673185
ACH-000505,-0.3033062150764083
ACH-000507,-0.32305420603867563
ACH-000510,-0.103401481130459
ACH-000511,-0.471573819383062
ACH-000512,-1.0528370561591671
ACH-000516,-0.32547656467663283
ACH-000517,-0.1465390131780989
ACH-000518,-0.26474593715463074
ACH-000520,-0.20988557358935994
ACH-000521,0.10058007290694787
ACH-000522,-0.1673450855100896
ACH-000524,-0.6700854642062456
ACH-000527,-0.10221632001138824
ACH-000528,-0.10162497651174326
ACH-000537,-0.2346142910750005
ACH-000541,-0.8819852789896779
ACH-000542,-0.33265193136481025
ACH-000544,0.08403189133126815
ACH-000545,-0.4896007326092309
ACH-000547,-0.0054333731823813574
ACH-000548,-0.3186268866773798
ACH-000549,-0.3065508011009413
ACH-000550,0.01332123301364477
ACH-000552,-0.7666097768386302
ACH-000556,-0.005475948774917377
ACH-000557,-0.21580561634423825
ACH-000569,-0.3069416434284912
ACH-000570,-0.8694930487776917
ACH-000571,-0.4568675000449766
ACH-000573,-0.2613383524252905
ACH-000576,-0.4580959990432153
ACH-000579,-0.42277887701779465
ACH-000580,-0.31268299247297543
ACH-000584,-0.30746788846082096
ACH-000585,-0.9585404807672544
ACH-000588,-0.5551005238428138
ACH-000589,-0.01296111668182533
ACH-000591,0.14023242519142068
ACH-000593,0.07183053885248257
ACH-000600,-0.14298964238082051
ACH-000601,-0.3190999982719573
ACH-000605,-0.15825516327286598
ACH-000606,0.07815041271193847
ACH-000608,-0.10592098036962032
ACH-000614,-0.4376071033468766
ACH-000616,-0.5865887988469412
ACH-000618,-0.01890478814149145
ACH-000619,-0.4470332490457728
ACH-000620,-0.6791721827669535
ACH-000621,-0.37572244569254
ACH-000622,-0.5921900267146099
ACH-000623,-0.3886824173086815
ACH-000624,-0.02790746720598516
ACH-000627,-0.5258554998198741
ACH-000630,-0.7902368553841694
ACH-000631,-0.4918201181344904
ACH-000632,-0.8445471203256997
ACH-000633,-0.14351919585397033
ACH-000637,-0.2460369334488996
ACH-000638,-0.2639531519865379
ACH-000646,0.08562201854892702
ACH-000647,-0.26631427543621483
ACH-000648,-0.4461121426145359
ACH-000649,-0.7056131630436355
ACH-000651,-0.2237536526586332
ACH-000652,-0.1098967372956172
ACH-000653,-0.5849251418605799
ACH-000657,-0.4144772585358011
ACH-000658,-0.5186263791725408
ACH-000661,-0.475156132155068
ACH-000662,-0.10558723101399893
ACH-000663,-0.2026794112165828
ACH-000665,-0.16040188011617698
ACH-000671,-0.3381695199257164
ACH-000672,-0.6659248964056758
ACH-000673,-0.18622792019451856
ACH-000676,-0.2948557845877568
ACH-000677,-0.3586331872343358
ACH-000681,-0.014927463295153974
ACH-000683,-0.21006821424810826
ACH-000684,-0.969047123513502
ACH-000688,-0.2716398703886181
ACH-000693,-0.3363515474740629
ACH-000694,-0.2657490438976279
ACH-000695,-0.4746878472969111
ACH-000696,-0.20997674231655009
ACH-000697,-0.5554729751210244
ACH-000699,-0.2432892328906853
ACH-000701,0.09185558336839247
ACH-000706,-0.4511509879737812
ACH-000711,-0.0787164198156861
ACH-000713,-0.10882750567479857
ACH-000714,-0.31469083463848524
ACH-000718,-0.5375258195936338
ACH-000720,-0.6314267886491529
ACH-000721,-0.3690245019102708
ACH-000724,-0.7294122073775716
ACH-000725,-0.1294047205992707
ACH-000732,-0.11199671872170404
ACH-000734,-0.3846100334619316
ACH-000735,-0.3910679308578721
ACH-000736,0.08561800766511114
ACH-000738,-0.21591534542630314
ACH-000746,-0.2221421180555923
ACH-000747,-0.3988677445472278
ACH-000748,-0.16184347125354925
ACH-000753,-0.7235032815977271
ACH-000756,-0.2522855501015119
ACH-000757,-0.379713785236161
ACH-000758,-0.15398816523463074
ACH-000760,-0.5508277748843909
ACH-000762,-0.5603865671794894
ACH-000763,-1.0577486892488837
ACH-000764,-0.3686713064734885
ACH-000765,-0.5237829560543653
ACH-000766,-0.9755323521848566
ACH-000767,-0.4142889882325004
ACH-000768,-0.2224223096958038
ACH-000769,-0.5774432944352251
ACH-000770,-0.34563502118892675
ACH-000771,-0.31164236939714113
ACH-000773,-0.14514002494313538
ACH-000776,-0.8490599740015162
ACH-000777,-0.5651886402881947
ACH-000778,-0.5071537871306149
ACH-000781,0.13775132180947589
ACH-000782,-0.7770811755182522
ACH-000783,-0.5055330211174174
ACH-000784,-0.1385457881329756
ACH-000785,-0.08569177392402996
ACH-000787,-0.6784866398147752
ACH-000788,-0.3875651302160561
ACH-000791,-0.4292154754518507
ACH-000792,-0.3855737095407825
ACH-000794,-0.6683709035503654
ACH-000796,-0.22911467451570625
ACH-000798,0.007474701095852123
ACH-000799,-0.4154622684259012
ACH-000800,0.7373228431480688
ACH-000802,-0.5320548930439635
ACH-000804,-0.6956219173712395
ACH-000805,-0.0626599915267343
ACH-000809,-0.17310132103466822
ACH-000810,-0.6848331890397903
ACH-000811,-0.09344423753300783
ACH-000817,-0.9388042809956284
ACH-000819,-0.4207210475037727
ACH-000820,-0.06538246453824592
ACH-000821,-0.7914535089040328
ACH-000822,-0.1037167363323276
ACH-000823,0.10417607298988313
ACH-000824,-0.2824225212636141
ACH-000827,-0.10120497489010218
ACH-000829,-0.6139191528155421
ACH-000831,-0.327044857451699
ACH-000832,-0.4675926635367236
ACH-000833,0.10989348416322
ACH-000834,-0.00062421192318273
ACH-000835,-0.920579812970476
ACH-000836,-0.2916140721250401
ACH-000837,0.10340759919463008
ACH-000838,-0.10728732086703813
ACH-000839,-0.33565112839284744
ACH-000840,-0.6336970830136242
ACH-000841,-0.5377725333441242
ACH-000843,-0.6752345802342321
ACH-000846,-0.04355924406558444
ACH-000847,-0.6280242574545825
ACH-000848,-0.30328552627904065
ACH-000849,-0.2727730274236359
ACH-000851,-0.3677984822481102
ACH-000855,-0.3591960233740251
ACH-000856,-0.7654385744495864
ACH-000858,-0.058428926410953076
ACH-000859,-0.3588709442292829
ACH-000861,-0.3325848078130065
ACH-000862,-0.0015998349777095991
ACH-000865,-0.3260453085266747
ACH-000866,-0.21806173349160332
ACH-000867,-0.2252896885880051
ACH-000869,-0.6852379760155338
ACH-000872,-1.0881492711517635
ACH-000873,-0.5861286361513014
ACH-000876,0.09610836649732102
ACH-000878,-0.3567005004162138
ACH-000880,0.19604189112532397
ACH-000881,-0.17867640099176327
ACH-000882,-0.2533609648785141
ACH-000884,-0.36311348637428
ACH-000885,-0.41544949401500014
ACH-000887,-0.22501005931913254
ACH-000889,-0.7706505227083387
ACH-000896,-0.4986577687453866
ACH-000898,-0.2519949857130568
ACH-000900,-0.17505746963884233
ACH-000901,-0.5063291296455693
ACH-000905,-0.43770127706269263
ACH-000906,-0.2342305688339143
ACH-000907,-0.2849829050897421
ACH-000910,0.22310475396551854
ACH-000911,-0.6774524641511753
ACH-000912,-0.5253902588686634
ACH-000913,-0.1083100361622109
ACH-000915,-0.6523474252303122
ACH-000916,-0.5751827278191158
ACH-000917,-0.2392126231605975
ACH-000920,-0.3293693232395272
ACH-000921,0.014307732255517187
ACH-000924,-0.6561868155355023
ACH-000926,-0.24044860706628654
ACH-000928,-0.03757424271638203
ACH-000929,-0.10870021776853198
ACH-000932,-0.014877411375176171
ACH-000935,-0.5438788617903788
ACH-000936,-0.7602045022935497
ACH-000937,-0.4361430876461755
ACH-000938,-0.8044377351833487
ACH-000939,0.008361287309763163
ACH-000941,-0.2662132846415302
ACH-000943,-0.2181382579345591
ACH-000946,-0.26984256787166505
ACH-000947,-0.11510042708025647
ACH-000948,-0.2396842474528948
ACH-000950,-0.7638469060992116
ACH-000953,-0.4991538530848006
ACH-000954,-0.33088805111439423
ACH-000957,-0.5045026280690568
ACH-000958,-0.5266176224122461
ACH-000960,-0.3801339632937511
ACH-000963,-0.8119778325012597
ACH-000968,-0.26434052749250503
ACH-000969,-0.3026751428498951
ACH-000972,-0.6735839850254268
ACH-000973,-0.5026757284515253
ACH-000974,-0.06736102833298352
ACH-000978,-0.42506365241919
ACH-000984,-0.4024736954223346
ACH-000986,-0.7527073039528145
ACH-000988,-0.4485339925678126
ACH-000993,-0.07925719222198024
ACH-000994,-0.0940057535481024
ACH-000996,-0.3381960601626737
ACH-001001,-0.2193874977530872
ACH-001020,-0.27076412066363165
ACH-001028,-0.3024917607902247
ACH-001031,-0.5303404421639767
ACH-001038,-0.1749330898437173
ACH-001048,-0.6144938498352569
ACH-001050,-0.8608747973248093
ACH-001053,-0.024563237411387658
ACH-001054,-0.5775343219140618
ACH-001061,-0.8094934833942186
ACH-001067,-0.5244221779301185
ACH-001075,-0.2361196590014609
ACH-001096,-0.7893315025833723
ACH-001111,-0.07351099904313932
ACH-001119,-0.1400094447383463
ACH-001128,0.7008004302633994
ACH-001134,-0.5144832019428582
ACH-001151,-0.6661309386800602
ACH-001163,-0.3474957949654513
ACH-001164,-0.3085898971056483
ACH-001183,-0.23841119122103535
ACH-001192,-0.3303909011415975
ACH-001193,-0.33251846868237284
ACH-001196,-0.18198638771657644
ACH-001197,-0.20126974865534697
ACH-001205,-0.7101382803494501
ACH-001211,-0.11185483912683686
ACH-001212,0.10187071449053846
ACH-001228,-0.14442191094294926
ACH-001232,-0.0053812396530154225
ACH-001239,-0.37854268637447736
ACH-001270,-0.4190597680415524
ACH-001274,-0.6079250085364118
ACH-001275,-0.5185052579820187
ACH-001277,-0.7491759407859538
ACH-001278,-0.6245041355460421
ACH-001280,-0.5440426493938048
ACH-001283,-0.6806665102327003
ACH-001289,-0.5406829103909777
ACH-001300,-0.041477009095107216
ACH-001301,0.11672790505508883
ACH-001302,0.3029075977735561
ACH-001306,-0.4465561270381726
ACH-001318,-0.4237436668591867
ACH-001322,-0.3909924044383321
ACH-001328,-0.4084596188482296
ACH-001332,-0.6439468352783503
ACH-001336,-0.39912122847040504
ACH-001346,-0.3235607377860849
ACH-001353,-0.2559592037280937
ACH-001354,-0.958824853669838
ACH-001367,-0.3499457334232105
ACH-001368,-0.7865209851333843
ACH-001374,0.021126503055832704
ACH-001377,-0.3127767700236752
ACH-001380,-0.6140434877798119
ACH-001391,-0.4818534928096672
ACH-001408,0.16006453767467976
ACH-001430,-0.21293949136734386
ACH-001431,-0.4339989199823521
ACH-001450,-0.343907139907313
ACH-001496,-0.12613285286346052
ACH-001500,-0.055612904193267386
ACH-001523,-0.40837264705849496
ACH-001532,-0.7139395779231613
ACH-001550,-0.05347792933495993
ACH-001552,-0.3233811473808861
ACH-001554,-0.4710407562510674
ACH-001654,-0.28401375002662066
ACH-001735,-1.0122823330069686
ACH-001736,-1.2218537866726162
ACH-001737,0.02420555517223397
ACH-001740,-0.11976407502155165
ACH-001745,-0.1005714141462612
ACH-001765,-0.13110072450991386
