,LRRC8E (80131)
ACH-000189,-0.028635771089864887
ACH-000190,-0.13610731800741746
ACH-000198,-0.21816042930154986
ACH-000203,-0.2702955129286248
ACH-000204,-0.11761199776929787
ACH-000206,0.010429397446895665
ACH-000207,-0.16683488641550348
ACH-000208,-0.33400451783881263
ACH-000210,0.18328950329271906
ACH-000211,-0.08686243512959045
ACH-000215,-0.04953064849348306
ACH-000221,-0.1687382588272112
ACH-000222,-0.3097452121219028
ACH-000223,-0.14886454017666034
ACH-000226,-0.11793546305019108
ACH-000227,-0.07760915169624794
ACH-000228,-0.08028740291176605
ACH-000231,-0.12059023965149905
ACH-000232,-0.2213789789588308
ACH-000233,-0.06676096219504526
ACH-000234,-0.2149662196077826
ACH-000235,-0.09582221445421568
ACH-000237,-0.23641821820627276
ACH-000238,-0.05530195483815837
ACH-000242,-0.020021939304357948
ACH-000243,-0.14064031644207514
ACH-000244,-0.25724893720878866
ACH-000246,-0.1530064055462725
ACH-000248,-0.2378164350340499
ACH-000250,-0.18519039793875655
ACH-000251,-0.10423072336764587
ACH-000252,-0.25326317947455096
ACH-000253,-0.21434542150528108
ACH-000255,-0.1435306666986092
ACH-000256,-0.07558832664451359
ACH-000257,-0.03199754648550562
ACH-000258,-0.09103686801696666
ACH-000259,-0.10400089611941672
ACH-000260,-0.1580013650530223
ACH-000261,-0.2364943128189154
ACH-000262,-0.0679763822474519
ACH-000263,-0.1651482012400706
ACH-000264,-0.07839204602573747
ACH-000265,-0.13364956693725874
ACH-000266,-0.1533715355661331
ACH-000272,-0.1615750053995973
ACH-000274,-0.12433222347151013
ACH-000277,-0.2013389774268521
ACH-000278,-0.18019790108762626
ACH-000279,-0.10246003597610336
ACH-000280,-0.19877667739426247
ACH-000281,-0.09853069940315316
ACH-000288,-0.11721244232554225
ACH-000291,-0.17815740143783226
ACH-000293,-0.13481533488368624
ACH-000294,-0.358866922622722
ACH-000295,0.008690547246765065
ACH-000296,-0.256615011843004
ACH-000302,-0.09393761805090377
ACH-000304,-0.2361587568348836
ACH-000307,-0.05201228149819432
ACH-000308,-0.13653771327117295
ACH-000310,-0.10772235907498796
ACH-000311,-0.042850263409605
ACH-000312,-0.19016436535576306
ACH-000315,-0.04599408126694166
ACH-000316,-0.13521849274186684
ACH-000317,-0.12417948090158452
ACH-000318,-0.1018112624244676
ACH-000319,-0.05321728982533052
ACH-000320,-0.2457019012855189
ACH-000322,-0.08179826098940622
ACH-000323,-0.24133619276509696
ACH-000324,-0.08083290271172205
ACH-000329,-0.07747642308625845
ACH-000330,-0.16193024924151886
ACH-000331,-0.07170227700982378
ACH-000332,-0.1067130327008513
ACH-000334,-0.17875375311626807
ACH-000335,-0.27673882772288444
ACH-000336,-0.21730348123914486
ACH-000337,-0.3622586155533317
ACH-000338,-0.38919122983364535
ACH-000339,-0.2041386737868792
ACH-000341,-0.09383956620110592
ACH-000348,-0.029589008551879032
ACH-000350,-0.05632355928021211
ACH-000352,-0.10243741183870506
ACH-000356,0.08672990594632132
ACH-000361,-0.050182775833835985
ACH-000362,-0.13146772333268122
ACH-000363,-0.10099411509350673
ACH-000364,-0.3022797685721914
ACH-000365,-0.13576227770716148
ACH-000366,-0.11589061594468936
ACH-000368,-0.04456076862325452
ACH-000374,-0.1581770215259142
ACH-000375,0.09441681132826006
ACH-000376,-0.045577030321956924
ACH-000381,-0.057688824938965134
ACH-000383,-0.07721802603154931
ACH-000387,-0.15325524265669074
ACH-000389,-0.004916322261703236
ACH-000390,-0.20061051077149067
ACH-000393,-0.057934104101235735
ACH-000395,-0.12594186369141555
ACH-000396,-0.2867486795900763
ACH-000397,-0.0489177505155366
ACH-000401,0.14156887537999727
ACH-000402,-0.4229160714381209
ACH-000403,-0.0732972238705828
ACH-000404,0.19642754457126985
ACH-000406,-0.06207313813943044
ACH-000407,-0.09188327397764763
ACH-000408,-0.22738943809376455
ACH-000410,-0.09942549390593876
ACH-000411,-0.25280642644986673
ACH-000414,-0.07601355225387445
ACH-000415,-0.11426518279609317
ACH-000416,-0.17968451035598407
ACH-000420,-0.0711645256593035
ACH-000421,-0.09813660450541724
ACH-000424,0.03445311407097798
ACH-000425,-0.07192038795370284
ACH-000426,-0.21504794773400934
ACH-000427,-0.17356363026802454
ACH-000433,-0.2196142510948766
ACH-000435,-0.13976694494385092
ACH-000436,-0.10416755347534674
ACH-000444,-0.09719678602705033
ACH-000445,-0.25538677285929834
ACH-000448,-0.10055452251470946
ACH-000450,-0.22110998908294888
ACH-000452,-0.16314665239054998
ACH-000454,-0.02116485330481588
ACH-000458,-0.0069313295051297965
ACH-000459,-0.17579400606224227
ACH-000460,-0.13410934067164892
ACH-000461,-0.11754718400212485
ACH-000463,-0.14982807325883335
ACH-000464,0.08729571166329811
ACH-000466,-0.09727617746860408
ACH-000467,0.021821490179779426
ACH-000468,-0.1690224549920656
ACH-000469,-0.13729465271117833
ACH-000470,-0.03956114447972778
ACH-000471,-0.07442412279436142
ACH-000472,-0.11323052391402008
ACH-000473,-0.1311376778789635
ACH-000475,-0.1524002337181887
ACH-000476,-0.24243014065850615
ACH-000477,-0.11532245249595205
ACH-000479,-0.035661814524116334
ACH-000480,-0.1502715918811148
ACH-000481,-0.09661254620306607
ACH-000483,-0.13295980658349635
ACH-000484,-0.12770040971707114
ACH-000485,-0.11958910586468315
ACH-000486,-0.14032739960675442
ACH-000487,-0.0972010668685425
ACH-000488,-0.13770647770188746
ACH-000490,-0.2431487439073207
ACH-000491,-0.1408821469473708
ACH-000495,-0.18573169456446414
ACH-000496,-0.10685521918041606
ACH-000499,-0.15700792590715473
ACH-000500,-0.3405171479986016
ACH-000502,-0.11204616777613373
ACH-000503,-0.3785027836212803
ACH-000505,-0.1779738805345027
ACH-000507,-0.2467118173404793
ACH-000510,-0.07648077801487167
ACH-000511,-0.006608325823805706
ACH-000512,-0.44367673451573336
ACH-000516,-0.16457849696676238
ACH-000517,-0.07286703747465607
ACH-000518,-0.20441443913879834
ACH-000520,-0.2457257071118508
ACH-000521,-0.0899769489195706
ACH-000522,-0.16344221991350766
ACH-000524,-0.17130850448062485
ACH-000527,-0.08713273892119218
ACH-000528,-0.05058522573515537
ACH-000537,-0.3329291548788746
ACH-000541,0.09173165197412976
ACH-000542,-0.0514075526476428
ACH-000544,0.018708276424925303
ACH-000545,-0.12213141510087028
ACH-000547,0.16793818532013802
ACH-000548,-0.3075878454516007
ACH-000549,-0.12990561727448605
ACH-000550,-0.010677121136227277
ACH-000552,-0.10683352166023548
ACH-000556,-0.17317735287392527
ACH-000557,-0.19232173061877755
ACH-000569,0.17189371266825013
ACH-000570,-0.045293431214212414
ACH-000571,-0.08583621221397399
ACH-000573,-0.2888668170706311
ACH-000576,-0.021047165472230327
ACH-000579,-0.3563722747828696
ACH-000580,-0.11929787168270865
ACH-000584,-0.12791695269664813
ACH-000585,-0.049934314107533684
ACH-000588,-0.15343834882033988
ACH-000589,-0.07007060253244014
ACH-000591,-0.26113086903113675
ACH-000593,-0.0392447696067679
ACH-000600,-0.2102593245363313
ACH-000601,-0.16641066816785838
ACH-000605,-0.11731153754699315
ACH-000606,-0.18537142676986396
ACH-000608,-0.1564019971378159
ACH-000614,-0.0746700790958207
ACH-000616,0.031650905917819494
ACH-000618,-0.19644391728909374
ACH-000619,-0.03616153777991563
ACH-000620,-0.17503043736202215
ACH-000621,-0.15790605052600107
ACH-000622,-0.13810815071910815
ACH-000623,-0.12688901935736766
ACH-000624,-0.16485165242798655
ACH-000627,-0.2762935547284852
ACH-000630,-0.16669190696292607
ACH-000631,-0.13301135882569742
ACH-000632,-0.1663214693970012
ACH-000633,-0.2550398405228711
ACH-000637,-0.15198422757559749
ACH-000638,-0.10108650871216596
ACH-000646,0.022420202337735392
ACH-000647,-0.0768472644649143
ACH-000648,-0.19786796031381093
ACH-000649,-0.13462199251471416
ACH-000651,-0.051265112091425334
ACH-000652,-0.03507925938964323
ACH-000653,-0.2034895032569297
ACH-000657,-0.0375226558531262
ACH-000658,-0.18287012929821367
ACH-000661,-0.23835293796652685
ACH-000662,-0.3205559069205812
ACH-000663,-0.027464888404397127
ACH-000665,-0.22583906143510865
ACH-000671,-0.17559046571321013
ACH-000672,0.17690204140287238
ACH-000673,-0.11254543847288163
ACH-000676,-0.17648292730365986
ACH-000677,-0.16464055840841765
ACH-000681,-0.09980780209549
ACH-000683,-0.1504063726605014
ACH-000684,0.12663448693082371
ACH-000688,-0.28351171046889634
ACH-000693,-0.057448492332430476
ACH-000694,-0.09352955465187368
ACH-000695,-0.1592912995199512
ACH-000696,-0.18537631643428928
ACH-000697,-0.122803753815302
ACH-000699,-0.1649565729692175
ACH-000701,-0.2038171048455742
ACH-000706,-0.00417439228135772
ACH-000711,-0.12647870300146358
ACH-000713,-0.17749628562720365
ACH-000714,-0.17177673719825853
ACH-000718,-0.10757042947099936
ACH-000720,-0.18665665307362675
ACH-000721,-0.16369885425692485
ACH-000724,-0.05786550501111195
ACH-000725,-0.20868015854788285
ACH-000732,-0.47603157809395596
ACH-000734,-0.2071145043311506
ACH-000735,-0.12684037163355755
ACH-000736,-0.19962662211778795
ACH-000738,-0.20211447871008212
ACH-000746,0.006743773865568639
ACH-000747,-0.2869883191472096
ACH-000748,-0.1718754488069674
ACH-000753,-0.07872262409559212
ACH-000756,-0.13643669380255344
ACH-000757,-0.02682078232574417
ACH-000758,-0.18015568551877886
ACH-000760,-0.14573078537862905
ACH-000762,-0.04951464900985263
ACH-000763,-0.2838925249381117
ACH-000764,-0.17628829847338592
ACH-000765,0.043735503553623684
ACH-000766,-0.15331881485173604
ACH-000767,-0.1882253481354311
ACH-000768,-0.18394555489218026
ACH-000769,-0.31144093319373106
ACH-000770,-0.09217835513757244
ACH-000771,-0.16846400130697844
ACH-000773,0.0722880620991182
ACH-000776,-0.18395779561520906
ACH-000777,-0.12071360340912494
ACH-000778,-0.11970263461553847
ACH-000781,-0.15942108453882534
ACH-000782,-0.06459622247599542
ACH-000783,-0.1816430973974118
ACH-000784,-0.014419259110617562
ACH-000785,-0.09603336935490828
ACH-000787,-0.07254121877732311
ACH-000788,-0.05787366395015635
ACH-000791,-0.11952049490294958
ACH-000792,-0.11147525446338513
ACH-000794,-0.11911953046618262
ACH-000796,-0.09579596300247828
ACH-000798,-0.27416733770320223
ACH-000799,-0.2382107054502571
ACH-000800,-0.08953798692959017
ACH-000802,-0.07070363288126172
ACH-000804,-0.11071042113356327
ACH-000805,-0.13734275221726136
ACH-000809,-0.1255796252858932
ACH-000810,-0.02350271966812989
ACH-000811,-0.13436921475853755
ACH-000817,0.038463377552516234
ACH-000819,-0.048549831209942725
ACH-000820,-0.15893085526519074
ACH-000821,-0.07038622146570622
ACH-000822,-0.0785119998439695
ACH-000823,-0.18720516232991274
ACH-000824,-0.04188509980209651
ACH-000827,-0.13361572188861776
ACH-000829,-0.20038024376141803
ACH-000831,-0.2280299704032516
ACH-000832,-0.0948085499008747
ACH-000833,-0.08420268043664722
ACH-000834,-0.0019420018460725558
ACH-000835,-0.12315786930138435
ACH-000836,-0.1715539445527282
ACH-000837,-0.14092776331804802
ACH-000838,0.18723668888120745
ACH-000839,-0.048695657362649684
ACH-000840,-0.05739915565408505
ACH-000841,-0.0691213014673177
ACH-000843,-0.1234111590995957
ACH-000846,-0.1454611133518419
ACH-000847,-0.07201148371323364
ACH-000848,-0.3095370665366625
ACH-000849,-0.040672869499566965
ACH-000851,-0.2506514471584562
ACH-000855,0.005581007218748204
ACH-000856,-0.19132564451370584
ACH-000858,-0.13950726518945925
ACH-000859,0.15927331223203198
ACH-000861,-0.21543563136663066
ACH-000862,-0.004691339517436953
ACH-000865,0.015245713488812082
ACH-000866,-0.15605029186510005
ACH-000867,-0.16710474499609748
ACH-000869,-0.21891216549674256
ACH-000872,-0.22239425985132247
ACH-000873,-0.2598185495034748
ACH-000876,-0.2445080404700787
ACH-000878,-0.17550067948064732
ACH-000880,-0.06867127487476585
ACH-000881,-0.10742192543384307
ACH-000882,0.05804994439585871
ACH-000884,-0.11650247308347984
ACH-000885,-0.10573642958596227
ACH-000887,-0.17851956252837722
ACH-000889,-0.07131279593897072
ACH-000896,-0.02443800631403788
ACH-000898,0.05018578242899803
ACH-000900,-0.1241617994326792
ACH-000901,-0.1291041363589782
ACH-000905,-0.044266899763846033
ACH-000906,-0.062124202954675266
ACH-000907,0.02975699693330007
ACH-000910,-0.10483604711054452
ACH-000911,0.0752656336177611
ACH-000912,-0.09605985895601264
ACH-000913,-0.06797690190755998
ACH-000915,-0.16417431852931966
ACH-000916,-0.6358946795707023
ACH-000917,-0.22427451341838028
ACH-000920,-0.06946537082878525
ACH-000921,-0.18648226776043508
ACH-000924,0.02833562908593486
ACH-000926,-0.09543458181787702
ACH-000928,-0.3154749821153406
ACH-000929,-0.1066693765546243
ACH-000932,-0.10305646893164536
ACH-000935,-0.1575661067226149
ACH-000936,-0.12122809887592738
ACH-000937,-0.09333876466276324
ACH-000938,-0.13494122181760038
ACH-000939,-0.26143005887562104
ACH-000941,-0.11118258727347592
ACH-000943,-0.0942680288396039
ACH-000946,0.0314614029347388
ACH-000947,-0.02852524177049987
ACH-000948,-0.15358670423179835
ACH-000950,-0.09411923194153356
ACH-000953,-0.14556191387976247
ACH-000954,-0.008825443453232662
ACH-000957,-0.20705428965380449
ACH-000958,-0.15604157588535786
ACH-000960,-0.13723496054025655
ACH-000963,-0.1733579244599684
ACH-000968,-0.0773985667062991
ACH-000969,-0.22921103002982585
ACH-000972,-0.19082515071822725
ACH-000973,-0.039155471499547456
ACH-000974,-0.04327956945938357
ACH-000978,0.1809835413665599
ACH-000984,-0.007284566072922971
ACH-000986,0.01287842776692395
ACH-000988,-0.05165209977409715
ACH-000993,-0.060657868132264724
ACH-000994,-0.26257461602638776
ACH-000996,-0.15535506472580654
ACH-001001,-0.19016201411142827
ACH-001020,-0.3392734798366605
ACH-001028,-0.06550367769012792
ACH-001031,-0.13914332175673827
ACH-001038,-0.09501522393016944
ACH-001048,-0.22644002850568834
ACH-001050,-0.10428627756791854
ACH-001053,-0.2097903599189087
ACH-001054,-0.1297641715424906
ACH-001061,-0.06493108066541615
ACH-001067,0.10922024691767854
ACH-001075,-0.12008050200704028
ACH-001096,-0.16350048727119754
ACH-001111,-0.2607577040434059
ACH-001119,0.0555686289388702
ACH-001128,-0.26979785996105
ACH-001134,-0.07350712749013008
ACH-001151,-0.10780971962823756
ACH-001163,0.02515679108584696
ACH-001164,0.119258831677193
ACH-001183,-0.07042162329663892
ACH-001192,-0.08532638430506764
ACH-001193,-0.003836670305680625
ACH-001196,-0.06712089976536817
ACH-001197,-0.4515208331858641
ACH-001205,-0.10240137970489392
ACH-001211,-0.12613443275123246
ACH-001212,-0.01566154274782064
ACH-001228,-0.13000995885479072
ACH-001232,0.06567290668915005
ACH-001239,-0.11246985066157286
ACH-001270,-0.21702658696208865
ACH-001274,-0.036668179808825266
ACH-001275,0.017051969453895654
ACH-001277,-0.08240670845007418
ACH-001278,-0.14861349302884935
ACH-001280,0.10864198592863428
ACH-001283,-0.0975161697036967
ACH-001289,0.062101015749784015
ACH-001300,-0.187366611657663
ACH-001301,-0.03919607220016996
ACH-001302,-0.012299015686985552
ACH-001306,-0.4442437582408069
ACH-001318,-0.2187340716902311
ACH-001322,-0.2186683193069027
ACH-001328,-0.12393492385916335
ACH-001332,-0.136839578876464
ACH-001336,-0.04710362946018757
ACH-001346,-0.21858034650063185
ACH-001353,-0.13755157519327302
ACH-001354,-0.16654026208169004
ACH-001367,0.11250768433121976
ACH-001368,-0.16953626224310586
ACH-001374,-0.10192711515567547
ACH-001377,-0.2772061577283299
ACH-001380,-0.07319749823762411
ACH-001391,-0.14690341338481172
ACH-001408,-0.060384420802629235
ACH-001430,0.030483431972536737
ACH-001431,-0.14368962086874318
ACH-001450,-0.08473644362917429
ACH-001496,-0.24933972395240195
ACH-001500,-0.06627502941250381
ACH-001523,-0.21430470517566133
ACH-001532,-0.08304260019338561
ACH-001550,-0.1097247810696286
ACH-001552,-0.2955887442296042
ACH-001554,-0.12429819253844948
ACH-001654,-0.21894244926681405
ACH-001735,-0.1893826362411148
ACH-001736,-0.03895245475792687
ACH-001737,-0.033227938473652976
ACH-001740,-0.08941825390166702
ACH-001745,-0.10999638209453792
ACH-001765,-0.11675349226469822
