,PRKAG1 (5571)
ACH-000004,-0.26158968582887976
ACH-000005,-0.2134852830791176
ACH-000007,-0.03898951076143108
ACH-000009,-0.10896606611700056
ACH-000011,-0.16010892258255188
ACH-000012,-0.12065194533006875
ACH-000013,-0.20121610516212232
ACH-000014,-0.12800854224553432
ACH-000015,-0.0572309076686285
ACH-000017,-0.2961826120879082
ACH-000018,-0.30734907125081634
ACH-000019,-0.22378125709635693
ACH-000021,-0.2514744924571387
ACH-000022,0.02173724087845872
ACH-000025,-0.30175479291150964
ACH-000028,-0.16130236554068156
ACH-000030,-0.1802200788903101
ACH-000035,-0.1960576195546284
ACH-000036,-0.15305762662510702
ACH-000037,-0.16174926997939015
ACH-000039,0.03254947485191235
ACH-000040,-0.2378617568874263
ACH-000041,-0.19111135372455168
ACH-000042,-0.13022350295659155
ACH-000045,-0.33857740154853905
ACH-000047,-0.009516979400229171
ACH-000052,-0.21394594423538169
ACH-000053,-0.06756188045460937
ACH-000054,-0.09422949228582714
ACH-000055,-0.2490216348651623
ACH-000060,-0.008267608497616949
ACH-000067,-0.2691867163311578
ACH-000070,0.1828601119319705
ACH-000075,-0.27151959219543903
ACH-000078,-0.21041118311831847
ACH-000082,-0.09949350738245168
ACH-000085,-0.0756535786993916
ACH-000086,-0.4550120125607602
ACH-000087,-0.5175083304839124
ACH-000092,-0.24364688576274615
ACH-000095,-0.32188224447839525
ACH-000097,-0.16135466431201378
ACH-000098,0.0038198873628305656
ACH-000099,-0.15743666899372905
ACH-000108,-0.13271280257970616
ACH-000113,-0.18592486349138296
ACH-000116,-0.1847019716527009
ACH-000118,-0.18863008491576191
ACH-000120,-0.08400411729915623
ACH-000123,0.041759512679668834
ACH-000127,-0.0978322625650452
ACH-000128,-0.19058483489553674
ACH-000132,-0.17653258429671032
ACH-000133,-0.30807160854900484
ACH-000137,-0.1438915846978953
ACH-000138,-0.19852651010713426
ACH-000142,-0.11937490871021468
ACH-000143,-0.06755486156207037
ACH-000146,-0.1523926458792037
ACH-000148,-0.20576473073769613
ACH-000150,-0.3214978433165886
ACH-000152,-0.27070642567800235
ACH-000153,-0.06224138534767519
ACH-000159,-0.1265837894020383
ACH-000160,-0.20446256227506784
ACH-000163,-0.30446904211130577
ACH-000167,-0.0017190306393887107
ACH-000168,-0.09412326731658087
ACH-000169,-0.08398187935220812
ACH-000178,-0.015206359827631206
ACH-000183,-0.02080414200531591
ACH-000188,-0.08318017487192794
ACH-000189,-0.03595895057023192
ACH-000190,-0.07495890044853809
ACH-000198,-0.20366424096337493
ACH-000203,-0.4852608631384452
ACH-000204,-0.024092970927144998
ACH-000206,-0.04926885425151649
ACH-000207,-0.21208529571708234
ACH-000208,-0.28403442969869536
ACH-000210,0.03471952302089448
ACH-000211,-0.10218919442598473
ACH-000215,-0.2095757065559536
ACH-000221,0.06913984942223929
ACH-000222,0.0032957232850901637
ACH-000223,-0.14362012377251576
ACH-000226,-0.3391285494210892
ACH-000227,-0.07804802240300875
ACH-000228,-0.2959519186630758
ACH-000231,-0.21216625363256336
ACH-000232,-0.17139088087801874
ACH-000233,-0.2824069322877336
ACH-000234,-0.07311023040090495
ACH-000235,-0.17181292576735674
ACH-000237,-0.20948130277503446
ACH-000238,-0.18775885924731184
ACH-000242,-0.028168102339999588
ACH-000243,-0.20981203423549055
ACH-000244,-0.2551813743829038
ACH-000246,-0.2061164273269792
ACH-000248,-0.19467678891108398
ACH-000250,-0.07886884776407857
ACH-000251,-0.16292306302781864
ACH-000252,0.011497085188220771
ACH-000253,-0.08857217286969153
ACH-000255,-0.09909815413825099
ACH-000256,-0.17096672230466056
ACH-000257,-0.08627628018055919
ACH-000258,-0.011949732896269856
ACH-000259,-0.08013786390080427
ACH-000260,-0.12482802576357704
ACH-000261,-0.2733314237470112
ACH-000262,-0.12679860804099372
ACH-000263,-0.05072185722543617
ACH-000264,-0.21865662829434399
ACH-000265,-0.1011952951922076
ACH-000266,-0.1532495924270468
ACH-000272,-0.02508019521150836
ACH-000274,-0.2103898962792912
ACH-000277,-0.2044318880799448
ACH-000278,-0.23045720480506066
ACH-000279,-0.3019697417857986
ACH-000280,0.00031812028422085483
ACH-000281,-0.211421745328742
ACH-000288,-0.33703008030682075
ACH-000291,-0.09836967644353226
ACH-000293,-0.13082276206379095
ACH-000294,-0.23273213762145584
ACH-000295,-0.2297349620886812
ACH-000296,-0.2515250398068838
ACH-000302,0.007541712647768007
ACH-000304,0.02054810471356617
ACH-000307,-0.050010528959159306
ACH-000308,-0.23981346605155504
ACH-000310,-3.580593395739543e-05
ACH-000311,-0.21510377536027828
ACH-000312,-0.18098444653364065
ACH-000315,-0.17867859456323507
ACH-000316,-0.2084888398073959
ACH-000317,-0.053541597006645986
ACH-000318,-0.07532686985065258
ACH-000319,-0.1799648090963673
ACH-000320,-0.4491851714316426
ACH-000322,-0.5699369556783126
ACH-000323,-0.11308408065940505
ACH-000324,-0.10893126208125507
ACH-000329,-0.06653331621640689
ACH-000330,-0.059335419110109235
ACH-000331,-0.2406118795275077
ACH-000332,-0.12074154345590812
ACH-000334,-0.22653023856120275
ACH-000335,-0.2840040946153643
ACH-000336,-0.045436198644085664
ACH-000337,-0.2077428539194756
ACH-000338,-0.3848479641349831
ACH-000339,-0.1824202817416014
ACH-000341,-0.3316053366939443
ACH-000348,-0.18711883314967476
ACH-000350,-0.106477403000323
ACH-000352,-0.11018832520577328
ACH-000356,-0.23970509097617296
ACH-000361,0.0025846624830489287
ACH-000362,-0.14840427757649413
ACH-000363,-0.11180266472097007
ACH-000364,-0.03459108504403896
ACH-000365,-0.4913912820227291
ACH-000366,-0.12694890118670388
ACH-000368,-0.278558950731128
ACH-000374,-0.2724155019053877
ACH-000375,0.0020430159206388985
ACH-000376,-0.09099448188276214
ACH-000381,-0.06553495345819017
ACH-000383,-0.0930379977283062
ACH-000387,-0.1679455807197815
ACH-000389,-0.12435598986466458
ACH-000390,-0.11363761384147307
ACH-000393,-0.08749904013023277
ACH-000395,-0.1139848980430068
ACH-000396,-0.05870189833113764
ACH-000397,0.002066145790677684
ACH-000401,-0.2303626906942572
ACH-000402,-0.26504484260829353
ACH-000403,-0.020598658236670262
ACH-000404,-0.22859040272164155
ACH-000406,-0.18501025797176432
ACH-000407,-0.04376303222143561
