,ETFA (2108)
ACH-000004,-0.019967946687517675
ACH-000005,0.21021876695225572
ACH-000007,0.1870447213147856
ACH-000009,0.03397906106789318
ACH-000011,-0.037314538964458834
ACH-000012,-0.01095430663976096
ACH-000013,0.020636676324244402
ACH-000014,0.025770875845060097
ACH-000015,0.016068101431458048
ACH-000017,0.06838217726199937
ACH-000018,0.11186179645382846
ACH-000019,0.011199612194533316
ACH-000021,0.1445933340875556
ACH-000022,-0.11556485778055095
ACH-000025,0.06032239715960455
ACH-000028,-0.04023049409409077
ACH-000030,0.0062752827516121676
ACH-000035,0.0979967998151542
ACH-000036,0.1843777909404153
ACH-000037,0.004070105178033735
ACH-000039,-0.2113311193111393
ACH-000040,0.14544493158287647
ACH-000041,0.07116206901215476
ACH-000042,0.028641989899555555
ACH-000045,0.16600879308988198
ACH-000047,0.10394243621296816
ACH-000052,0.09185041754065652
ACH-000053,0.024752903292559608
ACH-000054,-0.07140196133111408
ACH-000055,-0.010851825402638468
ACH-000060,0.044977656851551966
ACH-000067,-0.14186276040143972
ACH-000070,0.1861353411744108
ACH-000075,-0.0939983409170609
ACH-000078,-0.02641487633981401
ACH-000082,0.07201079276934899
ACH-000085,0.12906735826174168
ACH-000086,0.09650055706379512
ACH-000087,0.0731130047902295
ACH-000092,0.01963506520487208
ACH-000095,-0.05137398518862184
ACH-000097,-0.011709755258249558
ACH-000098,0.00016977090082420592
ACH-000099,-0.06772089694110804
ACH-000108,0.07008664840100527
ACH-000113,-0.03885860179660194
ACH-000116,-0.03863894367857438
ACH-000118,0.14472251761261978
ACH-000120,-0.06789395062646889
ACH-000123,-0.029055163550394773
ACH-000127,0.01649758788667434
ACH-000128,0.014615200040472696
ACH-000132,-0.006069861233018397
ACH-000133,0.06229375675165553
ACH-000137,0.0025627765106782424
ACH-000138,0.11829520932258752
ACH-000142,0.10974146729958192
ACH-000143,0.15418921902180266
ACH-000146,-0.026540215335848744
ACH-000148,0.18113903912435328
ACH-000150,0.06974264059723385
ACH-000152,0.04217009266479401
ACH-000153,0.09110401709690594
ACH-000159,0.0624665535081969
ACH-000160,-0.08044779107552008
ACH-000163,0.09423257749035698
ACH-000167,0.2944701817686187
ACH-000168,0.1678942466156665
ACH-000169,0.1138887030816247
ACH-000178,0.05962963969329803
ACH-000183,-0.0043061079034761645
ACH-000188,-0.02270923884450317
ACH-000189,0.13210475075245867
ACH-000190,0.13534243806345242
ACH-000198,0.16007827086686605
ACH-000203,-0.07670704847491344
ACH-000204,0.06351365918912713
ACH-000206,-0.05772079186769815
ACH-000207,0.13263526980355514
ACH-000208,-0.04905032696335622
ACH-000210,0.09107718248435476
ACH-000211,0.05120222291528365
ACH-000215,0.053448309117599326
ACH-000221,0.09724272769795077
ACH-000222,0.08882284393874601
ACH-000223,0.013822603528444308
ACH-000226,0.07865065182340758
ACH-000227,0.3487016247584885
ACH-000228,0.1225150930013406
ACH-000231,-0.06868600512436894
ACH-000232,0.0612260000827557
ACH-000233,0.028567401690336974
ACH-000234,-0.04577224065066485
ACH-000235,0.0005779038298120527
ACH-000237,-0.003212061796518782
ACH-000238,0.07996388184308596
ACH-000242,-0.14425289444897335
ACH-000243,0.040441911360725516
ACH-000244,0.29697908178515625
ACH-000246,-0.04937068116087347
ACH-000248,0.0507875660578401
ACH-000250,0.014957376356189003
ACH-000251,-0.12059551319283505
ACH-000252,0.009489491504017013
ACH-000253,0.0251059237626506
