,CTC1 (80169)
ACH-000480,-0.05283359886725675
ACH-000481,-0.13002758101953196
ACH-000483,-0.3354372142029379
ACH-000484,-0.21419478716723134
ACH-000485,-0.3455431230097001
ACH-000486,-0.0978158267864146
ACH-000487,-0.18146838959614686
ACH-000488,-0.33120443189336185
ACH-000490,-0.3550452625958679
ACH-000491,-0.18210042414105024
ACH-000495,-0.4988993924619891
ACH-000496,-0.2064506496994513
ACH-000499,-0.21950126443185944
ACH-000500,-0.02336389846542621
ACH-000502,-0.5029134118103383
ACH-000503,-0.5751391255901563
ACH-000505,-0.2819129698359385
ACH-000507,-0.19083619629644155
ACH-000510,-0.12043595146344235
ACH-000511,-0.33012128430562204
ACH-000512,-0.4067441438401883
ACH-000516,-0.13600726985522313
ACH-000517,-0.3739934752179988
ACH-000518,-0.5825503771393761
ACH-000520,-0.14375459426956294
ACH-000521,-0.4311055393614436
ACH-000522,-0.5387929813151336
ACH-000524,-0.21952724370938173
ACH-000527,-0.2481890281671921
ACH-000528,-0.16179142310399344
ACH-000537,-0.0930817104813038
ACH-000541,-0.4609482674587746
ACH-000542,-0.4510838020557376
ACH-000544,-0.19258379995441466
ACH-000545,-0.3034825181052219
ACH-000547,-0.13273315878095632
ACH-000548,-0.3601271633078254
ACH-000549,-0.6559119788694358
ACH-000550,-0.4937707327221757
ACH-000552,-0.08245790088860612
ACH-000556,-0.032596969905840226
ACH-000557,-0.5564638802618236
ACH-000569,-0.3259059980883815
ACH-000570,-0.6495687526496824
ACH-000571,-0.36728611022073904
ACH-000573,-0.13843446350951438
ACH-000576,-0.3729726802798917
ACH-000579,-0.28155328551244463
ACH-000580,-0.22251383270332567
ACH-000584,-0.12404076344578975
ACH-000585,-0.4118931668315111
ACH-000588,-0.562998177198638
ACH-000589,-0.3216126817732725
ACH-000591,-0.5166215562526605
ACH-000593,-0.4229146184849651
ACH-000600,-0.07456200863986427
ACH-000601,-0.4983200677905154
ACH-000605,-0.4277556924676024
ACH-000606,-0.3212304281644703
ACH-000608,-0.015831064417059237
ACH-000614,-0.21332844485474484
ACH-000616,-0.3190306765587507
ACH-000618,-0.22588842982910134
ACH-000619,-0.5486849334962134
ACH-000620,-0.2532262617384405
ACH-000621,-0.34495372694633697
ACH-000622,-0.25848744811467433
ACH-000623,-0.5305628796545848
ACH-000624,0.056065798535807405
ACH-000627,-0.2297773658224692
ACH-000630,-0.09716803386959416
ACH-000631,-0.3529996001312477
ACH-000632,-0.07530672340664614
ACH-000633,-0.2361666854966833
ACH-000637,-0.2759183967886036
ACH-000638,-0.34735672238065257
ACH-000646,-0.22628764604036794
ACH-000647,-0.3782330052312441
ACH-000648,-0.2773749855724754
ACH-000649,-0.5348675899846218
ACH-000651,-0.3659519518952287
ACH-000652,-0.3337956228855573
ACH-000653,-0.3133528507963915
ACH-000657,-0.4035906831202872
ACH-000658,-0.13714582267105005
ACH-000661,-0.3660491235682241
ACH-000662,-0.4068594299366083
ACH-000663,-0.2920016235616086
ACH-000665,-0.07889871673617695
ACH-000671,-0.3733002563233306
ACH-000672,-0.19343559308902386
ACH-000673,-0.1825900209655363
ACH-000676,-0.35991505636299764
ACH-000677,-0.09678794740430847
ACH-000681,-0.2550995122273142
ACH-000683,-0.4675157208812401
ACH-000684,-0.4577103599132576
ACH-000688,-0.4825027855686935
ACH-000693,-0.3786108160313499
ACH-000694,-0.27538972965055264
ACH-000695,-0.3315798457592133
ACH-000696,-0.3247991702736346
ACH-000697,-0.2673158102080383
ACH-000699,-0.2705546745015027
ACH-000701,-0.3632427442982998
ACH-000706,-0.265204262065223
ACH-000711,-0.14473401946711772
ACH-000713,-0.4842884840316468
ACH-000714,-0.7007711408973626
ACH-000718,-0.311817081151979
ACH-000720,-0.3347878331965039
ACH-000721,-0.4201626109222593
ACH-000724,-0.408911784452031
ACH-000725,-0.36031043420782216
ACH-000732,-0.0788442966861164
ACH-000734,-0.10227107237209243
ACH-000735,-0.5228173723987795
ACH-000736,-0.11292807431595735
ACH-000738,-0.4710013307083898
ACH-000746,-0.14313796567533754
ACH-000747,0.006486212032680902
ACH-000748,-0.5454645610781023
ACH-000753,-0.2902802211812263
ACH-000756,-0.6663872654109425
ACH-000757,-0.06535180379723586
ACH-000758,-0.31461457234343443
ACH-000760,-0.14792783229964546
ACH-000762,-0.3325733903969181
ACH-000763,-0.29413374992743146
ACH-000764,-0.5496705269531328
ACH-000765,-0.10190638845144824
ACH-000766,-0.5272968199991671
ACH-000767,-0.15203839486188864
ACH-000768,-0.486435895458885
ACH-000769,-0.4286381239589012
ACH-000770,-0.5945869393082798
ACH-000771,-0.3801152113011583
ACH-000773,-0.3744690673888068
ACH-000776,-0.3817862339434188
ACH-000777,-0.4838294161510582
ACH-000778,-0.4214247343183376
ACH-000781,-0.3876572969882698
ACH-000782,-0.15080919967973785
ACH-000783,-0.540786278765008
ACH-000784,-0.34892526423995474
ACH-000785,-0.4849436500622185
ACH-000787,-0.4953812753396346
ACH-000788,-0.09356545328606253
ACH-000791,-0.5148416367087515
ACH-000792,-0.4639192471752235
ACH-000794,-0.4825722191930679
ACH-000796,-0.3683503299451786
ACH-000798,-0.6358792218224568
ACH-000799,-0.34194279671820604
ACH-000800,-0.34735906016854057
ACH-000802,-0.3251265809282211
ACH-000804,-0.4828800259368039
ACH-000805,-0.4584521128809225
ACH-000809,-0.3318320370870965
ACH-000810,-0.3543817630309077
ACH-000811,-0.24068317195590425
ACH-000817,-0.5881354716193562
ACH-000819,-0.37466671462154333
ACH-000820,-0.4934094259379434
ACH-000821,-0.40902015486720417
ACH-000822,-0.1399447957148533
ACH-000823,-0.278712003893239
ACH-000824,-0.2366927108212375
ACH-000827,0.09885927812776404
ACH-000829,-0.5191457887824784
ACH-000831,-0.4088025410846361
ACH-000832,-0.5288738421920549
ACH-000833,-0.29693352565440223
ACH-000834,-0.595231469779562
ACH-000835,-0.23847851301518566
ACH-000836,-0.5045589906110552
ACH-000837,-0.17446855271586095
ACH-000838,-0.5293706363925287
ACH-000839,-0.5680086763013131
ACH-000840,-0.2738303506867313
ACH-000841,-0.2617842270556002
ACH-000843,-0.29424804061193194
ACH-000846,0.10778330405952898
ACH-000847,-0.3355991162535485
ACH-000848,-0.006643003940397692
ACH-000849,-0.3763538967824704
ACH-000851,-0.25251327531359896
ACH-000855,-0.2409963364859755
ACH-000856,-0.3795458822157548
ACH-000858,-0.5073013505329592
ACH-000859,-0.3038726547500507
ACH-000861,-0.3502134167137532
ACH-000862,-0.18607997648451716
ACH-000865,-0.39868832958015415
ACH-000866,-0.2640961980494988
ACH-000867,-0.05883549208991382
ACH-000869,-0.27283990269475256
ACH-000872,-0.3621801985059291
ACH-000873,-0.4192320055907644
ACH-000876,-0.21680191604764265
ACH-000878,-0.5744680161661194
ACH-000880,-0.4595643935793147
ACH-000881,-0.25001219217438586
ACH-000882,-0.2735221928426654
ACH-000884,-0.40916543045026943
ACH-000885,-0.3322515057669764
ACH-000887,-0.412176534819753
ACH-000889,-0.3169325419656994
ACH-000896,-0.15387910145130745
ACH-000898,-0.18800302238897984
ACH-000900,-0.07648759055538458
ACH-000901,-0.4024636952166812
ACH-000905,-0.6435464717209547
ACH-000906,-0.2650716399215517
ACH-000907,-0.17296865749717355
ACH-000910,-0.15592334476967445
ACH-000911,-0.2620785585150231
ACH-000912,-0.20151155611686716
ACH-000913,-0.3893064273013254
ACH-000915,-0.3248733150935605
ACH-000916,-0.11238866672654103
ACH-000917,-0.4867468608609774
ACH-000920,-0.2671640267786457
ACH-000921,-0.3080496135559783
ACH-000924,-0.1940253225106221
ACH-000926,-0.3426323859242997
ACH-000928,-0.39625784208325454
ACH-000929,-0.5435205608541555
ACH-000932,-0.043534599828768936
ACH-000935,-0.3106936980876473
ACH-000936,-0.3137654829089496
ACH-000937,-0.4882474789376148
ACH-000938,-0.2931913033102611
ACH-000939,-0.293081123745533
ACH-000941,-0.2993124642917698
ACH-000943,-0.2828853232940705
ACH-000946,-0.08853464299638421
ACH-000947,-0.3108178010511217
ACH-000948,-0.3869775496878283
ACH-000950,-0.39744251734297387
ACH-000953,-0.3232114857695513
ACH-000954,-0.1821915281455738
ACH-000957,-0.1265859182878128
ACH-000958,-0.19161776429391605
ACH-000960,-0.25847843831712314
ACH-000963,-0.4844501658197883
ACH-000968,-0.0728517343446991
ACH-000969,-0.2326663823968416
ACH-000972,-0.2955995199228893
ACH-000973,-0.29044704768109336
ACH-000974,-0.26431306185894665
ACH-000978,-0.3105645689393035
ACH-000984,-0.2861057824552951
ACH-000986,-0.33080371975415235
ACH-000988,-0.2558410363879271
ACH-000993,-0.28946349075861605
ACH-000994,-0.12921576744822533
ACH-000996,-0.23569186967952335
ACH-001001,-0.4935544985838978
ACH-001020,-0.17202379764111073
ACH-001028,-0.5127783144127614
ACH-001031,-0.42192822886236586
ACH-001038,-0.4026594132454362
ACH-001048,-0.1894318175465624
ACH-001050,-0.14970326698648506
ACH-001053,-0.3489504098268157
ACH-001054,-0.3168303040241717
ACH-001061,-0.2498941503243881
ACH-001067,-0.3523242427093655
ACH-001075,-0.4431528791760325
ACH-001096,-0.3731942541858603
ACH-001111,-0.4550765976711362
ACH-001119,-0.054614432728009636
ACH-001128,-0.3214371898423553
ACH-001134,0.04636000393956015
ACH-001151,-0.7307450891464029
ACH-001163,-0.21496846093812266
ACH-001164,-0.5849750092210593
ACH-001183,-0.4109087653971384
ACH-001192,-0.34632802353677833
ACH-001193,-0.4866286320215111
ACH-001196,-0.2664893230982718
ACH-001197,-0.5137140852536999
ACH-001205,-0.4523108808603257
ACH-001211,-0.3749555395169308
ACH-001212,-0.4306088080535658
ACH-001228,-0.3831833380073675
ACH-001232,-0.8112118775871544
ACH-001239,-0.436950708214037
ACH-001270,-0.5957548957138662
ACH-001274,-0.31408003205131685
ACH-001275,-0.4590631502269726
ACH-001277,-0.2921703969691396
ACH-001278,-0.44264367914525615
ACH-001280,-0.3569344951114582
ACH-001283,-0.3009947649568013
ACH-001289,-0.30880344858071723
ACH-001300,-0.2994438954828154
ACH-001301,-0.3700959790372806
ACH-001302,-0.5942186229744056
ACH-001306,-0.36165682237046376
ACH-001318,-0.3243957432875635
ACH-001322,-0.6212742862393028
ACH-001328,-0.4250503126260321
ACH-001332,-0.331050637158763
ACH-001336,-0.19960217189110666
ACH-001346,-0.485965100300004
ACH-001353,-0.5451206153594288
ACH-001354,-0.4346395214926884
ACH-001367,-0.22022996964768626
ACH-001368,-0.43715925800146505
ACH-001374,-0.3647870041507496
ACH-001377,-0.4590391249455588
ACH-001380,-0.4081412815231567
ACH-001391,-0.22350684127013729
ACH-001408,-0.6516285053673229
ACH-001430,-0.23505793115264614
ACH-001431,-0.23561464568417634
ACH-001450,-0.04364805042650968
ACH-001496,-0.2146264128119829
ACH-001500,-0.1838281404074236
ACH-001523,-0.26708998310458315
ACH-001532,-0.14432215347806165
ACH-001550,-0.06894386285831028
ACH-001552,-0.15169403775794732
ACH-001554,-0.3413107561289072
ACH-001654,-0.5280066406899477
ACH-001735,-0.3701550272650069
ACH-001736,-0.4385807671247402
ACH-001737,-0.8217921111862765
ACH-001740,-0.4027359117714207
ACH-001745,-0.3295376620051632
ACH-001765,-0.27502086616899074
