,CTBP1 (1487)
ACH-000004,-0.12097776577881965
ACH-000005,-0.4504110752397635
ACH-000007,0.2576302128356172
ACH-000009,-0.11151880820616207
ACH-000011,0.15614569642118234
ACH-000012,-0.10291514754885127
ACH-000013,0.19574887434745436
ACH-000014,0.0013007979815250494
ACH-000015,0.17218108751311234
ACH-000017,-0.017358030716557813
ACH-000018,-0.0051596729266718865
ACH-000019,0.15263680095713933
ACH-000021,0.02955652196065786
ACH-000022,0.04983174392848701
ACH-000025,-0.10500347268172212
ACH-000028,0.06331610016378121
ACH-000030,0.13147563614479293
ACH-000035,0.07561629900412171
ACH-000036,-0.09701990078324664
ACH-000037,-0.014740086450447843
ACH-000039,-0.19779610288785
ACH-000040,-0.13311354730270286
ACH-000041,0.036050782032152284
ACH-000042,-0.07746346006710023
ACH-000045,-0.15944503818304195
ACH-000047,0.1827408794403466
ACH-000052,0.18083131605029776
ACH-000053,0.4465558400544691
ACH-000054,0.12470962469905722
ACH-000055,0.17334130348207405
ACH-000060,0.2121061923345248
ACH-000067,0.277263870345532
ACH-000070,0.1374411157622842
ACH-000075,-0.2572184400493069
ACH-000078,-0.24685518421361946
ACH-000082,0.031164836325186338
ACH-000085,0.08542050123488172
ACH-000086,0.24868561651533874
ACH-000087,0.24778235179640265
ACH-000092,0.01684468528871711
ACH-000095,0.01919536174810003
ACH-000097,-0.04293113690676703
ACH-000098,0.06506776181366711
ACH-000099,-0.03587990005098361
ACH-000108,-0.19426680064400947
ACH-000113,-0.15530823692136514
ACH-000116,0.10002577982173903
ACH-000118,0.17828515028618575
ACH-000120,-0.18300166028825285
ACH-000123,0.1522152630303579
ACH-000127,0.24576324072935135
ACH-000128,0.059146849758434476
ACH-000132,0.28138286177038097
ACH-000133,-0.06247495972291672
ACH-000137,0.08209979083861407
ACH-000138,-0.07201151805974962
ACH-000142,0.0867299564026046
ACH-000143,-0.11810555114933788
ACH-000146,0.22978244479821966
ACH-000148,0.0995961916712874
ACH-000150,0.003977452153003028
ACH-000152,0.08692729423352225
ACH-000153,-0.11741876301046646
ACH-000159,0.07661358727715735
ACH-000160,0.3375446082930373
ACH-000163,-0.0915933758794423
ACH-000167,0.5061147113119304
ACH-000168,0.2303461459983392
ACH-000169,0.11707377660182275
ACH-000178,-0.06285008989279195
ACH-000183,-0.4400921898429027
ACH-000188,0.04079190389927457
ACH-000189,0.012621092123830276
ACH-000190,0.3489876978910748
ACH-000198,-0.4208106832597002
ACH-000203,-0.1388111237392565
ACH-000204,-0.054250639536203175
ACH-000206,0.2917307647650126
ACH-000207,0.07689101609139516
ACH-000208,0.053152020077246766
ACH-000210,0.2644088730712846
ACH-000211,-0.06579487092153756
ACH-000215,-0.09867087267986906
ACH-000221,0.1118235630315135
ACH-000222,0.12278143159846194
ACH-000223,0.11144692450025127
ACH-000226,0.2312417134607554
ACH-000227,0.009346408276066457
ACH-000228,0.15051086430699742
ACH-000231,-0.01555439804088639
ACH-000232,0.06648303740138632
ACH-000233,0.2564064800776243
ACH-000234,-0.05014430186873301
ACH-000235,0.08958188343473107
ACH-000237,0.08412249160354825
ACH-000238,0.0441694750416096
ACH-000242,0.2958381476873433
ACH-000243,0.22304066821169904
ACH-000244,0.015620161802391232
