,THAP1 (55145)
ACH-000004,-0.616019064453152
ACH-000005,-0.5424232841860279
ACH-000007,-0.8180737993837106
ACH-000009,-1.437516141386462
ACH-000011,-0.9890026411776804
ACH-000012,-1.2209054596094382
ACH-000013,-1.6217089914828076
ACH-000014,-1.497412634344779
ACH-000015,-1.3093048969901162
ACH-000017,-1.5483749190997016
ACH-000018,-1.2311242560924274
ACH-000019,-0.5231289488177278
ACH-000021,-1.1800471268677442
ACH-000022,-1.2272110398301384
ACH-000025,-1.5432753199927425
ACH-000028,-1.3152944947384648
ACH-000030,-1.4536859285886994
ACH-000035,-1.1688394533376436
ACH-000036,-1.2580864383913202
ACH-000037,-0.9074803758411184
ACH-000039,-1.3724516008900658
ACH-000040,-1.2817219735443657
ACH-000041,-1.6170545497902535
ACH-000042,-1.3198667581611778
ACH-000045,-0.5333234688966366
ACH-000047,-1.1641889671447103
ACH-000052,-1.5163400863673406
ACH-000053,-0.5431345307758473
ACH-000054,-1.0554753527819762
ACH-000055,-1.3986624146037996
ACH-000060,-1.426246923710937
ACH-000067,-1.3862014400315446
ACH-000070,-0.4560134772203964
ACH-000075,-1.3018208720400015
ACH-000078,-1.1937521262969788
ACH-000082,-0.7176737701228942
ACH-000085,-1.42801876835094
ACH-000086,-1.1431403543469705
ACH-000087,-1.2538893809439502
ACH-000092,-0.5215633551813947
ACH-000095,-1.2544763943464805
ACH-000097,-1.2996781422031791
ACH-000098,-1.241929150352296
ACH-000099,-1.1535919160450212
ACH-000108,-1.1580250430172099
ACH-000113,-0.8052179766270956
ACH-000116,-1.1149862143375375
ACH-000118,-0.7534423997994905
ACH-000120,-1.3234186750114636
ACH-000123,-1.0895291204277533
ACH-000127,-1.3945519562592397
ACH-000128,-1.0678085635795145
ACH-000132,-1.5422434635052082
ACH-000133,-0.9233324939237644
ACH-000137,-1.177446955601493
ACH-000138,-0.8307813403130597
ACH-000142,-1.0172961335312982
ACH-000143,-1.1728820091958874
ACH-000146,-0.4237661541914869
ACH-000148,-1.3568876467647728
ACH-000150,-1.3599684843641004
ACH-000152,-0.7546293212447042
ACH-000153,-1.2979154226849483
ACH-000159,-1.4766251434936857
ACH-000160,-0.99503676447342
ACH-000163,-1.292881237673827
ACH-000167,-0.8038645815175162
ACH-000168,-0.9945465261950016
ACH-000169,-1.317090917432628
ACH-000178,-1.3618331844743623
ACH-000183,-1.3101154601804752
ACH-000188,-1.2875197872998103
ACH-000189,-1.45274128212926
ACH-000190,-1.3694220129115175
ACH-000198,-0.933913104060282
ACH-000203,-1.1308638328012215
ACH-000204,-1.1961490040841751
ACH-000206,-0.8967377832831941
ACH-000207,-0.38032548486479456
ACH-000208,-0.7515304846564358
ACH-000210,-1.3114498144620377
ACH-000211,-1.2050962013740512
ACH-000215,-0.908195473371608
ACH-000221,-1.5796527298637957
ACH-000222,-1.2204809882767629
ACH-000223,-0.6066726183418215
ACH-000226,-1.095321345413149
ACH-000227,-1.768134273708566
ACH-000228,-1.2909476903399013
ACH-000231,-1.0040712086555084
ACH-000232,-1.371137802340773
ACH-000233,-1.2705495466731027
ACH-000234,-0.3045977227827252
ACH-000235,-0.7886707726833969
ACH-000237,-0.5581462997242544
ACH-000238,-1.3589712074791709
ACH-000242,-0.91334884230498
ACH-000243,-1.5428988510247386
ACH-000244,-1.524564589030737
ACH-000246,-1.1092633625070656
ACH-000248,-1.5922234125771924
ACH-000250,-1.2706571301881489
ACH-000251,-1.464983082430776
ACH-000252,-1.094647654035718
ACH-000253,-1.2672451898664197
ACH-000255,-1.501475057359831
ACH-000256,-0.9964055896977828
ACH-000257,-1.0842046475763487
ACH-000258,-1.0721452821691744
ACH-000259,-1.5740628963669818
ACH-000260,-1.3901485100100537
ACH-000261,-1.496332995759641
ACH-000262,-1.1418799651158724
ACH-000263,-0.9368187674374534
ACH-000264,-1.3264946843045171
ACH-000265,-1.1976971286983893
ACH-000266,-0.5746417434750445
ACH-000272,-0.8042227904431744
ACH-000274,-0.9947637340639588
ACH-000277,-1.4417482275745401
ACH-000278,-0.9275756527259548
ACH-000279,-1.3693421621833843
ACH-000280,-1.3515970384984497
ACH-000281,-0.9424076579006954
ACH-000288,-1.1002710617717921
ACH-000291,-1.416325969134412
ACH-000293,-0.7233718948104735
ACH-000294,-0.7910130745919032
ACH-000295,-1.3058151448677398
ACH-000296,-1.2506064774476922
ACH-000302,-1.5684210171100483
ACH-000304,-1.001225359994664
ACH-000307,-1.571180455655357
ACH-000308,-1.0356075080051779
ACH-000310,-1.1851232812339514
ACH-000311,-1.306108211550305
ACH-000312,-1.2916491948820186
ACH-000315,-0.5325365130530312
ACH-000316,-1.5986822125614046
ACH-000317,-1.3378354832313004
ACH-000318,-0.8103835539794312
ACH-000319,-0.9170586739849194
ACH-000320,-1.3455596815288524
ACH-000322,-1.1078500746587794
ACH-000323,-0.5553027910756501
ACH-000324,-0.7386317514356742
ACH-000329,-0.335524317710652
ACH-000330,-1.3776372866512179
ACH-000331,-0.8663963213506087
ACH-000332,-1.2746943758185727
ACH-000334,-1.1561722134147625
ACH-000335,-1.2049611887686793
ACH-000336,-0.8225935806928956
ACH-000337,-1.1036810119823393
ACH-000338,-1.7182352086806263
ACH-000339,-1.080986036252592
ACH-000341,-2.1816756429373854
ACH-000348,-0.742338733042157
ACH-000350,-1.5894485648677763
ACH-000352,-1.4484285716986645
ACH-000356,-1.4885415567032616
ACH-000361,-1.1850795620399546
ACH-000362,-0.7281539860544558
ACH-000363,-1.5422586899802952
ACH-000364,-1.4143050536029096
ACH-000365,-1.0364037201117362
ACH-000366,-1.3365224687539674
ACH-000368,-1.5195521659313338
ACH-000374,-1.0013550443626598
ACH-000375,-1.3944730588388234
ACH-000376,-1.2736445053734085
ACH-000381,-1.2872338011295779
ACH-000383,-0.5213115032660017
ACH-000387,-0.4661378325296523
ACH-000389,-0.9886271133928864
ACH-000390,-1.5157930267239266
ACH-000393,-1.0812396306835126
ACH-000395,-1.3081947931368418
ACH-000396,-1.2201551595764104
ACH-000397,-0.9572274321865288
ACH-000401,-1.5713806858972283
ACH-000402,-0.9214687801063578
