,DCTPP1 (79077)
ACH-000004,-0.1869828382946668
ACH-000005,-0.0963134018205148
ACH-000007,-0.006709819073452013
ACH-000009,-0.15422090605269653
ACH-000011,-0.21228386532773486
ACH-000012,-0.18460035906377845
ACH-000013,-0.2854640544170625
ACH-000014,0.02394284313772225
ACH-000015,-0.12768567609838902
ACH-000017,-0.08496826384992602
ACH-000018,-0.10634481010532018
ACH-000019,-0.045901847129657
ACH-000021,-0.19726746515080604
ACH-000022,-0.20719426084491294
ACH-000025,-0.34032729402359
ACH-000028,-0.11637080389474465
ACH-000030,-0.022200860494569583
ACH-000035,-0.1193569434782954
ACH-000036,-0.2113254545292774
ACH-000037,-0.11903115494045916
ACH-000039,-0.0143619482815189
ACH-000040,-0.10873334568566816
ACH-000041,-0.10689166315330384
ACH-000042,-0.0041507309474054285
ACH-000045,-0.005920050935057803
ACH-000047,-0.08675958989484239
ACH-000052,-0.02714223954208089
ACH-000053,-0.07149103324422253
ACH-000054,-0.1760472737579367
ACH-000055,-0.30109063864172736
ACH-000060,0.1271501521623003
ACH-000067,-0.045974481164445566
ACH-000070,-0.2527963136946998
ACH-000075,-0.1730046983627815
ACH-000078,-0.061936739194427874
ACH-000082,-0.1698719662180993
ACH-000085,-0.15962685045980146
ACH-000086,-0.03129232208638367
ACH-000087,-0.16643808419207845
ACH-000092,-0.2559065401990551
ACH-000095,-0.07231565240210172
ACH-000097,-0.19727991511580975
ACH-000098,-0.24785642867931704
ACH-000099,-0.14923476373959138
ACH-000108,-0.07716825355588415
ACH-000113,-0.0912704064660252
ACH-000116,-0.1931186225029188
ACH-000118,-0.08734609184847962
ACH-000120,-0.0902970198289777
ACH-000123,-0.17729472774079466
ACH-000127,-0.3143642908507385
ACH-000128,0.002131882129496809
ACH-000132,-0.2829911347686316
ACH-000133,-0.002255902232249984
ACH-000137,-0.1624386186133156
ACH-000138,-0.00407345715348872
ACH-000142,-0.2628306389478559
ACH-000143,-0.18363018149507146
ACH-000146,-0.09834402822505042
ACH-000148,-0.14884214700549106
ACH-000150,-0.18071984834306648
ACH-000152,-0.001058607255014909
ACH-000153,-0.22410593388928912
ACH-000159,-0.11889129253549086
ACH-000160,0.036685172737847264
ACH-000163,-0.021340038667334124
ACH-000167,-0.315321399504817
ACH-000168,-0.040545743413698085
ACH-000169,0.07075305077978224
ACH-000178,-0.08138280254469538
ACH-000183,-0.0905084926488867
ACH-000188,0.027964313695570838
ACH-000189,-0.2972907324453927
ACH-000190,-0.015755135918617172
ACH-000198,-0.116829865803146
ACH-000203,0.0013658145079724526
ACH-000204,-0.3258929895751125
ACH-000206,-0.0023048497536402963
ACH-000207,-0.1038229958276172
ACH-000208,0.03897883686935047
ACH-000210,-0.05722724802497795
ACH-000211,-0.011716853255528771
ACH-000215,-0.132105142079588
ACH-000221,-0.2669676384684107
ACH-000222,-0.17096075063887126
ACH-000223,-0.04855832103429197
ACH-000226,-0.10261642672887153
ACH-000227,-0.06302720757018124
ACH-000228,-0.22146077327003635
ACH-000231,-0.3007970152115181
ACH-000232,-0.08816414838602338
ACH-000233,-0.08820551149620713
ACH-000234,-0.0778793175416801
ACH-000235,-0.09766512838977298
ACH-000237,-0.078146305850015
ACH-000238,-0.009810861199937921
