,JPH4 (84502)
ACH-000004,-0.014453389683279631
ACH-000005,0.06384546005395275
ACH-000007,-0.3181081871596632
ACH-000009,-0.19442215718464784
ACH-000011,-0.3235619941346373
ACH-000012,-0.2036092558445211
ACH-000013,-0.1948058761882273
ACH-000014,-0.3641635241530742
ACH-000015,-0.17430301733256376
ACH-000017,-0.4619303829582409
ACH-000018,-0.09267911887308652
ACH-000019,-0.14109206508571012
ACH-000021,-0.2387291841286259
ACH-000022,-0.13102896978429307
ACH-000025,-0.171995132261625
ACH-000028,-0.15457771379164803
ACH-000030,-0.18552707931817947
ACH-000035,-0.18403096493105145
ACH-000036,-0.19479277055656813
ACH-000037,-0.21879831348177087
ACH-000039,-0.3874519374563531
ACH-000040,-0.2522843871728113
ACH-000041,0.03390593976959562
ACH-000042,-0.14898014694592654
ACH-000045,-0.1914472455925576
ACH-000047,-0.5305292325784459
ACH-000052,-0.3115098210071421
ACH-000053,-0.2936713987742862
ACH-000054,-0.23692007691098585
ACH-000055,-0.16983611940273338
ACH-000060,-0.1724066206712835
ACH-000067,-0.16522915400666652
ACH-000070,-0.25324160493185144
ACH-000075,-0.13149602710762812
ACH-000078,-0.276834244012664
ACH-000082,-0.10356001910511316
ACH-000085,-0.005152340493745864
ACH-000086,-0.38296744270077465
ACH-000087,-0.26854210308161697
ACH-000092,-0.3369121263703651
ACH-000095,-0.2643974781189541
ACH-000097,-0.2561080670917297
ACH-000098,-0.17725697784807642
ACH-000099,-0.3637654215192564
ACH-000108,-0.14830034625631225
ACH-000113,-0.15476866374794687
ACH-000116,-0.2142446803043895
ACH-000118,-0.35855333912005405
ACH-000120,-0.29371953487741576
ACH-000123,-0.14718786201151285
ACH-000127,-0.20320227999849688
ACH-000128,-0.264782444867323
ACH-000132,-0.16286063402285414
ACH-000133,-0.25696136458531915
ACH-000137,-0.1821287847742864
ACH-000138,-0.14381346044903193
ACH-000142,-0.1564336597294723
ACH-000143,-0.12218455678090395
ACH-000146,-0.16628113351003454
ACH-000148,-0.2954424696949699
ACH-000150,0.2352467729401196
ACH-000152,-0.3362019119257151
ACH-000153,-0.22515019177570225
ACH-000159,-0.2718704037435228
ACH-000160,-0.4515526798274263
ACH-000163,-0.20958689322041488
ACH-000167,-0.1604053701751609
