,DLGAP3 (58512)
ACH-000004,-0.14689285862773308
ACH-000005,-0.013359973016030131
ACH-000007,-0.1307312361908566
ACH-000009,-0.1255423749761185
ACH-000011,-0.21124313239079295
ACH-000012,-0.23909314197635695
ACH-000013,-0.21304801541037707
ACH-000014,-0.02493972528047706
ACH-000015,-0.19105063548613893
ACH-000017,-0.07707305482449574
ACH-000018,-0.050608548112691484
ACH-000019,-0.0004861540843532934
ACH-000021,-0.07605663332635873
ACH-000022,-0.19282687318184727
ACH-000025,-0.2676201792901395
ACH-000028,-0.23629061883512545
ACH-000030,-0.0892316722090713
ACH-000035,-0.25907519721654376
ACH-000036,-0.1578540042401613
ACH-000037,-0.05517003248137744
ACH-000039,-0.14505673833648916
ACH-000040,-0.2291264454534869
ACH-000041,-0.1295874356251215
ACH-000042,-0.06681642753932203
ACH-000045,-0.125700614493755
ACH-000047,-0.13083197683862502
ACH-000052,-0.10110884102903388
ACH-000053,-0.0816652624631419
ACH-000054,-0.05793294103055855
ACH-000055,-0.06016684849328189
ACH-000060,-0.4711179215067334
ACH-000067,-0.08639086650943349
ACH-000070,-0.031875582008527414
ACH-000075,-0.31626909767517136
ACH-000078,-0.050291943394660685
ACH-000082,-0.15947126345749454
ACH-000085,-0.2508052133071847
ACH-000086,-0.2250490861149316
ACH-000087,0.1513818201360928
ACH-000092,-0.1815563355485446
ACH-000095,-0.18891054056787784
ACH-000097,-0.1273595033778744
ACH-000098,-0.06782443454128094
ACH-000099,-0.04837213322462136
ACH-000108,-0.14764556666964926
ACH-000113,-0.027388341126888247
ACH-000116,-0.25913971972894057
ACH-000118,-0.15552312364352194
ACH-000120,0.007361605839609423
ACH-000123,-0.21659533278081006
ACH-000127,-0.13473087857136878
ACH-000128,-0.3229215505988822
ACH-000132,-0.19353629742619702
ACH-000133,-0.16975030820566356
ACH-000137,-0.2867011361028765
ACH-000138,0.04903286745246079
ACH-000142,-0.16098870289302375
ACH-000143,-0.023424414097541847
ACH-000146,-0.10931037163825401
ACH-000148,-0.17949644852088498
ACH-000150,-0.14731101047150955
ACH-000152,-0.29041027534342256
ACH-000153,-0.10417944660142556
ACH-000159,0.031312474676338915
ACH-000160,-0.2380602408770193
ACH-000163,0.07465994067406359
ACH-000167,-0.19548725106901574
ACH-000168,-0.15310897280417174
ACH-000169,0.17131258962444906
ACH-000178,-0.07760727020687566
ACH-000183,0.07406815192864802
ACH-000188,-0.16945245739066575
ACH-000189,-0.047788076192063184
ACH-000190,-0.35207910477763865
ACH-000198,-0.2127932554003271
ACH-000203,-0.1544773395749347
ACH-000204,-0.15044752232411535
ACH-000206,-0.2461974695761265
ACH-000207,-0.2631948959384269
ACH-000208,-0.0924902255671974
ACH-000210,-0.018025256839194592
ACH-000211,-0.06956105483866755
ACH-000215,-0.1326068968101916
ACH-000221,-0.1669333944295643
ACH-000222,-0.12881404567163598
ACH-000223,-0.20770635215560926
ACH-000226,-0.10767669184569556
ACH-000227,-0.25249762590909697
ACH-000228,-0.16195866766612654
ACH-000231,-0.0909852205240701
ACH-000232,-0.12249179067481945
ACH-000233,-0.10899670409901824
ACH-000234,-0.19780907861989627
ACH-000235,-0.12372920064413838
ACH-000237,-0.1104907349023423
ACH-000238,-0.2330599809218549
ACH-000242,0.017097727880107584
ACH-000243,-0.17464567097420822
ACH-000244,-0.12909314417038514
ACH-000246,-0.11082146532075267
ACH-000248,0.0023665816799988445
ACH-000250,-0.16026626800499966
ACH-000251,-0.05405358885677356
ACH-000252,-0.1427658140930757
ACH-000253,-0.1153848578759723
ACH-000255,-0.1522939528350504
ACH-000256,-0.2352588945012985
ACH-000257,0.003951536348081579
ACH-000258,-0.13454192856735742
ACH-000259,-0.15104398812720274
ACH-000260,-0.14727381545957896
ACH-000261,-0.11699698092569255
ACH-000262,-0.4175434248215917
ACH-000263,-0.08156601092984986
