,FYTTD1 (84248)
ACH-000004,-0.13378603046811818
ACH-000005,-0.23903639028817264
ACH-000007,-0.1551083713222735
ACH-000009,-0.2938477992606693
ACH-000011,-0.1586151895485418
ACH-000012,0.02064002215651409
ACH-000013,-0.07317960269324572
ACH-000014,-0.23608364340236604
ACH-000015,-0.059551341836541836
ACH-000017,0.02243776222815092
ACH-000018,-0.2446796137353081
ACH-000019,-0.2895645521179872
ACH-000021,-0.1363586181683464
ACH-000022,-0.10612830617228647
ACH-000025,-0.20793156500155333
ACH-000028,-0.11754783779515447
ACH-000030,-0.1942453451046749
ACH-000035,0.07375147226733518
ACH-000036,-0.2012115552923964
ACH-000037,-0.1490259309845149
ACH-000039,-0.22077685610618175
ACH-000040,-0.05100252338951291
ACH-000041,-0.120497847958893
ACH-000042,-0.03611677465662938
ACH-000045,-0.06746597372796523
ACH-000047,-0.06507066821568773
ACH-000052,0.08056758264872961
ACH-000053,-0.0077222338766092715
ACH-000054,-0.20458450299243885
ACH-000055,0.12533853328055902
ACH-000060,-0.20231310298522406
ACH-000067,-0.1430285943408439
ACH-000070,-0.0939236003322934
ACH-000075,-0.1853459400828058
ACH-000078,-0.2805891649856145
ACH-000082,-0.12405232329510925
ACH-000085,-0.20388010570883602
ACH-000086,-0.11119191198118117
ACH-000087,0.06443198041349757
ACH-000092,-0.16474601914550466
ACH-000095,-0.18322190234625296
ACH-000097,-0.08296535592535838
ACH-000098,-0.035520013561890475
ACH-000099,-0.1430797243516638
ACH-000108,-0.2894820221246316
ACH-000113,-0.2596978591989183
ACH-000116,-0.06371850930706623
ACH-000118,-0.008273831054636614
ACH-000120,-0.203899918245194
ACH-000123,-0.08960026502237169
ACH-000127,-0.14894105181040673
ACH-000128,-0.3153369628220002
ACH-000132,-0.15047442317994295
ACH-000133,-0.13798683099975811
ACH-000137,-0.04470845118367093
ACH-000138,-0.2265980019390402
ACH-000142,-0.2639833571621087
ACH-000143,0.02095421598482151
ACH-000146,-0.13107507514095468
ACH-000148,-0.05658255606748365
ACH-000150,-0.12571117713101435
ACH-000152,-0.20520624113093194
ACH-000153,0.07552953035478037
ACH-000159,-0.07496073218772276
ACH-000160,-0.11526055738121715
ACH-000163,-0.11760844623844599
ACH-000167,-0.21155822971806854
ACH-000168,-0.18731797286819896
ACH-000169,-0.12537692522583838
ACH-000178,-0.199142161069113
ACH-000183,-0.08205374958818239
ACH-000188,-0.13182139309086344
ACH-000189,-0.4069703163372671
ACH-000190,-0.11287614195226744
ACH-000198,-0.13260584676126053
ACH-000203,0.0376883737187705
ACH-000204,-0.2915744854440573
ACH-000206,-0.2545007334123168
ACH-000207,-0.02381398341006155
ACH-000208,0.20895573776500664
ACH-000210,-0.06509646700765838
ACH-000211,-0.1923487149602318
ACH-000215,-0.13512535207330553
ACH-000221,-0.043104233972422884
ACH-000222,0.08125276230988696
ACH-000223,-0.2758581228578381
ACH-000226,-0.06985464197519338
