,OR56A1 (120796)
ACH-000004,0.10666238534953633
ACH-000005,0.2640998489742351
ACH-000007,-0.012026946937507645
ACH-000009,0.02840591153785612
ACH-000011,0.056422523392334736
ACH-000012,0.033027484955288365
ACH-000013,0.11619734201932665
ACH-000014,0.1947214180399094
ACH-000015,0.12217110413872866
ACH-000017,0.06595324085218998
ACH-000018,0.18043592961674335
ACH-000019,0.10685638385888216
ACH-000021,-0.007469119530737959
ACH-000022,0.12120398487470728
ACH-000025,0.0024782572390427736
ACH-000028,0.07043892558227208
ACH-000030,-0.031199458883066463
ACH-000035,0.08528250691099498
ACH-000036,-0.0055223921236714725
ACH-000037,0.051844783211466336
ACH-000039,-0.007909648839009117
ACH-000040,-0.009426265338916806
ACH-000041,0.010111550998549462
ACH-000042,0.08083944690282482
ACH-000045,0.049498205177475975
ACH-000047,0.13060600518833576
ACH-000052,0.16196618607644694
ACH-000053,0.07088112625861673
ACH-000054,0.10900405000830793
ACH-000055,-0.005031095827252066
ACH-000060,0.2607277030434247
ACH-000067,0.09131812908927604
ACH-000070,0.14848044522261789
ACH-000075,0.21982376190788255
ACH-000078,0.03533028309543396
ACH-000082,0.16128319382345252
ACH-000085,-0.023913389620637392
ACH-000086,0.037919371855626514
ACH-000087,0.318907614937082
ACH-000092,0.1956052923708065
ACH-000095,0.07846892958472071
ACH-000097,0.022506130960426543
ACH-000098,0.1607244671187356
ACH-000099,-0.09429551490144446
ACH-000108,0.0013611809962335473
ACH-000113,0.08671053151246916
ACH-000116,0.0010266717716257224
ACH-000118,0.08901195995203376
ACH-000120,0.05271019038032893
ACH-000123,0.08705875215621671
ACH-000127,0.028720326802096394
ACH-000128,0.08178211792688989
ACH-000132,0.08683950370406479
ACH-000133,0.07023182696203419
ACH-000137,0.05409699859135162
ACH-000138,0.04744328564413243
ACH-000142,0.036764811342337035
ACH-000143,-0.012292686093953951
ACH-000146,0.030642667079154542
ACH-000148,-0.005653222911365893
ACH-000150,0.05329565569269426
ACH-000152,0.16104032524316178
ACH-000153,0.08226849872958178
ACH-000159,0.06593633994851854
ACH-000160,0.009886510740646864
ACH-000163,0.03840760961474771
ACH-000167,-0.11609469139530945
ACH-000168,-0.05788636125335631
ACH-000169,-0.02511334851508099
ACH-000178,0.07770468962305824
ACH-000183,0.14636510072209122
ACH-000188,0.11997045484882428
ACH-000189,-0.06497162905660206
ACH-000190,0.08755889251575061
ACH-000198,0.009241543147030394
ACH-000203,0.1274202676326687
ACH-000204,0.17544037055135372
ACH-000206,0.1347087789969713
ACH-000207,0.14081794444056625
ACH-000208,0.06643146078420381
ACH-000210,0.19981094185090328
ACH-000211,0.025482150866572267
ACH-000215,0.06274854461872373
ACH-000221,0.04966833981061845
ACH-000222,-0.10237421904894488
ACH-000223,0.016717030588913804
ACH-000226,0.15743818910530485
ACH-000227,0.15698716044431354
ACH-000228,0.13090736258954427
ACH-000231,0.09911451373734607
ACH-000232,0.03566539354797568
ACH-000233,0.0711794515665852
ACH-000234,0.16840093861095767
ACH-000235,0.1227916885177843
