,PREX1 (57580)
ACH-000004,-0.2473001196587692
ACH-000005,-0.21585438762287185
ACH-000007,-0.13087305048754794
ACH-000009,-0.051002335001835285
ACH-000011,0.06787044811177796
ACH-000012,-0.0340309975984149
ACH-000013,-0.08700538016666279
ACH-000014,-0.3379094530622588
ACH-000015,-0.15837675108075222
ACH-000017,-0.5501382382992704
ACH-000018,0.01018406574604788
ACH-000019,-0.4798233412055428
ACH-000021,-0.1253287101893827
ACH-000022,-0.06818845063532486
ACH-000025,-0.08117428541047396
ACH-000028,-0.4502140938934414
ACH-000030,-0.17180864881831232
ACH-000035,-0.05019560444416544
ACH-000036,0.05479685932290873
ACH-000037,-0.04463623485532795
ACH-000039,-0.4157822638081214
ACH-000040,-0.13425845468730574
ACH-000041,-0.2776512217798241
ACH-000042,-0.18913477726979255
ACH-000045,-0.09885540488464344
ACH-000047,-0.12873977942951412
ACH-000052,-0.3736125216194588
ACH-000053,-0.033877062111215515
ACH-000054,-0.05569948967363016
ACH-000055,-0.20273264764571053
ACH-000060,-0.0985577379419897
ACH-000067,-0.1095827606278656
ACH-000070,-0.0293945342231918
ACH-000075,-0.22267621438413526
ACH-000078,-0.006177722888371178
ACH-000082,-0.3759302314312499
ACH-000085,-0.1882441642605944
ACH-000086,-0.024631377320381242
ACH-000087,-0.2831022845168081
ACH-000092,-0.06624273187117359
ACH-000095,-0.11680987636815507
ACH-000097,-0.14396336094741086
ACH-000098,-0.07089823500900094
ACH-000099,-0.05670259023656825
ACH-000108,-0.0811956105840883
ACH-000113,-0.3058435313772285
ACH-000116,-0.0495793712392778
ACH-000118,-0.17194404032979818
ACH-000120,-0.1949180716776444
ACH-000123,-0.07547188611991251
ACH-000127,-0.09190851288658447
ACH-000128,-0.012227221851523331
ACH-000132,-0.11384475149122232
ACH-000133,-0.09964622446617352
ACH-000137,-0.1455581745975657
ACH-000138,-0.10035751000905342
ACH-000142,-0.09678045476100897
ACH-000143,-0.15142447433975922
ACH-000146,-0.3905871860946143
ACH-000148,-0.07458960616209294
ACH-000150,-0.04324837186766207
ACH-000152,-0.0344332663702311
ACH-000153,-0.06955772848004033
ACH-000159,-0.07273876222959487
