,ACVRL1 (94)
ACH-000004,-0.059399530874696675
ACH-000005,0.05392180741098837
ACH-000007,0.10066244281838843
ACH-000009,0.14675328190556586
ACH-000011,0.16725540509749048
ACH-000012,0.012807409382615669
ACH-000013,0.01973362753123191
ACH-000014,0.03728066244144111
ACH-000015,0.01888798767234636
ACH-000017,0.13508951213460454
ACH-000018,0.04581155399385858
ACH-000019,0.02162346629148186
ACH-000021,-0.0755055156035291
ACH-000022,0.11406817451634965
ACH-000025,-0.17918402881393386
ACH-000028,0.021271453227020905
ACH-000030,-0.0183354192344148
ACH-000035,-0.012006988344155823
ACH-000036,0.17887611002828113
ACH-000037,-0.02874188713051644
ACH-000039,-0.05460625418795879
ACH-000040,0.10185348721695088
ACH-000041,0.03635130078650558
ACH-000042,0.1574437976102933
ACH-000045,0.043788955614631815
ACH-000047,-0.04780378025779545
ACH-000052,0.06683886557599637
ACH-000053,0.01936842207424941
ACH-000054,0.1044226528290755
ACH-000055,0.08581767605835038
ACH-000060,0.20598649371312208
ACH-000067,-0.04139326914264193
ACH-000070,0.21481202847277933
ACH-000075,-0.06632536434881073
ACH-000078,0.006177387306880494
ACH-000082,0.1466713261673921
ACH-000085,-0.007536078126015122
ACH-000086,0.04726885157670794
ACH-000087,-0.1363697108822101
ACH-000092,0.0826944742319839
ACH-000095,-0.042703123072014966
ACH-000097,0.1067465323415555
ACH-000098,0.08330643857951098
ACH-000099,0.01871263706669466
ACH-000108,0.1592208180045558
ACH-000113,-0.051586019329982434
ACH-000116,0.16059810480408465
ACH-000118,0.017003360444340025
ACH-000120,-0.14375644451149736
ACH-000123,-0.13121780231800173
ACH-000127,0.01205607783159547
ACH-000128,-0.051538497205234464
ACH-000132,0.20557010049260216
ACH-000133,0.038234241261008564
ACH-000137,0.041121933747188436
ACH-000138,0.039447394470553135
ACH-000142,0.08612709880367536
ACH-000143,0.04886997466191243
ACH-000146,0.06578146675061129
ACH-000148,0.057482452495844175
ACH-000150,0.06697469043611375
ACH-000152,0.12822284948422638
ACH-000153,0.0908436194718014
ACH-000159,0.10641830653963116
ACH-000160,0.07359159041637799
ACH-000163,0.02571475564822729
ACH-000167,-0.14351111403066724
ACH-000168,0.13967978122481248
ACH-000169,0.006680387432959742
ACH-000178,-0.003271584029973195
