,APOBEC3A (200315)
ACH-000004,0.15960359836342106
ACH-000005,-0.06581702002771997
ACH-000007,0.06300515020051532
ACH-000009,0.0959656352444492
ACH-000011,0.10464432273836798
ACH-000012,-0.04858714360564765
ACH-000013,-0.06566737948377296
ACH-000014,-0.05068987038361515
ACH-000015,0.005806740756888223
ACH-000017,-0.01102750233283281
ACH-000018,0.026063757435555668
ACH-000019,-0.1672347525327961
ACH-000021,0.01515847098515856
ACH-000022,-0.04225451952235255
ACH-000025,-0.04287870004486017
ACH-000028,0.059913495533780135
ACH-000030,-0.09230543991137152
ACH-000035,0.18118711410146213
ACH-000036,0.18895653920643285
ACH-000037,-0.07052169473977972
ACH-000039,0.16179916112887086
ACH-000040,0.05063418120624826
ACH-000041,-0.04342979651109929
ACH-000042,-0.10809423521992402
ACH-000045,-0.00266376770893044
ACH-000047,0.06890147053360487
ACH-000052,0.006331872121940898
ACH-000053,-0.11226783561607356
ACH-000054,0.0753549914266767
ACH-000055,0.040905824614824574
ACH-000060,-0.03186919779013538
ACH-000067,0.11159608662108177
ACH-000070,0.1872106196858378
ACH-000075,0.13153649229967745
ACH-000078,-0.0775458933521049
ACH-000082,0.1029993196729237
ACH-000085,0.20384646014579988
ACH-000086,0.1551432976620693
ACH-000087,0.1510172335148766
ACH-000092,0.008927718718465
ACH-000095,0.11662095479913012
ACH-000097,0.0077100290730180215
ACH-000098,-0.06637237129079539
ACH-000099,0.021390819210449958
ACH-000108,-0.07730452872776586
ACH-000113,-0.028149299479328493
ACH-000116,0.027791392030787933
ACH-000118,-0.013427416895023454
ACH-000120,0.09892972570159066
ACH-000123,0.004318191862052445
ACH-000127,0.0048077257782237325
ACH-000128,-0.07408762170380152
ACH-000132,-0.016004650194535442
ACH-000133,0.05739892570984149
ACH-000137,0.004240201229297492
ACH-000138,0.16611281453500304
ACH-000142,0.1373175524018306
ACH-000143,-0.0063545423312579225
ACH-000146,0.008210561405098923
ACH-000148,0.12535641513944562
ACH-000150,0.2048006920519164
ACH-000152,0.062447007284339176
ACH-000153,0.048221446180288896
ACH-000159,0.010931268967360288
ACH-000160,-0.006554285415079204
ACH-000163,-0.07699034821818633
ACH-000167,-0.31107847019731394
ACH-000168,-0.013688890635963073
ACH-000169,0.11423613356484892
ACH-000178,0.036414623751446495
ACH-000183,0.02674554174721595
ACH-000188,0.019879098532011585
ACH-000189,0.07525333429987796
ACH-000190,0.13543673312522275
ACH-000198,-0.008968721015418384
ACH-000203,-0.07261123672542699
ACH-000204,-0.026181635105537667
ACH-000206,-0.21376169272942075
ACH-000207,-0.02804870275114923
ACH-000208,0.06171193204727901
ACH-000210,0.20474025115353744
ACH-000211,0.01509658653318693
ACH-000215,-0.012220345179314257
ACH-000221,-0.06152192897882701
ACH-000222,-0.028982691255260224
ACH-000223,0.046238212605207725
ACH-000226,-0.06208216973680877
ACH-000227,-0.0486026359615809
ACH-000228,-0.0424138595839556
ACH-000231,-0.16727745450580406
ACH-000232,0.00805493191138032
ACH-000233,-0.0137789174821477
ACH-000234,0.07725896297809451
ACH-000235,0.023831059460822063
ACH-000237,-0.0339161974514821
ACH-000238,0.09578820374119693
ACH-000242,0.19965402218368716
ACH-000243,-0.0672294288929909
ACH-000244,-0.04616077987317423
ACH-000246,0.16647730263605925
ACH-000248,-0.0008706317838677222
ACH-000250,0.07719847989351612
ACH-000251,0.21746225674281272
ACH-000252,0.20552071865184346
ACH-000253,0.15219734150068087
ACH-000255,-0.07982591137576975
ACH-000256,-0.06432935128212064
ACH-000257,0.19609492816030652
ACH-000258,-0.004283715872601943
ACH-000259,-0.03240113104992332
ACH-000260,-0.015205924981340494
ACH-000261,-0.06544464702209359
ACH-000262,-0.2495228807867223
ACH-000263,-0.04171831674144346
ACH-000264,-0.09145279725129972
ACH-000265,0.01367644059961207
ACH-000266,0.03846852186234029
ACH-000272,-0.1087304642583639
ACH-000274,0.03406108434319007
ACH-000277,0.12672560184835993
ACH-000278,-0.07613735892147415
ACH-000279,0.003733461229983672
ACH-000280,-0.006136556660381174
ACH-000281,0.06395048375962158
ACH-000288,0.07537116194575126
