,AIF1L (83543)
ACH-000004,-0.24327452454863535
ACH-000005,-0.18734073287266145
ACH-000007,-0.15398670103445875
ACH-000009,-0.2729536160764155
ACH-000011,-0.109428574469538
ACH-000012,-0.2999605431972833
ACH-000013,-0.2893699480254909
ACH-000014,0.00047237808848294983
ACH-000015,-0.2792785387634924
ACH-000017,-0.1868648138072247
ACH-000018,-0.3650003482812087
ACH-000019,-0.32022684307308763
ACH-000021,-0.1895287709724478
ACH-000022,-0.1161578071363746
ACH-000025,-0.2564271156882272
ACH-000028,-0.14474742235153915
ACH-000030,-0.17230828705924175
ACH-000035,-0.2007769115579504
ACH-000036,-0.1484102462444195
ACH-000037,-0.07869771923784921
ACH-000039,-0.1998783227573694
ACH-000040,-0.06495825733729761
ACH-000041,-0.3417367602136005
ACH-000042,-0.1810781023541556
ACH-000045,-0.2719701965315401
ACH-000047,-0.2212584624178357
ACH-000052,-0.34504471813992266
ACH-000053,-0.12603570343704815
ACH-000054,-0.1966710171316088
ACH-000055,-0.09474444137481204
ACH-000060,-0.2758600564058941
ACH-000067,-0.08725737118082334
ACH-000070,-0.07170138862384004
ACH-000075,-0.37693748184760384
ACH-000078,-0.13249659442842718
ACH-000082,-0.15301101856710844
ACH-000085,-0.2692091509348972
ACH-000086,-0.2095802186322413
ACH-000087,-0.4046196150786235
ACH-000092,-0.04332606117038081
ACH-000095,-0.14228352476808506
ACH-000097,-0.1183366324580652
ACH-000098,-0.013187167566740291
ACH-000099,-0.15612632113972175
ACH-000108,-0.030896412933616932
ACH-000113,-0.1088609502246141
ACH-000116,-0.2826639853635149
ACH-000118,-0.1943877232269513
ACH-000120,-0.047221899699576346
ACH-000123,-0.21686550732895613
ACH-000127,-0.2730652476124917
ACH-000128,-0.1729445854810705
ACH-000132,-0.29039180051098024
ACH-000133,-0.1831319432842342
ACH-000137,-0.1982357422818756
ACH-000138,-0.19913439136706154
ACH-000142,-0.07991264034154369
ACH-000143,0.07934593915649894
ACH-000146,-0.16506376933199984
ACH-000148,-0.11086934409875628
ACH-000150,-0.12310810294201388
ACH-000152,-0.31378626392032816
ACH-000153,-0.12145344592670508
ACH-000159,-0.15407760341754104
ACH-000160,-0.40502027518377065
ACH-000163,-0.2874840994017152
ACH-000167,-0.06887512303153298
ACH-000168,-0.0685774256130428
ACH-000169,-0.2856772507320353
ACH-000178,-0.2162450114799596
ACH-000183,-0.2539308901607569
ACH-000188,-0.1291648400991025
ACH-000189,-0.19551434477422905
ACH-000190,-0.3338793156644541
ACH-000198,-0.2880416999079266
ACH-000203,-0.34756387179135945
ACH-000204,-0.3139350383493721
ACH-000206,-0.1860922386961925
ACH-000207,-0.4232879437146923
ACH-000208,-0.35676330004244783
ACH-000210,-0.2385535343262375
ACH-000211,-0.12091393804204772
ACH-000215,-0.2633934188782923
ACH-000221,-0.0087648907555576
ACH-000222,0.015072516605736185
ACH-000223,-0.19272459465598646
ACH-000226,-0.19131581511889825
ACH-000227,-0.15442353058514832
ACH-000228,-0.20108352246950664
ACH-000231,-0.17925932034603884
ACH-000232,-0.133849709554393
ACH-000233,-0.1964807182040321
ACH-000234,-0.2555369747938797
ACH-000235,-0.24391612771477755
ACH-000237,-0.26387467338023524
ACH-000238,-0.09324121012516283
ACH-000242,0.1968829830152032
ACH-000243,-0.23701456994200826
ACH-000244,-0.2938426255873132
ACH-000246,-0.1906015540780228
ACH-000248,-0.19180187138405216
ACH-000250,-0.15955116185726206
ACH-000251,0.02626047755560712
ACH-000252,-0.2779773956200135
ACH-000253,-0.2607436244136936
ACH-000255,-0.27646777120901694
ACH-000256,-0.1324163013021487
ACH-000257,-0.2413820174979584
ACH-000258,-0.2567626407903824
ACH-000259,-0.19299752916441132
ACH-000260,-0.2418113963408247
ACH-000261,-0.2018957411641631
ACH-000262,-0.12204113154223427
ACH-000263,-0.4895792419112812
ACH-000264,-0.1755070837428038
ACH-000265,-0.0951261936352015
ACH-000266,-0.218552138851372
ACH-000272,-0.16745710599655944
ACH-000274,-0.2432092028623516
ACH-000277,-0.3000142472072341
ACH-000278,-0.2551584622552948
ACH-000279,-0.1366721260965443
ACH-000280,-0.2103887416474319
ACH-000281,-0.1395682594549939
ACH-000288,-0.06950787041613844
ACH-000291,-0.228884239761008
