,TDRP (157695)
ACH-000004,0.37044126056717264
ACH-000005,0.12386168612019352
ACH-000007,0.24012116019494034
ACH-000009,0.354490936824886
ACH-000011,0.29612263818819995
ACH-000012,0.2239641036451433
ACH-000013,0.27613024949228465
ACH-000014,0.3598944402578397
ACH-000015,0.2948090170297428
ACH-000017,0.14043962974251853
ACH-000018,0.24484206864966634
ACH-000019,0.3644007794807053
ACH-000021,0.2193658424274303
ACH-000022,0.2783750473071505
ACH-000025,0.1993778038467776
ACH-000028,0.33056222495185633
ACH-000030,0.2287142193773219
ACH-000035,0.22254494943493727
ACH-000036,0.2887765591151461
ACH-000037,0.26528548845683203
ACH-000039,0.26377554400021386
ACH-000040,0.13660289726459113
ACH-000041,0.26343614349561234
ACH-000042,0.14290280757182822
ACH-000045,0.29896699175250346
ACH-000047,0.190137707529293
ACH-000052,0.05175507383845398
ACH-000053,0.3359366003197737
ACH-000054,0.15392645974035435
ACH-000055,0.22229036677977448
ACH-000060,0.233733086839266
ACH-000067,0.2847617633414685
ACH-000070,0.17537166893212053
ACH-000075,0.03257001765612883
ACH-000078,0.1221169781275992
ACH-000082,0.192254963210091
ACH-000085,0.3388470427804087
ACH-000086,0.2687030489820414
ACH-000087,0.16520038372951587
ACH-000092,0.22325592637303698
ACH-000095,0.32303598990405963
ACH-000097,0.2660024896166672
ACH-000098,0.2951726004417442
ACH-000099,0.11004817911618202
ACH-000108,0.15942763156000467
ACH-000113,0.3757504901334824
ACH-000116,0.20212117526375925
ACH-000118,0.2785910443318345
ACH-000120,0.13246189696950486
ACH-000123,0.2566398025350096
ACH-000127,0.19986242592465708
ACH-000128,0.155733997486898
ACH-000132,0.15311128942733768
ACH-000133,0.18124809005005232
ACH-000137,0.3278511043792945
ACH-000138,0.2441704376199549
ACH-000142,0.195962552172436
ACH-000143,0.10388333314185193
ACH-000146,0.22054820803766934
ACH-000148,0.13568073908326075
ACH-000150,0.2602169961044661
ACH-000152,0.25839885114263017
ACH-000153,0.3617606830330943
ACH-000159,0.22911840116406346
ACH-000160,0.2209517303502933
ACH-000163,0.1307135846560789
ACH-000167,0.17926554455215296
ACH-000168,0.3746491538093916
ACH-000169,0.23115282323551184
ACH-000178,0.17053120116917805
ACH-000183,0.2126212755267784
ACH-000188,0.23952269275723997
ACH-000189,0.3373097736044375
ACH-000190,0.011858541840321507
ACH-000198,0.2535500843727128
ACH-000203,0.24796975769102225
ACH-000204,0.29148778861650104
ACH-000206,0.20201668876926107
ACH-000207,0.15587255598151525
ACH-000208,0.12854887265953735
ACH-000210,0.14320355548852925
ACH-000211,0.12094636232117945
ACH-000215,0.31892101172186105
ACH-000221,0.23329386111175884
ACH-000222,0.029653228369590105
ACH-000223,0.23668167105616456
ACH-000226,0.22230632803160608
ACH-000227,0.2434019562066756
ACH-000228,0.21335717805817905
ACH-000231,0.19785421530122285
ACH-000232,0.15491779406387207
ACH-000233,0.14216779099971127
ACH-000234,0.1898212834602389
ACH-000235,0.17703444620915645
ACH-000237,0.1938806419218956
ACH-000238,0.260046804103083
ACH-000242,0.02303308450260205
ACH-000243,0.1965696346403661
ACH-000244,0.13658819198962918
ACH-000246,0.10472673148136047
ACH-000248,0.1284239888187037
ACH-000250,0.17254237269897613
ACH-000251,0.048058448974821116
ACH-000252,0.40326499881135947
ACH-000253,0.23490038512136815
ACH-000255,0.30850444975354546
ACH-000256,0.2708790647179207
ACH-000257,0.2647709620889028
ACH-000258,0.27506830498388346
ACH-000259,0.11798264882699636
ACH-000260,0.26239687048413946
ACH-000261,0.27459851949839603
ACH-000262,0.10676643434327113
ACH-000263,0.3369362503919205
ACH-000264,0.20256963383984167
ACH-000265,0.2448849526654122
ACH-000266,0.1909394873564993
ACH-000272,0.2039685363917911
ACH-000274,0.2656807211058683
ACH-000277,0.05755864985657803
ACH-000278,0.186275851494103
ACH-000279,0.3299589994025481
ACH-000280,0.15670582573708464
ACH-000281,0.24916269599248655
ACH-000288,0.30449450370429043
ACH-000291,0.17348263058124658
ACH-000293,0.4189305060174023
ACH-000294,0.2461933423700445
ACH-000295,0.34929524813682444
ACH-000296,0.19190016424169976
ACH-000302,0.22103045173487867
ACH-000304,0.2079594955267611
ACH-000307,0.1875716237328909
ACH-000308,0.1361185469422988
ACH-000310,0.13119386303849168
ACH-000311,0.18651057592218495
ACH-000312,0.13519743474983767
ACH-000315,0.38604672879234864
ACH-000316,0.1630892493392631
ACH-000317,0.2854269978110661
ACH-000318,0.3607441049551024
ACH-000319,0.28777037437262504
ACH-000320,0.1811914156729733
ACH-000322,0.16392669867453272
ACH-000323,0.3131026689412338
ACH-000324,0.1755185420567247
ACH-000329,0.1355283090930845
ACH-000330,0.060313068015460714
ACH-000331,0.2338056470041477
ACH-000332,0.11315768721290155
ACH-000334,0.3864966600393537
ACH-000335,0.3489484624283529
ACH-000336,0.3557753871161114
ACH-000337,0.3136447777255147
ACH-000338,-0.2341555956474328
ACH-000339,0.2328148394537065
ACH-000341,0.12565828021957606
ACH-000348,0.20719815635547145
ACH-000350,0.11281246224271806
ACH-000352,0.0896973439387691
ACH-000356,0.08268491683161781
ACH-000361,0.20911114924392807
ACH-000362,0.4237675340118996
ACH-000363,0.17944177920494614
ACH-000364,0.13849647176065988
ACH-000365,0.3588991712061799
ACH-000366,0.21844794082557129
ACH-000368,0.08358989631495417
ACH-000374,0.16367233043460291
