,CRIPT (9419)
ACH-000968,-0.18181721890128166
ACH-000969,-0.30392136344721266
ACH-000972,-0.3087617850161117
ACH-000973,-0.2893087000907833
ACH-000974,-0.2349987005260236
ACH-000978,-0.3879305076804538
ACH-000984,-0.17340125136509155
ACH-000986,-0.4028127313162641
ACH-000988,-0.5136961140974469
ACH-000993,-0.09168716894821544
ACH-000994,-0.2177395392228068
ACH-000996,-0.1639342957500028
ACH-001001,-0.24790527487427802
ACH-001020,-0.497512140131433
ACH-001028,-0.17318579374292664
ACH-001031,-0.09223081399317233
ACH-001038,-0.3726678978495169
ACH-001048,-0.3419772887630331
ACH-001050,-0.21528774520166052
ACH-001053,-0.004281442463482851
ACH-001054,-0.14892195884597126
ACH-001061,-0.5716110907500885
ACH-001067,-0.2947002900693424
ACH-001075,-0.26093314970849524
ACH-001096,-0.07489957854358455
ACH-001111,-0.4918563350546517
ACH-001119,-0.3105123230414322
ACH-001128,-0.08046335083247623
ACH-001134,-0.6399009179867281
ACH-001151,-0.2453634669831473
ACH-001163,-0.3726121004104678
ACH-001164,-0.27254651005427155
ACH-001183,-0.3772614306791872
ACH-001192,-0.14881378412712992
ACH-001193,-0.2341770440773305
ACH-001196,-0.3284573187832426
ACH-001197,-0.4461462855472129
ACH-001205,-0.15527371478499946
ACH-001211,-0.3247555096289329
ACH-001212,-0.34725541743501503
ACH-001228,-0.424928087608798
ACH-001232,-0.3088133156367658
ACH-001239,-0.1648295764434955
ACH-001270,0.02731915691480517
ACH-001274,-0.3289421181872108
ACH-001275,-0.21601174092284836
ACH-001277,-0.20794559065614232
ACH-001278,-0.2550200656799806
ACH-001280,-0.30258194975274977
ACH-001283,-0.38687630393144606
ACH-001289,-0.5613897380177223
ACH-001300,-0.21944292215175326
ACH-001301,-0.3895624595240865
ACH-001302,-0.22570571665190245
ACH-001306,-0.2989947343768628
ACH-001318,-0.1509688222558358
ACH-001322,-0.38146864882712456
ACH-001328,-0.19125040011776345
ACH-001332,-0.3203442338370422
ACH-001336,-0.3262211531216464
ACH-001346,-0.5931184316748375
ACH-001353,-0.2288420398309153
ACH-001354,-0.14048740396926654
ACH-001367,-0.1366547885636205
ACH-001368,-0.14558065817135854
ACH-001374,-0.4277369759195182
ACH-001377,-0.18856810262008064
ACH-001380,-0.1454710794867714
ACH-001391,-0.3120806574271053
ACH-001408,-0.3714464374103568
ACH-001430,-0.23179956598047904
ACH-001431,-0.18508249723512635
ACH-001450,-0.16640071316870167
ACH-001496,-0.2946786844245492
ACH-001500,-0.3157453790133433
ACH-001523,-0.3417111509291533
ACH-001532,-0.21929466486081414
ACH-001550,-0.27125569944404826
ACH-001552,-0.2187246945980477
ACH-001554,-0.4979211457852203
ACH-001654,-0.15233265531220466
ACH-001735,-0.1315486372137047
ACH-001736,-0.1835295128580744
ACH-001737,-0.2986890091405958
ACH-001740,-0.23266686975925666
ACH-001745,-0.3276599167676555
ACH-001765,-0.21964424013642056
