,CRIPT (9419)
ACH-000004,-0.18330747378805695
ACH-000005,0.30941730613645296
ACH-000007,-0.37880509226749387
ACH-000009,-0.29479907697959434
ACH-000011,-0.1849986768276216
ACH-000012,-0.2724426374687013
ACH-000013,-0.26559514441685833
ACH-000014,-0.3745601024190198
ACH-000015,-0.2330124589243877
ACH-000017,-0.28205928367844524
ACH-000018,-0.4016021570364971
ACH-000019,-0.09100039690002748
ACH-000021,-0.2615643083119429
ACH-000022,-0.15978425004544652
ACH-000025,-0.2812646329851819
ACH-000028,-0.17078380579586336
ACH-000030,-0.2101840201844027
ACH-000035,-0.30142895300228345
ACH-000036,-0.6300012950975578
ACH-000037,-0.3869212585843449
ACH-000039,-0.24589811882578996
ACH-000040,-0.36263785022233697
ACH-000041,-0.3608606499147185
ACH-000042,-0.27933826311445603
ACH-000045,-0.1435646470580823
ACH-000047,-0.2980617373871582
ACH-000052,-0.4220521583241971
ACH-000053,-0.6267944591437727
ACH-000054,-0.2216923153082772
ACH-000055,-0.25362186720104746
ACH-000060,-0.4072128588778138
ACH-000067,-0.21837609742282302
ACH-000070,-0.38804440040929294
ACH-000075,-0.2675310833567341
ACH-000078,-0.2436237118751484
ACH-000082,-0.3312466081938898
ACH-000085,-0.29144179791111796
ACH-000086,-0.2822492461987781
ACH-000087,-0.08451266975465511
ACH-000092,-0.3013478713704173
ACH-000095,-0.21486474882647646
ACH-000097,-0.20865319491616946
ACH-000098,-0.16493188459113342
ACH-000099,-0.1859045258570245
ACH-000108,-0.3007214069438052
ACH-000113,-0.3951193295007197
ACH-000116,-0.2980060298721261
ACH-000118,-0.5485380039980221
ACH-000120,-0.36975754229305896
ACH-000123,-0.27844537654123896
ACH-000127,-0.32383020354178593
ACH-000128,-0.1837521030567352
ACH-000132,-0.24735835059175204
ACH-000133,-0.3023767951373344
ACH-000137,-0.24367117059454815
ACH-000138,-0.20273356455335192
ACH-000142,-0.20966287185414365
ACH-000143,-0.186997573071957
ACH-000146,-0.19050982844119665
ACH-000148,-0.24272866361846301
ACH-000150,-0.2306507117994186
ACH-000152,-0.3622256731445351
ACH-000153,-0.2982395362060669
ACH-000159,-0.2194523829714925
ACH-000160,-0.1979340007560202
ACH-000163,-0.27232625229911595
ACH-000167,-0.35050125625174106
ACH-000168,-0.007100177937861341
ACH-000169,-0.15429574904364607
ACH-000178,-0.22878896665820986
ACH-000183,-0.24751233777128864
ACH-000188,-0.4357627045148337
ACH-000189,-0.3772079281076913
ACH-000190,-0.631621500592599
ACH-000198,-0.059782850980569235
ACH-000203,-0.2511482065941673
ACH-000204,-0.2297550456154653
ACH-000206,-0.3066191681248863
ACH-000207,-0.3069605999128323
ACH-000208,-0.11297633359833605
ACH-000210,-0.19771572009844046
ACH-000211,-0.1924848131272043
ACH-000215,-0.2398269035307451
ACH-000221,-0.1706243585315333
ACH-000222,-0.13980171201774047
ACH-000223,-0.26486858137519803
ACH-000226,-0.7479359763497784
ACH-000227,-0.2818710889472761
ACH-000228,-0.2940773995327049
ACH-000231,-0.3092890158756822
ACH-000232,-0.07492590734219932
ACH-000233,-0.2501655556679384
ACH-000234,-0.2449414773320877
ACH-000235,-0.1772817097772
ACH-000237,-0.3752631799829142
ACH-000238,-0.2623524666461079
ACH-000242,-0.3457010905454777
ACH-000243,-0.31505080833371074
ACH-000244,-0.3961592457605888
ACH-000246,-0.21887440754194276
ACH-000248,-0.12050086778325918
ACH-000250,-0.35443026170884123
ACH-000251,-0.42609164670569344
ACH-000252,-0.4555913301571114
ACH-000253,-0.2689302994864725
ACH-000255,-0.29132568926720703
ACH-000256,-0.07734335239522087
ACH-000257,-0.2703058591089956
ACH-000258,-0.3226657662801142
ACH-000259,-0.1283936092571395
ACH-000260,-0.2953644876777146
ACH-000261,-0.29301691895183096
ACH-000262,-0.3841201212259639
ACH-000263,-0.249216132671186
ACH-000264,-0.3102293614605728
ACH-000265,-0.3431700243922595
ACH-000266,-0.2500048458640756
ACH-000272,-0.10160988341109324
ACH-000274,-0.32547890693061704
ACH-000277,-0.14298922255515958
ACH-000278,-0.2393520810249085
ACH-000279,-0.3623559091759472
ACH-000280,-0.3162676511762627
ACH-000281,-0.2269845148133774
ACH-000288,-0.2878867342738646
ACH-000291,-0.04042920053490648
ACH-000293,-0.3380477714008793
ACH-000294,-0.29401962359740674
ACH-000295,-0.2586566021413032
ACH-000296,-0.20039176778457155
ACH-000302,-0.2721452982247451
ACH-000304,0.04262666320484562
ACH-000307,-0.3422488020804409
ACH-000308,-0.2982813851503341
ACH-000310,-0.21936512447095835
ACH-000311,-0.27050007599261866
ACH-000312,-0.3494917245061803
ACH-000315,-0.4433009736138213
ACH-000316,-0.25195348633524983
ACH-000317,-0.4908005365043067
ACH-000318,-0.2805308974361754
ACH-000319,-0.4200857639464986
ACH-000320,-0.17910857798866486
ACH-000322,-0.32023263555554804
ACH-000323,-0.4397692510701919
ACH-000324,-0.12465375520227055
ACH-000329,-0.2714196299049831
ACH-000330,-0.13464478278205708
ACH-000331,-0.28124589146169704
ACH-000332,-0.3174826522816343
ACH-000334,-0.2232526380442221
ACH-000335,-0.32694017786245705
ACH-000336,-0.3420978332468298
ACH-000337,-0.21877811566061284
ACH-000338,-0.3414056443960004
ACH-000339,-0.2418767264769061
ACH-000341,-0.1992653027757356
ACH-000348,-0.21998993430399869
ACH-000350,-0.25243426161534266
ACH-000352,-0.2232464876642777
ACH-000356,-0.2180885602262439
ACH-000361,-0.2595478386861544
ACH-000362,-0.1997572002066108
ACH-000363,-0.2755690151858244
ACH-000364,-0.35249441511727586
ACH-000365,-0.29014320167343577
ACH-000366,-0.2747174089741899
ACH-000368,-0.3809817711903509
ACH-000374,-0.3465651678215337
ACH-000375,-0.169457795330436
ACH-000376,-0.2564738547913413
ACH-000381,-0.3050245076994204
ACH-000383,-0.23743726308781501
ACH-000387,-0.3101922508152016
ACH-000389,-0.2477017064543403
ACH-000390,-0.4795674053002855
ACH-000393,-0.4122340498082234
ACH-000395,-0.29246336080607915
ACH-000396,-0.6786287511711122
ACH-000397,-0.25041566376070684
ACH-000401,-0.3442555680132412
ACH-000402,-0.2851056900286609
ACH-000403,-0.3500697316878084
ACH-000404,-0.1442350955772423
ACH-000406,-0.20857704893513554
ACH-000407,-0.4534626120214456
ACH-000408,-0.3698935979646796
ACH-000410,-0.20193832404684428
ACH-000411,-0.6891199472600699
ACH-000414,-0.2669195033430777
ACH-000415,-0.4454796996193723
ACH-000416,-0.2425741793506693
ACH-000420,-0.1449974995854673
ACH-000421,-0.4999264891447969
ACH-000424,-0.3421178164558921
ACH-000425,-0.2289739419406197
ACH-000426,-0.26542302473107576
ACH-000427,-0.20640428883030107
ACH-000433,-0.3319336229881144
ACH-000435,-0.586297966990778
ACH-000436,-0.134696256849487
ACH-000444,-0.5758754821095822
ACH-000445,-0.14007688347970654
ACH-000448,-0.16813231501691867
ACH-000450,-0.2817388123029657
ACH-000452,-0.24766300702460284
ACH-000454,-0.3810660752520249
ACH-000458,-0.4476659743845903
ACH-000459,-0.054003773340241416
ACH-000460,-0.030473519158058533
ACH-000461,-0.22874591534601715
ACH-000463,-0.3747163938100861
ACH-000464,-0.3274878677667625
ACH-000466,-0.09397743903210727
ACH-000467,-0.3786032575493478
ACH-000468,-0.3854244632255264
ACH-000469,-0.2923696534215584
ACH-000470,-0.21969726900113115
ACH-000471,-0.3220042934373365
ACH-000472,-0.3000753081068905
ACH-000473,-0.3930185497377288
ACH-000475,-0.12935993410355925
ACH-000476,-0.24543845029583655
ACH-000477,-0.24626011198387615
ACH-000479,-0.0023449771127033088
ACH-000480,-0.10600325660328412
ACH-000481,-0.3594905863223523
ACH-000483,-0.1255645256554516
ACH-000484,-0.4531448444987367
ACH-000485,-0.24176930449272724
ACH-000486,-0.4127196778752229
ACH-000487,-0.5036371078749922
ACH-000488,-0.4665881420106402
ACH-000490,-0.3850588640168038
ACH-000491,-0.26646960496723704
ACH-000495,-0.5378225165213772
ACH-000496,-0.2902902705729778
ACH-000499,-0.3354119825666203
ACH-000500,-0.4588175294830836
ACH-000502,-0.566141448148803
ACH-000503,-0.4264239994796726
ACH-000505,-0.3339204653825189
ACH-000507,-0.31530559810372355
ACH-000510,-0.2275035195856505
ACH-000511,-0.2668697620672545
ACH-000512,-0.14483840635099218
ACH-000516,-0.2311719622166504
ACH-000517,-0.209171955291044
ACH-000518,-0.2829025923335287
ACH-000520,-0.4690349854308703
ACH-000521,-0.10879819637895713
ACH-000522,-0.24863517086658574
ACH-000524,-0.21912242184906167
ACH-000527,-0.23586687658846126
ACH-000528,-0.22470315465736435
ACH-000537,-0.13144234448166545
ACH-000541,-0.5486640523637116
ACH-000542,-0.4931084164338848
ACH-000544,-0.3826637591053431
ACH-000545,-0.3486342453472519
ACH-000547,-0.5680291673344287
ACH-000548,-0.364776716836534
ACH-000549,-0.5224381682666871
ACH-000550,-0.1530526027906688
ACH-000552,-0.1754525394598403
ACH-000556,-0.5095449622387971
ACH-000557,-0.1803183497974757
ACH-000569,-0.0438716142532714
ACH-000570,-0.3111128872546797
ACH-000571,-0.2329360893427757
ACH-000573,-0.2881529374464785
ACH-000576,-0.05044267989193163
ACH-000579,-0.3120501819750125
ACH-000580,-0.16643433995625634
ACH-000584,-0.3757293261029947
ACH-000585,-0.5087710086079491
ACH-000588,-0.16832222602473915
ACH-000589,-0.2641005114236006
ACH-000591,-0.22674659810188
ACH-000593,-0.3108487531388389
ACH-000600,-0.2431068373548679
ACH-000601,-0.2411666216066809
ACH-000605,-0.17520618909547078
ACH-000606,-0.2993328772838161
ACH-000608,-0.1547518804916824
ACH-000614,-0.3604953255223255
ACH-000616,-0.22669203803255866
ACH-000618,-0.34531129466493715
ACH-000619,-0.2951092165827792
ACH-000620,-0.18394939418922285
ACH-000621,-0.23740905438903398
ACH-000622,-0.2950646175756699
ACH-000623,-0.3382014650098176
ACH-000624,-0.3247784520409772
ACH-000627,-0.3065472331595892
ACH-000630,-0.5593964256842658
ACH-000631,-0.3000024215224229
ACH-000632,-0.17860905313999145
ACH-000633,-0.2912862456455442
ACH-000637,-0.051461115515439936
ACH-000638,-0.3975343797245857
ACH-000646,-0.3713824107887127
ACH-000647,-0.11904567058101045
ACH-000648,-0.3229729358775646
ACH-000649,-0.21230186174857288
ACH-000651,-0.3854638782077686
ACH-000652,-0.271911806647052
ACH-000653,-0.1292421579142219
ACH-000657,-0.3873770812689009
ACH-000658,-0.10655889989672973
ACH-000661,-0.43052312705847856
ACH-000662,-0.4951621646502415
ACH-000663,-0.2511988155771206
ACH-000665,-0.378019375467756
ACH-000671,-0.06286809724208339
ACH-000672,-0.3371307956535187
ACH-000673,-0.3054549857110745
ACH-000676,-0.1828030385871242
ACH-000677,-0.20676725559804288
ACH-000681,-0.019194100118679003
ACH-000683,-0.12738323377118185
ACH-000684,-0.31434491101884554
ACH-000688,-0.22016168501772415
ACH-000693,-0.2238333095274304
ACH-000694,-0.2517749997362929
ACH-000695,-0.6979942806248921
ACH-000696,-0.39812659985648496
ACH-000697,-0.2075769846787581
ACH-000699,-0.4141345502600914
ACH-000701,-0.17763600169232036
ACH-000706,-0.2461069417814946
ACH-000711,-0.320566048507023
ACH-000713,-0.20595460277290767
ACH-000714,-0.2345091546879341
ACH-000718,-0.23558863785906756
ACH-000720,-0.2684883338397492
ACH-000721,-0.3260373478640696
ACH-000724,-0.2553976542974842
ACH-000725,-0.3166572545302378
ACH-000732,-0.384696782798402
ACH-000734,-0.1490226339944405
ACH-000735,-0.33155750508379644
ACH-000736,-0.1553976937288598
ACH-000738,-0.15238002600416753
ACH-000746,-0.31958982320873025
ACH-000747,-0.34870745936132114
ACH-000748,-0.18596608860219355
ACH-000753,-0.31146344233120005
ACH-000756,-0.2473229816897913
ACH-000757,-0.1230939008002019
ACH-000758,-0.02147212696015095
ACH-000760,-0.3180623758403411
ACH-000762,-0.44455510840459495
ACH-000763,-0.21613647014169848
ACH-000764,-0.38195361739962974
ACH-000765,-0.1957012801802377
ACH-000766,-0.22728863064268526
ACH-000767,-0.2589321781881266
ACH-000768,-0.23212632614144416
ACH-000769,-0.35802542125517306
ACH-000770,-0.17882272550741538
ACH-000771,-0.5581483336538272
ACH-000773,-0.14042888129372974
ACH-000776,-0.4737866668505399
ACH-000777,-0.2788567186397756
ACH-000778,-0.3651956602276399
ACH-000781,-0.18239333200742386
ACH-000782,-0.10779584193051793
ACH-000783,-0.12728527769722026
ACH-000784,-0.25966794151694256
ACH-000785,-0.11935135605697365
ACH-000787,-0.3016362761355205
ACH-000788,-0.24913853879826425
ACH-000791,-0.18911131797172284
ACH-000792,-0.2963329542504951
ACH-000794,-0.3732502901544864
ACH-000796,-0.5147857111466908
ACH-000798,-0.2325785948883352
ACH-000799,-0.33330441564312474
ACH-000800,-0.434712017584192
ACH-000802,-0.30590378085756864
ACH-000804,-0.4019406173351166
ACH-000805,-0.13304026926308085
ACH-000809,-0.1461793475664151
ACH-000810,-0.16367330378608302
ACH-000811,-0.3260142347484193
ACH-000817,-0.269980704592906
ACH-000819,-0.08628226956561387
ACH-000820,-0.4942671310411468
ACH-000821,0.030108708003115436
ACH-000822,-0.38561081139909176
ACH-000823,-0.2335740421755913
ACH-000824,-0.26132930590496195
ACH-000827,-0.4136522418101182
ACH-000829,-0.17866570763629594
ACH-000831,-0.36201612807144457
ACH-000832,-0.2447661199436812
ACH-000833,-0.18683667667345127
ACH-000834,-0.30757058918648256
ACH-000835,-0.1534076740144816
ACH-000836,-0.3486692568216218
ACH-000837,-0.2907211999716491
ACH-000838,-0.3022549625708155
ACH-000839,-0.41454784142598106
ACH-000840,-0.25388365506876265
ACH-000841,-0.07923936231525949
ACH-000843,-0.4038540330382671
ACH-000846,-0.14228606531280644
ACH-000847,-0.21681864490870406
ACH-000848,-0.3209948771870998
ACH-000849,-0.03687827142128531
ACH-000851,-0.4032629134547412
ACH-000855,-0.41128128419243937
ACH-000856,-0.2318987908364709
ACH-000858,-0.24401195595802416
ACH-000859,-0.43930826992025424
ACH-000861,-0.2350937232943714
ACH-000862,-0.2084443569875485
ACH-000865,-0.31924064930105983
ACH-000866,-0.1741786572167626
ACH-000867,-0.3364973474929711
ACH-000869,-0.2980230356804676
ACH-000872,-0.12567328849340886
ACH-000873,-0.10331800195153276
ACH-000876,-0.34066299481050555
ACH-000878,-0.20372895644821126
ACH-000880,-0.3179857312746117
ACH-000881,-0.3456225887498787
ACH-000882,-0.2084282997170912
ACH-000884,-0.24033871806149945
ACH-000885,-0.15342059773933586
ACH-000887,-0.5297569428737797
ACH-000889,-0.3610994742800887
ACH-000896,-0.12980164886536125
ACH-000898,-0.20563385842005172
ACH-000900,-0.3468923365168349
ACH-000901,-0.2764003265518076
ACH-000905,-0.289293638460217
ACH-000906,-0.27902468927754953
ACH-000907,-0.2927570820586374
ACH-000910,-0.21812570173720672
ACH-000911,-0.26360469599549025
ACH-000912,-0.5853806124014851
ACH-000913,-0.12009349958897556
ACH-000915,-0.3808609338692452
ACH-000916,-0.3903468971313208
ACH-000917,-0.21369772001794454
ACH-000920,-0.11808994019215464
ACH-000921,-0.4112131064798111
ACH-000924,-0.18586535290946574
ACH-000926,-0.3209982244090399
ACH-000928,-0.18246996406601065
ACH-000929,-0.42815240090946427
ACH-000932,-0.2940052532190315
ACH-000935,-0.35518028553490083
ACH-000936,-0.10628467549514167
ACH-000937,-0.1838673546111024
ACH-000938,-0.21762569271892346
ACH-000939,-0.32245575331942483
ACH-000941,-0.2063760784339635
ACH-000943,-0.1345952479351109
ACH-000946,-0.5275867087279461
ACH-000947,-0.17714948651312382
ACH-000948,-0.6562400072924509
ACH-000950,-0.2654331247959534
ACH-000953,-0.3677214167440949
ACH-000954,-0.3008585773284425
ACH-000957,-0.4609441953846971
ACH-000958,-0.2735077686108951
ACH-000960,-0.21490235583671216
ACH-000963,-0.14313515801815596
